科目,2007-12-31,2008-12-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"28,779,288.39","41,239,381.53","44,539,728.48","482,507,180.89","493,799,634.79","472,752,561.64","416,413,398.62","367,627,522.18","387,245,960.45","348,092,316.17","279,216,154.25","229,992,347.36","286,926,116.51","221,672,376.21","212,490,683.58","219,070,204.91","225,630,031.56","177,750,874.33","154,504,294.03","97,006,076.11","127,705,471.80","81,375,668.37","155,423,389.66","236,389,345.65","314,428,035.96","228,112,962.66","312,053,823.85","230,098,150.32","430,650,266.77","372,173,928.32","1,348,385,268.34","388,470,761.93","744,832,675.68","418,779,573.83","373,242,204.10","303,417,411.90","605,637,703.49","312,583,457.64"
短期借款,,"6,000,000.00","6,000,000.00","10,000,000.00","10,000,000.00","4,000,000.00","20,000,000.00","25,000,000.00","46,000,000.00","26,000,000.00","58,000,000.00","67,000,000.00","74,900,000.00","74,900,000.00","71,900,000.00","78,900,000.00","74,900,000.00","65,900,000.00","89,800,000.00","94,800,000.00","114,800,000.00","134,800,000.00","144,800,000.00","155,700,000.00","108,700,000.00","112,800,000.00","169,141,940.00","171,141,940.00","275,141,940.00","234,141,940.00","122,892,802.00","142,937,134.48","310,389,265.49","322,189,955.58","369,722,731.55","320,269,967.23","370,290,571.14","510,671,928.26"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,"21,398,903.80","2,000,000.00","700,000.00","700,000.00","1,334,400.00","2,100,000.00","950,000.00","1,590,000.00","6,170,000.00","8,200,000.00","1,984,704.00","3,198,772.00","6,356,909.00","4,775,309.00","3,643,000.00","2,751,400.00","1,043,400.00","100,000.00","593,000.00","3,394,006.00","6,233,006.00","2,690,000.00","1,392,228.20","13,622,000.00","4,853,200.00","11,746,842.80","8,710,542.80","9,363,642.80","10,597,950.00","36,125,339.14","44,700,000.00","15,628,000.00","17,879,028.12","43,903,462.22"
应付票据,,"14,197,750.00","20,500,519.82","1,910,000.00","21,983,644.35","8,530,972.35",,"35,988,262.68","10,409,222.36","14,145,926.53","14,419,770.50","2,140,278.10","13,466,884.30","10,133,573.00","3,014,149.60","525,336.00",,,"12,605,463.52","20,861,712.98","5,855,507.61","13,131,508.46","41,462,675.47","55,503,758.58","46,285,508.00","33,812,896.00","43,460,323.09","104,763,104.09","57,770,071.00","20,907,824.00","128,204,696.51","64,204,696.51","29,959,968.90","52,518,547.90","73,376,488.63","45,089,166.40","32,143,819.33","35,013,001.50"
应收账款,"27,739,684.55","40,708,008.37","52,067,201.23","50,045,753.41","59,674,081.56","73,571,812.62","106,407,187.71","138,123,815.44","165,609,741.72","179,146,279.21","184,728,036.73","184,130,138.42","212,786,767.16","230,217,258.66","217,768,119.79","235,840,644.36","264,317,754.81","234,978,039.18","259,317,406.56","289,961,356.90","366,185,020.73","355,073,564.93","362,159,616.72","403,524,792.32","430,725,777.61","434,336,311.47","479,075,693.68","496,927,615.87","564,901,322.38","601,792,530.43","706,314,946.03","638,167,744.03","777,085,254.75","798,287,537.06","821,444,034.70","883,052,907.73","1,059,523,953.79","1,053,605,992.38"
应付账款,"28,191,042.04","34,131,402.06","28,339,026.33","22,739,788.89","44,089,594.38","22,792,039.24","52,466,375.63","38,993,790.28","57,012,765.23","60,258,323.61","42,056,479.66","30,353,891.16","40,317,601.09","28,051,837.35","31,932,643.29","26,240,322.43","30,109,022.96","39,313,641.71","50,013,013.47","58,631,463.56","66,174,039.85","50,422,716.66","42,429,282.74","55,590,554.91","70,033,646.27","92,118,062.42","75,363,459.11","71,784,703.15","82,331,255.87","99,125,994.06","107,443,623.86","97,630,519.63","194,071,915.87","130,263,166.22","130,413,605.12","147,347,267.06","240,399,569.62","185,462,092.25"
预付款项,"9,351,537.73","8,801,459.41","6,593,182.98","6,879,377.31","16,923,109.34","12,800,313.74","29,711,991.44","70,254,486.93","32,157,062.99","33,177,713.77","46,128,392.20","53,888,548.64","43,022,936.31","61,339,577.30","53,945,676.25","40,870,697.06","40,029,245.90","44,555,249.07","48,654,097.45","39,116,801.80","48,176,325.67","62,229,375.92","71,341,462.17","72,785,168.43","71,315,545.79","89,260,147.88","89,943,065.29","88,011,544.73","89,032,020.39","84,262,727.04","95,170,873.12","115,177,690.82","76,018,863.36","124,733,418.45","176,887,968.53","174,489,663.32","157,194,219.64","198,624,125.13"
预收款项,"23,950,015.51","33,553,489.80","11,419,454.44","11,084,404.86","12,823,140.26","6,658,750.97","8,112,927.74","16,570,843.27","15,492,959.76","18,625,492.59","16,303,549.90","26,754,976.41","32,812,520.69","15,222,888.70","18,066,957.05","14,659,946.49","22,332,811.60","45,542,470.40","37,807,931.42","40,169,415.13","23,448,846.31","29,585,702.04","34,629,628.02","47,000,619.22","37,781,421.61","62,264,628.03","42,712,581.00","45,243,312.73","69,589,350.06","276,982,341.69","344,036,970.76","286,595,257.67","337,563,817.15","302,730,979.71","305,410,660.02","398,447,929.98","334,892,377.41","291,440,097.07"
其他应收款,"5,050,661.45","6,528,259.07","3,908,712.11","2,870,613.62","2,480,268.45","5,271,957.52","7,219,613.82","12,637,791.70","11,154,525.67","13,025,121.59","13,466,530.28","13,123,576.63","8,299,766.21","9,752,630.45","10,105,188.74","11,891,496.20","11,560,141.18","18,010,284.15","18,542,805.50","15,103,320.45","12,344,480.42","13,664,141.77","19,482,064.64","30,080,691.22","27,310,863.20","31,115,011.13","28,867,175.18","39,259,872.42","36,362,271.00","117,412,504.57","118,656,223.60","129,880,205.84","93,519,341.88","93,414,290.72","133,709,816.09","129,130,021.62","168,303,325.28","188,991,087.32"
应付职工薪酬,"2,852,975.65","3,845,834.62","1,300,667.55","1,222,677.49","4,468,606.97","2,995,505.53","3,912,700.48","4,473,085.39","5,491,463.42","3,961,015.05","7,163,248.42","6,396,959.66","7,178,279.06","5,845,652.88","5,833,426.47","6,018,283.85","15,270,251.28","10,006,210.39","7,161,744.45","7,431,620.50","21,198,103.69","17,766,491.16","11,850,609.26","15,267,682.67","28,328,552.00","17,772,834.45","15,595,315.79","16,812,329.48","21,236,310.76","17,274,421.46","16,328,699.69","17,509,186.51","35,886,207.55","21,842,534.06","22,397,765.28","22,807,558.96","36,048,191.58","18,781,178.11"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"13,740,948.06","462,612.78","7,427,856.91","4,928,255.80","14,384,982.87","14,294,493.65","12,291,382.46","15,670,594.69","25,672,897.31","23,922,458.43","26,053,838.73","26,011,045.63","41,621,568.79","36,371,834.90","34,165,997.68","35,739,949.19","45,112,914.73","37,740,363.38","36,385,693.26","38,175,062.65","78,798,534.21","58,171,240.88","55,677,539.69","56,134,317.43","86,863,319.85","53,533,798.20","62,518,666.32","59,779,284.36","116,842,617.70","63,190,892.84","71,549,945.58","70,494,607.98","177,477,532.58","101,360,182.08","85,763,684.98","100,486,204.16","176,739,677.77","94,991,640.95"
