科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
一、营业收入,"362,843,395.28","848,098,684.43","1,360,329,984.79","1,828,650,065.08","480,320,829.81","1,110,904,278.74","1,673,961,203.70","2,146,809,996.75","606,684,352.75","1,195,763,640.14","1,714,401,575.27","2,273,159,397.27","685,108,811.08","1,227,958,990.71","1,876,817,256.34","2,581,438,766.76","731,844,796.98","1,443,724,015.20","2,205,929,484.91","3,145,455,229.92","1,040,003,451.33","1,758,831,564.69","2,649,306,786.73","3,638,475,498.21","842,397,677.56","1,524,877,522.05","2,283,065,420.85","3,581,286,564.78","754,261,425.40","1,606,458,136.90","2,595,915,827.60","4,071,898,249.01","795,052,559.48","1,615,920,917.63","2,739,023,175.78","3,937,684,793.19","850,074,961.48","1,716,975,495.37","2,561,615,324.71","3,960,273,298.06","947,255,825.56","2,044,728,817.76","3,189,209,879.41","4,775,779,486.94","1,013,992,911.64","2,412,763,624.84"
二、营业利润,"31,667,053.43","66,487,420.18","104,698,240.22","151,939,268.13","51,802,733.66","148,520,066.01","188,670,689.51","190,108,356.88","59,610,392.45","129,976,865.41","178,112,486.49","187,588,622.07","67,639,800.88","133,307,620.93","186,882,344.05","212,357,063.22","67,718,362.62","132,255,918.45","191,837,739.40","243,440,852.90","73,112,895.07","149,632,066.39","195,226,327.85","257,910,823.13","71,091,961.57","153,545,335.69","212,593,234.22","281,171,588.77","73,078,841.11","149,722,688.03","214,058,478.08","310,762,284.99","76,023,490.80","143,905,075.57","213,521,249.14","300,606,656.65","74,621,883.56","183,748,821.28","246,984,794.70","330,327,891.70","98,560,150.95","247,564,085.81","397,011,914.43","507,079,121.79","159,882,481.47","342,157,060.29"
减:营业成本,"278,052,797.44","636,270,210.19","1,046,227,777.37","1,382,629,028.06","363,576,837.80","818,764,519.69","1,234,753,309.93","1,576,485,209.43","466,185,571.62","884,233,935.32","1,268,099,883.59","1,683,868,708.32","520,556,555.98","900,002,046.16","1,385,026,513.45","1,906,509,216.43","561,100,156.08","1,092,812,053.27","1,680,855,430.48","2,376,392,571.60","871,075,580.27","1,395,330,860.52","2,118,126,002.10","2,892,786,686.01","659,423,499.55","1,149,391,531.44","1,721,717,325.21","2,729,596,776.89","515,331,867.76","1,112,153,587.04","1,854,122,667.52","2,931,787,384.98","571,696,173.52","1,168,233,572.69","2,016,384,756.70","2,864,166,857.08","607,174,038.23","1,203,385,270.20","1,798,145,834.18","2,817,372,068.92","691,371,099.32","1,457,847,329.59","2,286,659,056.42","3,502,435,806.53","689,188,664.57","1,715,192,151.86"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"4,534,067.06","7,767,408.55","10,979,345.44","13,695,875.11","5,223,145.03","9,926,112.15","13,014,344.18","19,268,488.33","3,183,717.40","9,812,905.09","12,054,185.70","17,835,467.73","6,635,251.55","10,712,375.02","14,765,543.03","24,542,071.38","6,463,856.26","15,566,529.87","18,896,484.21","34,840,275.74","-4,750,703.14","-1,162,824.84","3,258,507.92","11,872,827.58","2,152,864.52","5,982,052.46","9,779,947.19","8,770,615.09","2,651,769.51","5,820,593.76","11,790,394.64","21,210,910.31","3,574,087.52","6,608,782.31","10,703,052.64","18,700,279.55","5,661,498.66","8,094,048.03","9,984,946.44","13,644,329.22","4,923,484.07","8,647,411.35","11,442,977.45","16,490,348.01","3,814,645.12","9,383,227.67"
营业外收入,"392,372.81","5,941,546.79","10,532,063.22","16,089,673.51","934,449.06","5,833,750.10","7,985,192.55","18,443,872.31","9,468,553.76","12,491,049.60","17,591,491.93","34,636,976.08","3,000,149.36","7,558,557.72","14,216,076.58","40,122,749.86","4,725,772.92","14,375,921.88","20,082,736.01","48,945,335.06","5,902,497.43","7,740,413.92","33,371,407.75","52,949,553.44","1,954,614.07","7,468,560.92","10,432,713.51","49,992,541.37","3,168,449.40","12,701,659.19","20,001,775.18","52,299,365.87","8,737,688.57","34,011,773.57","50,664,605.36","82,683,828.96","17,632,945.46","37,481,824.20","54,832,108.02","81,509,782.97","5,648,704.11","1,213,600.18","1,358,950.33","1,668,625.23","2,227,996.42","3,068,281.95"
销售费用,"21,795,362.28","47,497,644.26","75,068,364.15","104,111,858.70","23,025,404.06","46,161,261.90","73,800,070.13","106,792,846.40","18,564,657.52","39,670,569.14","59,917,822.79","85,270,524.68","18,809,002.04","38,857,149.84","61,176,039.74","91,015,215.20","22,243,507.53","44,756,230.57","67,430,184.38","98,858,898.72","24,720,739.21","51,731,888.46","80,349,616.11","116,447,811.54","24,840,261.08","51,869,504.47","79,946,692.56","121,400,704.02","28,959,521.44","58,620,120.82","88,795,451.94","124,746,050.04","27,364,909.82","57,804,638.01","83,238,930.98","117,736,404.22","28,169,626.74","58,441,709.82","87,848,722.75","131,042,791.10","30,461,599.10","63,222,051.16","96,734,431.38","138,839,154.20","33,366,191.37","73,334,447.45"
减:营业外支出,"79,489.96","602,771.19","827,023.55","1,191,922.82","219,577.84","347,044.39","1,078,652.87","1,093,299.49","79,600.58","192,041.94","307,154.87","465,524.20","90,866.66","474,511.79","650,886.04","900,304.10","320,928.41","457,421.37","690,208.19","1,440,281.38","114,448.54","366,838.61","491,719.43","707,070.03","54,611.83","203,235.00","414,401.02","899,843.30","144,621.81","262,363.66","403,655.22","514,421.28","76,964.34","390,988.86","489,985.97","1,134,821.81","101,550.87","224,832.98","519,434.91","700,222.68","139,378.80","4,140,932.67","4,368,530.67","6,014,300.28","68,164.78","111,103.56"
管理费用,"26,998,640.60","92,715,252.38","130,682,370.15","185,554,362.82","38,543,655.50","97,055,925.78","172,378,544.35","264,631,087.12","59,192,245.17","127,515,622.44","193,201,604.59","299,836,669.93","71,168,475.11","142,603,144.23","225,635,463.76","356,945,898.12","80,261,381.36","162,955,816.43","250,813,700.61","392,038,897.44","73,983,004.86","157,859,066.00","242,241,409.48","346,751,688.38","82,743,650.30","159,333,156.43","252,242,712.24","461,590,506.22","131,258,293.64","266,009,354.00","416,348,859.93","645,328,382.49","117,648,281.42","260,920,225.66","435,889,851.85","658,649,707.62","133,306,059.91","287,350,328.65","440,592,301.70","663,657,092.72","125,701,473.69","297,782,452.00","452,134,169.31","680,071,813.14","133,405,334.56","309,733,711.22"
其中:非流动资产处置净损失,"76,743.89","326,615.60","577,366.87",,"216,397.63","329,123.43","618,796.52","598,013.81","69,721.19","180,519.94","204,768.27","271,933.87","87,190.11","468,625.16","628,763.87","753,256.78","315,253.43","445,905.76","664,597.33","1,102,172.17","106,400.39","341,244.39","447,968.70","649,458.01","48,016.24","181,581.91","327,835.24","542,042.86","140,031.81","251,907.69","313,865.45","382,183.35","72,436.04","364,011.06","461,408.84","913,552.68","101,546.55","165,046.76","459,648.69","618,675.46","119,940.18","177,083.68","403,181.68",,,
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
