科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"461,125,738.81","534,046,546.64","703,300,111.99","348,089,104.29","802,698,313.20","1,045,015,854.17","127,699,550.61","416,112,551.83","808,981,916.73","1,119,763,026.32","83,627,927.95","553,042,715.87","1,432,832,770.77","2,190,661,072.13","90,274,262.07","603,531,380.20","1,515,678,387.72","2,113,787,598.26","93,559,856.23","657,714,336.43","1,297,050,872.95","1,769,564,121.88","128,316,423.60","622,072,450.90","1,337,933,136.62","1,752,396,705.43","199,117,110.70","521,667,720.08","999,474,117.14","1,379,940,322.86","404,875,863.30","659,394,455.66","1,161,725,304.78","1,799,779,368.11","208,489,708.63","722,566,876.65","1,467,479,153.46","2,049,843,283.82","253,208,479.45"
二、营业利润,"33,967,854.15","45,292,579.48","71,377,902.98","29,279,145.54","76,749,995.63","91,039,523.75","5,920,459.24","34,251,312.72","64,319,859.03","64,220,312.92","5,744,581.72","48,968,391.12","101,676,918.59","104,195,077.35","7,747,404.38","56,530,659.48","98,478,818.96","117,940,114.76","8,365,498.89","49,359,671.54","60,549,300.93","76,279,922.13","6,970,535.10","36,616,847.54","58,475,884.03","41,868,587.95","8,474,963.05","26,474,893.22","38,641,880.50","41,646,676.68","-13,932,286.04","-12,924,576.16","10,476,874.13","-5,253,539.43","-13,363,559.07","37,512,097.48","59,319,902.96","63,730,192.63","9,548,933.25"
减:营业成本,"394,333,353.38","462,220,246.24","599,060,837.46","294,885,677.94","683,478,653.85","905,107,387.05","106,989,509.58","349,308,794.93","678,007,084.64","954,971,134.29","68,013,630.51","448,594,919.70","1,209,474,203.96","1,900,325,466.63","70,961,483.53","482,297,989.90","1,261,442,764.59","1,782,835,844.92","73,827,095.87","538,444,561.51","1,103,729,222.00","1,530,351,248.72","115,859,032.97","526,215,941.40","1,135,628,576.91","1,555,515,949.83","182,063,177.79","435,033,332.68","850,272,694.24","1,180,678,029.85","388,524,097.68","616,029,195.32","1,047,677,585.09","1,576,859,269.03","180,559,780.11","623,336,352.65","1,258,601,883.91","1,744,652,858.28","236,304,145.60"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"1,627,899.81","1,033,790.55","3,291,639.89","1,959,552.70","1,028,540.31","3,008,854.22","-164,945.79","306,684.24","1,503,463.64","2,281,691.73","146,548.89","751,758.94","4,168,506.33","5,918,845.36","461,824.37","539,222.42","4,834,066.36","7,073,209.82","647,886.49","3,677,257.24","5,252,269.42","6,529,725.19","616,633.37","1,677,301.32","5,535,877.72","6,097,309.14","1,464,943.96","4,224,588.52","6,781,263.35","11,753,377.84","1,328,460.20","2,671,836.85","3,798,447.55","8,347,228.57","1,821,068.84","3,903,496.49","6,534,674.46","9,215,491.16","820,083.52"
营业外收入,"18,831.45","1,484,824.00","759,413.00","2,057,123.00","2,077,003.00","2,177,003.00","613,250.00","1,306,184.38","1,375,000.18","4,401,025.99","1,712,732.00","3,881,700.04","4,423,610.97","3,776,878.03","563,100.00","1,195,707.00","1,546,253.23","1,813,542.64","1,483,464.00","3,696,604.00","6,299,967.37","7,949,800.18","976,509.89","2,346,530.21","6,206,240.72","6,179,218.15","1,530,803.32","2,063,172.63","4,134,556.78","7,507,192.03","25,188,749.07","41,978,430.01","42,954,851.57","62,312,356.47","24,396,445.75","425,445.72","708,892.80","20,996,620.75","10,654.01"
销售费用,"16,582,347.74","2,420,635.52","5,404,951.98","1,992,626.64","4,547,834.20","10,856,687.98","4,015,946.38","5,804,632.72","9,789,968.65","20,202,216.11","1,456,439.36","2,776,288.78","9,564,135.00","14,987,461.59","3,160,616.95","3,440,080.18","11,108,776.31","20,214,199.40","3,999,559.72","4,807,213.56","12,299,732.55","16,292,004.22","2,922,765.80","5,760,218.51","11,927,516.38","22,842,533.40","4,943,719.20","11,989,210.59","26,197,319.34","37,277,838.08","5,766,520.39","15,097,501.93","30,489,117.49","44,277,437.81","5,932,178.76","17,079,733.84","37,917,606.25","60,767,452.76","7,752,707.32"
减:营业外支出,"2,430,894.58","110,352.57","1,563,684.01","721,004.01","1,247,423.17","1,713,284.50","1,366,562.81","1,762,489.25","2,167,833.94","3,157,480.51","303,867.99","1,103,525.64","2,350,421.55","5,164,587.39","315,109.88","738,264.31","1,711,278.39","6,364,721.29","197,422.82","1,003,396.79","1,795,124.78","5,568,115.27","153,354.69","908,720.63","1,081,983.96","6,331,164.82","171,792.20","2,841,285.51","2,828,900.21","7,210,641.42","1,194,845.20","4,999,476.59","6,854,237.22","11,795,018.11","2,807,082.84","6,062,690.21","13,029,113.83","29,182,100.29","3,563,955.81"
管理费用,"10,840,184.51","10,925,271.81","16,296,644.25","7,161,174.20","13,767,128.85","20,956,067.95","8,627,544.71","18,209,419.24","35,850,334.40","58,840,762.41","8,576,669.04","25,823,141.80","52,036,523.45","115,961,061.98","10,222,475.43","33,606,084.57","64,316,922.23","130,736,738.40","10,218,175.15","41,670,283.15","74,511,338.93","113,320,431.22","9,612,565.40","40,703,578.58","79,322,229.34","122,636,656.82","16,625,442.24","53,754,207.78","86,523,979.30","133,726,864.09","28,157,913.68","52,593,963.78","83,208,022.48","132,089,141.28","25,311,659.05","54,362,732.40","61,823,334.11","85,561,621.54","21,008,865.97"
其中:非流动资产处置净损失,"75,735.00",,,,,,,,,"413,555.48",,600.00,,"6,748.08",,,,"2,342,066.55",,,,"1,435,975.69",,"252,725.19","9,031.03","679,948.27",,"58,316.68","58,316.68","158,721.08","880,772.16","969,345.62","1,246,500.60",,,,,,
