科目,2013-12-31,2014-12-31,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
其他应收款,"1,559,443.49","1,889,989.54","2,001,001.26","1,704,087.71","1,595,081.17","1,843,431.09","1,588,154.09","1,614,771.72","3,140,262.82","1,371,177.45","926,869.58","1,113,279.59","1,197,535.73","1,412,890.64","4,295,041.67","6,157,625.28"
应付职工薪酬,"1,599,850.04","2,167,497.62","1,941,745.98","2,051,920.57","2,494,930.72","2,890,775.09","8,304,052.96","4,073,994.52","5,645,074.30","7,092,904.18","15,859,070.74","6,712,337.25","8,904,053.96","11,802,530.11","13,807,003.96","9,386,527.30"
应收关联公司款,,,,,,,,,,,,,,,,
应交税费,"317,246.16","1,522,663.41","4,033,444.81","2,740,870.64","3,739,795.62","2,077,841.34","2,085,124.67","3,884,577.51","3,950,948.43","3,511,927.62","2,341,367.74","4,394,253.61","2,746,755.43","2,469,404.63","2,565,401.51","10,803,203.12"
应收利息,,,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,,,,,"16,518.08",
应收股利,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,
存货,"14,230,671.23","20,740,694.72","17,110,445.57","21,184,728.54","21,292,859.10","27,386,215.86","33,147,723.88","37,513,093.48","32,944,374.95","31,672,295.81","28,465,247.22","26,651,293.32","32,830,461.78","36,935,565.82","35,990,839.20","35,126,360.76"
其他应付款,"239,885.27","447,940.76","464,703.94","244,754.38","309,777.55","376,933.47","1,785,699.56","1,474,179.56","1,121,505.41","627,159.32","991,577.52","613,214.18","686,172.84","761,368.22","1,071,091.14","980,223.80"
其中:消耗性生物资产,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,
其他流动资产,,"23,142.86","11,677.12",,,,"212,417,512.42","155,353,927.70","132,769,272.24","130,537,391.41","81,854,200.48","56,355,384.28","34,721,366.15","23,799,593.57","20,468,033.10","17,468,033.10"
其他流动负债,,,,,,,,,,,,,,,,
流动资产合计,"79,027,480.29","75,801,011.90","96,391,681.39","100,159,102.28","320,165,566.97","316,551,198.70","329,294,541.50","340,466,950.57","365,205,192.15","390,245,810.09","404,689,015.25","403,071,918.12","382,848,264.11","386,410,086.70","383,145,834.28","432,563,227.79"
流动负债合计,"3,618,831.12","9,022,086.59","15,478,320.35","10,295,723.04","31,533,861.05","18,803,214.97","21,855,843.70","20,870,925.29","22,559,147.73","21,840,045.38","36,824,142.90","25,782,836.01","35,789,835.41","30,091,416.96","57,729,866.19","74,246,941.57"
可供出售金融资产,,,,,,,,,,,,,"3,921,534.83","3,921,534.83","3,921,534.83",
长期借款,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,"10,254,178.72","10,160,088.55","20,287,495.76","20,097,861.92","19,908,228.08","19,718,594.24","19,528,960.40","19,339,326.56","19,149,692.72","18,960,058.88"
预计负债,,,,,,,,,,,,,,,,
固定资产,"23,511,469.01","23,067,737.02","106,884,939.42","106,369,817.37","126,422,340.00","125,932,198.45","114,938,388.61","114,007,679.85","104,055,905.69","104,446,556.33","108,758,800.59","106,337,649.69","105,478,714.34","104,995,944.40","104,301,800.86","103,410,118.59"
递延所得税负债,,,,,,,,,"1,067,071.01","1,955,141.30","2,807,504.30","1,798,247.31",,,,"1,894,479.42"
在建工程,"16,107,008.92","54,618,406.75",,,,,,"95,929.33","1,431,419.75","6,138,609.18","7,234,162.35","8,302,948.85","12,440,947.20","11,780,937.96","428,696.60","38,687,007.09"
其他非流动负债,,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,
非流动负债合计,"1,600,000.00","210,000.00","3,220,000.00","3,220,000.00","3,220,000.00","3,220,000.00","3,220,000.00","3,220,000.00","8,259,071.01","9,147,141.30","10,204,504.30","9,195,247.31","9,477,000.00","13,449,000.00","12,259,000.00","14,153,479.42"
固定资产清理,,,,,,,,,,,,,,,,
负债合计,"5,218,831.12","9,232,086.59","18,698,320.35","13,515,723.04","34,753,861.05","22,023,214.97","25,075,843.70","24,090,925.29","30,818,218.74","30,987,186.68","47,028,647.20","34,978,083.32","45,266,835.41","43,540,416.96","69,988,866.19","88,400,420.99"
生产性生物资产,,,,,,,,,,,,,,,,
实收资本(或股本),"45,000,000.00","45,000,000.00","45,000,000.00","45,000,000.00","56,820,000.00","56,820,000.00","56,820,000.00","56,820,000.00","56,820,000.00","56,820,000.00","56,820,000.00","56,820,000.00","90,912,000.00","90,912,000.00","90,912,000.00","90,912,000.00"
油气资产,,,,,,,,,,,,,,,,
资本公积,"2,237,448.21","2,237,448.21","2,237,448.21","2,237,448.21","200,134,648.21","200,134,648.21","200,134,648.21","200,134,648.21","200,134,648.21","200,134,648.21","200,134,648.21","200,134,648.21","166,042,648.21","166,042,648.21","166,042,648.21","166,042,648.21"
无形资产,"8,246,285.06","8,294,977.04","8,035,110.69","7,966,218.27","7,936,831.84","7,876,844.26","8,162,326.65","8,083,730.07","8,005,133.49","7,926,536.91","8,457,068.36","8,347,499.09","8,238,499.58","8,130,638.91","8,022,778.31","7,927,054.49"
盈余公积,"8,186,356.70","14,332,373.86","19,501,343.12","19,501,343.12","19,501,343.12","19,501,343.12","23,954,574.81","23,954,574.81","23,954,574.81","23,954,574.81","28,410,000.00","28,410,000.00","28,410,000.00","28,410,000.00","28,410,000.00","28,410,000.00"
开发支出,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,
未分配利润,"66,927,210.27","91,551,364.67","127,002,088.04","135,368,091.77","144,433,155.26","152,985,153.00","157,593,725.12","168,729,435.48","188,888,601.92","218,747,622.26","225,826,814.95","233,676,530.86","211,484,585.76","215,581,578.13","184,767,634.78","248,910,018.00"
长期待摊费用,,,,,"165,094.34","150,943.40","136,792.46","122,641.52","108,490.58","281,075.50","7,231,238.11","6,590,286.79","5,972,420.90","6,015,621.25","15,843,960.77","14,617,191.50"
少数股东权益,,,,,,,,,,,,,,,,
递延所得税资产,"677,603.02","571,140.62","1,127,468.22","1,127,468.22","953,174.49","953,174.49","792,563.90","792,563.90","1,522,406.26","1,507,582.03","1,532,897.62","1,550,365.61","3,586,728.02","3,792,552.69","5,306,850.81","2,588,894.03"
外币报表折算价差,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,"408,700.00","100,000.00","100,000.00","100,000.00",,
非正常经营项目收益调整,,,,,,,,,,,,,,,,
非流动资产合计,"48,542,366.01","86,552,261.43","116,047,518.33","115,463,503.86","135,477,440.67","134,913,160.60","134,284,250.34","133,262,633.22","135,410,851.53","140,398,221.87","153,531,095.11","150,947,344.27","159,267,805.27","158,076,556.60","156,975,314.90","190,111,859.41"
所有者权益(或股东权益)合计,"122,351,015.18","153,121,186.74","193,740,879.37","202,106,883.10","420,889,146.59","429,441,144.33","438,502,948.14","449,638,658.50","469,797,824.94","499,656,845.28","511,191,463.16","519,041,179.07","496,849,233.97","500,946,226.34","470,132,282.99","534,274,666.21"
资产总计,"127,569,846.30","162,353,273.33","212,439,199.72","215,622,606.14","455,643,007.64","451,464,359.30","463,578,791.84","473,729,583.79","500,616,043.68","530,644,031.96","558,220,110.36","554,019,262.39","542,116,069.38","544,486,643.30","540,121,149.18","622,675,087.20"
负债和所有者(或股东权益)合计,"127,569,846.30","162,353,273.33","212,439,199.72","215,622,606.14","455,643,007.64","451,464,359.30","463,578,791.84","473,729,583.79","500,616,043.68","530,644,031.96","558,220,110.36","554,019,262.39","542,116,069.38","544,486,643.30","540,121,149.18","622,675,087.20"
