科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
支付给职工以及为职工支付的现金,"31,378,784.12","32,281,150.03","47,289,914.27","36,027,374.53","47,683,999.40","76,781,944.86","26,901,711.49","51,302,469.58","71,857,631.77","95,631,124.98","25,789,770.51","57,098,923.68","81,878,060.17","109,149,210.74","29,547,127.68","59,735,959.27","85,338,752.28","114,702,051.88","32,278,517.45","65,524,302.84","95,071,563.18","124,595,572.08","35,591,173.09","65,443,772.08","99,045,531.83","119,881,474.94","38,339,412.71","64,580,255.41","90,396,817.28"
取得借款收到的现金,"308,000,000.00","276,000,000.00","248,000,000.00","174,000,000.00","288,400,000.00","423,400,000.00",,,,,,,,,"90,000,000.00","228,304,184.73","248,304,184.73","248,304,184.73","80,000,000.00","260,000,000.00","290,000,000.00","325,000,000.00","80,000,000.00","180,000,000.00","280,000,000.00","239,900,000.00","210,000,000.00","280,000,000.00","325,000,000.00"
支付的各项税费,"69,870,682.40","100,566,376.30","83,952,982.29","79,714,147.35","85,361,873.10","105,551,612.39","83,862,143.48","121,288,393.49","144,041,862.11","173,185,113.64","57,219,979.43","97,847,300.03","123,564,337.74","152,212,040.84","41,139,083.12","71,168,944.27","105,995,736.43","151,940,975.38","39,574,258.73","74,216,732.78","97,134,278.67","128,374,920.33","36,434,615.47","65,501,176.12","96,346,194.76","132,300,947.98","32,580,378.04","89,179,784.90","110,572,279.14"
收到其他与筹资活动有关的现金,"44,330,000.00","20,000,000.00","54,500,000.00",,,"2,000,000.00",,"1,499,017.47","1,507,283.48",,"35,900,000.00","35,900,000.00","39,900,000.00","46,100,000.00","9,720,000.00","10,620,000.00","10,620,000.00",,,,,,,,,"120,000,000.00","36,000,000.00","36,000,000.00","47,400,000.00"
支付其他与经营活动有关的现金,"118,250,971.64","124,270,110.49","141,030,716.08","106,873,800.20","167,229,788.13","172,275,085.30","36,832,082.52","98,354,894.32","142,089,246.59","163,432,742.36","57,031,827.78","139,481,034.53","207,867,222.72","251,040,444.05","114,851,924.78","160,634,430.13","203,868,034.03","222,707,781.55","62,191,123.52","100,507,566.46","144,160,171.67","192,268,811.37","69,122,563.20","120,540,058.06","156,760,975.65","189,878,667.50","26,926,948.36","60,136,021.93","106,846,060.93"
筹资活动现金流入小计,"352,330,000.00","335,340,000.00","383,100,000.00","174,000,000.00","288,400,000.00","1,555,758,000.00",,"1,499,017.47","1,507,283.48",,"35,900,000.00","35,900,000.00","39,900,000.00","46,100,000.00","99,720,000.00","238,924,184.73","258,924,184.73","248,304,184.73","80,000,000.00","260,000,000.00","290,000,000.00","325,000,000.00","80,000,000.00","180,000,000.00","280,000,000.00","359,900,000.00","246,000,000.00","316,000,000.00","372,400,000.00"
经营活动现金流出小计,"1,138,805,288.37","1,297,004,506.28","1,568,354,765.22","919,004,912.21","1,529,836,100.70","1,871,211,511.32","613,118,168.32","968,398,127.50","1,390,111,252.30","1,751,441,040.48","532,577,292.37","973,067,272.75","1,387,571,948.56","1,819,519,469.55","451,692,824.96","796,025,714.13","1,297,231,347.62","1,729,881,666.90","617,907,476.29","1,009,380,799.02","1,431,730,154.67","1,905,633,599.59","449,698,708.78","875,014,504.31","1,289,793,208.62","1,841,341,447.79","572,131,914.20","1,065,115,249.88","1,535,088,409.83"
偿还债务支付的现金,"323,000,000.00","217,000,000.00","366,000,000.00","70,000,000.00","100,000,000.00","285,000,000.00","236,400,000.00","236,400,000.00","236,400,000.00","236,400,000.00","35,900,000.00","35,900,000.00","35,900,000.00",,,,"8,304,184.73","8,304,184.73","120,000,000.00","220,000,000.00","240,000,000.00","240,000,000.00","110,000,000.00","260,000,000.00","290,000,000.00","325,000,000.00","30,000,000.00","130,000,000.00","204,900,000.00"
经营活动产生的现金流量净额,"69,073,378.14","92,963,478.26","82,136,594.26","-8,079,381.13","-102,195,011.71","112,759,394.34","-116,971,929.80","-56,182,804.35","266,931.35","147,953,823.24","-41,766,208.15","962,345.93","17,889,906.22","130,162,612.42","1,003,057.57","127,261,597.54","137,055,381.27","263,556,450.92","185,698.60","48,236,007.02","72,946,624.71","182,494,211.93","104,855,164.01","206,354,915.10","245,580,598.83","363,061,899.81","22,439,043.09","22,437,943.36","18,962,667.14"
分配股利、利润或偿还利息支付的现金,"37,187,103.12","103,480,922.08","24,257,200.84","6,544,563.51","8,834,190.42","15,995,489.14","3,231,518.01","99,231,518.01","99,231,518.01","99,231,518.01",,"115,353,277.78","115,353,277.78","115,200,000.00","125,833.33","140,310,344.14","144,218,131.32","148,052,825.77","3,961,972.23","53,329,966.67","57,147,366.67","61,112,427.77","4,053,201.04","7,630,032.53","58,224,016.76","58,934,636.70","2,881,995.85","6,874,425.86","58,842,944.61"
收回投资收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,000,000.00","3,000,000.00","103,000,000.00"
支付其他与筹资活动有关的现金,"40,000,000.00","57,400,000.00","36,930,000.00","4,774,312.00","4,774,312.00","12,293,870.00","7,320,000.00","7,740,000.00","7,740,000.00","9,740,000.00",,,,"35,900,000.00",,,,,,,,,,,,"39,943,333.33","120,000,000.00","120,000,000.00","130,520,000.00"
取得投资收益收到的现金,,,,,,,,,,,,"394,841.77","586,218.84","12,963,042.81","176,293.40","3,589,821.18","3,589,821.18","3,589,821.18","1,151,575.21","3,059,097.29","3,476,906.26","4,161,655.38",,"4,414,412.54","4,416,867.33","55,304,035.85","19,167.12","19,167.12","4,904,151.08"
筹资活动现金流出小计,"400,187,103.12","377,880,922.08","427,187,200.84","81,318,875.51","113,608,502.42","313,289,359.14","246,951,518.01","343,371,518.01","343,371,518.01","345,371,518.01","35,900,000.00","151,253,277.78","151,253,277.78","151,100,000.00","125,833.33","140,310,344.14","152,522,316.05","156,357,010.50","123,961,972.23","273,329,966.67","297,147,366.67","301,112,427.77","114,053,201.04","267,630,032.53","348,224,016.76","423,877,970.03","152,881,995.85","256,874,425.86","394,262,944.61"
处置固定资产、无形资产和其他长期资产收回的现金净额,,"10,000.00","734,560.00",,"-10,200.00",,"11,610.00","13,845.00","13,845.00","198,899.31",,,,,,"53,980.64","46,750.00","46,750.00",,,,"1,454,000.00","596,581.15","596,581.15","687,093.97","822,339.09","63,366.64","63,366.64","1,542,342.16"
筹资活动产生的现金流量净额,"-47,857,103.12","-42,540,922.08","-44,087,200.84","92,681,124.49","174,791,497.58","1,242,468,640.86","-246,951,518.01","-341,872,500.54","-341,864,234.53","-345,371,518.01",,"-115,353,277.78","-111,353,277.78","-105,000,000.00","99,594,166.67","98,613,840.59","106,401,868.68","91,947,174.23","-43,961,972.23","-13,329,966.67","-7,147,366.67","23,887,572.23","-34,053,201.04","-87,630,032.53","-68,224,016.76","-63,977,970.03","93,118,004.15","59,125,574.14","-21,862,944.61"
处置子公司及其他营业单位收到的现金净额,,"20,660,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到其他与投资活动有关的现金,"66,440,017.93","150,827,635.16","93,469,070.24",,,,,,,,"315,519,923.75","337,519,923.75","439,060,993.19","207,000,000.00","21,402,504.44","122,000,000.00","122,000,000.00","34,120,000.00","103,000,000.00","105,000,000.00","111,380,000.00","111,380,000.00",,,"400,000.00","19,990,000.00",,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"66,440,017.93","171,497,635.16","94,203,630.24",,"-10,200.00",,"11,610.00","13,845.00","13,845.00","198,899.31","315,519,923.75","337,914,765.52","439,647,212.03","219,963,042.81","21,578,797.84","125,643,801.82","125,636,571.18","37,756,571.18","104,151,575.21","108,059,097.29","114,856,906.26","116,995,655.38","596,581.15","5,010,993.69","5,503,961.30","76,116,374.94","3,082,533.76","3,082,533.76","109,446,493.24"
五、现金及现金等价物净增加额,"-23,171,826.39","168,282,374.87","-24,539,385.15","14,265,682.37","-7,674,450.18","1,215,012,689.39","-369,057,712.44","-408,357,272.37","-362,840,592.26","-591,315,136.49","-145,031,968.42","-391,018,000.71","-442,163,255.74","-433,024,132.44","-68,951,513.22","78,801,894.29","37,584,324.26","-15,042,879.10","-83,243,919.97","-86,882,408.02","-130,361,826.92","-64,638,169.48","-45,922,148.87","-92,830,172.43","-66,104,340.82","-100,792,287.91","58,875,625.39","9,525,138.16","-87,200,517.70"
购建固定资产、无形资产和其他长期资产支付的现金,"17,698,428.16","25,134,159.53","61,704,426.61","49,387,111.13","59,311,786.19","119,266,395.95","5,145,325.20","10,314,370.49","21,255,692.09","77,096,341.03","135,855,684.02","309,611,834.38","483,417,096.21","571,817,283.23","37,127,535.30","64,717,345.66","118,009,496.87","191,803,075.43","133,619,221.55","199,847,545.66","271,017,991.22","339,515,609.02","117,320,692.99","216,166,048.69","248,564,884.19","371,092,592.63","59,763,955.61","75,120,913.10","88,746,733.47"
期初现金及现金等价物余额,"70,893,793.15","47,721,966.76","216,004,341.63","191,464,956.48","191,464,956.48","191,464,956.48","1,406,477,645.87","1,406,477,645.87","1,406,477,645.87","1,406,477,645.87","815,162,509.38","815,162,509.38","815,162,509.38","815,162,509.38","382,138,376.94","382,138,376.94","382,138,376.94","382,138,376.94","367,095,497.84","367,095,497.84","367,095,497.84","367,095,497.84","302,457,328.36","302,457,328.36","302,457,328.36","302,457,328.36","201,665,040.45","201,665,040.45","201,665,040.45"
投资支付的现金,"12,300,000.00",,"60,000,000.00","20,948,949.86","20,948,949.86","20,948,949.86",,,,,"82,930,000.00","82,930,000.00","82,930,000.00",,"154,000,000.00","206,000,000.00","211,500,000.00","211,500,000.00",,"30,000,000.00","40,000,000.00","48,500,000.00",,,,"101,500,000.00",,,"5,000,000.00"
期末现金及现金等价物余额,"47,721,966.76","216,004,341.63","191,464,956.48","205,730,638.85","183,790,506.30","1,406,477,645.87","1,037,419,933.43","998,120,373.50","1,043,637,053.61","815,162,509.38","670,130,540.96","424,144,508.67","372,999,253.64","382,138,376.94","313,186,863.72","460,940,271.23","419,722,701.20","367,095,497.84","283,851,577.87","280,213,089.82","236,733,670.92","302,457,328.36","256,535,179.49","209,627,155.93","236,352,987.54","201,665,040.45","260,540,665.84","211,190,178.61","114,464,522.75"
