科目,2007-12-31,2008-12-31,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"137,597,463.08","122,405,091.87","236,001,328.16","668,410,940.82","673,588,128.21","713,333,358.83","787,728,668.58","642,488,645.45","567,840,183.73","568,105,050.88","437,529,705.13","286,857,721.44","241,516,857.13","757,192,243.05","588,602,740.02","488,466,202.60","376,143,621.75","319,275,161.91","262,850,937.25","130,942,595.45","176,201,640.71","154,264,959.30","212,543,906.53","129,335,771.58","135,975,819.73","154,661,662.61","228,744,394.70","211,464,597.12","209,239,578.85","1,173,563,874.94","964,128,362.78","815,914,056.81","883,066,534.17","734,601,318.77"
短期借款,"70,000,000.00","11,000,000.00","500,000.00",,"5,000,000.00","10,800,000.00","11,000,000.00","11,000,000.00","10,010,000.00","5,210,000.00","10,010,000.00","17,010,000.00","26,910,000.00","91,810,000.00","91,910,000.00","62,110,000.00","52,110,000.00","37,210,000.00","117,010,000.00","110,210,000.00","160,360,000.00","155,360,000.00","195,010,000.00","180,010,000.00","239,070,000.00","298,944,863.86","338,684,863.86","358,961,039.96","441,694,702.55","512,169,838.69","437,419,838.69","279,083,662.59","363,988,481.83","372,471,123.83"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"17,136,353.62","27,924,878.60","48,216,104.71","35,408,954.32","44,631,704.96","38,286,795.14","27,489,483.89","32,585,483.98","33,980,509.05","46,122,532.19","61,000,798.95","58,277,565.75","33,999,684.17","48,997,401.07","76,061,543.88","47,126,232.05","49,057,993.39","48,149,925.03","117,042,941.94","103,628,495.15","59,700,946.40","61,281,195.29","121,102,040.23","101,634,230.64","91,244,301.27","94,453,052.53","168,432,419.13","142,024,775.77","106,575,333.56","179,735,515.47","274,489,167.51","264,625,330.22","246,756,921.06","450,124,389.04"
应付票据,"20,404,412.56","16,443,038.47","8,160,254.50","3,360,000.00","4,040,000.00","19,419,902.34","31,484,646.68","27,673,579.58","44,824,702.50","64,496,761.74","58,448,305.55","50,050,694.94","34,567,410.52","22,364,153.34","20,384,507.02","23,345,257.94","27,518,250.34","41,814,393.99","45,541,066.26","29,757,106.96","67,287,366.48","64,261,830.28","24,644,736.37","66,388,773.26","87,827,801.52","52,211,981.08","37,358,861.94","33,645,388.49","44,168,906.29","40,663,468.23","38,677,432.25","18,119,346.43","15,178,418.93","124,549,363.85"
应收账款,"125,246,734.86","155,042,772.71","191,776,616.47","239,241,836.00","228,457,136.88","238,308,118.98","199,150,598.25","246,662,880.27","319,354,425.95","342,652,772.21","318,385,215.73","418,019,469.31","565,525,935.86","578,236,150.41","529,035,873.64","583,172,791.80","655,863,592.24","592,939,691.60","479,894,005.47","508,597,337.46","567,959,974.80","550,793,458.27","472,987,672.85","488,229,753.23","535,312,529.38","566,579,322.67","490,565,771.29","523,796,898.76","568,541,314.56","856,039,364.18","693,709,646.90","717,010,717.85","862,258,900.65","825,028,231.77"
应付账款,"100,988,147.54","112,962,682.67","105,441,081.61","130,999,891.41","154,268,134.85","160,967,879.20","166,786,430.39","202,865,896.83","261,019,926.96","237,865,171.07","240,013,934.17","213,155,824.50","276,275,431.84","257,034,388.47","284,215,512.56","296,527,553.37","341,341,812.05","298,776,899.41","259,917,469.20","249,944,025.18","288,185,976.80","273,261,938.34","282,148,007.59","315,518,094.92","358,071,536.14","368,579,891.56","300,149,923.42","270,248,418.08","324,735,633.68","680,184,790.95","597,458,868.40","778,403,572.43","924,152,968.81","916,757,369.94"
预付款项,"15,350,829.87","20,848,011.39","48,458,907.78","63,886,138.20","68,873,737.71","81,114,311.02","101,103,618.62","166,027,955.66","171,439,075.00","159,813,872.56","208,351,557.78","180,600,233.04","179,581,103.03","237,359,786.37","47,236,474.27","54,880,784.88","55,262,317.82","69,003,966.71","61,825,389.62","64,717,873.57","86,611,574.14","53,138,655.13","42,059,321.34","69,926,307.13","43,836,918.28","44,109,912.38","34,853,811.92","85,744,441.36","95,322,702.73","121,273,370.23","98,341,666.00","174,266,970.09","163,811,875.65","181,544,822.82"
预收款项,"73,974,627.03","99,814,257.12","100,272,064.07","108,556,928.03","133,148,716.48","193,177,391.54","264,199,855.20","311,544,590.33","321,156,828.18","318,302,945.52","215,400,182.02","134,240,226.58","111,345,025.25","115,290,610.04","121,844,310.81","124,594,800.43","132,583,978.64","167,501,201.90","188,115,061.38","198,635,954.61","241,543,858.98","245,273,810.96","125,615,574.72","145,514,277.84","156,678,862.34","172,212,266.31","163,297,486.19","262,587,680.21","208,173,818.77","282,975,825.15","403,464,222.91","558,652,318.82","688,838,840.92","1,019,232,942.75"
其他应收款,"6,097,401.50","6,528,370.37","8,398,758.40","9,281,119.52","8,492,150.46","9,378,223.76","7,461,938.69","9,278,236.34","16,392,348.74","9,884,143.77","12,500,358.73","14,021,836.75","12,737,185.78","13,302,630.41","13,731,439.31","15,132,868.30","17,363,141.66","20,658,587.43","16,206,610.44","18,936,302.21","19,050,215.40","18,719,234.60","14,316,359.09","17,399,067.21","22,837,672.30","20,425,404.57","16,219,044.23","19,403,124.41","20,978,442.44","31,000,277.86","20,530,924.15","161,420,081.11","41,596,165.88","83,111,324.93"
应付职工薪酬,"13,451,327.34","16,047,247.98","21,943,884.62","13,950,731.28","15,612,567.45","15,831,924.70","29,582,584.30","23,376,573.50","26,541,179.07","22,156,830.96","43,832,295.94","33,869,374.80","24,708,818.71","27,804,537.93","38,667,907.35","26,003,679.77","29,897,348.88","32,129,073.59","48,743,683.79","36,262,453.53","40,207,965.17","42,864,711.81","60,389,625.56","47,767,833.19","52,372,457.04","58,982,928.30","81,890,195.50","61,813,086.22","71,963,153.56","87,680,687.31","113,078,513.78","93,901,326.51","97,609,088.28","98,960,508.27"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"8,423,119.62","3,227,128.66","9,845,649.41","10,406,530.45","7,175,379.02","-2,017,316.42","-5,379,727.59","-285,604.22","-1,487,447.33","-610,659.11","10,189,659.44","12,697,971.37","24,309,992.01","13,234,840.32","14,225,898.01","8,833,107.86","7,836,153.22","-7,125,206.38","12,291,467.06","17,450,318.95","14,515,757.52","19,109,635.95","21,629,715.09","16,049,165.90","10,151,257.55","8,169,290.06","32,904,352.44","17,020,171.10","16,732,244.94","17,185,983.46","23,112,960.34","19,940,081.45","29,237,740.95","26,326,341.31"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付利息,,,"298,055.00","2,769,803.36","187,414.52","132,470.08","277,402.23","197,402.25","197,402.25","194,285.00",,,,,,,,,,,,,,,"6,355.80",,,,"163,870.89","151,356.82","199,214.71","191,014.60","592,707.22","4,299,976.28"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,"12,771,649.82","11,553,339.64","1,506,982.52","423,471.57","423,471.57","423,471.57","1,295,222.29","920,547.39","7,420,547.39","1,370,547.39","920,547.39","6,884,761.29","4,415,547.39","4,415,547.39","4,665,827.26","6,315,279.32","2,835,779.32","2,835,779.32","15,014,613.36","15,014,613.36","48,688,373.36","33,269,197.96","33,269,197.96","33,269,197.96","36,344,415.97","34,112,095.97","32,736,140.97","31,555,921.91","31,023,352.87","33,355,352.87","33,355,352.87","33,355,352.87","36,050,849.40","41,573,414.38"
存货,"146,373,041.25","170,639,057.61","156,755,081.69","180,676,046.75","242,253,831.61","318,406,798.42","379,565,056.47","463,345,001.42","563,883,708.42","574,440,318.86","533,305,179.50","458,728,380.57","450,120,890.87","466,544,162.55","441,090,405.38","467,544,762.07","489,990,467.77","593,120,855.28","614,678,390.56","641,483,516.94","685,085,472.97","708,177,103.54","566,382,168.45","645,504,450.47","703,902,130.85","721,967,648.69","592,681,837.17","643,860,984.75","683,051,889.42","1,196,070,607.55","1,178,104,459.76","1,313,908,655.22","1,563,643,886.56","1,895,905,358.28"
