科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
负债合计,"154,239,955.71","147,602,827.12","92,741,482.72","91,393,581.71","116,570,553.72","157,389,631.67","168,161,590.08","117,312,485.42","118,465,108.66","182,795,410.07","311,641,817.31","370,498,037.01","374,488,228.65","360,377,808.17","381,506,680.56"
生产性生物资产,,,,,,,,,,,,,,,
实收资本(或股本),"50,460,000.00","57,668,600.00","67,105,275.00","67,105,275.00","67,105,275.00","67,105,275.00","89,475,275.00","178,950,550.00","178,950,550.00","178,950,550.00","178,950,550.00","178,950,550.00","178,950,550.00","178,950,550.00","178,951,702.33"
油气资产,,,,,,,,,,,,,,,
资本公积,"37,739,886.16","80,531,286.16","161,094,611.16","161,094,611.16","161,094,611.16","161,094,611.16","360,798,311.16","271,323,036.16","275,141,362.10","275,141,362.10","275,141,362.10","259,398,364.87","259,398,364.87","259,769,933.85","259,769,933.85"
无形资产,"30,605,776.69","45,399,747.20","44,427,671.18","43,926,898.58","43,755,802.17","43,496,541.96","43,237,281.75","42,978,021.54","42,718,761.33","31,401,843.80","31,230,779.55","69,739,081.55","69,771,583.75","69,238,726.85","68,875,535.09"
盈余公积,"5,999,061.34","9,504,964.57","13,861,484.31","13,861,484.31","13,861,484.31","18,789,825.43","18,789,825.43","18,789,825.43","18,789,825.43","23,194,263.65","23,194,263.65","23,194,263.65","23,194,263.65","23,513,745.29","23,513,745.29"
开发支出,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,"1,961,935.26"
商誉,,,,,,,,,,,,"63,690,633.46","63,690,633.46","62,746,720.37","62,746,720.37"
未分配利润,"49,261,917.97","83,222,467.48","126,739,162.24","146,716,691.37","159,120,355.44","177,162,104.01","189,159,422.22","176,155,524.14","187,660,154.78","198,043,058.28","206,617,699.79","200,678,020.68","206,702,957.55","199,749,481.52","209,096,651.47"
长期待摊费用,"630,000.00","420,000.00","210,000.00","105,000.00","52,500.00",,,,,,,,,"334,409.78","114,396.20"
少数股东权益,"-818,215.07","-654,709.97","-1,463,316.73","-1,777,716.09","-2,007,671.95","-2,281,218.57","-2,500,122.60","-2,583,349.50","-2,736,931.41","-2,846,899.10","-2,854,884.14","-3,058,383.85","-3,570,598.95","-4,589,145.27","-5,451,345.11"
递延所得税资产,"1,040,390.95","1,266,304.97","1,606,540.88","1,519,764.36","1,564,735.99","1,859,090.59","1,840,846.94","1,845,190.17","1,889,097.39","2,636,958.90","2,630,808.48","3,311,815.49","3,333,853.20","3,361,112.50","2,604,638.66"
外币报表折算价差,,,,,,,,,,,,,,,
其他非流动资产,"8,523,775.98","9,472,846.54","14,004,446.74","6,555,209.62","11,669,853.99","10,953,096.87","13,830,267.94","16,101,746.99","16,421,989.96","15,957,355.94","14,519,629.27","19,984,495.36","9,259,093.44","4,413,041.34","43,975,709.74"
非正常经营项目收益调整,,,,,,,,,,,,,,,
非流动资产合计,"142,641,299.16","175,481,798.31","211,133,291.04","237,373,336.29","259,413,274.69","273,136,463.98","285,129,269.07","296,078,370.76","353,714,695.55","404,874,787.82","414,551,052.37","548,294,062.47","534,595,619.48","540,034,402.74","557,876,229.03"
所有者权益(或股东权益)合计,"142,654,450.29","230,367,111.74","367,711,359.76","387,062,451.60","399,251,683.18","421,881,515.54","655,704,894.45","642,575,609.90","657,621,009.21","672,441,791.67","681,361,917.55","659,353,770.67","664,578,985.59","657,575,952.68","664,297,287.32"
资产总计,"296,894,406.00","377,969,938.86","460,452,842.48","478,456,033.31","515,822,236.90","579,271,147.21","823,866,484.53","759,888,095.32","776,086,117.87","855,237,201.74","993,003,734.86","1,029,851,807.68","1,039,067,214.24","1,017,953,760.85","1,045,803,967.88"
负债和所有者(或股东权益)合计,"296,894,406.00","377,969,938.86","460,452,842.48","478,456,033.31","515,822,236.90","579,271,147.21","823,866,484.53","759,888,095.32","776,086,117.87","855,237,201.74","993,003,734.86","1,029,851,807.68","1,039,067,214.24","1,017,953,760.85","1,045,803,967.88"
