科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"94,796,274.56","106,749,223.84","160,850,780.56","79,330,674.71","111,941,458.49","230,289,378.43","14,441,213.24","37,869,950.19","90,176,560.25","151,101,004.14","52,975,661.90","77,270,211.30","125,985,965.23","211,013,366.18","28,462,180.41","87,411,800.84","172,669,771.48","298,596,445.55","17,493,914.61","35,036,764.76","97,450,183.57","207,206,185.80","170,924,351.78","246,508,758.64","311,656,795.00","467,732,366.14","100,587,031.16","250,509,514.62","365,980,276.98","559,411,818.67","139,157,014.78","209,050,602.16","297,931,540.40","445,098,525.01","121,973,328.43","184,943,754.93"
取得子公司及其他营业单位支付的现金净额,,"415,224.93",,,,,,,,,,,,,,,,"3,045,344.49",,,,"18,831,150.99",,,,"7,467,203.99",,,,,,,,"599,519.82",,
收到的税费返还,"3,271,114.81","2,144,257.95","4,452,226.66","3,557,264.73","4,533,076.65","5,978,690.32","1,590,160.64","1,590,160.64","6,567,131.06","7,961,746.20","230,588.73","3,707,944.77","3,845,551.57","5,945,349.94","311,110.99","1,511,414.46","4,317,032.69","4,619,078.27","833,418.81","2,486,842.81","2,770,983.02","2,776,818.57","12,508.08","684,584.64","685,594.58","677,070.18",,,"28,027.60","73,387.70",,,"71,794.84","357,373.99","40,000.00","45,050.00"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,"1,368,096.30","24,443,611.96","2,018,817.70",,,,"3,000,000.00",,,,"4,500,000.00",,,,"20,500,000.00",,
收到其他与经营活动有关的现金,"4,502,129.87","18,428,374.60","14,533,111.34","5,421,951.53","5,031,388.45","11,135,012.88","4,871,326.05","24,043,682.27","29,599,329.36","34,026,223.00","5,994,990.82","11,077,864.26","17,843,298.18","24,431,743.16","5,411,300.35","5,147,589.47","26,017,842.48","91,036,089.47","20,499,271.80","21,343,602.27","32,657,190.39","63,978,291.53","2,754,757.62","69,764,949.62","95,016,968.63","103,802,483.97","10,972,897.10","30,172,807.29","28,759,996.92","57,904,743.16","15,327,205.00","20,099,225.89","82,294,407.21","108,016,067.15","16,255,638.60","21,494,002.19"
投资活动现金流出小计,"103,917.00","3,770,524.50","11,025,796.68","6,133,415.33","27,924,667.26","29,637,096.24","1,778,592.91","4,742,587.96","29,721,051.02","50,237,042.72","41,239,666.03","7,207,910.35","10,631,910.47","32,814,161.60","1,419,347.14","1,427,512.60","2,759,959.60","6,699,794.27","1,956,170.00","28,787,035.90","75,483,850.15","52,089,631.33","14,592,624.00","45,603,165.70","64,103,734.63","76,096,627.88","4,204,045.89","12,310,433.59","20,549,096.64","18,087,643.04","161,094.44","1,895,385.44","10,676,183.71","42,489,488.13","3,278,120.77","3,469,948.97"
经营活动现金流入小计,"102,569,519.24","127,321,856.39","179,836,118.56","88,309,890.97","121,505,923.59","247,403,081.63","20,902,699.93","63,503,793.10","126,343,020.67","193,088,973.34","59,201,241.45","92,056,020.33","147,674,814.98","241,390,459.28","34,184,591.75","94,070,804.77","203,004,646.65","394,251,613.29","38,826,605.22","58,867,209.84","132,878,356.98","273,961,295.90","173,691,617.48","316,958,292.90","407,359,358.21","572,211,920.29","111,559,928.26","280,682,321.91","394,768,301.50","617,389,949.53","154,484,219.78","229,149,828.05","380,297,742.45","553,471,966.15","138,268,967.03","206,482,807.12"
投资活动产生的现金流量净额,"-103,917.00","-3,669,608.87","-11,023,926.68","-6,110,435.33","-27,901,687.26","-29,614,116.24","-1,778,592.91","-4,742,587.96","-29,721,051.02","-50,236,162.72","-41,224,953.03","-193,197.35","-3,617,197.47","-19,103,837.25","-1,415,212.14","-1,421,827.60","-2,752,974.60","-4,441,018.72","-1,956,170.00","-27,887,035.90","-74,583,050.15","-44,613,831.33","-13,952,624.00","-44,963,165.70","-58,683,462.60","-59,083,024.01","-4,036,753.89","-5,260,433.59","-13,286,187.62","10,681,257.23","-161,094.44","-1,652,085.44","-8,312,883.71","-28,009,910.21","-3,278,120.77","1,720,051.03"
购买商品、接受劳务支付的现金,"54,810,145.37","68,462,852.75","77,731,496.91","52,949,351.26","85,745,217.57","149,684,934.55","24,096,523.50","58,611,010.22","94,159,422.54","99,937,779.39","85,353,133.75","121,310,311.34","183,568,675.33","229,681,516.62","40,004,000.77","80,281,475.16","162,634,593.30","183,782,147.19","141,791,556.26","216,713,349.43","301,096,807.19","419,692,629.22","46,197,176.28","76,100,219.20","169,740,608.28","273,918,618.08","84,947,548.03","199,978,424.12","358,395,196.07","464,584,896.10","74,252,046.09","159,267,901.41","233,675,433.23","300,692,710.67","128,458,578.99","161,553,480.01"
吸收投资收到的现金,,"20,160,000.00",,"900,000.00","900,000.00","2,800,000.00","400,000.00","400,000.00","400,000.00","530,067,248.00",,,,,,,,,,,,,"2,800,000.00","23,100,000.00","23,290,000.00","47,800,000.00",,,"10,000.00","300,000.00",,"6,670,000.00","6,670,000.00","6,670,000.00",,
