科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"134,871,286.10","120,808,346.93","146,532,490.44","136,878,036.77","106,519,195.96","171,312,769.26","803,586,965.72","727,430,636.22","697,224,317.93","865,821,868.42","758,197,518.42","677,523,879.78","632,560,215.59","779,964,737.57","623,345,390.65","614,736,863.21","609,131,951.19","742,208,694.05","505,154,550.08","450,482,737.80","427,860,969.46","617,770,951.40","601,058,085.19","496,617,001.91","592,695,969.49","679,949,528.92","623,189,498.66","661,735,151.64","604,578,856.73","823,992,779.98","685,187,523.02","510,371,357.94","425,184,459.80","1,875,429,283.00","1,254,531,221.32","760,150,662.30","635,827,467.44","1,044,892,808.43","1,191,329,691.99"
短期借款,"55,000,000.00","70,000,000.00","71,000,000.00","106,000,000.00","106,000,000.00","106,000,000.00","76,000,000.00","86,000,000.00","125,000,000.00","130,000,000.00","121,000,000.00","151,000,000.00","161,000,000.00","130,000,000.00","120,000,000.00","27,600,000.00","125,000,000.00","180,800,000.00","203,800,000.00","475,800,000.00","923,350,000.00","1,047,180,000.00","1,311,310,000.00","1,510,760,000.00","1,912,570,000.00","1,933,690,000.00","2,012,750,000.00","2,254,750,000.00","2,274,150,000.00","2,133,950,000.00","2,528,250,000.00","2,553,250,000.00","2,520,700,000.00","3,112,050,000.00","3,189,750,000.00","2,805,300,000.00","2,595,084,838.20","2,635,084,838.20","2,068,084,838.20"
交易性金融资产,"123,177.47","70,266.52","96,414.18","98,739.69","99,015.53","114,122.37","19,177.47","33,005.16","100,566.29","114,014.78","122,657.02","131,804.59","164,434.81","158,815.73","186,531.12","205,095.77","228,471.98","248,736.35","243,428.24","235,966.03","244,937.18","269,444.05","278,335.82","277,691.94","248,765.00","247,795.78","273,696.43","231,488.56","257,262.25","312,435.54","338,686.21","333,137.89","350,939.36","12,108,512.95","12,099,329.36","12,115,742.28","11,963,740.55","10,319,624.19","9,972,616.51"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,100,000.00",,"3,455,000.00","955,000.00","500,000.00",,"81,000.00",,,,,
应付票据,,,,,,,,,,"7,631,240.00","4,300,000.00",,,,,,,,,,,,,,"1,466,800.00","760,000.00","5,850,210.00","5,850,210.00",,,,,,,,,,,
应收账款,"59,022,489.35","53,874,601.28","47,865,063.56","99,488,250.47","84,590,008.88","108,519,783.36","110,465,202.81","155,006,593.39","227,199,538.62","195,690,724.35","200,491,748.44","280,035,748.53","349,906,556.51","255,371,225.21","281,196,522.17","415,264,409.26","525,619,478.83","414,189,521.80","503,035,817.81","583,457,669.98","657,287,427.57","697,315,631.05","720,212,005.19","821,669,039.94","847,282,932.97","783,036,513.01","931,097,512.08","1,031,916,392.87","1,038,978,925.44","810,788,485.64","919,284,178.77","1,230,462,924.59","1,311,474,793.30","1,183,277,649.28","1,362,159,133.18","1,777,242,603.15","1,939,704,412.34","1,530,034,738.02","1,702,365,636.47"
应付账款,"12,563,110.80","13,000,764.90","30,037,131.55","18,835,124.92","11,536,025.29","26,097,487.09","10,941,917.87","22,704,499.02","13,079,676.76","27,228,212.58","9,141,672.01","15,156,331.85","23,696,546.23","17,379,024.68","18,598,445.87","24,371,047.31","39,698,148.52","76,670,433.30","64,864,724.73","109,410,719.43","140,591,624.65","203,265,675.27","161,368,287.01","190,477,687.57","222,022,648.47","271,810,347.45","279,981,722.71","352,160,286.35","330,671,968.01","363,789,712.17","333,472,915.89","371,775,634.09","443,719,359.28","442,956,304.81","418,913,619.38","404,769,995.70",,"383,024,655.62",
预付款项,"10,627,284.59","5,269,410.36","2,941,645.35","2,274,915.12","4,873,983.27","3,597,157.82","11,544,027.78","18,717,058.59","3,193,114.97","960,914.06","7,316,550.82","1,795,544.16","8,482,796.10","12,039,258.88","24,178,339.12","34,530,147.34","29,572,245.40","34,183,090.70","14,791,573.63","131,749,533.53","136,825,441.83","27,203,422.29","34,752,262.82","54,788,626.92","24,741,314.88","14,296,493.66","26,026,667.86","26,811,481.73","36,971,948.75","12,951,489.93","28,653,093.76","26,738,339.64","71,178,431.14","17,444,203.53","28,937,914.43","20,601,239.20","14,064,875.11","12,619,547.15","13,683,439.45"
预收款项,"5,897,611.15","13,539,689.87","6,086,654.24","4,876,811.58","4,253,067.58","5,145,238.70","2,588,728.70","5,807,899.90","6,636,571.52","7,880,780.33","9,224,367.20","7,065,983.20","8,583,670.16","10,835,836.27","9,072,058.91","21,122,561.47","19,271,999.45","12,644,099.21","15,576,589.87","8,754,012.05","9,487,288.41","14,988,961.35","20,137,443.38","22,442,107.94","21,753,700.59","11,732,444.46","20,305,827.91","14,903,104.79","14,733,117.62","17,022,661.89","14,092,108.89","14,379,094.89","14,818,303.23","19,154,234.09","16,894,230.82","15,502,035.18","23,278,426.88","10,308,570.19","12,046,586.49"
其他应收款,"27,351,039.32","33,698,760.63","24,157,850.13","19,508,194.95","27,291,944.09","21,604,789.25","25,615,432.60","28,405,363.19","35,081,544.36","30,006,085.52","27,230,976.34","27,021,322.14","27,254,087.52","35,650,510.22","47,429,048.78","56,350,671.91","57,283,212.06","155,441,182.66","175,827,226.18","67,106,281.04","70,931,987.13","97,829,108.45","81,718,338.05","88,559,459.36","103,924,980.70","110,068,637.21","119,373,221.45","111,598,946.69","118,268,781.76","121,281,262.96","130,106,515.83","165,372,921.33","126,097,215.71","151,682,689.09","159,849,519.26","149,527,369.11","175,161,732.58","169,255,836.49","169,894,840.19"
应付职工薪酬,"1,076,052.65","767,964.48","986,358.11","1,052,599.98","1,843,780.67","1,091,866.74","1,106,552.70","81,815.54","132,071.63","36,866.37","46,097.10","95,717.14","113,798.30","122,839.38","124,134.78","879,085.34","855,610.19","890,018.16","969,505.08","1,310,014.78","1,649,880.71","4,491,839.92","5,067,406.76","4,386,112.86","4,931,468.96","4,959,525.73","4,271,490.41","3,968,646.18","4,509,779.07","12,806,328.52","4,361,266.43","4,925,178.63","5,157,781.09","15,674,184.98","6,001,310.58","2,171,868.02","2,622,142.32","1,637,128.03","2,557,594.62"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"9,386,899.07","7,567,422.89","6,259,555.66","4,618,554.51","4,573,489.65","15,303,691.82","615,924.17","3,192,136.06","9,754,378.70","25,456,682.28","10,272,128.54","18,815,557.62","13,257,892.56","20,395,684.58","1,601,754.84","11,852,782.33","20,318,064.49","29,248,024.52","11,521,406.56","16,774,702.03","30,878,513.19","62,872,124.51","13,461,176.45","21,271,292.06","22,336,875.18","81,239,734.54","21,602,392.53","21,993,148.78","93,516,715.21","193,882,795.87","76,871,426.65","98,376,884.07","79,574,457.97","152,072,564.84","118,125,875.15","123,111,844.45","128,366,881.34","123,978,336.94","95,947,522.46"
应收利息,,,,,,,,,,"10,527,269.34","15,993,705.79","14,612,422.76","13,174,825.37","9,966,159.98","10,312,803.57","8,663,768.55","9,411,757.50","11,096,195.47","12,375,188.87","8,234,874.54","1,765,093.74","279,523.33","2,376,893.92","1,080,465.46","1,439,204.84","242,202.77","242,202.77","242,202.77",,"313,992.38","756,651.90","1,195,863.02",,,,,,,
应付利息,,,,,,,,,,,,,,,,"1,932,000.00","4,366,849.32","7,626,808.71","10,008,726.52",,,"387,506.12","387,506.12","266,412.85","5,293.15","2,465,832.26","2,471,125.41","2,918,961.26","2,599,419.19","4,268,258.70","915,763.71","915,763.71","915,763.71","8,832,139.77","3,026,825.34","2,351,825.34",,"8,873,837.75","2,638,088.02"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,"794,423.68","487,898.08",,,,,,,,,,,,,,"6,389,720.00",,,,,,,,,,,,,,,,"23,264,815.26","7,667,664.00",,,,,,
存货,"9,819,336.21","12,740,593.17","13,147,038.98","28,272,462.51","55,374,181.78","18,039,533.52","66,926,248.73","70,647,625.03","76,451,532.61","23,738,608.70","75,697,179.07","56,959,328.71","76,032,970.08","48,245,401.36","125,160,937.49","146,871,079.74","165,987,493.26","164,753,521.10","304,031,409.26","370,646,460.09","480,594,545.36","531,274,573.10","776,146,817.45","892,345,886.81","1,127,492,652.33","945,661,098.99","1,090,155,318.22","1,034,224,487.66","1,180,046,132.47","1,032,971,687.63","1,214,802,149.94","1,127,510,287.48","1,383,718,339.36","1,266,129,752.77","1,713,448,243.27","1,281,932,865.25","1,317,115,429.33","1,142,657,237.61","1,357,834,521.95"
其他应付款,"27,028,323.25","26,277,035.56","15,352,608.27","30,983,382.44","23,408,754.54","21,018,736.63","14,847,949.38","13,456,630.47","8,359,029.62","23,874,488.38","23,170,450.87","21,016,739.62","25,004,672.66","32,281,573.98","24,954,935.13","84,055,603.70","93,898,912.71","41,177,870.25","29,552,506.48","38,937,592.03","38,836,903.88","198,244,489.17","254,439,799.15","283,240,966.12","280,977,371.41","292,495,172.34","359,227,487.04","420,654,174.80","278,945,242.41","407,711,474.96","377,368,935.44","396,314,148.45","395,750,776.14","50,580,243.55","48,715,980.50","54,908,883.15","61,379,680.07","59,902,271.61","44,751,995.22"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"178,228,441.59","178,228,441.59","177,720,726.09","178,576,344.46","187,319,160.72","187,319,160.72"
一年内到期的非流动负债,"12,500,000.00","12,500,000.00","12,500,000.00","12,500,000.00","12,500,000.00","12,500,000.00",,,,,,,,"2,619,525.80","4,664,817.69","209,676,623.50","212,239,977.84","213,706,913.73","16,585,717.01","12,967,449.51","11,689,273.67","7,891,259.27","6,424,323.38","31,248,355.94","22,500,000.00","32,500,000.00","33,750,000.00","35,000,000.00","45,500,000.00","52,900,000.00","62,300,000.00","59,900,000.00","64,900,000.00","99,548,637.81","114,828,498.26","125,338,588.61","155,730,702.67","172,394,525.99","164,479,431.23"
其他流动资产,,,,,,,,,,,,,,,,,,,,,,"25,120,000.00","22,980,000.00","18,580,000.00","18,480,000.00","53,130,000.00","85,650,000.00","20,550,000.00","24,470,000.00","30,684,526.48","87,342,019.66","68,018,918.24","35,732,312.90","117,683,378.34","89,988,225.60","81,475,557.72","39,821,774.51","50,809,496.80","40,871,097.34"
其他流动负债,,,,,,,,,,,,,,,,,,,"200,000,000.00",,,,,,,,,,,,,,,,,,,,
流动资产合计,"241,814,613.04","226,461,978.89","234,740,502.64","286,520,599.51","278,748,329.51","323,188,155.58","1,018,157,055.11","1,000,240,281.58","1,039,250,614.78","1,126,859,485.17","1,085,050,335.90","1,058,080,050.67","1,107,575,885.98","1,141,396,108.95","1,111,809,572.90","1,276,622,035.78","1,397,234,610.22","1,522,120,942.13","1,515,459,194.07","1,611,913,523.01","1,775,510,402.27","1,997,062,653.67","2,239,522,738.44","2,373,918,172.34","2,716,305,820.21","2,586,632,270.34","2,876,008,117.47","2,888,410,151.92","3,003,571,907.40","2,836,751,660.54","3,067,425,819.09","3,130,503,750.13","3,353,736,491.57","4,802,064,910.55","4,799,242,028.01","4,260,766,765.10","4,312,235,776.32","4,147,908,449.41","4,673,271,004.62"
