科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"89,890,352.38","69,175,104.43","94,849,190.90","99,675,525.76","386,282,364.44","335,467,572.32","238,066,021.73","252,707,014.53","146,248,461.97","446,461,392.68","342,672,741.89","398,984,785.07","380,420,915.16","274,006,126.49","324,170,566.59"
短期借款,"60,000,000.00","49,000,000.00","76,999,383.25","69,845,888.69","6,028,009.60","27,578,234.89","4,961,110.40","10,688,892.38","4,041,902.07","4,654,426.60","16,024,539.37","26,909,795.14","13,311,804.39","12,590,265.67","5,384,135.06"
交易性金融资产,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,
应收票据,"9,390,000.00","70,117,350.00","45,440,280.16","28,046,400.00","52,029,866.82","41,878,480.65","94,846,719.39","63,532,482.10","53,951,729.50","31,773,079.28","75,887,746.04","26,563,149.10","47,130,927.45","21,445,740.71","82,544,064.45"
应付票据,"99,300,000.00","96,000,000.00","57,000,000.00","92,670,000.00","135,700,000.00","101,000,000.00","28,000,000.00","56,500,000.00","62,430,000.00","78,330,000.00","92,321,471.22","69,621,471.22","39,138,674.28","50,838,674.28","67,400,000.00"
应收账款,"118,357,783.07","140,136,202.71","166,968,335.15","225,937,477.52","196,987,987.71","234,522,428.23","186,350,761.75","173,912,192.63","162,781,850.60","233,471,904.08","270,412,225.33","243,039,451.23","215,576,701.35","228,700,705.91","171,227,524.90"
应付账款,"46,269,484.19","60,247,959.31","62,701,033.14","75,500,398.13","76,697,723.76","69,519,383.10","80,024,422.44","65,185,637.51","80,469,921.00","65,323,451.76","95,076,159.65","47,938,508.93","65,823,321.53","50,951,843.13","30,296,931.26"
预付款项,"2,337,249.78","1,860,640.00","3,594,474.64","7,202,583.66","21,099,525.01","3,583,002.14","3,397,488.96","5,144,162.44","9,375,257.72","7,549,357.97","4,404,636.81","5,107,908.85","7,878,435.46","3,113,564.71","5,865,701.96"
预收款项,"887,949.88","1,315,742.83","275,991.65","650,392.15","313,623.97","1,152,381.44","725,577.77","180,544.06","734,146.30","1,031,058.62","603,717.73","2,243,196.47","2,023,689.25","2,421,819.03","2,307,390.72"
