科目,2009年度,2010年度,2011年度,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"385,743,923.84","439,200,906.42","583,964,112.77","247,480,380.64","390,550,870.35","536,926,167.96","165,330,475.87","347,051,447.51","506,783,233.32","700,073,872.38","132,561,518.24","277,979,302.80","421,824,858.91","593,933,812.00","167,770,958.91","297,879,803.94","441,419,117.57","543,098,766.85","122,580,437.47","297,649,451.54","459,797,594.30","577,890,323.02","205,845,407.89","369,891,862.13","610,564,287.75","893,862,382.88","310,027,313.15","696,544,860.10","1,075,876,036.44","1,501,150,191.61","405,053,310.64"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,"2,388,788.48",,,,,,,,,,"63,263,001.00","63,263,001.00","63,263,001.00",,,,,
收到的税费返还,,"1,421,989.77","7,122,650.68","13,689,922.56","19,681,160.08","31,600,128.48","5,399,538.48","14,643,041.18","19,407,380.36","27,716,154.23","914,580.36","6,287,600.21","20,449,126.80","32,835,896.67","2,150.43","1,946,753.84","8,634,915.34","16,146,223.98","1,333,884.59","5,366,233.16","5,366,948.54","19,175,343.76","5,120,122.82","10,969,701.58","19,103,252.94","31,070,032.12","8,657,849.46","20,473,514.99","29,755,626.47","46,002,327.35","12,778,526.62"
支付其他与投资活动有关的现金,"292,650.00","3,655,469.00",,,,,,"356,800.00","713,600.00","1,173,600.00",,,,,"440,000.00","440,000.00","440,000.00",,,,,,,,,,,,,,"76,000.00"
收到其他与经营活动有关的现金,"33,738,792.29","14,717,409.95","33,865,812.01","6,322,220.06","9,132,086.18","15,643,698.56","8,841,425.16","18,959,486.25","28,882,830.30","33,832,597.43","6,566,742.95","8,939,955.46","9,501,701.58","6,035,508.99","2,335,191.18","5,744,970.49","6,692,932.74","12,718,006.73","878,327.96","6,815,453.32","11,071,888.17","13,164,325.57","3,060,269.43","4,553,314.09","21,614,680.81","19,819,282.20","-2,253,345.25","16,446,157.68","20,764,598.94","23,391,048.92","5,121,045.65"
投资活动现金流出小计,"46,174,465.63","15,154,788.43","44,112,580.44","3,789,930.56","7,823,392.34","22,140,787.06","109,843,076.79","746,784,054.85","1,169,097,346.46","2,172,088,379.93","525,943,490.26","1,029,722,424.17","1,598,288,506.83","2,067,998,809.91","388,129,926.38","704,879,139.05","1,138,962,584.17","1,587,539,017.79","328,360,624.19","900,265,861.95","1,323,467,717.14","1,843,882,128.73","495,713,339.97","1,143,449,026.59","1,556,707,032.93","2,027,724,874.28","385,266,195.95","911,104,630.34","1,226,159,624.36","1,844,031,614.44","427,669,708.58"
经营活动现金流入小计,"419,482,716.13","455,340,306.14","624,952,575.46","267,492,523.26","419,364,116.61","584,169,995.00","179,571,439.51","380,653,974.94","555,073,443.98","761,622,624.04","140,042,841.55","293,206,858.47","451,775,687.29","632,805,217.66","170,108,300.52","305,571,528.27","456,746,965.65","571,962,997.56","124,792,650.02","309,831,138.02","476,236,431.01","610,229,992.35","214,025,800.14","385,414,877.80","651,282,221.50","944,751,697.20","316,431,817.36","733,464,532.77","1,126,396,261.85","1,570,543,567.88","422,952,882.91"
投资活动产生的现金流量净额,"27,789,381.03","-13,368,778.25","-43,179,666.59","-3,789,930.56","-7,823,392.34","-21,427,187.06","-109,843,076.79","-606,128,483.75","-624,756,482.41","-771,581,666.77","-5,834,425.06","81,402,805.82","-10,227,409.85","-66,700,589.16","-21,864,488.90","11,681,110.00","-28,115,668.42","-23,023,031.93","601,869.81","7,257,208.37","-23,173,654.01","-1,590,808.74","-23,853,649.75","16,630,547.83","-16,286,288.97","-80,728,177.36","18,366,622.32","12,125,202.02","49,578,170.51","-32,418,188.65","-98,915,933.27"
购买商品、接受劳务支付的现金,"187,930,600.21","286,996,286.56","362,441,450.95","181,848,746.14","307,609,340.45","392,318,450.78","87,114,525.20","153,740,445.30","230,360,503.44","314,473,914.90","88,001,594.43","162,445,452.94","239,248,759.99","327,385,619.45","69,956,627.52","156,465,345.14","234,704,482.17","300,876,748.03","63,052,285.01","176,761,016.84","278,601,741.94","304,090,352.30","82,057,993.84","173,920,575.52","294,291,683.48","445,538,041.04","197,775,403.18","412,029,124.98","614,089,338.71","853,567,956.61","196,699,894.93"
吸收投资收到的现金,,,,,"497,184,000.00","497,184,000.00",,,,,,,,"22,400,000.00","105,000.00","105,000.00","105,000.00","105,000.00","490,000.00","24,970,000.00","24,970,000.00","39,970,000.00",,,"1,700,000.00","6,700,000.00",,,"5,000,000.00","5,000,000.00",
