科目,2008-12-31,2009-12-31,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"5,473,786.06","49,466,663.27","56,082,910.73","33,890,564.03","619,919,588.53","542,129,068.39","465,372,443.20","498,307,666.06","449,376,264.39","470,744,778.59","437,029,803.42","379,100,281.33","379,530,754.16","313,427,386.99","265,483,412.51","234,208,487.58","208,725,758.26","214,353,807.63","156,703,648.95","169,935,152.22","233,594,465.89","176,032,295.73","238,187,752.45","320,299,836.87","267,651,419.18","243,857,984.66","173,321,537.62","147,834,695.50","142,370,442.76","227,852,807.01","236,576,172.86","163,228,810.83","160,684,808.19"
短期借款,"39,986,317.18","170,492,642.14","101,696,213.87","81,664,503.15","65,273,860.85","25,900,000.00","28,000,000.00","5,800,000.00",,"11,883,207.52","3,883,207.52",,"7,000,000.00","15,000,000.00",,"10,000,000.00","15,000,000.00","5,000,000.00","9,000,000.00","20,000,000.00",,"5,000,000.00",,,,,"93,901,377.29","53,901,377.29","125,000,000.00","105,000,000.00","139,286,372.97","192,727,399.59","192,174,140.21"
交易性金融资产,"3,000,000.00","4,500,000.00",,,,,,,,,,,"8,093.17",,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"48,842,333.13","106,487,695.82","179,795,412.04","212,281,681.79","169,703,178.80","182,483,860.36","304,135,765.67","216,878,189.69","197,131,398.26","178,149,631.93","258,156,262.11","290,277,237.76","254,897,264.92","284,335,583.07","380,477,511.74","435,296,816.20","391,763,557.65","266,838,560.04","401,622,679.16","337,938,828.93","315,617,690.69","498,041,990.06","444,057,836.57","281,228,688.48","234,419,135.14","230,680,952.54","326,123,169.19","344,311,177.94","299,272,487.32","245,533,370.62","384,380,173.29","501,073,175.47","512,396,889.32"
应付票据,"23,621,479.46","77,043,452.86","108,946,036.73","142,074,511.50","147,208,631.05","148,181,984.90","181,920,000.29","164,248,504.14","142,927,786.05","146,451,218.21","172,464,373.03","200,364,298.92","193,343,381.44","205,781,638.51","232,437,812.09","259,665,093.70","253,947,808.16","250,362,515.51","269,487,182.43","227,401,736.57","215,467,516.49","263,160,487.27","214,637,219.13","128,681,128.90","106,142,371.74","121,442,671.15","161,056,105.23","148,613,380.66","124,192,617.78","162,467,592.41","193,351,101.66","171,701,756.10","229,429,794.19"
应收账款,"36,048,567.72","83,954,767.08","98,395,508.10","135,135,423.65","175,654,611.38","197,045,339.08","134,518,556.84","180,458,071.36","227,249,518.39","260,349,273.65","197,473,440.92","236,671,037.34","251,246,356.77","284,098,844.07","280,206,173.97","250,164,127.75","266,917,608.80","340,024,881.48","303,751,638.19","364,295,803.65","329,266,040.23","249,977,524.66","261,221,216.80","262,683,467.34","271,721,069.63","330,355,317.76","485,242,846.96","483,537,017.99","516,141,285.80","577,447,969.47","496,855,297.73","518,789,759.93","650,351,004.99"
应付账款,"47,108,382.24","83,907,499.64","93,476,182.11","87,690,966.36","100,824,480.67","101,078,459.70","81,548,794.58","80,148,012.03","97,692,621.71","133,846,763.28","104,318,236.48","103,016,872.68","122,666,525.76","145,467,237.91","157,770,102.99","139,332,636.45","137,409,867.76","130,631,621.31","125,674,057.99","140,607,054.87","167,128,083.44","114,194,849.87","133,029,024.08","143,714,947.01","131,264,867.41","159,806,685.37","258,987,541.46","214,204,141.98","215,972,475.21","272,840,008.25","296,605,942.74","342,226,837.03","406,086,963.54"
预付款项,"6,685,437.61","14,907,326.19","10,244,784.35","13,843,918.44","19,737,181.55","22,926,273.49","40,564,946.01","43,573,816.95","15,022,845.65","19,038,233.44","12,881,564.99","26,557,698.84","31,886,944.59","31,827,751.00","13,990,918.47","37,609,309.75","11,759,340.24","20,085,954.53","8,784,953.81","14,187,083.26","16,241,328.62","20,079,490.28","11,305,650.96","12,539,927.57","10,993,404.83","16,532,281.12","17,402,851.93","101,756,747.40","98,259,422.80","78,625,235.14","60,817,497.24","143,858,889.79","144,375,107.33"
预收款项,"3,149,971.94","6,967,987.31","13,069,299.10","22,876,911.09","32,935,827.51","27,666,331.46","22,965,716.67","8,976,875.26","6,428,391.31","6,978,072.46","6,716,092.58","8,711,699.83","10,078,830.35","12,274,935.34","8,506,432.44","7,341,708.06","11,963,656.94","5,313,859.82","3,926,171.40","14,061,633.21","39,531,317.15","51,899,222.05","39,942,554.47","42,656,793.26","38,195,524.41","40,412,019.39","39,741,106.10","47,624,282.38","74,211,687.64","79,817,517.17","99,309,339.95","110,837,140.06","182,785,497.00"
其他应收款,"5,826,574.00","975,320.06","2,198,587.87","2,215,793.03","2,824,610.82","2,428,352.26","3,693,674.95","3,156,148.30","7,332,695.92","6,777,982.13","5,504,088.81","5,427,062.75","6,720,121.68","6,793,680.08","5,014,922.61","6,891,621.82","4,357,732.22","5,927,934.62","5,512,199.15","8,242,915.80","6,643,066.17","7,741,010.82","4,479,267.40","5,623,226.54","5,028,423.70","5,423,496.88","5,404,440.22","11,213,097.37","13,694,864.11","12,972,703.56","17,984,724.32","10,993,809.57","9,298,059.22"
应付职工薪酬,"3,977,038.62","7,318,966.87","8,430,601.21","6,638,329.61","6,945,194.06","7,229,784.05","10,119,972.36","6,718,062.22","6,843,931.71","6,983,710.03","7,079,836.48","3,576,872.12","7,024,970.51","7,943,019.63","10,395,153.49","8,170,796.97","10,248,225.07","10,714,243.53","14,034,358.12","10,519,567.53","12,020,845.63","12,071,567.13","16,281,242.40","10,289,064.93","10,860,913.83","12,463,708.92","26,517,299.08","18,732,343.55","19,820,822.36","20,877,372.27","27,597,225.35","19,091,487.35","25,410,251.99"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
