科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
一、营业收入,"123,976,662.83","133,574,575.05","43,199,126.02","70,452,465.08","166,358,343.74","12,297,002.78","66,073,087.83","107,493,615.91","250,287,117.56","22,769,969.14","101,765,398.19","171,892,091.55","344,955,214.37","40,887,806.28","94,499,018.64","161,019,542.91","293,990,051.77","57,053,328.01","126,438,406.81","190,475,077.05","387,553,675.59","53,058,184.08","153,809,482.20","235,763,021.50","525,623,757.30","72,170,867.35","184,243,582.64","271,340,361.84","566,026,914.58","58,266,707.44","205,864,421.97","288,168,929.68","514,609,100.85","68,877,884.98","216,007,595.72","316,218,366.26","546,892,512.85","75,814,258.11","183,786,068.91"
二、营业利润,"27,409,483.13","30,579,575.43","8,466,345.15","14,634,539.24","46,029,798.95","-2,686,146.88","14,065,807.27","21,221,497.84","80,734,854.67","-10,942,743.54","15,333,483.38","30,637,640.73","88,374,998.40","-1,867,320.18","4,875,911.86","11,204,000.83","34,522,693.20","2,822,371.05","6,910,678.59","10,235,615.74","37,623,829.09","6,351,395.90","24,859,693.80","20,759,425.73","91,034,622.96","3,055,830.74","31,972,284.78","37,140,672.52","79,278,750.42","-6,325,082.05","28,795,635.28","31,454,374.54","66,389,442.73","1,254,754.92","31,358,145.26","43,927,130.71","-124,833,559.59","6,564,037.17","28,310,031.28"
减:营业成本,"66,673,552.66","67,283,325.83","21,728,927.78","35,141,764.75","83,200,648.60","6,361,690.53","33,985,662.54","56,825,294.61","122,180,444.70","11,192,448.98","51,289,935.75","89,367,848.33","175,058,660.40","19,850,773.00","43,828,661.95","80,741,497.37","148,732,416.55","28,661,388.95","62,331,356.66","95,614,511.72","211,526,944.99","22,299,646.72","81,960,816.46","131,821,221.01","281,674,706.60","36,828,319.29","97,051,753.77","136,078,689.51","293,203,316.44","31,740,630.41","112,185,985.09","151,678,129.67","265,768,221.00","32,794,810.24","122,476,207.78","171,550,791.45","288,274,429.29","37,521,110.34","94,588,475.45"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"1,247,210.91","1,291,110.76","316,823.91","442,864.99","1,323,627.62","105,822.20","475,996.57","870,371.45","2,321,610.45","123,069.50","580,253.97","1,233,262.44","3,206,496.09","397,552.55","762,251.48","1,154,988.85","2,532,502.55","230,619.98","883,048.34","1,511,870.27","3,856,804.55","284,881.28","980,774.18","2,317,217.69","5,972,692.55","497,728.73","1,482,550.36","2,796,578.82","5,367,536.49","483,556.68","1,325,077.74","2,256,672.94","5,893,881.98","724,603.84","1,843,489.90","3,140,672.73","7,127,122.66","1,124,395.30","2,153,319.13"
营业外收入,"7,703,408.27","11,169,523.41","5,146,666.21","5,908,582.74","15,840,188.63","1,164,600.00","1,415,429.68","8,604,470.30","17,286,015.30","435,000.00","1,804,520.70","6,265,840.99","22,907,879.57","200,165.37","1,065,341.07","2,399,601.89","4,996,509.74","1,739,412.80","12,351,650.94","13,972,201.55","41,008,440.90","1,251.00","5,290,818.09","15,174,375.35","24,521,577.30","2,523,022.21","4,732,663.13","5,527,996.51","8,812,031.73","15,814,908.26","18,482,703.43","37,991,346.01","40,171,990.53","9,892,276.51","2,160,218.01","3,992,319.65","375,270.80","1,926.79","66,248.54"
销售费用,"6,426,564.25","8,688,243.07","3,782,807.99","5,736,344.21","10,196,007.67","2,448,964.52","4,701,528.15","8,079,988.96","13,815,460.15","5,459,850.62","9,574,041.79","13,770,778.67","19,823,356.54","5,392,420.19","10,241,946.64","14,200,570.78","19,776,581.61","4,884,387.14","10,882,447.69","17,039,711.77","23,207,066.85","4,744,315.80","10,211,913.28","15,984,189.91","25,328,419.65","4,758,842.76","9,908,292.19","17,533,009.84","28,123,121.31","6,151,547.98","12,641,390.99","21,357,140.96","32,051,198.07","7,925,898.97","13,982,647.70","21,085,199.38","31,096,146.69","8,725,475.56","15,351,185.69"
减:营业外支出,"1,335.43","109,518.65",50.00,50.00,50.00,"1,191.76","101,191.76","1,101,191.76","1,101,191.76",,"46,004.86","46,004.86","46,004.86",,600.00,600.00,"59,040.00","82,697.00","85,607.00","158,155.71","84,069.18","31,812.62","3,414.41","41,224.73","56,450.50","62,830.00","63,032.81","63,032.81","5,396.74",,"100,211.60","100,211.60","151,007.96",,"331,911.64","331,911.64","5,679,496.79",800.00,"111,200.00"
管理费用,"19,301,837.50","22,548,287.68","9,690,076.39","15,148,174.37","22,896,990.66","6,152,160.91","12,709,232.68","20,660,272.43","31,134,491.53","17,191,555.77","25,413,114.96","37,762,376.44","55,409,123.90","17,327,959.17","32,811,998.93","51,630,297.48","82,942,429.86","18,646,545.01","41,437,382.96","61,779,600.84","91,456,711.97","21,346,185.98","42,387,232.93","64,861,302.52","102,911,802.44","25,257,309.01","45,920,832.74","70,462,489.01","108,026,374.58","21,175,572.62","43,557,016.01","64,954,706.76","94,807,818.81","20,836,585.60","41,197,348.35","72,206,650.16","108,189,529.40","18,978,048.69","34,693,697.94"
其中:非流动资产处置净损失,75.43,"9,058.65",,,,,"1,191.76",,"1,191.76",,"46,004.86",,"46,004.86",,,,,,,,"11,492.34",,,,"3,399.72",,,,"5,193.93",,,,"50,782.25",,,,,,
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"1,219,486.11","1,303,179.08","939,887.06","992,798.98","1,664,389.17","-89,211.99","-575,118.90","-868,231.44","-5,265,612.76","-452,866.19","-1,955,524.93","-2,409,908.33","-4,027,020.42","357,940.15","1,080,182.06","1,413,431.29","2,293,352.05","1,928,138.39","2,807,357.90","3,552,199.24","3,813,345.38","-728,144.59","-1,734,945.40","643,735.17","-644,125.29","1,123,603.43","2,162,974.46","8,238,747.12","13,503,527.42","103,970.77","-3,822,937.20","3,475,579.28","7,669,024.20","2,527,457.22","7,320,554.65","13,365,356.91","15,641,036.26","3,275,757.59","6,814,013.90"
