科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"43,047,991.48","43,940,144.83","59,242,177.01","73,750,674.19","471,374,977.13","465,969,677.78","440,173,845.77","463,251,628.28","452,176,015.61","419,704,094.68","392,476,397.45","338,314,422.12","290,280,074.76","271,853,478.02","236,158,294.11","227,668,148.38","239,105,954.45","230,450,391.41","186,589,267.32","217,581,691.09","215,379,195.52","323,850,527.44","256,766,214.80","322,583,726.85","313,055,299.32","389,175,999.59","335,247,456.43","378,143,545.25","398,486,801.95","557,519,117.62","467,821,194.79","458,809,366.85","486,223,209.64","635,868,602.94"
短期借款,"68,000,000.00","85,000,000.00","50,000,000.00","50,000,000.00",,,,,,,,,,,,,,,,,,"7,000,000.00",,,,,,,,,,,,
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"5,892,605.00","7,378,574.47","6,530,625.00","10,517,216.00","6,993,987.00","13,103,753.00","5,515,064.46","5,519,335.26","9,485,851.22","19,803,591.73","11,330,956.44","11,614,984.73","12,041,473.89","23,704,366.60","13,895,752.00","24,227,754.73","20,866,469.85","30,696,037.00","10,214,223.93","28,010,274.22","20,761,374.52","80,071,197.02","70,942,022.62","68,318,358.10","71,866,775.19","66,220,777.83","53,461,078.72","45,970,608.03","53,973,932.21","111,134,069.04","145,109,767.92","142,848,271.14","113,974,085.34","156,071,532.71"
应付票据,,,,,,,,,,,"6,480,000.00","6,480,000.00","4,601,150.00","2,444,000.00","570,000.00","9,535,629.17","11,534,421.78","15,365,517.66","14,670,483.66","20,956,482.15","18,065,428.90","17,716,376.37","19,882,386.37","23,741,447.50","25,655,154.55","24,578,163.05","15,492,953.80","15,089,162.80","28,430,114.00","22,484,667.60","14,676,428.64","17,766,744.64","18,960,125.70","20,407,226.34"
应收账款,"45,289,370.19","46,840,239.47","77,757,834.21","79,043,703.12","92,774,043.15","88,545,452.65","109,489,257.09","109,759,554.41","115,916,723.16","104,023,444.22","120,425,668.07","149,225,234.20","162,942,156.77","150,339,920.17","176,747,734.37","196,883,062.79","210,222,327.24","179,045,608.38","219,809,341.91","226,644,153.34","227,903,511.58","277,253,462.19","315,985,196.21","348,933,360.96","373,772,065.22","351,745,260.17","348,792,781.42","423,831,509.35","426,993,846.34","277,888,983.92","338,050,066.90","442,932,141.79","473,478,425.37","347,768,035.98"
应付账款,"36,908,221.71","37,241,177.46","60,972,944.18","50,403,372.89","51,162,027.17","47,568,184.34","66,422,029.64","85,016,003.20","82,809,026.90","74,107,936.90","66,657,131.77","80,643,728.28","77,046,338.19","81,515,694.45","87,172,074.07","100,436,858.57","115,396,660.86","122,567,511.85","121,969,718.93","132,352,020.78","125,163,166.63","170,632,793.53","161,173,975.16","179,884,206.20","172,822,752.31","178,049,515.48","169,194,092.14","184,155,788.66","192,614,290.70","174,245,693.76","220,277,299.41","226,631,172.44","250,189,212.01","233,697,322.15"
预付款项,"18,053,081.04","18,728,809.98","14,718,401.53","12,413,732.21","16,819,982.90","14,342,163.91","19,009,862.02","27,537,089.96","34,163,353.30","43,910,197.01","26,995,473.97","32,272,690.14","32,421,527.97","29,924,916.08","36,073,482.30","36,798,094.85","33,414,528.32","24,161,721.39","28,383,298.61","26,566,063.62","31,042,826.46","25,188,505.65","36,336,971.59","47,452,892.56","58,529,993.71","35,786,630.31","41,052,680.64","43,164,882.03","47,590,259.77","8,579,111.33","9,901,523.88","13,009,917.25","16,590,109.69","12,291,981.79"
预收款项,"9,903,641.72","3,574,725.16","2,908,483.06","7,735,684.68","7,691,895.46","8,564,376.02","18,009,657.20","26,183,510.16","22,765,166.79","20,859,722.66","19,053,011.48","53,291,042.94","55,657,665.54","55,743,437.18","58,379,699.49","68,192,036.67","78,249,699.58","84,422,899.19","74,900,861.05","77,211,724.42","83,415,168.36","111,940,871.52","114,415,599.02","99,556,170.64","103,052,939.07","142,725,431.74","121,833,956.58","157,853,677.88","181,930,906.02","194,460,783.32","196,153,494.19","222,508,289.13","239,082,729.73","264,371,656.55"
