科目,2013-12-31,2014-12-31,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"36,786,729.84","66,403,373.22","75,183,722.90","42,397,548.08","82,147,372.24","104,971,931.61","73,806,992.20","62,360,584.01","85,695,784.96","55,253,432.66","130,540,910.90","74,874,364.73"
短期借款,"163,000,000.00","158,500,000.00","167,500,000.00","136,000,000.00","31,000,000.00","21,000,000.00","21,000,000.00","67,000,000.00","67,000,000.00","67,000,000.00","70,491,132.79","72,370,767.96"
交易性金融资产,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,
应收票据,"85,922,035.51","74,561,652.85","112,170,593.37","75,218,122.36","119,803,216.05","111,942,016.83","123,876,783.78","117,005,989.32","145,630,087.96","130,790,975.67","121,046,722.66","120,973,094.14"
应付票据,"58,086,161.50","58,932,089.62","32,228,015.33","66,879,072.28","105,985,414.19","95,584,019.03","112,258,170.03","136,770,164.37","117,653,644.29","102,736,231.64","76,200,813.83","98,811,108.55"
应收账款,"140,727,867.97","143,666,158.61","101,092,983.70","138,564,214.44","166,875,790.58","196,453,291.10","177,513,213.70","235,939,878.97","288,171,703.51","315,806,175.30","270,985,987.13","314,082,867.88"
应付账款,"128,676,260.18","139,901,748.15","129,914,862.26","109,441,335.46","103,789,909.69","124,775,657.00","149,254,312.58","147,980,124.68","185,317,133.40","207,475,852.46","228,157,456.10","225,734,089.76"
预付款项,"2,331,854.66","1,898,675.16","2,123,631.15","1,265,039.01","3,495,642.91","1,944,377.32","2,613,545.54","3,506,192.19","10,117,163.39","7,856,356.16","5,378,000.85","8,772,676.95"
预收款项,"1,126,979.53","1,505,914.22","1,193,045.32","229,093.36","1,585,317.11","786,997.28","1,234,649.59","1,723,038.99","3,283,860.45","3,239,087.90","2,416,148.04","1,762,723.78"
其他应收款,"5,321,621.61","4,773,168.32","6,690,006.39","6,936,611.69","3,372,829.78","3,838,211.47","3,247,026.03","3,516,327.39","3,616,442.82","4,560,265.97","3,414,745.73","4,403,443.79"
应付职工薪酬,"10,664,112.23","12,049,895.06","11,537,588.75","9,017,610.06","9,602,666.48","9,526,022.08","15,761,675.41","14,869,079.87","18,531,215.00","15,832,897.41","23,071,482.76","17,718,424.06"
应收关联公司款,,,,,,,,,,,,
应交税费,"14,632,404.98","13,068,456.25","6,401,019.38","5,493,870.27","9,421,289.50","6,966,093.42","6,945,987.79","7,142,952.75","11,996,533.10","11,942,005.80","11,104,983.60","10,855,389.18"
应收利息,,,,,,,,,,,,
应付利息,"370,839.97","334,016.99","254,616.23","190,835.44","37,832.92","26,483.33","21,387.50","82,529.17","76,970.83","76,970.83","61,141.67","61,141.67"
应收股利,,,,,,,,,,,,
应付股利,,,,,,,,,"39,782,400.00",,,
存货,"149,911,618.86","176,663,936.58","157,409,329.85","173,406,409.15","160,649,900.27","165,765,907.13","188,946,022.39","242,621,290.58","222,223,989.17","242,586,648.09","273,292,149.18","312,939,765.65"
其他应付款,"5,897,039.28","3,700,931.71","3,559,941.91","2,954,438.41","3,915,047.34","3,528,547.23","3,353,583.65","4,252,547.94","4,352,295.95","4,286,718.03","4,416,627.87","4,896,832.84"
其中:消耗性生物资产,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,
一年内到期的非流动负债,,"20,000,000.00",,,,,"4,896,650.00",,,,,
其他流动资产,"8,038,448.13","4,215,030.42","5,287,101.16","6,166,435.39","95,608,409.76","60,793,337.08","99,052,950.14","91,496,475.18","59,830,740.38","45,415,435.33","7,715,953.25","8,948,079.20"
其他流动负债,"2,440,000.00","2,440,000.00","2,440,000.00","2,440,000.00","2,440,000.00","2,440,000.00","2,440,000.00","2,440,000.00","2,440,000.00","2,440,000.00","2,440,000.00","2,440,000.00"
流动资产合计,"429,040,176.58","472,181,995.16","459,957,368.52","443,954,380.12","631,953,161.59","645,709,072.54","669,056,533.78","756,446,737.64","815,285,912.19","802,269,289.18","812,374,469.70","844,994,292.34"
流动负债合计,"384,893,797.67","410,433,052.00","355,029,089.18","332,646,255.28","267,777,477.23","264,633,819.37","317,166,416.55","382,260,437.77","450,434,053.02","415,029,764.07","418,359,786.66","434,650,477.80"
可供出售金融资产,,,,,,,,,,,,
长期借款,"35,000,000.00",,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,
应付债券,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,
预计负债,,,,,,,,,,,,
固定资产,"214,131,483.65","283,602,791.16","310,015,659.65","306,892,968.10","312,393,358.87","310,436,824.41","324,288,598.43","359,778,906.42","365,019,859.28","366,097,212.87","378,354,711.48","395,744,723.15"
递延所得税负债,,,"1,318,539.00","1,318,539.00","1,664,883.69","1,838,056.05","1,985,627.23","1,985,581.30","1,938,574.69","1,915,048.42","1,891,522.15","1,867,995.88"
在建工程,"33,099,242.23","7,634,352.86","1,869,078.64","354,811.81","1,972,525.49","1,075,726.50","26,416,376.06","4,368,247.90","1,668,360.67","1,997,959.11","6,769,264.22","5,751,840.11"
其他非流动负债,,"4,896,650.00","4,896,650.00","4,896,650.00","4,896,650.00","4,896,650.00",,,,,,
工程物资,,,,,,,,,,,,
非流动负债合计,"53,545,298.50","54,607,519.98","52,958,480.35","52,315,822.32","52,019,508.97","51,579,307.24","46,231,496.33","45,632,718.28","44,986,979.54","44,364,721.15","43,742,462.79","43,120,204.40"
固定资产清理,,,,,,,,,,,,
负债合计,"438,439,096.17","465,040,571.98","407,987,569.53","384,962,077.60","319,796,986.20","316,213,126.61","363,397,912.88","427,893,156.05","495,421,032.56","459,394,485.22","462,102,249.45","477,770,682.20"
生产性生物资产,,,,,,,,,,,,
实收资本(或股本),"71,040,000.00","71,040,000.00","71,040,000.00","71,040,000.00","94,720,000.00","94,720,000.00","94,720,000.00","94,720,000.00","94,720,000.00","94,720,000.00","94,720,000.00","94,720,000.00"
油气资产,,,,,,,,,,,,
资本公积,"2,249,052.76","2,249,052.76","2,249,052.76","2,249,052.76","210,455,452.76","210,455,452.76","211,334,779.66","211,334,779.66","211,334,779.66","211,334,779.66","211,334,779.66","211,334,779.66"
无形资产,"71,542,387.56","76,972,909.07","75,145,776.87","74,636,930.97","74,133,331.21","73,628,190.13","73,156,831.23","72,685,472.31","72,215,918.64","71,749,975.47","71,296,995.08","70,852,440.80"
盈余公积,"9,301,925.41","9,301,925.41","20,165,191.06","20,165,191.06","20,165,191.06","20,165,191.06","20,695,398.42","20,695,398.42","20,695,398.42","20,695,398.42","25,515,246.86","25,515,246.86"
开发支出,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,
商誉,,,,,,,,,,,,
未分配利润,"232,124,743.40","300,038,852.89","350,568,480.87","360,457,617.69","383,633,281.68","400,327,270.52","417,193,613.52","450,377,149.67","440,604,858.52","464,698,128.37","485,970,876.95","516,988,443.31"
长期待摊费用,"1,121,602.19","1,909,373.50","1,542,188.55","1,840,917.82","1,920,618.60","1,849,586.65","1,784,858.14","1,849,523.99","1,855,253.37","1,756,450.46","1,941,055.77","1,997,234.77"
少数股东权益,,,,,,,,,,,,
递延所得税资产,"1,635,433.34","2,374,631.29","2,511,685.15","2,625,409.23","2,548,105.79","2,576,867.94","4,199,715.19","3,336,513.73","3,304,802.28","3,627,836.24","3,642,039.67","3,591,000.86"
外币报表折算价差,,,,,,,,,,,,
其他非流动资产,"2,584,492.19","2,994,350.00","968,536.84","8,568,521.06","3,849,810.15","6,604,772.78","8,438,791.65","6,555,081.81","3,425,962.73","3,344,068.34","5,264,617.00","3,397,620.00"
非正常经营项目收益调整,,,,,,,,,,,,
非流动资产合计,"324,114,641.16","375,488,407.88","392,052,925.70","394,919,558.99","396,817,750.11","396,171,968.41","438,285,170.70","448,573,746.16","447,490,156.97","448,573,502.49","467,268,683.22","481,334,859.69"
所有者权益(或股东权益)合计,"314,715,721.57","382,629,831.06","444,022,724.69","453,911,861.51","708,973,925.50","725,667,914.34","743,943,791.60","777,127,327.75","767,355,036.60","791,448,306.45","817,540,903.47","848,558,469.83"
资产总计,"753,154,817.74","847,670,403.04","852,010,294.22","838,873,939.11","1,028,770,911.70","1,041,881,040.95","1,107,341,704.48","1,205,020,483.80","1,262,776,069.16","1,250,842,791.67","1,279,643,152.92","1,326,329,152.03"
负债和所有者(或股东权益)合计,"753,154,817.74","847,670,403.04","852,010,294.22","838,873,939.11","1,028,770,911.70","1,041,881,040.95","1,107,341,704.48","1,205,020,483.80","1,262,776,069.16","1,250,842,791.67","1,279,643,152.92","1,326,329,152.03"
