科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"1,620,711,404.43","1,811,151,388.37","1,601,858,462.65","646,701,753.22","987,828,072.82","1,466,579,151.32","2,150,953,110.12","600,585,597.56","1,062,740,604.91","1,641,216,296.88","2,344,995,445.82","558,657,998.11","991,581,227.31","1,546,736,033.75","1,965,545,388.29","490,470,856.04","903,742,529.87","1,404,639,570.69","1,995,867,812.59","535,950,740.59","947,237,698.86","1,482,231,927.26","2,080,032,488.89","482,165,257.19","937,817,539.66","1,442,567,360.19","1,762,032,020.44","609,915,362.98","1,221,684,195.62","1,777,273,062.05","2,544,455,045.25","777,229,184.23","1,513,304,177.46","2,138,527,245.08","3,110,597,846.08","835,534,686.00"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"525,505,000.00","50,458,388.10",,,,"4,139,987.78","17,311,016.94"
收到的税费返还,"40,181,425.92","25,199,407.48","21,397,397.07","4,777,747.97","18,474,649.68","30,948,442.38","30,485,089.97","9,429,662.17","14,367,917.75","29,822,718.01","32,387,432.04","1,103,961.09","1,510,309.18","3,840,039.47","4,355,648.15","13,274,809.56","16,741,580.79","21,211,423.55","24,395,237.17","1,805,730.83","14,697,827.13","20,082,599.68","23,595,678.95","2,360,359.96","8,528,815.71","7,304,056.79","9,645,832.72","2,757,050.83","2,982,069.73","8,837,486.44","16,018,778.33","6,796,584.43","6,927,502.87","16,676,948.64","24,499,517.15","2,847,556.22"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,"10,000,000.00",,,,"10,469,371.93","1,564,918.43","8,262,892.61","13,866,284.88","14,689,170.24","1,693,854.77","9,796,253.13","10,449,965.43","11,483,403.69","2,564,919.34","8,232,256.63","9,854,925.43","11,366,460.97","587,037.40","8,748,180.12","9,542,132.24","41,782,899.58",
收到其他与经营活动有关的现金,"149,736,551.51","67,686,071.65","13,254,381.31","29,590,451.07","13,699,373.15","61,000,514.00","17,672,593.53","3,654,746.11","15,963,291.96","11,735,917.80","28,912,009.72","4,908,906.07","7,251,397.64","10,603,874.82","12,133,989.83","6,079,043.80","11,709,712.40","18,836,097.33","28,986,355.93","5,804,801.92","6,947,582.84","13,989,271.83","15,674,166.42","5,820,806.75","9,016,357.51","16,037,236.12","15,673,326.22","3,158,291.41","9,942,592.40","18,123,134.94","20,838,570.53","11,151,217.07","14,498,952.65","19,538,160.73","43,281,843.95","11,484,804.63"
投资活动现金流出小计,"53,013,554.04","129,269,197.33","81,436,589.77","11,770,829.03","26,878,193.70","39,273,827.48","97,167,611.67","69,867,456.47","105,071,708.36","160,428,295.64","186,962,061.73","50,627,070.98","79,335,631.28","128,767,416.49","370,168,695.93","27,389,066.96","52,721,679.90","88,885,187.92","135,575,207.60","318,066,060.98","610,010,890.36","1,177,344,694.19","1,816,062,822.47","422,771,082.97","773,110,476.55","1,127,601,775.09","1,446,502,420.21","586,927,174.51","1,369,631,500.83","3,253,695,768.25","3,585,436,381.40","511,843,123.63","802,347,718.85","1,671,682,144.25","2,214,612,066.72","461,690,253.48"
经营活动现金流入小计,"1,810,629,381.86","1,904,036,867.50","1,636,510,241.03","681,069,952.26","1,020,002,095.65","1,558,528,107.70","2,199,110,793.62","613,670,005.84","1,093,071,814.62","1,682,774,932.69","2,406,294,887.58","564,670,865.27","1,000,342,934.13","1,561,179,948.04","1,982,035,026.27","509,824,709.40","932,193,823.06","1,444,687,091.57","2,049,249,405.69","543,561,273.34","968,883,108.83","1,516,303,798.77","2,119,302,334.26","490,346,423.90","955,362,712.88","1,465,908,653.10","1,787,351,179.38","615,830,705.22","1,234,608,857.75","1,804,233,683.43","2,581,312,394.11","795,176,985.73","1,534,730,632.98","2,174,742,354.45","3,178,379,207.18","849,867,046.85"
投资活动产生的现金流量净额,"-50,791,424.62","-129,010,581.20","-77,295,129.41","-11,770,829.03","-26,878,193.70","-38,372,819.98","-86,671,672.04","-49,733,070.17","-84,937,322.06","-140,732,288.85","-60,400,194.09","-48,235,724.48","-75,953,085.22","-125,773,050.21","-365,718,008.50","-26,764,082.60","-48,150,872.94","114,804,878.04","70,967,415.75","-132,610,738.36","-162,330,304.72","-338,055,072.93","-397,333,933.13","72,243,943.89","-30,341,068.77","-16,937,731.81","-142,424,060.51","96,355,339.89","-201,474,444.32","-322,221,283.44","-415,911,450.66","-402,783,620.89","-299,216,884.85","-452,244,725.09","-525,783,506.34","-83,602,545.94"
购买商品、接受劳务支付的现金,"1,188,867,891.07","1,164,683,251.14","1,122,155,970.27","520,818,974.54","804,463,136.26","1,191,540,382.26","1,735,164,502.77","460,556,992.59","896,083,679.58","1,328,149,326.60","1,776,778,535.69","316,826,702.99","565,091,247.51","909,305,545.18","1,100,927,363.25","273,663,418.27","524,383,888.67","827,902,037.86","1,115,627,480.52","296,238,980.12","454,003,558.58","764,927,522.73","1,014,029,534.63","243,567,436.62","484,665,511.49","738,003,824.87","635,569,277.04","260,560,997.10","501,851,355.02","807,130,378.19","1,144,836,912.76","419,133,896.32","895,911,069.18","1,237,265,547.60","1,832,640,215.74","440,292,057.48"
吸收投资收到的现金,,,,,"1,099,800,000.00","1,099,800,000.00","1,099,800,000.00",,,,,,,,,,,,,,,,,,,,,,"303,566,408.00","303,566,408.00","331,608,949.10",,,,"100,000.00",
支付给职工以及为职工支付的现金,"177,852,372.52","156,167,752.55","154,092,931.50","45,506,149.52","88,455,350.45","141,801,414.93","198,419,113.23","50,358,184.26","108,835,007.23","173,966,539.28","243,624,625.94","52,477,415.92","111,748,999.72","179,472,618.58","255,214,693.79","63,717,115.52","137,262,483.37","210,325,524.87","284,327,704.82","59,959,478.89","135,581,287.73","214,072,541.90","400,507,684.21","103,503,023.41","216,111,382.70","342,838,913.21","470,127,991.00","120,862,524.35","247,207,569.22","366,488,081.80","502,043,684.28","135,201,998.67","263,154,957.52","392,976,928.45","529,061,407.98","139,798,471.03"
取得借款收到的现金,"722,111,092.60","591,662,104.01","1,081,448,070.89","409,770,279.94","552,289,441.94","628,998,814.51","689,464,280.51","240,000,000.00","328,215,224.00","620,737,849.00","746,060,899.00","392,000,000.00","414,922,175.00","813,087,425.00","933,407,425.00","383,700,366.00","421,714,286.00","522,839,186.00","657,838,231.47","254,351,820.00","255,351,820.00","381,367,820.00","461,367,820.00","217,411,000.00","252,880,420.00","259,119,280.00","549,089,280.00","100,000,000.00","100,000,000.00","150,000,000.00","250,000,000.00","278,000,000.00","378,000,000.00","890,500,000.00","1,372,560,000.00","505,030,000.00"
支付的各项税费,"62,503,818.58","64,215,994.92","63,560,535.86","26,481,356.30","48,954,088.67","60,980,710.63","60,834,956.52","15,210,259.24","36,603,454.34","49,007,018.42","64,574,488.41","27,103,280.62","56,369,163.65","68,438,028.69","81,420,759.09","17,746,787.22","44,403,666.59","55,675,238.29","74,629,211.41","30,590,325.95","59,934,875.41","80,667,302.70","102,691,935.09","40,225,394.47","87,586,973.83","111,616,765.64","139,607,711.84","38,947,634.10","77,795,635.38","99,982,324.07","125,314,932.03","60,479,496.96","90,594,555.27","112,165,864.12","139,769,673.04","46,548,163.04"
收到其他与筹资活动有关的现金,"171,636,847.98","17,768,235.00","62,540,000.00","32,405,229.98","53,414,932.15","54,765,490.39","55,091,490.39","34,054,501.91","34,054,501.91","52,554,501.91","34,054,501.91","1,614,080.00","2,324,330.69","2,324,330.69","1,694,080.00",,"1,289,000.00","1,289,000.00",,,,"313,800.00",,,,"1,112,738.00","299,199.08",,,,,"6,985,546.90","8,114,290.65","10,383,490.65",,"24,872,316.47"
支付其他与经营活动有关的现金,"282,781,913.66","281,501,958.21","276,586,501.59","113,461,367.08","169,609,235.04","335,152,607.63","363,854,415.24","107,692,448.57","169,725,341.87","275,304,745.46","419,691,676.88","84,831,625.57","179,053,915.25","285,754,077.09","392,025,237.73","91,804,846.87","171,465,055.98","266,863,766.61","376,784,398.95","109,593,132.12","203,434,796.92","322,896,338.61","348,878,029.35","65,411,951.29","158,292,058.62","274,457,617.00","411,932,856.56","100,895,987.65","204,063,598.50","324,967,020.91","494,569,805.76","125,225,228.66","239,146,698.80","363,181,518.01","569,782,857.69","151,128,320.70"
筹资活动现金流入小计,"893,747,940.58","609,430,339.01","1,143,988,070.89","442,175,509.92","1,705,504,374.09","1,783,564,304.90","1,844,355,770.90","274,054,501.91","362,269,725.91","673,292,350.91","780,115,400.91","393,614,080.00","417,246,505.69","815,411,755.69","935,101,505.00","383,700,366.00","423,003,286.00","524,128,186.00","657,838,231.47","254,351,820.00","255,351,820.00","381,681,620.00","461,367,820.00","217,411,000.00","252,880,420.00","260,232,018.00","549,388,479.08","100,000,000.00","403,566,408.00","453,566,408.00","581,608,949.10","284,985,546.90","386,114,290.65","900,883,490.65","1,372,660,000.00","529,902,316.47"
经营活动现金流出小计,"1,712,005,995.83","1,666,568,956.82","1,616,395,939.22","706,267,847.44","1,111,481,810.42","1,729,475,115.45","2,358,272,987.76","633,817,884.66","1,211,247,483.02","1,826,427,629.76","2,504,669,326.92","481,239,025.10","912,263,326.13","1,442,970,269.54","1,829,588,053.86","446,932,167.88","877,515,094.61","1,360,766,567.63","1,851,368,795.70","496,381,917.08","852,954,518.64","1,382,563,705.94","1,866,107,183.28","452,707,805.79","946,655,926.64","1,466,917,120.72","1,657,237,836.44","521,267,143.20","1,030,918,158.12","1,598,567,804.97","2,266,765,334.83","740,040,620.61","1,488,807,280.77","2,105,589,858.18","3,071,254,154.45","777,767,012.25"
偿还债务支付的现金,"891,342,609.82","548,494,031.36","1,048,270,268.39","350,622,447.97","872,656,814.97","1,141,397,017.51","1,177,965,319.51","220,092,660.00","220,016,912.00","503,555,020.00","599,561,693.00","415,857,200.00","472,071,200.00","780,054,775.00","795,054,775.00","312,055,770.00","411,665,452.00","596,544,412.00","847,529,932.00","80,000,000.00","158,055,080.00","258,021,080.00","328,021,080.00","204,751,980.00","223,749,380.00","229,894,610.00","529,679,420.00","119,000,000.00","136,000,000.00","186,000,000.00","206,000,000.00",,"80,000,000.00","416,000,000.00","742,000,000.00","211,010,000.00"
经营活动产生的现金流量净额,"98,623,386.03","237,467,910.68","20,114,301.81","-25,197,895.18","-91,479,714.77","-170,947,007.75","-159,162,194.14","-20,147,878.82","-118,175,668.40","-143,652,697.07","-98,374,439.34","83,431,840.17","88,079,608.00","118,209,678.50","152,446,972.41","62,892,541.52","54,678,728.45","83,920,523.94","197,880,609.99","47,179,356.26","115,928,590.19","133,740,092.83","253,195,150.98","37,638,618.11","8,706,786.24","-1,008,467.62","130,113,342.94","94,563,562.02","203,690,699.63","205,665,878.46","314,547,059.28","55,136,365.12","45,923,352.21","69,152,496.27","107,125,052.73","72,100,034.60"
分配股利、利润或偿还利息支付的现金,"43,482,661.58","48,755,443.92","21,878,042.23","6,931,881.50","11,542,089.30","12,581,459.32","12,990,443.51","1,628,142.53","48,966,048.30","52,316,945.40","57,271,358.34","5,359,298.87","7,160,399.28","11,590,967.25","12,937,473.57","4,950,429.71","9,938,429.19","13,823,379.36","17,567,401.83","3,104,598.37","54,397,768.93","57,386,648.08","105,006,775.67","3,480,954.15","66,939,984.38","70,705,191.61","122,938,942.21","2,206,969.45","4,662,622.24","7,032,181.28","10,326,229.46","2,774,722.23","78,733,154.27","84,584,085.78","97,076,845.02","9,180,539.97"
收回投资收到的现金,"639,900.00",,"3,442,462.50",,,"795,150.00","795,150.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00",,,,,,,,,,"230,000,000.00","615,000,000.00","1,201,199,642.20","482,396,106.86","723,161,591.79","1,060,433,339.33","1,279,900,387.50","681,294,414.40","1,165,059,906.51","2,928,293,602.81","3,165,074,111.47","109,057,802.74","502,343,288.50","1,215,560,918.08","1,685,656,019.70","378,087,707.54"
支付其他与筹资活动有关的现金,"31,268,235.00","53,540,000.00","41,591,490.39","30,761,773.87","39,077,187.82","60,399,478.96","42,288,001.91","14,324,332.38","1,575,603.64","1,541,295.42","1,694,080.00","573,526.13","4,560,250.69","5,960,250.69","1,289,000.00","20,290,600.00","1,429,000.00","1,289,000.00",,,"669,260.00","1,863,800.00","2,409,199.08","1,080,000.00","1,080,000.00","4,486,200.00","1,300,392.00","547,800.04",,"897,383.20","22,267,734.25","3,928,204.87","6,133,960.95","35,165,802.24","267,686.97","65,538,855.40"
取得投资收益收到的现金,,,,,,,,"32,986.30","32,986.30","32,986.30","28,484,892.26","2,391,346.50","3,286,577.90","2,750,743.90","1,788,221.90",,,"1,243,110.00","3,456,370.00","405,650.00","1,373,150.68","7,954,186.30","954,232.22","328,920.00","5,992,512.22","37,112,729.60","9,844,535.55","1,912,500.00","1,912,500.00","1,912,500.00","2,692,614.92",,"245,600.00","3,048,856.15",,
筹资活动现金流出小计,"966,093,506.40","650,789,475.28","1,111,739,801.01","388,316,103.34","923,276,092.09","1,214,377,955.79","1,233,243,764.93","236,045,134.91","270,558,563.94","557,413,260.82","658,527,131.34","421,790,025.00","483,791,849.97","797,605,992.94","809,281,248.57","337,296,799.71","423,032,881.19","611,656,791.36","865,097,333.83","83,104,598.37","213,122,108.93","317,271,528.08","435,437,054.75","209,312,934.15","291,769,364.38","305,086,001.61","653,918,754.21","121,754,769.49","140,662,622.24","193,929,564.48","238,593,963.71","6,702,927.10","164,867,115.22","535,749,888.02","839,344,531.99","285,729,395.37"
处置固定资产、无形资产和其他长期资产收回的现金净额,"1,582,229.42","258,616.13","698,997.86",,,"105,857.50","978,689.63","101,400.00","101,400.00","-336,979.51","77,064,675.38",,"95,968.16","243,622.38","362,465.53","-189,815.64","665,606.96","198,541,755.96","1,332,904.35",,"521,962.34","549,962.34","639,542.30","100,000.00","186,910.77","315,924.35","1,666,393.65","75,600.00","88,400.00","172,132.00","303,054.35","1,700.00","377,011.50","662,710.93","2,739,106.68",
筹资活动产生的现金流量净额,"-72,345,565.82","-41,359,136.27","32,248,269.88","53,859,406.58","782,228,282.00","569,186,349.11","611,112,005.97","38,009,367.00","91,711,161.97","115,879,090.09","121,588,269.57","-28,175,945.00","-66,545,344.28","17,805,762.75","125,820,256.43","46,403,566.29","-29,595.19","-87,528,605.36","-207,259,102.36","171,247,221.63","42,229,711.07","64,410,091.92","25,930,765.25","8,098,065.85","-38,888,944.38","-44,853,983.61","-104,530,275.13","-21,754,769.49","262,903,785.76","259,636,843.52","343,014,985.39","278,282,619.80","221,247,175.43","365,133,602.63","533,315,468.01","244,172,921.10"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,"-504,808.86","-1,645,247.57","-2,481,005.83","-952,531.03","3,927,652.50","9,745,295.90","16,308,939.34","-1,935,745.98","2,437,465.55","471,186.83","700,505.44","-1,169,505.02","-1,772,596.16","-4,238,287.26","-6,513,335.01","-10,508,506.58","-741,556.20","910,801.42","162,412.29","-162,928.80","645,682.76","1,842,837.63","7,825,103.11","10,098,606.59","-572,478.85","2,408,371.52","3,838,448.81","11,184,238.60","-787,263.16","-3,869,738.98","-8,983,670.79","-16,533,919.18","-13,427,968.85"
收到其他与投资活动有关的现金,,,,,,,"8,722,100.00",,,,"1,012,300.00",,,,"2,300,000.00","814,800.00","3,905,200.00","3,905,200.00","201,753,349.00","185,049,672.62","215,785,472.62","215,785,472.62","215,935,472.62","12,190,000.00","13,428,393.00","12,802,050.00","12,667,043.00",,"1,096,250.00","1,096,250.00","1,455,150.00",,"164,934.00","164,934.00","433,434.00",
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"2,222,129.42","258,616.13","4,141,460.36",,,"901,007.50","10,495,939.63","20,134,386.30","20,134,386.30","19,696,006.79","126,561,867.64","2,391,346.50","3,382,546.06","2,994,366.28","4,450,687.43","624,984.36","4,570,806.96","203,690,065.96","206,542,623.35","185,455,322.62","447,680,585.64","839,289,621.26","1,418,728,889.34","495,015,026.86","742,769,407.78","1,110,664,043.28","1,304,078,359.70","683,282,514.40","1,168,157,056.51","2,931,474,484.81","3,169,524,930.74","109,059,502.74","503,130,834.00","1,219,437,419.16","1,688,828,560.38","378,087,707.54"
