科目,2007-12-31,2008-12-31,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"80,608,965.70","62,356,000.29","96,165,627.51","78,370,016.18","421,018,892.66","370,645,695.25","446,813,482.01","304,339,918.47","322,008,974.85","270,371,747.59","300,820,292.64","277,512,512.27","269,482,077.84","148,808,511.05","232,046,262.87","223,095,141.87","217,585,765.76","183,881,062.90","224,722,216.54","203,271,708.12","192,524,047.48","911,990,310.20","470,419,138.75","334,593,800.16","585,323,854.97","468,520,330.77","1,090,179,000.77","825,830,610.44","569,905,538.33","403,733,109.10","555,956,768.82","354,161,137.77","540,102,509.65","469,090,275.00","710,989,421.21"
短期借款,"20,374,800.00","16,500,000.00","50,000,000.00","50,000,000.00","20,000,000.00",,"95,729,739.49","20,000,000.00","20,000,000.00",,,,,,,,,,"50,000,000.00","95,000,000.00","137,000,000.00","132,000,000.00","27,000,000.00",,"55,315,495.92","149,310,105.05","224,310,105.05","207,960,105.05","167,850,000.00","220,000,000.00","224,354,946.66","214,354,946.66","306,644,946.66","364,975,190.49","368,490,150.22"
交易性金融资产,,,,,,,,,,,,,,"362,030.00","339,591.58","340,082.27",,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,"2,189,098.36","2,750,000.00","3,225,503.00","1,378,023.52","752,833.09","2,085,123.28","3,029,776.00","6,788,848.83","12,932,424.83","13,309,769.00","3,462,369.00","5,701,992.87","4,984,733.00","7,579,255.00","7,545,954.95","4,615,456.99","19,408,224.64","17,915,599.00","19,643,184.19","29,094,236.48","29,952,799.49","45,738,461.01","44,096,317.16","40,534,679.71","48,741,270.22","60,926,028.30","54,330,064.73","47,349,118.99","93,652,792.17","174,460,610.50","148,062,209.36","123,014,212.93","358,348,388.84","426,173,544.05"
应付票据,"19,752,335.55",,"16,103,592.90","8,785,359.24","4,770,000.00","2,571,868.00","39,937,703.16","7,497,323.76","3,157,954.85","1,733,680.00","15,415,124.74",,"2,762,154.00","8,614,926.50","6,734,437.76","2,202,378.69","28,602,048.99","33,207,030.10","18,891,301.12","3,510,639.15","18,731,368.33","28,608,709.00","42,449,018.49","33,078,338.70","64,563,682.23","57,793,643.92","216,605,376.27","281,895,349.27","211,083,232.50","144,527,126.71","128,201,559.84","96,452,130.07","168,701,068.20","169,743,652.43","186,838,310.84"
应收账款,"71,320,863.54","78,043,478.99","86,986,435.89","102,160,103.72","132,399,376.78","159,424,259.42","131,882,740.62","155,390,856.90","143,579,844.03","140,584,454.65","180,486,152.25","195,470,573.03","251,573,927.39","339,951,899.78","382,434,910.18","363,412,107.26","411,669,693.89","434,314,904.24","524,318,643.58","490,886,534.82","524,551,686.04","611,274,303.08","632,771,644.49","710,163,722.42","742,682,389.05","792,887,131.42","1,229,460,544.51","1,306,897,571.29","1,409,218,495.45","1,435,823,729.14","1,536,770,120.68","1,540,282,107.54","1,806,179,818.00","1,825,245,207.56","1,758,638,160.79"
应付账款,"49,661,562.32","56,809,476.01","61,611,556.90","73,272,271.97","99,145,500.93","126,433,120.63","106,271,671.12","130,927,982.18","129,512,460.53","131,201,249.30","135,429,943.73","151,060,425.51","172,727,909.15","222,694,865.73","260,735,387.71","245,363,959.32","302,494,469.25","294,773,343.67","344,640,635.99","292,642,768.87","348,600,530.46","378,324,494.29","443,690,703.14","439,280,029.69","472,997,158.44","517,122,693.74","765,484,715.54","666,633,961.70","667,297,200.05","690,166,039.78","850,767,260.55","843,916,538.22","895,111,200.04","895,776,245.13","912,358,772.75"
预付款项,"23,621,865.23","12,239,623.83","28,299,684.22","26,368,176.49","33,801,946.94","38,143,362.13","31,103,752.59","28,364,914.48","26,552,624.86","40,914,345.38","21,406,417.20","29,317,204.88","25,411,837.20","29,089,595.05","19,667,082.26","30,821,164.47","51,745,512.89","56,208,703.76","50,027,864.33","53,386,744.76","37,227,492.54","37,731,572.57","42,168,779.08","40,412,162.72","76,218,107.67","113,927,113.32","78,247,392.72","103,423,427.33","96,769,943.14","102,630,479.93","95,156,041.66","151,960,798.06","123,157,459.37","170,428,109.45","140,594,202.80"
预收款项,"9,635,560.60","3,767,417.29","20,356,037.05","26,972,921.23","9,918,308.46","10,262,350.83","42,750,971.71","45,074,781.93","50,580,231.65","46,278,513.26","35,664,112.82","36,039,253.84","34,996,397.31","73,409,726.48","62,968,177.12","69,452,073.04","85,875,054.58","111,812,781.41","79,908,902.14","110,808,246.60","81,250,419.09","127,384,137.58","126,836,443.42","155,625,433.47","130,397,265.10","109,698,467.73","158,738,856.71","144,370,479.68","89,767,802.41","89,189,192.41","71,866,803.64","107,407,194.88","82,897,094.52","143,089,117.11","106,773,201.15"
其他应收款,"7,277,066.31","5,183,030.38","5,726,286.26","8,689,473.73","9,462,190.15","11,116,271.34","12,142,224.58","12,598,379.59","14,775,908.52","26,437,393.90","13,105,895.50","15,532,735.97","16,109,776.03","22,363,655.82","19,563,812.48","21,188,472.59","25,464,244.83","37,439,013.68","31,113,811.99","38,414,949.09","49,720,450.56","58,478,749.23","52,829,732.96","56,158,954.06","57,536,762.31","56,023,117.70","69,930,387.24","89,034,923.88","96,309,631.62","102,898,739.40","87,116,964.39","91,966,544.43","94,293,691.56","101,573,133.87","89,191,358.87"
