科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
销售商品、提供劳务收到的现金,"29,664,751.50","130,164,533.99","176,199,921.69","66,135,570.00","104,545,070.00","157,325,934.38","33,822,015.00","66,119,712.38","95,024,172.14","158,053,789.59","199,811,566.18","222,031,966.18","493,513,409.96","681,925,404.69","40,552,529.87","218,879,284.96","239,037,341.30","218,149,146.31","70,907,485.21","72,737,832.06","128,150,225.82","357,911,864.08","69,858,496.63","84,379,611.48","541,668,848.37","801,743,071.92","45,190,363.02","144,282,454.15","671,180,678.25","2,485,301,777.02","152,864,125.14","939,408,694.17","1,072,066,308.79"
取得子公司及其他营业单位支付的现金净额,,"307,008.09",,,,,,,"74,998,954.50","74,998,954.50",,,"98,509,698.30","113,733,740.01",,,"-37,165,498.33","-34,899,920.27",,,,,,,,,,,,,,,
收到的税费返还,,,,,,,,,,,,,,,,,,"80,000.00",,,"808,309.97","3,402,712.65",,"1,952,597.20","1,952,597.20","2,440,894.36",,,"3,595,970.08","11,924,505.61","1,038,380.34","2,833,849.63","2,833,849.63"
支付其他与投资活动有关的现金,,,"1,130,679.29",,,10.50,,,,,,,,,,,,,,,"165,757.21",,,,,"16,073,559.29",,"29,791,783.84","29,959,292.88",,,"661,519.29","661,519.29"
收到其他与经营活动有关的现金,"1,087,207.21","13,377,142.16","44,911,064.41","27,151,836.95","33,122,445.72","35,338,646.58","2,119,850.61","2,754,849.49","11,237,705.49","23,710,714.32","86,574,874.77","35,021,529.52","127,683,296.52","185,116,139.66","108,440,558.61","20,731,032.12","66,052,120.59","228,073,942.87","41,443,985.24","121,861,826.01","217,782,957.99","282,355,021.34","17,606,425.76","23,462,158.75","163,001,177.31","737,224,383.84","3,179,665.62","28,927,463.87","46,475,466.38","66,797,345.30","5,009,933.17","41,251,415.74","72,814,018.05"
投资活动现金流出小计,"169,005.00","41,891,794.98","10,425,463.56","2,362,339.00","2,450,053.80","2,710,315.30","13,365,146.00","95,194,267.64","98,380,578.48","109,277,605.58","13,426,841.71","37,358,666.97","151,557,240.68","311,198,405.78","11,528,600.56","47,959,351.26","47,839,265.01","59,192,058.26","10,874,337.82","4,697,021.65","20,129,928.12","182,040,937.93","220,517,062.29","258,020,780.81","253,973,468.12","105,434,969.36","63,266,149.42","64,867,590.54","72,164,997.62","45,887,155.43","6,561,403.96","65,426,614.29","113,887,508.16"
经营活动现金流入小计,"30,751,958.71","143,541,676.15","221,110,986.10","93,287,406.95","137,667,515.72","192,664,580.96","35,941,865.61","68,874,561.87","106,261,877.63","181,764,503.91","286,386,440.95","257,053,495.70","621,196,706.48","867,041,544.35","148,993,088.48","239,610,317.08","305,089,461.89","446,303,089.18","112,351,470.45","194,599,658.07","346,741,493.78","643,669,598.07","87,464,922.39","109,794,367.43","706,622,622.88","1,541,408,350.12","48,370,028.64","173,209,918.02","721,252,114.71","2,564,023,627.93","158,912,438.65","983,493,959.54","1,147,714,176.47"
投资活动产生的现金流量净额,"-169,005.00","-41,891,794.98","9,574,536.44","-2,362,339.00","-2,450,053.80","1,035,684.70","-13,365,146.00","-95,096,719.08","-98,280,409.92","-109,129,437.02","-13,426,841.71","-37,332,816.97","-149,082,558.18","-303,695,348.43","-11,528,600.56","-27,959,351.26","-27,839,265.01","-57,081,508.26","-10,874,337.82","3,306,078.35","-2,126,828.12","-164,053,595.14","-220,515,402.29","-257,989,120.81","-253,941,808.12","-105,403,309.36","-63,266,149.42","185,132,409.46","231,895,002.38","428,213,551.69","-6,561,403.96","4,573,385.71","-43,887,508.16"
购买商品、接受劳务支付的现金,"26,764,497.71","78,328,127.30","123,082,390.74","80,959,307.06","143,009,488.77","130,479,234.42","54,960,188.81","85,859,300.45","136,093,449.96","228,721,593.62","169,431,037.87","297,551,415.61","600,050,825.86","668,870,471.82","115,225,559.94","303,557,523.69","413,935,027.48","324,451,111.76","9,514,027.19","25,054,934.75","142,324,580.66","155,656,632.64","51,690,198.39","86,382,315.22","338,995,802.48","712,641,300.20","66,903,421.85","688,552,868.47","1,133,087,108.32","2,054,505,982.86","177,256,083.14","684,428,646.13","988,844,995.76"
吸收投资收到的现金,,"73,470,000.00",,,,"1,113,384,000.00",,,,,"24,500,000.00","34,000,000.00","34,000,000.00","34,000,000.00",,"10,925,000.00","10,925,000.00","11,625,000.00","1,500,000.00",,,,,,,,,,,,,,
