科目,2008-12-31,2009-12-31,2010-12-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"115,121,851.21","71,529,443.22","54,579,895.72","51,762,653.37","28,102,680.14","782,763,982.12","688,047,995.32","614,844,600.99","544,608,546.76","470,525,567.63","380,929,171.13","291,484,582.52","264,003,123.01","243,475,228.39","177,625,683.66","104,867,703.23","107,271,756.32","125,542,729.82","43,065,524.83","436,513,955.08","237,471,608.62","291,458,844.95","272,379,633.70","521,551,620.19","270,663,412.68","230,522,482.31","103,907,908.85","168,590,280.69","161,972,870.84","170,247,228.18","100,987,027.11","183,910,654.11","79,399,223.90","158,052,935.93","99,756,590.38"
短期借款,"12,000,000.00","30,000,000.00","30,000,000.00","32,000,000.00","27,000,000.00","43,631,733.26",,"1,920,000.00",,,,"56,641,605.00","59,013,400.40","83,301,335.40","93,451,760.00","125,335,680.00","230,288,880.00","234,104,320.00","349,374,400.00","468,428,960.00","350,014,560.00","514,100,000.00","511,890,000.00","603,758,300.00","505,558,300.00","519,620,698.27","557,475,845.49","630,545,147.22","737,545,147.22","695,160,000.00","796,989,489.75","882,218,465.35","891,768,975.60","892,700,000.00","900,142,750.00"
交易性金融资产,,,,,,,,,,,,,,,,,,"407,597.00","6,654.50",,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,"547,096.50","825,951.50","1,689,320.00","268,767.00","481,291.00",,"181,664.70","125,340.95","14,067.20","46,707.50",,,,,,
应收票据,"1,550,000.00","4,178,399.00","16,025,969.13","5,240,000.00","17,820,205.00","13,914,000.00","10,965,755.00","9,813,294.00","1,767,164.00","6,232,259.97","2,856,600.00","900,000.00","5,100,000.00","14,827,308.50","17,623,862.46","16,306,459.09","22,738,905.65","13,467,062.47","18,148,416.92","13,126,580.00","9,096,349.36","9,321,845.50","13,332,011.00","21,155,832.77","10,218,173.61","16,011,011.72","17,609,054.94","23,533,152.04","23,299,360.63","30,389,610.50","25,264,116.18","23,053,560.96","20,515,814.19","58,459,332.77","31,822,012.25"
应付票据,"700,000.00","7,936,113.00","15,264,280.10","12,322,980.21","9,327,410.40","12,288,719.65","7,974,036.53","4,711,169.09","4,417,358.95","12,195,201.25","2,675,294.45","10,458,332.53","10,065,363.72","14,585,116.70","13,363,278.49","7,463,231.00","21,275,235.36","27,531,118.39","17,288,585.10","11,571,957.78","17,672,929.18","15,268,246.70","11,052,350.00","7,180,000.00","6,538,940.00","8,795,820.00","11,365,923.80","14,902,437.80","8,176,803.21","13,312,408.21","12,058,302.50","43,034,303.50",,"94,080,271.07",
应收账款,"41,124,456.23","49,176,353.44","42,432,935.63","65,498,905.33","54,308,606.52","103,711,645.25","65,333,656.47","107,273,838.54","114,401,422.18","114,606,216.71","109,349,509.62","148,617,284.37","177,375,246.25","170,500,094.42","126,411,573.98","140,839,161.77","127,747,494.55","167,427,800.96","210,364,357.16","257,037,711.33","205,995,712.76","227,822,524.98","180,573,325.45","376,039,224.37","394,044,876.41","398,192,338.32","462,498,094.89","455,425,973.11","470,738,817.61","445,612,638.31","430,004,625.53","507,281,441.44","619,147,560.73","584,584,039.02","586,907,188.60"
应付账款,"6,967,505.47","11,852,096.68","22,583,082.63","24,803,306.29","27,514,517.40","21,145,124.39","15,698,168.66","34,953,700.86","41,854,620.61","14,016,131.03","31,988,374.40","43,073,002.77","73,138,915.62","40,103,166.17","25,896,066.12","46,125,869.19","47,622,272.89","72,019,800.34","67,001,461.89","73,780,526.89","93,151,916.86","87,018,608.13","67,057,343.17","105,529,638.58","134,879,276.22","160,223,151.57","138,834,138.68","162,735,837.67","174,038,961.37","163,026,109.04","142,399,258.99","171,022,980.22",,"206,288,568.01",
预付款项,"11,885,845.15","30,927,838.06","26,934,690.59","33,920,223.70","79,050,655.93","16,781,360.65","52,679,744.27","73,345,809.74","134,487,831.16","120,765,907.97","220,771,327.21","225,290,765.66","239,305,764.31","56,972,520.86","79,656,600.59","81,504,701.99","113,757,737.62","73,656,035.29","109,616,358.45","99,120,605.52","132,751,448.08","69,997,577.22","116,938,479.95","114,234,879.87","125,331,136.16","112,161,581.05","142,203,879.22","131,625,375.02","127,055,683.74","90,303,417.18","171,941,675.21","178,578,081.91","209,060,082.15","130,438,470.22","209,104,873.11"
预收款项,"8,272,802.90","24,691,884.83","25,843,731.12","24,059,634.83","29,722,687.31","19,467,305.54","27,826,298.61","32,984,130.45","46,191,346.27","19,213,854.72","13,479,312.53","22,122,843.49","30,594,470.98","29,627,370.84","28,831,774.09","37,904,245.39","51,773,193.15","85,128,098.99","74,471,104.56","48,000,937.47","13,879,977.52","55,404,991.19","54,424,202.32","53,350,858.18","51,970,749.01","52,650,351.04","108,189,327.09","69,421,525.06","79,429,319.17","98,714,502.05","94,783,981.58","80,730,435.80","87,768,319.24","93,137,853.43","145,509,080.50"
其他应收款,"3,616,151.45","4,310,172.62","2,149,510.91","1,960,965.57","1,301,253.90","1,046,722.98","1,395,209.12","1,712,287.37","2,741,702.16","1,934,448.28","4,572,144.15","24,000,975.41","25,401,907.57","16,861,282.74","20,855,032.70","20,744,482.55","21,712,291.12","21,686,600.61","49,046,763.17","24,064,811.16","35,161,018.82","18,533,444.34","20,825,641.54","29,754,619.93","25,442,204.84","22,050,741.03","27,374,034.03","36,300,613.60","61,840,798.56","70,734,843.05","71,574,335.01","82,269,855.25","85,894,902.27","95,015,303.96","141,796,634.09"
应付职工薪酬,"683,487.60","1,433,804.20","1,934,553.60","2,852,197.50","3,347,220.00","2,013,268.00","4,085,240.60","2,464,781.80","2,658,312.68","6,774,338.63","6,866,269.17","3,028,823.84","3,862,970.09","8,470,139.95","3,967,464.78","7,392,729.32","8,489,211.07","15,252,253.15","14,943,653.19","7,047,139.57","7,627,043.35","15,716,451.30","15,293,038.23","11,334,788.67","11,827,497.46","17,389,703.23","11,132,007.10","11,906,513.18","12,234,812.99","20,389,476.27","12,047,412.52","13,377,629.38","13,766,394.86","22,506,566.68","13,227,748.40"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"19,204,275.37","4,998,175.33","6,779,687.87","1,174,397.91","4,827,262.18","15,273,135.87","9,180,747.03","6,118,289.51","3,451,251.74","4,800,907.45","4,430,279.27","-3,948,063.15","-7,905,551.84","7,049,274.18","6,349,545.09","698,908.13","2,570,654.50","2,512,140.86","3,782,892.12","4,148,722.28","4,416,601.70","2,523,671.51","1,959,708.33","7,275,003.17","22,396,539.07","35,953,553.56","37,582,215.48","29,526,408.28","34,743,165.37","36,674,802.57","31,158,572.91","35,172,144.76","24,356,577.27","33,839,768.43","29,041,169.58"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"645,466.67","1,215,733.34",,"169,200.00","733,200.00"
应付利息,,,,,,,,,,,,,,"38,965.28",,,,"431,344.30","59,356.00","1,048,560.74","36,400.00","799,634.27","664,120.79","603,263.03","520,388.03","811,612.50","632,399.37","950,872.86","1,205,092.70","973,669.73","1,069,380.15","755,586.17",,"1,257,724.50","1,145,938.89"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,"21,609,888.52",,,,"20,800,000.00",,,,"19,200,000.00",,,,"11,520,000.00",,,,,,,,"2,702,032.50",,,,"9,976,276.95",,,,,,,
存货,"41,031,438.61","64,313,779.23","120,067,246.16","121,363,597.68","128,328,136.11","115,512,257.28","123,654,426.13","127,881,188.72","130,345,504.13","118,204,784.64","119,731,557.73","134,620,233.87","145,595,320.49","128,516,071.20","137,084,613.05","173,930,816.81","219,384,659.21","278,317,108.31","284,124,838.78","322,560,048.48","361,368,613.56","365,058,039.52","396,431,570.13","366,704,353.42","366,320,068.77","410,375,653.22","487,071,090.29","527,774,108.49","534,779,014.87","539,730,798.78","554,324,284.75","536,160,240.16","564,761,538.57","561,045,817.68","560,607,781.27"
其他应付款,"4,705,800.00","39,121.60","52,900.00","1,586,304.18","1,578,100.00","198,892.55","78,100.00","313,670.61","420,537.65","945,365.94","982,457.33","7,785,312.29","7,701,672.55","3,009,624.58","3,507,607.83","9,768,307.65","8,430,043.19","43,742,010.98","34,520,211.75","22,699,143.17","63,256,872.32","26,046,844.48","28,557,708.68","138,518,121.85","5,075,473.05","15,723,053.19","12,518,998.12","14,482,252.88","11,354,192.72","65,844,313.61","17,678,207.76","16,732,538.00","43,816,249.15","39,857,130.17","21,648,017.17"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,"44,192,911.77","30,736,030.03","58,746,467.65","58,952,306.94","69,093,875.60","43,746,558.64","43,746,558.64","35,170,959.17","30,978,156.94","20,642,330.09","11,093,453.40","6,000,000.00","3,810,000.00","3,810,000.00","13,815,442.95","25,667,146.47","49,078,574.85","59,366,290.45"
其他流动资产,,,"174,562.88","57,840.54",,"217,634.66","52,248.23","155,571.06","225,104.39","7,400.00",,,,"16,548,558.34","10,446,893.18","25,677,469.39","123,516,942.14","30,714,285.12","27,872,776.29","36,378,383.44","37,333,813.45","139,872,003.13","37,268,094.16","17,756,384.28","18,684,050.65","112,302,840.97","127,715,734.98","59,887,713.61","159,753,280.02","116,442,676.34","111,689,414.65","113,186,670.59","77,958,658.48","80,343,671.27","71,061,604.78"
其他流动负债,,,,,,,,,,,,,,,,,,,,,,,,"1,825,310.68","10,616.04","1,112,482.61","303,018.07","62,371.97","58,545.44","2,572,293.90","2,085,058.69","525,192.89","1,321,748.13","1,505,126.39","1,108,293.93"
流动资产合计,"214,329,742.65","224,435,985.57","262,364,811.02","279,804,186.19","308,911,537.60","1,033,947,602.94","942,129,034.54","935,026,590.42","928,577,274.78","832,276,585.20","838,210,309.84","824,913,841.83","856,781,361.63","647,701,064.45","569,704,259.62","563,870,794.83","736,129,786.61","711,219,219.58","742,245,690.10","1,188,802,095.01","1,019,178,564.65","1,122,064,279.64","1,037,748,755.93","1,447,196,914.83","1,210,703,923.12","1,301,616,648.62","1,368,379,797.20","1,403,137,216.56","1,539,439,826.27","1,463,461,212.34","1,466,430,945.11","1,625,656,237.76","1,656,737,780.29","1,667,939,570.85","1,711,221,356.75"
