科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
一、营业收入,"5,532,081,032.92","6,862,618,061.87","8,057,265,817.35","2,669,113,878.36","4,809,251,460.50","7,101,966,393.27","10,174,361,408.07","3,586,877,723.06","6,373,157,893.07","9,250,595,701.93","13,035,637,206.59","3,833,429,531.13","6,993,846,798.38","10,232,868,382.82","14,377,010,076.89","4,179,712,493.26","7,767,203,723.01","11,307,393,265.70","16,032,483,138.63","4,397,487,895.19","8,187,356,574.06","12,033,073,991.17","16,997,956,580.93","4,858,942,473.29","8,893,997,561.21","12,694,805,755.78","17,396,064,948.06","4,654,365,865.96","8,543,638,126.18","12,356,554,539.37","17,272,958,428.32","4,751,270,899.79","8,983,000,251.59","12,938,758,818.58","18,536,284,671.90","5,221,237,390.69"
二、营业利润,"345,459,022.11","384,040,591.11","453,560,505.01","181,838,697.61","305,871,923.19","440,061,888.38","621,642,333.97","261,798,405.40","434,504,583.12","579,905,994.03","784,936,000.21","228,444,331.54","395,834,590.10","559,186,656.19","814,095,630.08","254,302,185.97","425,530,133.98","574,944,249.69","852,112,594.41","248,407,998.82","401,203,287.98","521,322,178.41","757,316,424.82","223,031,041.29","350,435,801.13","443,280,707.47","1,759,482,261.83","232,038,206.96","370,072,052.15","474,387,426.42","672,608,901.23","297,283,687.11","499,520,606.83","647,796,984.90","923,087,162.75","378,691,422.24"
减:营业成本,"4,216,314,926.11","5,195,307,987.92","6,207,216,597.86","2,097,919,977.49","3,718,164,927.46","5,434,867,739.87","7,831,752,400.38","2,803,856,982.68","4,910,293,816.05","7,065,155,438.70","10,025,741,272.12","2,981,195,817.62","5,375,551,121.89","7,798,074,187.98","11,000,768,527.25","3,243,987,879.01","5,949,694,298.55","8,578,976,180.89","12,201,004,181.51","3,357,797,482.61","6,196,788,525.29","9,025,787,812.63","13,057,305,616.83","3,765,831,741.07","6,821,849,838.65","9,659,148,156.80","13,295,937,017.42","3,546,834,025.74","6,453,427,107.44","9,267,828,070.13","13,099,809,523.67","3,550,237,347.97","6,710,139,544.65","9,582,289,652.11","13,761,598,864.49","3,862,445,574.86"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"38,668,224.97","37,070,087.97","34,497,393.55","13,408,097.55","20,602,787.51","32,641,941.46","48,385,311.66","27,594,103.21","41,860,574.97","73,360,577.62","103,104,355.42","38,247,528.34","52,606,712.96","84,916,813.95","112,246,836.05","39,404,494.96","62,062,166.13","92,810,377.25","161,551,176.92","42,569,499.69","64,455,702.50","98,308,878.90","143,528,581.22","48,900,252.46","72,464,613.09","117,445,480.16","151,247,766.71","41,982,641.21","57,721,800.35","73,761,171.72","98,364,340.60","33,770,445.15","59,505,509.08","79,687,516.07","162,125,957.53","55,688,690.85"
营业外收入,"39,768,978.56","20,007,927.10","19,552,015.56","6,342,300.02","11,058,423.14","14,847,563.78","23,695,588.73","9,220,489.88","15,007,284.92","30,816,360.07","42,003,635.13","7,262,192.10","15,210,752.58","21,760,574.56","29,660,729.17","7,294,690.02","15,042,517.73","23,783,663.39","38,406,329.25","7,563,824.51","13,887,301.59","22,132,006.75","36,903,674.73","9,666,701.90","21,021,853.66","31,646,804.86","42,910,858.87","13,697,040.56","24,710,742.89","34,315,634.64","55,448,994.51","11,956,112.06","21,405,587.49","33,996,143.29","44,369,279.26","7,800,183.61"
销售费用,"887,925,834.13","1,083,340,080.20","1,223,640,619.58","333,729,290.14","683,875,884.29","1,068,653,255.33","1,486,632,068.01","454,593,611.11","909,574,742.70","1,403,441,456.26","1,938,390,750.74","526,776,351.90","1,057,670,020.29","1,614,881,795.44","2,212,420,310.91","600,178,604.82","1,237,454,982.34","1,914,023,914.83","2,600,051,641.25","696,225,723.42","1,416,525,376.61","2,204,015,089.23","2,785,741,656.16","748,535,816.44","1,509,014,058.09","2,254,361,684.64","3,009,241,703.09","774,950,899.51","1,530,236,667.32","2,351,876,236.00","3,123,093,906.67","831,743,595.13","1,612,372,817.14","2,461,573,454.24","3,413,835,005.47","867,044,247.62"
减:营业外支出,"8,066,785.39","10,821,403.15","2,497,795.89","667,173.38","2,060,013.20","2,809,748.70","4,256,427.15","1,410,757.85","2,732,889.68","3,845,211.43","22,885,195.80","3,269,531.43","5,120,439.17","5,841,935.08","7,489,092.37","1,721,243.97","13,160,726.73","15,358,091.73","14,017,132.83","1,021,520.20","2,101,280.43","3,013,615.95","21,541,144.98","2,027,283.14","38,026,317.21","82,773,680.29","131,359,333.00","5,029,162.21","7,857,318.91","7,761,656.94","12,764,941.85","14,339,213.15","23,655,550.42","24,891,185.94","36,197,676.61","2,083,689.63"
管理费用,"81,076,520.29","161,702,897.53","128,238,365.45","38,624,644.98","80,405,621.40","126,309,315.64","191,182,417.43","44,924,526.33","94,596,993.96","155,852,994.13","227,228,883.39","74,140,485.01","143,264,666.61","209,120,523.87","289,713,978.14","55,254,629.70","123,371,241.80","195,508,051.24","283,699,044.45","75,618,526.93","154,171,493.88","241,748,565.04","328,837,516.88","88,168,201.11","168,504,896.24","257,061,934.19","356,174,970.00","78,442,938.36","164,866,445.85","234,244,201.27","318,280,752.68","78,021,273.92","160,175,857.85","247,481,939.60","383,874,838.01","94,561,995.63"
其中:非流动资产处置净损失,"1,383,530.22","2,571,497.89","572,175.18",,"254,243.34","352,983.76","1,036,072.86",,"775,570.57","802,669.37","829,915.25",,"162,119.85","181,718.12","330,713.14",,"519,833.16","519,711.08","691,505.43",,"170,605.35","170,605.35","744,300.26",,"3,052,752.39","3,474,686.20","10,680,414.44",,"298,311.73","298,311.73","3,143,823.83",,"5,280,980.48","5,333,593.07",,
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
