科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
销售商品、提供劳务收到的现金,"449,724,590.40","612,103,301.50","611,012,121.89","260,725,277.27","416,767,940.97","638,615,646.65","188,846,272.25","310,206,129.50","455,580,957.59","638,680,641.97","137,910,302.36","315,474,034.72","509,620,361.81","650,513,034.23","178,625,869.82","294,684,574.05","464,937,015.57","587,775,018.53","182,679,506.17","267,087,268.25","482,914,204.12","709,618,891.41","148,703,520.94","326,002,451.97","501,846,083.59","726,164,422.06","212,586,085.09","327,485,091.52","515,285,818.15"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,"22,658,498.69","22,658,498.69","22,658,498.69","17,261,118.08",,,,,,,,,,,"46,713,015.10"
收到的税费返还,"1,527,245.16","778,479.13","7,172,628.26","6,406,613.19","15,709,490.49","19,997,641.97","7,677,658.57","14,047,179.52","20,146,338.73","21,803,192.19","3,377,081.76","4,072,716.83","5,893,963.95","6,507,545.83","1,736,190.87","4,325,436.62","7,353,663.97","8,660,452.94","1,860,407.20","6,632,364.07","10,174,781.43","12,851,481.01","804,668.99","6,899,519.30","7,567,994.69","8,692,834.75","1,920,278.52","4,372,273.47","10,933,740.77"
支付其他与投资活动有关的现金,"6,132,979.27","33,049,653.98","6,257,539.11","1,200,039.86","1,726,514.35","3,279,136.38","414,936.70","2,086,825.86","633,903.10","4,934,007.94","444,281.96","1,659,096.80","2,493,778.72","4,108,524.50","479,364.94","1,222,918.56","2,167,885.20","3,106,824.22","602,663.15","1,136,644.97","1,608,812.70","2,568,333.94","542,191.01","922,831.50","1,498,570.84","2,232,890.68","445,514.35","825,671.24","1,234,527.58"
收到其他与经营活动有关的现金,"13,886,137.70","9,943,293.15","24,046,551.02","4,424,130.59","12,788,987.17","15,408,307.79","1,968,223.53","4,067,726.49","7,733,195.18","9,214,547.95","1,477,746.25","3,036,876.24","4,970,629.12","10,907,378.18","1,624,622.36","3,328,951.67","4,676,198.16","10,916,334.27","1,554,848.43","19,034,517.42","3,707,995.79","3,602,972.22","335,798.13","680,825.87","2,011,320.55","3,704,114.14","533,008.56","4,684,166.52","11,621,019.26"
投资活动现金流出小计,"30,490,421.09","106,733,278.88","127,191,010.09","21,316,472.12","59,829,180.70","87,307,420.09","19,481,416.38","29,083,725.94","38,947,831.34","56,452,488.97","14,905,676.96","39,009,446.85","46,565,354.85","55,196,560.08","34,261,542.91","68,011,988.05","64,812,103.32","50,208,046.12","24,462,091.07","28,487,834.63","32,176,584.07","36,473,616.05","2,398,122.81","4,667,895.57","9,153,756.81","12,252,865.89","81,677,601.40","51,775,429.31","100,786,306.04"
经营活动现金流入小计,"465,137,973.26","622,825,073.78","642,231,301.17","271,556,021.05","445,266,418.63","674,021,596.41","198,492,154.35","328,321,035.51","483,460,491.50","669,698,382.11","142,765,130.37","322,583,627.79","520,484,954.88","667,927,958.24","181,986,683.05","302,338,962.34","476,966,877.70","607,351,805.74","186,094,761.80","292,754,149.74","496,796,981.34","726,073,344.64","149,843,988.06","333,582,797.14","511,425,398.83","738,561,370.95","215,039,372.17","336,541,531.51","537,840,578.18"
投资活动产生的现金流量净额,"-30,451,452.09","-65,780,293.60","5,121,586.97","-21,316,472.12","-59,829,180.70","-87,281,270.09","-19,481,416.38","-29,083,725.94","-38,886,831.34","-53,519,988.97","-14,890,676.96","-38,994,446.85","-46,478,784.85","-55,054,460.08","-34,261,542.91","-68,011,988.05","-64,791,843.32","-50,056,752.13","-24,462,091.07","-28,487,834.63","-17,201,384.07","-19,960,410.24","3,720,877.19","1,460,104.43","-3,017,656.81","-6,127,908.24","-81,298,601.40","-51,025,429.31","-100,033,063.32"
购买商品、接受劳务支付的现金,"266,009,556.95","379,975,093.78","434,024,237.33","142,946,395.20","262,620,280.92","412,862,790.76","115,568,322.87","221,834,740.53","336,620,083.15","409,188,966.84","128,919,851.64","195,861,381.23","303,921,033.09","354,859,828.77","77,627,145.96","143,445,342.73","260,707,554.33","326,122,976.85","62,889,391.34","128,024,935.63","219,315,111.03","333,278,070.31","82,275,430.04","147,652,115.96","228,798,088.06","378,642,896.48","81,149,295.93","147,063,334.87","262,010,554.76"
吸收投资收到的现金,"1,817,500.00",,,,"393,638,000.00","399,400,000.00",,,,,,,,,"8,600,000.00","8,600,000.00","8,600,000.00",,,,,"22,680,000.00",,,,,,,
支付给职工以及为职工支付的现金,"84,890,088.32","114,576,012.11","122,533,641.89","64,861,248.16","101,108,603.83","146,574,061.51","41,722,141.92","75,907,487.56","97,481,049.72","158,253,538.44","32,742,429.24","76,192,233.13","113,419,839.92","149,265,934.60","37,582,196.81","72,011,487.92","109,489,557.61","145,992,360.00","38,227,315.17","76,503,412.99","114,885,921.77","152,395,151.03","39,950,719.04","80,421,782.55","117,933,212.62","161,617,981.43","39,619,462.34","78,703,682.78","121,887,878.78"
取得借款收到的现金,"242,900,000.00","343,510,000.00","326,480,337.50","70,000,000.00","258,090,000.00","229,090,000.00","40,000,000.00","100,000,000.00","249,000,000.00","318,932,495.02","84,750,000.00","134,526,333.33","361,526,333.33","471,750,000.00","6,000,000.00","46,000,000.00","151,000,000.00","304,000,000.00",,"112,800,000.00","253,300,000.00","275,800,000.00",,"103,751,200.00","103,751,800.00","300,000,000.00",,"55,000,000.00","67,000,000.00"
支付的各项税费,"37,306,156.73","53,557,866.87","29,663,327.26","14,875,544.27","18,166,047.77","42,555,560.35","5,753,331.81","12,787,013.55","14,739,709.85","31,352,485.98","12,554,747.70","19,082,931.72","38,382,047.59","54,763,928.75","4,661,082.12","13,538,017.70","30,128,771.65","43,858,116.81","10,166,476.85","18,820,576.93","41,019,996.84","59,475,740.21","19,564,541.19","39,600,194.77","52,960,562.79","78,119,769.72","23,042,339.16","28,458,481.08","49,827,061.99"
收到其他与筹资活动有关的现金,"10,000,000.00",,,,"5,762,000.00",,,"9,731,478.37","9,731,478.37",,,,,,,"12,700,000.00","6,120,000.00",,,,,"33,500,000.00",,,,"3,750,000.00",,"29,100.00","2,788,285.20"
支付其他与经营活动有关的现金,"58,388,982.37","64,196,046.31","73,149,378.16","33,222,167.53","49,706,535.19","64,610,806.50","34,290,243.10","42,770,610.88","52,860,073.27","72,257,658.63","24,942,566.33","34,320,669.77","42,218,951.13","61,920,616.83","12,569,061.13","27,971,113.43","33,610,898.18","64,243,315.17","7,193,081.93","24,619,318.67","37,582,432.97","60,431,545.01","14,674,505.82","18,223,229.61","33,876,807.11","60,311,923.82","10,855,052.50","32,729,210.94","54,375,738.82"
筹资活动现金流入小计,"254,717,500.00","343,510,000.00","326,480,337.50","70,000,000.00","657,490,000.00","628,490,000.00","40,000,000.00","109,731,478.37","258,731,478.37","318,932,495.02","84,750,000.00","134,526,333.33","361,526,333.33","471,750,000.00","14,600,000.00","67,300,000.00","165,720,000.00","304,000,000.00",,"112,800,000.00","253,300,000.00","331,980,000.00",,"103,751,200.00","103,751,800.00","303,750,000.00",,"55,029,100.00","69,788,285.20"
经营活动现金流出小计,"446,594,784.37","612,305,019.07","659,370,584.64","255,905,355.16","431,601,467.71","666,603,219.12","197,334,039.70","353,299,852.52","501,700,915.99","671,052,649.89","199,159,594.91","325,457,215.85","497,941,871.73","620,810,308.95","132,439,486.02","256,965,961.78","433,936,781.77","580,216,768.83","118,476,265.29","247,968,244.22","412,803,462.61","605,580,506.56","156,465,196.09","285,897,322.89","433,568,670.58","678,692,571.45","154,666,149.93","286,954,709.67","488,101,234.35"
