科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"380,752,130.44","644,511,869.51","964,428,739.22","1,304,912,402.26","350,290,049.42","726,228,146.68","1,085,760,625.96","1,488,753,993.54","236,302,605.43","630,913,677.04","1,053,954,857.86","1,456,610,851.08","357,368,467.21","803,014,882.42","1,321,482,265.86","1,904,379,596.43","482,867,528.38","933,538,334.12","1,514,989,449.42","2,226,686,338.36","506,743,547.49","1,066,671,732.73","1,665,778,648.55","2,186,035,531.19","492,647,674.14","1,016,515,418.74","1,482,768,280.61","2,082,747,936.30","435,431,646.44","888,147,688.04","1,332,442,218.11","1,941,732,353.54","459,504,411.42","910,953,770.22","1,419,431,216.96","1,904,354,995.53","423,512,745.75","931,388,203.24","1,344,534,210.64","1,800,244,660.74","431,908,671.65","922,027,995.26","1,426,989,075.51","1,937,902,015.57","422,916,213.60","943,539,170.36","1,400,424,174.44","2,027,547,055.22","416,517,131.21"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,"12,446,500.02","12,446,500.02","12,446,500.02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,"5,267,129.71","7,265,682.69","14,411,054.81","24,610,706.31","940,872.98","14,997,296.61","34,585,354.22","51,448,941.61","10,344,522.78","32,609,397.73","64,241,131.59","84,284,646.84","24,977,225.90","24,977,225.90","27,597,323.37","52,474,975.03","2,804,549.65","2,559,028.94","4,602,847.57","6,213,647.40","1,286,263.21","8,668,762.76","100,381,729.18","228,134,317.54","89,319,912.47","156,459,334.44","224,633,604.90","312,746,371.19","81,737,961.27","160,426,610.48","232,103,661.87","299,393,688.95","65,430,501.98","100,004,344.44","126,739,864.96","152,577,003.75","9,818,675.44","12,616,964.69","19,028,847.89","19,685,551.99","2,820,421.04","6,076,177.58","8,383,184.80","14,387,431.58","8,801,395.36","14,142,360.31","14,939,824.92","17,991,248.96","2,574,690.79"
支付其他与投资活动有关的现金,,,,,,"5,000,000.00",,,,,,"11,573,760.00",,,,"51,300,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到其他与经营活动有关的现金,"862,579.14","2,947,914.72","3,391,039.66","11,174,140.89","1,289,975.39","10,080,738.20","13,458,454.86","5,923,177.62","1,978,587.12","2,465,666.29","3,559,028.03","6,306,142.19","1,952,055.74","5,216,332.86","8,411,658.51","10,426,185.89","5,628,344.09","9,858,548.30","15,081,784.47","20,952,993.72","1,765,173.12","7,809,811.54","16,427,342.93","29,050,248.73","2,137,075.10","3,852,383.18","7,990,335.51","27,816,033.89","1,899,524.08","3,111,874.47","4,400,676.58","9,452,924.71","5,810,913.42","8,673,213.03","20,956,107.18","10,214,675.18","6,609,660.43","4,203,174.56","7,718,285.06","8,106,497.49","1,720,156.51","4,584,344.00","9,428,362.90","6,291,562.07","1,785,657.53","5,305,695.21","7,011,175.39","18,331,238.71","2,102,434.32"
投资活动现金流出小计,"5,331,089.56","8,351,765.95","11,211,742.12","25,707,285.66","18,396,404.13","41,688,515.30","117,399,395.63","128,545,142.34","7,661,507.57","32,591,470.28","37,542,013.14","60,162,861.19","15,325,532.37","87,511,002.51","112,884,039.28","214,407,101.40","26,680,020.68","69,110,767.99","89,554,545.65","194,481,122.24","33,024,872.83","58,708,720.64","96,366,288.04","96,769,003.91","18,548,469.39","29,057,840.96","37,972,210.15","78,169,842.32","8,573,914.73","32,246,768.31","49,805,798.06","42,585,345.77","12,218,795.22","15,443,324.01","27,872,648.33","39,820,439.03","6,198,688.66","8,874,425.91","10,146,683.85","65,709,041.46","7,899,020.87","16,166,291.17","21,953,345.16","39,852,826.06","6,887,666.62","10,102,950.97","11,503,836.16","20,605,190.84","5,100,719.72"
经营活动现金流入小计,"386,881,839.29","654,725,466.92","982,230,833.69","1,340,697,249.46","352,520,897.79","751,306,181.49","1,133,804,435.04","1,546,126,112.77","248,625,715.33","665,988,741.06","1,121,755,017.48","1,547,201,640.11","384,297,748.85","833,208,441.18","1,357,491,247.74","1,967,280,757.35","491,300,422.12","945,955,911.36","1,534,674,081.46","2,253,852,979.48","509,794,983.82","1,083,150,307.03","1,782,587,720.66","2,443,220,097.46","584,104,661.71","1,176,827,136.36","1,715,392,221.02","2,423,310,341.38","519,069,131.79","1,051,686,172.99","1,568,946,556.56","2,250,578,967.20","530,745,826.82","1,019,631,327.69","1,567,127,189.10","2,067,146,674.46","439,941,081.62","948,208,342.49","1,371,281,343.59","1,828,036,710.22","436,449,249.20","932,688,516.84","1,444,800,623.21","1,958,581,009.22","433,503,266.49","962,987,225.88","1,422,375,174.75","2,063,869,542.89","421,194,256.32"
投资活动产生的现金流量净额,"-5,330,289.56","-8,350,965.95","-11,188,942.50","-25,675,056.45","-18,396,404.13","-41,683,515.30","-117,393,178.76","-128,538,961.52","-7,661,507.57","-31,768,432.04","-36,734,744.55","-59,355,487.76","-15,325,532.37","-87,503,156.36","-112,858,992.63","-214,380,918.83","-26,680,020.68","-68,510,240.32","-88,954,017.98","-193,863,178.24","-33,024,872.83","-58,587,220.64","-96,028,358.75","-96,430,313.05","-18,548,469.39","-20,997,840.96","-29,912,210.15","-70,109,842.32","-8,527,914.73","-32,203,757.51","-49,762,787.26","-42,507,149.36","-12,140,598.81","-15,385,711.30","-27,808,185.62","-39,598,709.85","-6,178,459.35","-8,850,914.25","-10,111,203.44","-59,574,402.70","-7,899,020.87","-16,123,246.01","-21,658,608.37","-37,877,433.50","-6,565,384.06","-2,320,820.17","-3,716,089.10","-12,816,661.02","-5,100,719.72"
购买商品、接受劳务支付的现金,"198,460,334.44","488,209,875.39","716,999,534.45","1,010,986,259.89","237,263,304.45","889,648,191.87","966,174,921.22","1,292,386,962.25","218,869,654.16","484,730,032.49","827,443,656.09","1,147,480,862.34","321,234,606.64","588,145,305.52","970,415,943.97","1,317,588,758.96","335,537,950.99","622,799,960.06","1,056,706,623.97","1,586,557,000.96","415,373,715.13","967,686,248.88","1,364,858,036.56","1,687,491,597.98","350,496,402.75","666,409,628.10","996,578,177.44","1,394,016,340.13","318,215,928.80","582,144,326.14","927,455,764.56","1,404,234,308.26","372,086,092.55","654,224,247.91","936,022,891.23","1,206,263,506.79","161,638,623.63","321,355,710.59","456,815,860.99","561,128,321.27","187,117,731.44","490,861,584.22","728,382,986.56","1,056,526,285.00","206,992,860.37","544,619,246.46","838,596,263.97","1,364,442,188.35","199,658,356.18"
吸收投资收到的现金,,,,,,,,,,,,"300,000,000.00",,,,"557,572,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
