科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
一、营业收入,"1,523,128,402.06","1,587,781,154.44","988,411,616.54","1,511,733,926.69","2,136,105,254.22","547,772,820.77","1,252,199,717.73","1,928,271,478.38","2,729,145,130.21","596,418,095.00","1,535,925,023.32","2,302,605,729.31","3,807,026,146.99","844,429,727.39","1,846,097,397.56","2,863,639,929.20","4,209,951,844.91","909,823,720.69","2,702,630,484.00","4,702,268,578.85","7,134,862,412.67","1,531,793,446.07","4,096,139,696.65","5,830,190,852.59","8,300,355,828.80","1,456,435,450.49","2,996,474,514.23","4,817,853,499.16","9,607,700,862.20","1,644,335,353.36","3,293,161,598.54","5,022,306,439.34","8,265,885,697.39","1,540,463,533.87","3,421,570,389.65","5,784,441,496.05","7,984,364,200.86"
二、营业利润,"641,023,096.14","647,343,906.41","495,455,829.85","778,450,159.04","977,536,963.80","349,355,684.52","741,023,731.99","1,102,998,590.03","1,367,458,571.68","365,879,163.63","768,829,715.08","1,116,691,656.45","1,568,945,185.20","392,273,762.48","782,005,930.80","1,141,742,873.52","1,418,934,415.25","305,126,066.10","589,831,016.74","976,859,195.78","1,291,721,862.05","335,033,498.39","708,325,395.84","1,090,667,627.60","1,274,026,512.67","347,534,960.53","697,437,255.35","1,021,506,818.78","1,343,828,486.21","425,561,359.12","875,148,761.64","1,300,344,469.48","1,391,990,188.31","372,877,766.59","759,552,941.56","1,208,444,410.40","1,265,974,873.42"
减:营业成本,"693,643,963.70","729,778,914.23","350,157,042.33","528,379,367.91","880,317,187.68","140,215,823.54","401,835,587.41","657,377,579.87","1,122,285,228.30","154,535,925.16","616,861,547.55","951,764,732.92","1,876,422,364.12","369,189,951.35","890,264,163.03","1,439,328,333.57","2,305,108,216.88","434,973,245.44","1,764,377,879.63","3,185,752,555.68","5,077,570,179.22","1,004,026,455.11","2,986,911,900.03","4,131,860,135.23","6,169,304,769.12","901,162,815.14","1,892,068,143.09","3,169,640,243.43","7,339,968,184.20","1,014,499,103.09","2,077,445,728.93","3,214,749,063.92","6,042,107,910.26","919,074,942.28","2,166,281,904.56","3,802,365,000.98","5,806,183,287.97"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"51,156,998.38","49,290,640.35","31,510,262.33","48,285,837.85","72,144,056.75","17,190,295.63","40,654,387.22","62,725,703.99","93,126,457.41","20,613,211.49","53,846,014.09","80,167,447.83","133,901,416.28","21,725,128.41","50,688,153.79","79,190,514.45","120,333,555.90","23,387,862.66","60,864,913.76","104,531,435.40","175,967,773.12","37,347,803.72","92,747,879.62","141,846,875.86","213,697,303.78","42,383,278.73","86,331,482.01","140,040,850.84","239,067,692.33","44,618,938.64","36,278,313.44","41,282,451.97","78,799,038.96","10,615,316.23","17,794,624.60","25,428,285.05","31,627,708.97"
营业外收入,"8,141,081.94","7,135,540.99","4,548,057.50","7,713,607.20","21,712,405.46","2,860,530.48","5,941,995.64","9,286,253.68","15,381,683.35","6,469,139.35","9,803,421.45","13,709,943.77","18,020,620.67","2,943,104.88","8,911,875.21","15,228,592.82","24,802,096.07","4,758,804.93","11,043,219.41","16,100,792.81","21,327,682.85","4,139,441.64","10,956,095.47","15,185,066.59","18,792,257.50","3,985,355.40","10,265,182.69","14,938,458.46","21,290,639.82","3,905,136.87","10,599,465.50","16,866,447.37","38,088,796.52","5,521,588.86","29,525,443.63","37,729,266.28","45,480,750.88"
销售费用,"402,706.02",,,,,,,,,,,,"2,246,886.56","5,292,012.98","8,395,165.74","11,946,432.27","19,320,573.01","5,430,259.39","10,164,914.28","14,483,724.55","27,290,706.45","11,386,508.44","21,207,010.50","26,537,978.07","41,611,603.37","16,458,265.80","26,111,439.56","35,752,175.08","49,638,920.35","13,503,799.39","29,157,151.10","44,098,007.24","76,990,457.46","16,765,302.81","34,678,345.52","51,670,580.14","81,714,616.35"
减:营业外支出,"26,621,489.34","8,579,869.12","5,618,043.90","7,214,322.49","13,200,886.56","610,661.24","4,522,292.57","11,358,349.35","16,604,204.92","3,629,962.94","8,327,431.79","8,932,474.95","21,946,558.36","18,616.89","1,123,962.32","1,362,273.28","3,909,083.52","198,431.45","4,823,786.41","5,474,406.65","12,647,573.49","653,244.18","1,077,806.41","1,116,997.64","5,467,657.23","118,015.19","4,112,929.80","5,137,613.05","10,883,175.83","189,353.58","2,775,859.54","3,646,061.40","11,633,433.72","1,928,472.45","4,732,436.20","5,883,871.01","13,147,710.50"
管理费用,"73,606,153.10","77,342,416.29","46,513,221.27","69,124,832.12","99,790,654.24","24,443,966.46","46,910,146.26","70,993,822.79","110,907,031.30","28,781,504.63","58,348,292.09","92,734,856.20","138,786,138.94","35,239,389.95","71,422,903.97","108,774,927.72","157,536,259.96","33,963,650.22","76,888,002.47","115,168,938.56","177,261,545.48","37,337,200.65","81,382,492.85","121,446,259.01","186,648,342.88","41,636,917.23","83,290,137.48","128,348,057.00","200,188,479.14","42,470,123.25","87,821,946.11","137,473,372.17","228,386,373.91","47,404,034.96","97,006,307.96","155,281,234.59","249,756,151.70"
其中:非流动资产处置净损失,"20,851,435.48","3,974,752.73","4,601,660.43","4,601,660.43","4,660,245.43","187,411.55","768,641.12","4,637,108.54","6,616,865.63",992.69,"153,043.79","274,542.98","6,836,931.96","32,929.22","566,452.15","653,924.84","1,529,287.35",-145.05,"3,082,765.95","3,119,389.87","3,315,162.91","24,504.96","183,428.95","198,146.04","1,421,662.24","2,440.35","807,621.59","1,094,231.54","3,116,823.89",,"995,603.61","1,112,997.50","3,931,090.63","98,463.33","257,914.15","307,250.09",
