科目,2008-12-31,2009-12-31,2010-12-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
应收利息,"546,047.50","372,616.57","485,838.22","1,509,113.76","994,844.52","2,108,793.83","3,848,789.93","3,231,822.63","3,075,544.63","956,295.38","451,586.23","7,527,594.43","4,890,668.03","5,750,641.90","4,722,126.03","5,850,583.25","7,182,431.66","6,103,676.16","5,160,177.30","4,855,333.49","4,699,988.20","4,588,203.29","4,001,343.42","3,669,894.77","3,095,309.66","3,837,846.71","3,679,041.18","5,894,723.53","8,646,736.60"
应付利息,"138,391.23","316,341.72","197,180.51","1,253,443.93","2,998,398.27","4,278,422.27","5,772,719.82","2,914,632.36","2,529,276.57","3,780,339.97","1,756,802.74","2,837,639.75","1,843,540.65","5,839,470.55","3,623,376.88","5,747,654.54","7,166,719.11","9,288,306.51","5,859,131.85","7,353,602.84","6,452,128.11","19,765,527.26","12,516,258.74","15,636,953.01","20,578,404.22","8,494,086.43","6,707,610.74","7,578,919.19","9,664,299.35"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,,,,,,,,"112,271,540.00",,,,,"9,167,798.55"
存货,"35,300,143.76","85,795,835.87","166,302,200.33","174,590,961.07","187,457,052.52","206,873,093.48","219,401,897.89","365,496,469.13","133,553,620.28","240,796,402.62","270,710,072.86","258,137,568.11","221,854,174.48","178,596,988.39","215,277,821.15","192,211,356.83","255,061,398.74","164,966,960.67","248,641,817.99","223,253,395.40","213,847,343.12","191,406,613.90","365,030,583.42","147,205,941.49","144,921,749.80","412,669,515.39","477,227,545.95","225,733,519.58","300,464,893.28"
其他应付款,"3,139,111.68","1,006,017.22","6,977,434.60","8,077,601.19","6,942,426.54","59,534,696.07","102,402,998.39","30,628,543.14","49,536,802.85","10,623,484.83","15,197,788.31","7,946,335.38","12,671,324.70","38,879,628.74","220,107,437.52","163,244,290.40","110,439,303.36","60,123,366.53","42,961,816.34","127,398,253.19","430,923,540.47","107,818,149.80","95,995,606.79","79,620,002.25","106,357,690.97","189,838,954.55","259,727,461.75","478,625,008.33","538,229,914.67"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,"1,327,631.88","1,000,000.00",,,,,,,,,
一年内到期的非流动负债,,,"10,000,000.00","20,000,000.00",,"10,000,000.00","10,000,000.00","20,000,000.00","10,000,000.00","79,000,000.00","79,000,000.00","103,100,000.00","79,500,000.00","134,600,000.00","116,000,000.00","112,000,000.00","112,000,000.00","206,674,190.54","209,880,282.47","256,154,421.62","340,319,835.52","340,388,326.97","376,232,915.81","472,012,747.77","270,734,126.83","725,996,845.24","458,323,677.64","296,292,767.16","267,779,596.59"
其他流动资产,"569,420.68","842,667.22","1,854,038.35","3,461,139.43","1,667,005.93","3,169,582.45","2,495,802.08","3,439,203.05","6,884,452.09","55,414,952.37","65,999,054.44","46,650,923.02","44,245,982.20","43,421,270.46","77,494,626.37","41,430,379.84","88,349,125.84","144,146,736.03","130,497,962.09","111,523,180.13","101,464,849.52","114,039,062.59","94,172,966.63","161,263,702.71","117,594,922.19","215,374,488.96","136,284,141.66","145,903,606.00","185,502,749.72"
其他流动负债,"1,254,453.55","901,418.89","4,174,815.44","4,398,102.44","2,202,725.69","819,374.72","2,223,974.77","2,597,260.37","2,491,839.03","4,162,815.80","708,549.46","783,845.43","3,977,459.27","2,851,394.22","1,514,745.76","1,509,116.27","3,435,242.37","178,925,354.94","358,267,652.31","422,429,836.91","5,581,588.93","312,073,501.31","305,252,407.28","440,751,104.32","375,391,110.70","6,136,051.77","10,009,864.51","21,807,712.70","10,826,281.15"
流动资产合计,"225,830,300.69","318,117,466.53","506,494,719.07","802,234,223.66","1,464,176,842.37","1,446,531,912.96","1,785,452,386.13","1,487,274,883.24","1,547,401,142.54","1,461,038,589.82","1,651,683,990.33","1,978,332,390.95","1,796,506,752.86","1,929,030,372.64","1,973,428,706.81","2,058,762,163.58","3,213,530,525.27","2,886,631,887.74","2,992,223,114.37","3,302,452,842.05","3,268,367,631.66","4,240,727,989.38","6,450,771,572.12","5,242,346,158.24","5,071,354,749.07","5,124,566,845.53","5,059,561,907.48","5,930,359,900.63","6,010,491,885.35"
流动负债合计,"179,916,987.09","271,328,145.60","424,248,417.82","826,750,146.14","733,311,227.06","974,466,736.79","1,301,694,635.32","1,007,600,783.83","1,481,961,356.72","1,779,563,544.91","1,876,200,312.74","2,247,512,209.92","2,133,181,881.17","2,482,548,771.39","2,663,180,546.61","2,486,135,679.86","3,304,453,438.76","4,614,081,020.33","4,385,377,893.13","5,048,338,250.63","5,256,658,643.12","6,348,843,241.37","4,614,545,221.73","4,586,196,821.45","4,150,095,575.27","5,358,082,758.97","5,481,793,879.20","6,651,759,906.92","6,855,869,399.15"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期借款,,,"10,000,000.00","90,700,000.00","120,700,000.00","254,700,000.00","283,100,000.00","423,100,000.00","431,700,000.00","361,700,000.00","458,100,000.00","533,000,000.00","555,200,000.00","462,100,000.00","981,600,000.00","1,195,600,000.00","1,294,200,000.00","1,208,500,000.00","1,288,500,000.00","1,415,000,000.00","1,550,000,000.00","1,871,000,000.00","1,985,000,000.00","2,194,190,000.00","2,884,000,000.00","3,346,380,000.00","3,407,750,000.00","3,384,740,000.00","3,265,215,000.00"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,"3,500,000.00","7,825,000.00","10,625,000.00","72,265,000.00","72,265,000.00","72,265,000.00","25,370,864.10","118,916,874.78","46,347,508.63","53,937,025.82","68,481,423.27","71,371,958.01","64,734,637.06","61,962,989.09"
长期应付款,,,,"3,141,000.00",,,,,,,,,,,"89,030,871.93","115,082,863.73","114,611,957.69","113,706,161.94","494,690,403.82","467,162,046.65","521,831,780.46","1,360,913,620.27","1,703,384,401.98","1,876,397,695.80","1,828,767,114.37","1,899,719,107.24","2,150,659,636.05","2,156,223,091.46","1,999,037,538.46"
长期股权投资,,"14,707,589.40","35,408,183.13","44,994,159.87","50,949,063.46","95,157,985.70","98,541,560.76","100,595,519.34","106,476,859.73","101,283,805.04","101,486,295.61","101,326,608.29","101,591,944.43","105,711,212.16","106,905,432.99","107,623,047.09","108,352,748.86","180,955,886.77","184,180,059.24","185,831,654.74","190,655,675.01","200,578,390.64","206,921,755.83","387,284,592.21","389,055,072.92","250,731,605.19","254,362,837.31","509,897,820.64","515,799,419.74"
专项应付款,,,,"3,750,000.00","3,750,000.00",,,"2,000,000.00",,"3,030,000.00","3,030,000.00","3,030,000.00","3,520,000.00","3,520,000.00","3,520,000.00","3,520,000.00","5,020,000.00","3,520,000.00","3,520,000.00","3,520,000.00","3,520,000.00","3,520,000.00","3,520,000.00","3,520,000.00","3,520,000.00","3,520,000.00","3,520,000.00","3,520,000.00","3,520,000.00"
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,"21,572,603.54","21,594,442.71","21,594,442.71","21,594,442.71"
固定资产,"7,889,220.53","90,926,210.96","118,755,048.89","162,787,299.01","224,652,479.23","666,210,492.46","719,240,535.09","824,962,201.82","844,264,032.70","1,005,486,310.46","998,131,670.25","994,766,635.31","1,418,253,190.50","1,649,923,163.73","2,329,720,131.40","2,553,022,527.47","2,524,874,556.75","3,820,814,213.32","3,758,392,532.36","4,415,560,005.39","4,637,669,409.51","4,915,193,369.45","4,964,234,745.46","6,819,147,160.11","7,408,701,445.96","7,770,654,304.61","7,972,285,882.74","8,023,103,188.93","8,845,130,658.24"
递延所得税负债,,"30,744.38",,,,"55,200.00","55,200.00","30,000.00","55,200.00",,,,,,,,,"142,011.36","142,011.36",,,,,,,,,,
在建工程,"33,156,857.58","1,683,738.48","49,253,482.87","270,973,227.59","243,084,390.90","270,560,869.19","178,273,447.78","162,747,094.17","356,351,848.08","405,972,429.98","372,352,793.91","480,256,498.04","241,836,661.81","274,991,874.14","273,245,159.33","30,466,531.32","451,847,627.71","736,190,962.74","794,447,849.70","397,511,157.81","746,541,594.99","1,824,938,001.87","1,807,139,852.06","1,507,253,100.88","1,149,731,349.72","2,036,085,380.65","2,086,195,985.47","2,086,831,129.05","1,273,424,057.27"
其他非流动负债,,,,,,"80,662,800.00","80,662,800.00","97,176,700.00","111,720,246.88","98,921,100.00","97,930,329.99","96,939,559.98","95,948,789.97","95,240,899.95","94,432,649.94","99,211,149.93","96,831,274.92",,,,,,,,,,,,
工程物资,,,,,,"1,816,175.24","1,816,175.24","1,173,749.23","232,002,759.65","189,650,275.87","189,833,387.22","242,047,138.75","145,256,161.86","879,663.82","879,663.82","2,947,099.75","2,947,099.75","2,234,108.30","1,888,730.01","1,822,530.01","9,649,897.54","6,252,485.55","6,252,485.55","38,674,709.35","15,988,349.18","1,839,290.29","1,839,290.29","1,825,660.69","17,520,054.13"
非流动负债合计,,"30,744.38","10,000,000.00","97,591,000.00","124,450,000.00","335,418,000.00","363,818,000.00","522,306,700.00","543,475,446.88","463,651,100.00","559,060,329.99","632,969,559.98","654,668,789.97","560,860,899.95","1,168,583,521.87","1,413,414,013.66","1,510,663,232.61","1,426,372,373.21","1,886,426,740.08","1,984,326,496.54","2,173,066,355.34","3,332,945,786.81","3,788,486,943.48","4,169,387,012.26","4,810,450,005.78","5,374,055,353.31","5,684,846,902.15","5,664,901,567.87","5,386,668,018.43"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"179,916,987.09","271,358,889.98","434,248,417.82","924,341,146.14","857,761,227.06","1,309,884,736.79","1,665,512,635.32","1,529,907,483.83","2,025,436,803.60","2,243,214,644.91","2,435,260,642.73","2,880,481,769.90","2,787,850,671.14","3,043,409,671.34","3,831,764,068.48","3,899,549,693.52","4,815,116,671.37","6,040,453,393.54","6,271,804,633.21","7,032,664,747.17","7,429,724,998.46","9,681,789,028.18","8,403,032,165.21","8,755,583,833.71","8,960,545,581.05","10,732,138,112.28","11,166,640,781.35","12,316,661,474.79","12,242,537,417.58"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"47,693,160.70","62,581,088.23","150,000,000.00","150,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","300,000,000.00","300,000,000.00","300,000,000.00","300,000,000.00","300,000,000.00","300,000,000.00","300,000,000.00","300,000,000.00","300,000,000.00","362,500,000.00","362,500,000.00","362,500,000.00","725,000,000.00","725,000,000.00","725,000,000.00","1,122,715,400.00","1,122,715,400.00","4,490,861,600.00","4,490,861,600.00","4,490,861,600.00","4,490,861,600.00","4,490,861,600.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"5,017,679.88","63,129,752.35","219,070,280.80","219,070,280.80","927,491,194.90","927,721,373.49","927,721,373.49","823,825,067.86","823,825,067.87","823,825,067.87","823,825,067.87","823,825,067.87","823,825,067.87","823,825,067.87","823,825,067.87","823,825,067.87","1,767,322,317.07","1,767,492,154.23","1,767,492,154.23","1,404,992,154.23","1,404,992,154.23","1,404,992,154.23","4,784,368,349.82","4,782,482,632.79","1,414,336,432.80","828,941,137.22","828,941,137.22","839,886,437.22","861,144,379.05"
无形资产,"14,543,351.78","17,688,699.69","126,231,751.99","158,050,681.91","160,632,886.67","163,844,530.42","165,485,427.82","164,791,404.58","163,800,192.17","162,601,343.82","161,669,340.08","167,899,485.15","167,124,771.22","165,699,314.68","165,728,466.56","164,393,480.05","163,092,483.39","186,953,338.98","186,197,935.62","187,771,001.82","192,579,935.59","184,722,559.45","183,225,949.53","184,127,619.04","182,451,604.66","264,314,758.89","265,140,838.33","264,082,804.95","264,722,154.70"
盈余公积,,"1,015,682.91","10,722,339.90","10,722,339.90","10,722,339.90","32,361,256.25","32,361,256.25","32,361,256.25","32,441,807.79","32,361,256.25","32,361,256.25","32,361,256.25","32,361,256.25","32,361,256.25","32,361,256.25","32,361,256.25","28,734,650.20","28,734,650.20","28,734,650.20","28,734,650.20","28,734,650.20","33,423,249.72","33,423,249.72","33,423,249.72","33,423,249.72","42,869,202.55","42,869,202.55","42,869,202.55","42,869,202.55"
开发支出,,,,,,,"1,274,915.14","2,840,850.11","4,712,286.32","6,220,626.54","7,516,409.23","2,090,672.82","3,476,983.70","1,827,886.90","2,493,108.87","4,290,660.89","6,191,542.28","10,570,528.41","12,252,542.62","13,461,076.35","15,074,596.53",,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,"49,632,060.79","49,632,060.79","49,632,060.79"
商誉,,,,,,"7,758,936.15","7,758,936.15","7,758,936.15","7,758,936.15","7,758,936.15","7,758,936.15","7,758,936.15","7,758,936.15","7,758,936.15","33,078,936.15","33,078,936.15","35,210,276.39","12,390,894.31","12,390,894.31","13,698,850.23","16,082,521.24","12,390,894.31","12,390,894.31","12,390,894.31","12,390,894.31","14,703,280.49","14,703,280.49","15,951,773.07","15,951,773.07"
未分配利润,"48,791,902.91","48,497,540.22","52,006,258.78","203,833,790.97","212,738,338.70","227,631,287.99","187,811,159.02","91,253,241.35","96,684,574.72","71,591,564.14","75,647,511.11","76,122,862.44","79,067,659.29","80,044,511.35","88,444,962.84","116,302,164.36","127,913,456.67","139,421,831.84","150,324,245.44","187,614,199.58","236,358,347.80","245,987,797.84","259,758,688.96","175,854,419.38","217,644,540.59","285,502,457.27","295,113,804.61","336,372,471.50","419,772,773.30"
长期待摊费用,,"686,051.67","2,388,276.76","10,339,359.90","2,114,786.35","18,361,414.55","21,477,892.67","20,564,114.21","22,048,633.23","24,418,730.66","21,942,717.87","21,982,463.36","21,495,464.77","20,683,754.17","19,866,970.76","23,229,810.54","22,114,720.36","21,812,428.77","20,892,303.28","30,214,905.01","30,234,904.04","34,764,975.96","45,527,206.41","49,040,523.33","49,798,350.79","89,797,034.42","87,109,191.22","95,028,336.75","101,800,318.35"
少数股东权益,,"1,636,153.04","172,909.85","-817,864.07","-1,447,747.23","13,412,323.91","13,001,238.24","40,400,225.02","41,367,698.95","43,421,413.22","44,153,231.98","71,346,534.64","73,634,239.29","74,916,243.57","87,104,692.25","88,484,294.32","87,081,306.23","84,455,068.56","85,993,068.68","87,867,388.06","86,736,831.50","89,526,379.16","90,822,690.32","142,097,614.64","141,688,668.14","136,416,214.78","143,920,955.13","158,185,518.75","148,100,993.58"
递延所得税资产,,,"2,275,689.45","3,375,716.52","1,554,442.52","6,678,825.85","6,678,825.85","6,609,885.69","6,678,825.85","29,060,066.62","32,481,672.66","34,976,963.65","37,122,057.10","44,870,549.40","48,420,281.58","44,796,009.92","39,484,549.09","47,508,851.30","48,369,452.20","42,850,514.52","35,451,668.13","31,522,997.73","26,273,375.91","30,194,117.55","30,480,941.51","77,391,889.62","80,247,854.91","91,840,020.10","82,616,621.21"
外币报表折算价差,,,,,,,,,,"-17,108.16",,"-12,754.73","-7,619.63","688,656.62","688,656.62","690,719.79",,,,,,,,,,,,,
其他非流动资产,,"4,409,350.00","25,413,054.99","54,395,025.28","60,100,461.83","34,089,835.91","40,407,559.69","38,428,635.77","28,260,436.51","120,905,723.27","166,390,496.63","152,686,943.90","156,308,349.81","153,868,679.21","210,421,846.04","235,102,929.35","613,882,978.15","507,054,526.07","584,033,915.22","804,011,925.97","697,548,655.96","703,846,707.65","873,066,799.80","686,110,615.18","893,579,201.43","809,818,305.50","1,023,360,526.67","1,048,992,766.13","962,603,273.47"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"55,589,429.89","130,101,640.20","359,725,488.08","704,915,470.08","743,088,510.96","1,264,479,065.47","1,240,955,276.19","1,330,472,391.07","1,772,354,810.39","2,053,358,248.41","2,059,563,719.61","2,205,792,345.42","2,300,224,521.35","2,426,215,034.36","3,190,759,997.50","3,202,451,032.53","3,975,823,582.73","5,537,110,738.97","5,675,311,214.56","6,164,998,621.85","6,643,753,858.54","7,939,581,246.71","8,243,949,939.64","9,760,570,840.59","10,186,114,236.30","11,383,817,272.93","11,856,617,645.44","12,202,288,137.37","12,141,531,319.27"
所有者权益(或股东权益)合计,"101,502,743.49","176,860,216.75","431,971,789.33","582,808,547.60","1,349,504,126.27","1,401,126,241.64","1,360,895,027.00","1,287,839,790.48","1,294,319,149.33","1,271,182,193.32","1,275,987,067.21","1,303,642,966.47","1,308,880,603.07","1,311,835,735.66","1,332,424,635.83","1,361,663,502.59","2,374,237,436.63","2,383,289,233.17","2,395,729,695.72","2,434,786,716.73","2,482,396,491.74","2,498,520,207.91","6,291,689,346.55","6,247,333,165.12","6,296,923,404.32","5,776,246,006.18","5,749,538,771.57","5,815,986,563.21","5,909,485,787.04"
资产总计,"281,419,730.58","448,219,106.73","866,220,207.15","1,507,149,693.74","2,207,265,353.33","2,711,010,978.43","3,026,407,662.32","2,817,747,274.31","3,319,755,952.93","3,514,396,838.23","3,711,247,709.94","4,184,124,736.37","4,096,731,274.21","4,355,245,407.00","5,164,188,704.31","5,261,213,196.11","7,189,354,108.00","8,423,742,626.71","8,667,534,328.93","9,467,451,463.90","9,912,121,490.20","12,180,309,236.09","14,694,721,511.76","15,002,916,998.83","15,257,468,985.37","16,508,384,118.46","16,916,179,552.92","18,132,648,038.00","18,152,023,204.62"
负债和所有者(或股东权益)合计,"281,419,730.58","448,219,106.73","866,220,207.15","1,507,149,693.74","2,207,265,353.33","2,711,010,978.43","3,026,407,662.32","2,817,747,274.31","3,319,755,952.93","3,514,396,838.23","3,711,247,709.94","4,184,124,736.37","4,096,731,274.21","4,355,245,407.00","5,164,188,704.31","5,261,213,196.11","7,189,354,108.00","8,423,742,626.71","8,667,534,328.93","9,467,451,463.90","9,912,121,490.20","12,180,309,236.09","14,694,721,511.76","15,002,916,998.83","15,257,468,985.37","16,508,384,118.46","16,916,179,552.92","18,132,648,038.00","18,152,023,204.62"
