科目,2008-12-31,2009-12-31,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"12,072,258.84","31,550,560.85","59,753,667.51","39,374,847.81","298,661,219.56","272,436,836.36","272,135,266.86","278,672,943.34","256,726,926.41","236,480,764.15","234,429,309.56","220,141,847.35","212,352,741.72","202,732,002.67","235,747,546.76","219,121,753.46","210,908,059.69","203,381,466.44","226,855,629.50","266,688,176.43","249,203,981.66","239,113,962.81","288,428,492.92","173,543,432.87","202,610,452.51","477,482,269.45","323,302,942.73","299,718,770.31","272,686,479.19","225,152,922.38","278,281,684.16","185,071,154.38","186,539,778.10"
短期借款,,,,,,,,,,,,,,,,,,,,,,"50,000,000.00","100,000,000.00","100,000,000.00","200,000,000.00","150,000,000.00","80,000,000.00","60,000,000.00","60,000,000.00","65,000,000.00","165,000,000.00","165,000,000.00","165,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,,,,,,,,,,,,,,,,,"133,687.84","17,097,803.36","3,280,000.00","1,620,000.00","4,700,000.00","5,000,000.00","2,200,000.00","100,000.00"
应付票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收账款,"7,506,419.76","15,397,246.70","23,369,955.39","27,096,369.67","29,834,156.17","32,658,014.91","32,869,530.18","35,225,632.70","37,071,322.74","34,901,564.00","29,588,124.64","31,570,332.90","29,729,154.34","32,031,982.32","28,998,997.65","28,970,381.08","29,676,114.14","32,919,452.42","33,428,029.13","28,608,737.60","31,142,775.18","43,659,572.62","49,186,381.25","53,467,748.78","57,938,725.09","76,668,611.45","90,560,238.67","96,182,140.78","119,293,037.07","134,015,459.20","154,344,208.78","124,560,305.38","133,852,507.80"
应付账款,"20,896.64","55,260.17","83,684.02","166,756.19","145,763.91","115,450.81","121,028.84","267,382.18","10,146,263.69","530,903.60","130,720.00","201,802.14","196,255.65","261,371.17","217,614.49","105,659.35","162,109.29","241,616.92","56,817.91","327,933.15","228,391.90","171,240.46","173,139.53","523,304.35","651,115.55","3,572,014.53","784,403.45","1,492,339.27","4,666,407.17","7,333,986.41","4,087,147.02","6,226,769.27","14,053,542.10"
预付款项,"12,149.54","1,633.37","13,854,733.23","20,116,415.78","18,222,826.52","15,709,735.66","15,274,137.94","8,199,841.95","12,674,271.09","6,513,736.76","3,459,991.43","10,784,294.37","9,459,607.34","18,552,361.72","2,523,158.81","3,035,149.60","2,795,375.83","3,123,984.43","1,069,193.93","2,177,020.50","742,688.26","6,206,022.69","13,269,613.45","12,306,422.92","3,637,722.18","848,512.52","267,087.99","1,453,441.36","2,320,495.89","2,850,538.30","1,204,792.65","1,129,546.97","1,455,346.16"
预收款项,"1,668,071.60","947,341.70","844,250.60","3,141,658.60","1,691,527.60","4,984,520.08","1,544,820.40","2,403,717.40","995,249.40","4,028,784.50","1,977,974.50","2,153,353.10","3,566,569.95","2,426,046.45","4,207,892.16","3,024,248.61","3,885,108.25","4,624,204.45","3,407,514.16","3,942,179.28","6,448,418.71","7,800,597.04","4,095,911.82","9,609,111.14","8,107,742.75","5,761,953.64","7,126,010.20","5,385,381.51","4,320,917.84","3,702,869.84","3,197,051.94","3,087,291.52","6,270,488.27"
其他应收款,"538,599.09","1,984,002.27","18,761,468.88","23,645,216.71","15,920,311.26","6,222,440.65","3,469,491.34","6,705,681.28","7,817,439.16","17,206,123.66","6,561,879.34","6,155,341.90","12,099,577.81","11,315,036.50","3,183,915.65","4,191,935.42","3,864,001.75","4,093,379.66","2,847,100.12","5,162,828.81","5,973,615.64","15,382,466.81","23,657,338.92","25,227,808.61","4,392,066.76","15,089,177.93","5,914,721.44","22,474,839.71","22,113,718.72","90,631,153.06","12,318,142.86","11,405,038.90","21,304,716.34"
应付职工薪酬,"1,120,739.18","2,969,920.96","1,982,005.10","1,322,364.35","3,181,518.82","650,572.95","2,419,516.48","3,050,928.41","2,588,975.42","1,169,917.32","3,098,789.63","1,694,393.82","2,013,325.14","880,268.34","5,213,550.16","2,120,619.80","2,062,602.04","725,850.85","7,478,942.31","2,230,324.43","2,195,688.19","48,718.70","9,248,741.38","3,073,681.41","3,463,565.49","1,244,021.21","12,201,736.56","3,401,829.54","4,127,959.90","1,386,169.21","11,890,361.36","3,869,272.46","6,975,721.51"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"-289,442.22","-1,587,088.09","7,486,874.80","3,713,382.65","14,850.00","3,945,672.79","8,682,260.42","6,653,550.67","6,789,686.10","7,893,789.66","2,212,044.19","4,265,499.87","4,479,744.21","4,222,426.56","4,334,851.79","2,431,315.73","2,661,976.16","2,125,882.01","3,576,437.23","4,764,113.60","2,346,947.36","5,657,070.08","8,202,000.61","7,002,118.40","4,238,789.79","14,712,496.62","14,817,813.30","7,299,569.19","15,388,406.95","16,431,242.01","11,880,879.91","5,994,820.42","9,013,728.94"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付利息,,,"16,335.00",,,,,,,,,,,,,,,,,,,"63,888.89","127,777.78","127,777.77","183,333.34","110,624.99","86,763.89","249,263.89","65,250.00","64,611.11","6,395,617.70","5,041,840.07","10,842,526.08"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,,,,,"96,009.37","96,009.37","96,009.37","35,892.84","35,892.84","35,892.84","35,892.84","35,892.84","35,892.84",,,,
存货,"1,589,808.33","1,879,532.34","1,895,080.59","4,294,475.88","4,751,080.92","6,042,034.51","5,953,313.68","7,795,511.87","8,498,189.81","9,197,067.61","10,403,451.58","11,488,761.67","12,628,467.03","13,609,251.88","22,201,699.72","22,762,614.82","23,138,278.94","23,589,962.93","20,604,332.89","21,434,263.33","21,863,150.85","22,130,957.24","14,287,021.80","17,116,733.15","16,305,871.05","54,728,824.87","50,902,949.09","46,342,906.24","57,388,812.15","61,203,358.96","64,213,703.37","64,773,359.72","73,686,813.26"
其他应付款,"8,601,569.95","3,553,525.95","31,479,213.00","27,559,508.25","37,962,942.68","14,558,611.57","4,033,691.94","10,257,292.04","11,810,053.86","28,884,785.36","25,805,663.68","15,066,069.05","15,737,290.77","17,329,244.98","13,905,050.16","14,102,481.35","9,533,079.67","21,928,946.64","15,779,338.87","11,230,149.43","17,907,404.81","5,028,602.44","14,469,980.64","22,064,601.17","31,822,524.70","90,914,762.84","35,656,446.63","32,395,876.83","36,489,390.39","40,693,238.47","93,976,976.25","89,235,177.50","151,972,460.65"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,,,,,,,"31,150.00",,,,,,,,
其他流动资产,,,,,,,,,,,,,,,,,,,"522,929.69","607,250.67","394,589.04",,"831,368.91","891,948.85","618,247.50","574,733.12","3,511,444.60","707,464.91","5,577,865.82","873,071.87","12,558,891.02","14,533,783.82","16,857,582.59"
其他流动负债,,,,,"1,365,796.78",,,,,,,,,,,,,,,,,,,,,,,,,,,"96,588.00",
流动资产合计,"21,719,235.56","50,812,975.53","117,634,905.60","114,527,325.85","367,389,594.43","333,069,062.09","329,701,740.00","336,599,611.14","322,788,149.21","304,299,256.18","284,442,756.55","280,140,578.19","276,269,548.24","278,240,635.09","292,655,318.59","278,081,834.38","270,381,830.35","267,108,245.88","285,327,215.26","324,678,277.34","309,320,800.63","326,492,982.17","389,660,217.25","282,554,095.18","285,503,085.09","625,525,817.18","491,557,187.88","470,159,563.31","481,000,408.84","519,426,503.77","527,921,422.84","403,673,189.17","433,796,744.25"
流动负债合计,"11,121,835.15","5,938,960.69","41,892,362.52","35,903,670.04","44,362,399.79","24,254,828.20","16,801,318.08","22,632,870.70","32,330,228.47","42,508,180.44","33,225,192.00","23,381,117.98","25,993,185.72","25,119,357.50","27,878,958.76","21,784,324.84","18,304,875.41","29,646,500.87","30,299,050.48","22,494,699.89","29,222,860.34","68,866,126.98","136,413,561.13","142,436,487.08","248,534,114.46","266,351,766.67","150,709,066.87","110,260,153.07","125,094,225.09","134,612,117.05","296,428,034.18","278,551,759.24","364,128,467.55"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,,"50,000,000.00","50,000,000.00","62,000,000.00","78,000,000.00","77,520,000.00","77,520,000.00","77,720,000.00","65,000,000.00","71,900,000.00","77,300,000.00"
长期借款,,,"9,000,000.00","9,000,000.00","9,000,000.00","3,700,000.00",,,,,,,,,,,,,,,,,,,,,,,,,"159,600,000.00","159,600,000.00","154,600,000.00"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
