科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"-3,709,887.49","-7,824,243.23","-498,788.65","-4,730,451.83","-9,960,911.84","-707,707.62","-4,401,009.16","-4,709,802.60","-10,457,264.39","-461,195.20","-4,853,228.12","-5,612,436.34","-11,045,312.58","-474,629.67","-5,621,461.25","-8,147,569.63","-10,676,066.52","-789,683.75","-4,555,143.75","-8,040,715.69","-11,131,676.13","-2,307,508.50","-4,097,601.00","-3,317,453.55","-3,784,851.41","-907,434.83","-2,094,087.04","-3,268,860.80","-3,670,165.98","5,025.55","297,672.18","286,942.02","388,326.96","-1,050,396.11","-1,825,233.24","-1,466,802.19","736,823.93","2,567,657.45","5,402,741.45"
三、利润总额,"117,553,014.89","137,138,413.91","80,218,863.88","105,982,285.02","162,665,930.71","26,139,759.71","85,086,574.83","109,931,635.09","173,928,021.32","30,284,834.81","99,409,349.04","115,670,237.32","202,943,230.69","31,596,920.68","105,975,342.09","135,207,684.52","222,846,775.25","53,691,460.04","135,982,072.60","181,476,909.65","257,899,739.29","59,412,186.34","155,084,186.87","206,112,530.32","286,064,282.35","61,657,208.76","168,026,447.33","208,503,077.49","291,371,084.12","70,042,680.76","176,361,393.27","221,938,234.45","313,762,505.38","75,241,372.15","183,659,525.11","227,800,637.54","324,032,307.81","84,266,765.99","210,845,966.33"
资产减值损失,"326,926.26","-955,250.46","286,411.13","286,411.13","452,577.97","514,969.60","434,696.17","558,752.88","590,990.09","332,025.62","489,539.49","746,141.30","-39,334.91","764,681.18","1,300,986.39","2,817,808.45","2,903,697.57","193,731.06","967,963.26","9,329,949.06","15,626,092.61","3,679,144.22","5,471,482.21","7,045,760.90","8,116,015.31","192,155.79","1,111,706.80","1,909,358.52","5,185,767.64","1,047,782.09","1,481,475.09","2,502,089.24","2,780,992.68","533,440.18","505,388.63","901,369.36","7,441,263.63","663,526.59","-341,685.28"
减:所得税,"1,621,943.75","1,186,326.24","1,854,414.18","2,281,958.15","1,481,570.14","844,426.81","2,891,394.46","3,311,837.79","3,338,014.19","4,946,109.76","16,080,673.68","19,875,108.53","32,292,795.27","4,807,258.10","16,575,272.06","24,117,050.78","35,046,965.81","8,663,837.83","22,129,550.70","30,556,514.68","46,734,588.88","9,708,707.28","24,823,269.81","34,304,498.45","50,594,798.08","5,892,393.10","16,401,797.02","22,478,990.88","30,013,707.59","5,706,710.06","16,302,549.40","22,850,665.99","25,976,929.20","6,072,079.32","14,267,511.29","20,304,339.17","23,259,689.57","7,399,723.91","20,802,988.77"
加:公允价值变动净收益,,,,,,,,,,,,,,,,,,,,,,,818.00,"-3,339,566.00","284,960.00",,"-284,960.00","-284,960.00","-284,960.00",,,,,,,,,,
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,"17,073,711.86",,,,,,,,,,,,,,,,,,,,,,"304,797.96","3,666,653.13","2,099,685.04","1,912,633.34","10,938,670.84","11,439,625.84","23,920,550.49","-1,000,000.00","3,455,007.61","4,146,390.93","26,765,112.40","-970,873.79","3,480,959.82","3,221,808.26","15,346,561.76","305,219.18","16,904,099.80"
四、净利润,"115,931,071.14","135,952,087.67","78,364,449.70","103,700,326.87","161,184,360.57","25,295,332.90","82,195,180.37","106,619,797.30","170,590,007.13","25,338,725.05","83,328,675.36","95,795,128.79","170,650,435.42","26,789,662.58","89,400,070.03","111,090,633.74","187,799,809.44","45,027,622.21","113,852,521.90","150,920,394.97","211,165,150.41","49,703,479.06","130,260,917.06","171,808,031.87","235,469,484.27","55,764,815.66","151,624,650.31","186,024,086.61","261,357,376.53","64,335,970.70","160,058,843.87","199,087,568.46","287,785,576.18","69,169,292.83","169,392,013.82","207,496,298.37","300,772,618.24","76,867,042.08","190,042,977.56"
其中:对联营企业和合营企业的投资权益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,860,009.01",,"5,050,288.54"
归属于母公司所有者的净利润,"115,840,374.15","135,795,272.60","78,197,147.64","103,532,135.96","160,812,032.65","25,145,553.86","82,048,510.56","106,483,905.82","170,461,486.56","25,265,050.50","83,302,906.96","95,839,114.33","170,718,429.24","26,989,741.77","89,680,585.46","112,836,611.81","190,179,498.00","45,369,533.59","114,792,609.44","152,297,077.62","213,372,739.91","49,771,350.30","130,753,946.03","172,678,589.15","237,534,133.86","55,534,375.83","152,260,932.59","187,482,436.28","264,911,033.57","64,992,459.04","161,256,154.29","201,321,956.03","289,861,633.00","69,313,018.33","169,649,086.24","208,023,087.07","300,842,399.36","77,080,535.58","190,128,060.21"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益,"90,696.99","156,815.07","167,302.06","168,190.91","372,327.92","149,779.04","146,669.81","135,891.48","128,520.57","73,674.55","25,768.40","-43,985.54","-67,993.82","-200,079.19","-280,515.43","-1,745,978.07","-2,379,688.56","-341,911.38","-940,087.54","-1,376,682.65","-2,207,589.50","-67,871.24","-493,028.97","-870,557.28","-2,064,649.59","230,439.83","-636,282.28","-1,458,349.67","-3,553,657.04","-656,488.34","-1,197,310.42","-2,234,387.57","-2,076,056.82","-143,725.50","-257,072.42","-526,788.70","-69,781.12","-213,493.50","-85,082.65"
