科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
取得借款收到的现金,,"6,877,143.98","36,630,576.66",,,,"239,447,679.79","23,930,017.06","73,930,017.06","186,137,855.65","300,674,629.20","57,942,873.00","250,967,432.90","397,989,870.90","585,065,182.90","104,000,000.00","219,092,841.00","246,379,841.00","446,112,941.00",
支付的各项税费,"14,435,526.61","24,540,202.80","28,997,011.43","4,369,814.12","12,599,564.95","29,194,897.37","54,771,644.39","26,354,121.69","40,198,208.62","56,225,562.75","93,021,836.73","33,086,001.08","47,038,742.90","62,361,228.85","75,164,927.14","6,800,857.75","14,996,413.02","21,603,322.23","24,274,107.56","1,334,100.19"
收到其他与筹资活动有关的现金,"13,400,000.00",,"6,000,000.00",,,,"8,200,000.00",,"2,450,000.00","13,190,000.00","16,120,000.00","6,686,815.36","5,260,000.00","7,440,000.00","12,404,221.00",,"1,000,000.00","1,000,000.00","24,400,000.00",
支付其他与经营活动有关的现金,"39,554,532.72","74,067,379.73","119,321,800.81","28,172,936.44","62,400,109.98","96,279,102.03","154,248,091.41","48,567,395.79","136,234,918.51","217,547,159.82","349,303,194.93","106,956,519.17","175,794,127.44","295,751,211.40","323,240,364.95","139,761,554.53","173,084,949.37","240,797,955.85","363,032,531.93","46,463,084.73"
筹资活动现金流入小计,"13,400,000.00","6,877,143.98","43,149,326.66","174,400,000.00","174,400,000.00","270,000,086.11","541,362,229.22","73,930,017.06","207,994,433.06","530,942,271.65","653,509,045.20","64,629,688.36","256,227,432.90","405,429,870.90","997,469,403.90","224,000,000.00","340,092,841.00","367,379,841.00","590,512,941.00",
经营活动现金流出小计,"155,266,829.68","228,259,880.89","322,583,394.92","84,966,380.10","180,487,097.48","279,364,095.89","537,278,202.41","225,788,232.87","557,331,937.19","1,014,907,012.25","1,766,951,374.62","436,708,844.59","792,851,357.39","1,196,185,704.40","2,058,952,825.77","391,306,565.98","860,749,823.75","985,339,004.32","1,195,557,853.27","65,969,409.63"
偿还债务支付的现金,,,"12,663,143.98","20,714,000.00","30,844,576.66","30,844,576.66","30,844,576.66",,"37,000,000.00","81,030,017.06","143,677,696.85","39,420,132.94","155,883,664.77","240,981,021.81","377,531,097.69","129,832,036.23","315,373,120.14","469,642,080.52","683,570,433.96","7,623,981.05"
经营活动产生的现金流量净额,"38,551,447.51","71,750,838.93","80,722,175.12","24,853,957.65","58,677,454.26","75,589,131.94","88,583,498.03","8,876,368.90","76,727,003.41","5,038,541.05","-175,717,643.36","-30,511,565.67","-136,164,897.41","-117,087,998.72","-493,490,047.09","-29,368,251.41","82,966,484.77","218,207,169.55","185,827,359.90","2,500,197.24"
分配股利、利润或偿还利息支付的现金,,"35,531.91","1,553,541.89","452,630.51","595,848.68","595,848.68","700,456.25","551,757.77","1,648,554.90","3,101,785.07","16,936,225.52","2,559,972.88","13,712,724.51","17,848,858.29","38,385,306.85","10,911,733.64","22,719,449.46","35,646,781.15","46,723,374.46",47.30
收回投资收到的现金,,,"137,966,982.03","15,034,853.01","30,034,853.01","68,009,039.33","120,000,000.00","65,000,000.00","145,005,143.11","323,335,143.11","498,632,677.35","134,596,730.35","164,968,980.35","205,175,803.82","205,181,669.13","5,000,000.00","49,000,000.00","85,500,000.00","9,973,751.86","862,884.16"
支付其他与筹资活动有关的现金,"740,000.00","520,000.00","430,000.00","2,330,915.10","14,654,900.00","14,654,900.00","17,204,900.00","1,209,454.74","11,679,602.74","30,729,602.74","13,400,145.83","41,045,014.96","5,247,923.40","18,382,138.45","82,067,209.54","4,134,000.00","5,295,206.20","5,295,206.20","30,278,452.67",
取得投资收益收到的现金,,,,,,,"17,352,811.93","72,038.37","674,246.58","907,474.47","1,084,387.68",,"5,862.16","5,862.16",,"309,315.08","291,806.68","1,175,982.48",,"7,115.84"
筹资活动现金流出小计,"740,000.00","555,531.91","14,646,685.87","23,497,545.61","46,095,325.34","46,095,325.34","48,749,932.91","1,761,212.51","50,328,157.64","114,861,404.87","174,014,068.20","83,025,120.78","174,844,312.68","277,212,018.55","497,983,614.08","144,877,769.87","343,387,775.80","510,584,067.87","760,572,261.09","7,624,028.35"
处置固定资产、无形资产和其他长期资产收回的现金净额,,"22,361.53","11,400.00",,"6,758,263.78","6,822,549.94","6,739,840.78","10,607,033.66","10,696,975.71","11,396,975.71","18,730,973.25","15,987.13","1,256,361.15","1,256,767.49","2,025,773.41",339.30,"26,594,744.76","50,499.34","381,571.69","400,000.00"
筹资活动产生的现金流量净额,"12,660,000.00","6,321,612.07","28,502,640.79","150,902,454.39","128,304,674.66","223,904,760.77","492,612,296.31","72,168,804.55","157,666,275.42","416,080,866.78","479,494,977.00","-18,395,432.42","81,383,120.22","128,217,852.35","499,485,789.82","79,122,230.13","-3,294,934.80","-143,204,226.87","-170,059,320.09","-7,624,028.35"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,"-25,587.52","3,450.45","-46,173.64",
收到其他与投资活动有关的现金,,,,,,,,,,,"622,443.00",,59.27,59.27,59.27,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,,"22,361.53","137,978,382.03","15,034,853.01","36,793,116.79","74,831,589.27","144,092,652.71","75,679,072.03","156,376,365.40","335,639,593.29","519,070,481.28","134,612,717.48","166,231,262.93","206,438,492.74","207,207,501.81","5,309,654.38","75,886,551.44","86,726,481.82","10,355,323.55","1,270,000.00"
五、现金及现金等价物净增加额,"9,614,224.99","-11,486,385.63","40,831,410.13","143,095,018.78","117,668,105.60","75,846,830.13","275,022,121.77","-40,137,928.25","-106,191,590.48","-83,355,565.58","-168,286,370.93","-16,877,957.49","-56,201,139.06","37,334,660.84","-68,511,069.49","-54,981,468.47","-145,802,959.22","-148,198,652.66","-163,056,186.37","-3,873,831.11"
购建固定资产、无形资产和其他长期资产支付的现金,"41,597,222.52","89,581,198.16","68,434,287.81","22,696,246.27","40,484,791.50","66,012,986.59","100,159,078.70","24,312,824.46","63,911,885.44","101,416,217.43","136,884,254.24","54,043,676.88","87,400,624.80","89,457,704.66","190,938,333.16","90,045,101.57","141,335,473.11","149,931,468.10","109,133,376.09",
期初现金及现金等价物余额,"95,985,618.89","105,599,843.88","94,113,458.25","134,944,868.38","134,944,868.38","134,944,868.38","134,944,868.38","409,966,990.15","409,966,990.15","409,966,990.15","409,966,990.15","276,680,619.22","241,680,619.22","241,680,619.22","241,680,619.22","173,169,549.73","173,169,549.73","173,169,549.73","173,169,549.73","10,189,526.58"
投资支付的现金,,,"137,000,000.00","25,000,000.00","65,000,000.00","231,246,200.00","211,395,000.00","169,794,990.46","430,294,990.46","735,943,990.46","851,495,572.80","48,540,000.00","80,250,000.00","90,775,980.87","90,775,980.87","20,000,000.00","160,000,000.00","160,000,000.00","80,000,000.00",
期末现金及现金等价物余额,"105,599,843.88","94,113,458.25","134,944,868.38","278,039,887.16","252,612,973.98","210,791,698.51","409,966,990.15","369,829,061.90","303,775,399.67","326,611,424.57","241,680,619.22","259,802,661.73","185,479,480.16","279,015,280.06","173,169,549.73","118,188,081.26","27,366,590.51","24,970,897.07","10,113,363.36","6,315,695.47"
