科目,2008-12-31,2009-12-31,2010-12-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"243,093,973.73","516,773,731.46","413,170,610.61","625,320,261.19","858,881,103.14","763,876,092.36","1,665,692,324.72","1,712,007,426.13","1,734,466,376.54","1,304,948,500.89","1,392,691,768.89","1,509,586,208.00","1,419,619,553.25","850,051,898.18","1,374,134,116.48","1,220,753,505.41","1,250,892,134.25","1,294,996,159.92","947,621,973.62","419,446,163.21","280,760,052.57","284,328,441.16","77,971,383.02","88,174,823.97","47,891,921.41","2,978,661,993.32","2,395,745,491.90","3,303,420,720.59","2,521,510,057.41","3,579,015,517.02","3,161,365,806.90","3,614,901,121.12"
短期借款,"61,097,763.38","345,163,003.49","309,438,507.66","597,366,402.36","587,848,243.30","567,103,709.24","1,686,804,241.44","2,004,325,111.76","1,816,953,145.25","1,983,247,558.62","2,218,949,337.96","2,600,711,257.50","2,380,407,507.25","1,575,963,927.62","2,029,662,199.00","2,108,235,692.21","1,483,523,993.18","1,302,024,280.36","941,485,700.61","996,906,884.03","1,337,262,356.12","1,320,408,588.21","2,461,386,616.15","2,930,927,332.68","3,425,024,458.46","5,674,000,000.00","6,306,000,000.00","8,051,000,000.00","7,360,000,000.00","8,011,000,000.00","9,002,000,000.00","9,475,000,000.00"
交易性金融资产,,,"5,229,656.00","8,805,895.00","4,050,581.17","7,140,908.25","2,498,358.75","2,060,623.00","2,266,821.80","937,703.29",,,,,,,"170,243.90",,,,,,,,,,,,,,,
交易性金融负债,,,"106,500.00",,,,,,,"1,945,777.34","1,114,155.08",,,,,,,,,,,,,,,,,,,,,
应收票据,,,"5,000,000.00",,"30,000,000.00",,,"950,000.00","961,024.00","3,310,110.00","27,174,857.00","29,993,118.75","150,000.00","52,470,236.00","35,762,228.00",,,,,,"1,000,000.00",,,,,"20,671,955.90","29,317,927.15","40,219,912.33","53,852,379.23","44,359,206.99","61,367,329.20","73,799,312.46"
应付票据,"13,500,000.00","199,000,000.00","39,000,000.00","132,484,849.00","66,026,431.13","180,115,663.36","294,799,907.86","244,015,196.36","194,801,830.53","447,389,488.90","582,761,646.09","555,795,662.79","633,091,380.66","654,517,006.19","755,484,481.81","838,460,387.39","1,756,150,328.76","1,898,104,233.21","1,866,541,502.07","1,384,968,182.85","1,020,003,828.14","1,080,892,306.22","461,767,835.87","494,127,835.87","294,750,770.75","62,477,492.75","1,077,492.75","109,932,842.75","109,932,842.75","112,832,842.75","3,947,492.75",
应收账款,"551,490.61","7,506,964.09","30,653,955.59","167,050,673.05","174,567,792.74","167,504,528.68","137,979,014.14","109,999,421.91","73,908,225.83","212,513,960.27","298,044,998.87","145,522,308.99","199,242,855.92","250,833,664.55","534,158,749.97","438,842,551.98","409,169,232.88","175,329,598.93","188,922,381.29","161,308,132.32","127,541,536.93","12,049,258.04","10,679,473.46",,,"1,731,134,579.86","1,394,498,966.70","1,983,103,761.86","1,530,836,552.76","1,650,209,436.62","2,387,978,235.37","2,067,780,002.38"
应付账款,"214,864,752.68","130,751,783.07","169,669,038.76","282,455,444.52","155,518,553.63","351,541,616.71","328,197,451.56","265,575,627.16","157,221,878.10","262,232,235.47","253,436,085.27","455,389,486.25","394,990,252.35","433,219,058.85","496,955,631.46","656,016,644.60","573,441,572.37","376,619,944.07","328,895,253.09","353,143,404.51","346,930,412.61","377,005,908.99","338,123,901.08","401,771,091.19","401,132,934.06","2,367,073,683.33","2,110,655,409.28","1,823,195,525.55","1,745,677,539.91","1,555,755,393.35","1,926,447,824.54","1,450,555,886.52"
预付款项,"836,947,973.09","732,883,579.15","675,250,524.56","641,648,755.21","588,099,280.45","568,702,459.69","694,856,331.45","746,019,130.20","761,409,581.36","945,466,586.15","1,277,833,168.36","1,933,358,331.37","1,935,148,013.70","1,779,145,749.09","2,423,980,086.62","2,816,134,299.37","3,063,654,440.21","385,893,230.74","308,321,075.53","301,091,958.35","312,269,818.33","7,977,698.85","9,112,288.38",,,"132,062,716.73","292,791,972.56","327,526,026.95","311,953,120.82","354,539,849.43","623,714,384.27","405,624,018.98"
预收款项,"2,443,846,126.94","2,526,617,389.24","2,034,413,266.98","1,980,221,941.12","1,802,602,744.58","1,330,904,587.72","1,207,217,563.55","671,558,178.87","923,646,829.09","972,703,488.90","1,225,560,916.38","1,119,668,546.01","1,018,273,969.04","1,089,125,309.89","961,438,966.90","995,368,808.34","1,016,299,424.95","1,761,786,380.22","1,758,414,126.75","1,674,181,157.30","1,645,275,268.84","1,320,975,264.15","860,091,966.55","638,171,491.09","545,922,221.83","322,113,601.45","265,920,438.52","231,752,504.42","292,441,588.28","147,039,248.72","169,256,953.38","57,530,098.58"
其他应收款,"28,263,046.55","51,709,659.76","102,228,210.63","87,898,586.46","81,370,356.67","79,472,514.84","80,605,825.48","57,995,826.68","43,367,012.36","115,742,039.48","51,973,292.00","111,065,771.33","87,043,101.25","39,922,756.41","125,374,658.60","78,151,707.09","163,248,463.01","1,930,932,290.53","1,929,734,873.20","1,710,701,811.62","1,760,153,843.43","333,569,898.99","282,864,200.91","1,291,511,185.99","1,314,219,421.37","554,267,298.41","656,873,549.58","666,537,293.50","612,543,918.77","1,002,757,044.26","1,053,611,024.78","911,095,368.65"
应付职工薪酬,"1,322,684.07","1,551,121.99","2,434,518.72","2,282,208.99","1,465,454.82","3,999,304.95","1,848,778.18","1,221,229.71","1,124,659.66","1,812,327.75","1,565,861.26","1,238,911.57","1,040,124.98","4,160,308.72","3,641,383.13","3,139,403.79","3,226,341.39","4,540,253.33","4,458,359.73","4,512,414.73","4,741,074.17","5,356,006.74","5,366,933.94","1,947,237.11","1,947,237.11","59,846,521.37","51,506,117.62","52,213,693.74","66,729,933.69","118,696,746.27","137,798,530.52","138,715,559.43"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
