科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"41,080,751.39","91,682,154.25","181,568,860.64","151,602,203.89","267,461,499.70","343,809,917.40","60,351,087.01","152,082,200.82","204,968,732.07","250,177,398.84","36,853,697.33","107,312,500.42","150,351,055.31","212,027,839.33","45,672,712.10","90,673,797.84","227,241,577.57","436,858,532.72","385,637,884.18","877,509,451.38","1,304,728,952.10","1,749,708,679.42","594,621,151.52","1,105,134,125.93","1,586,086,765.28","2,262,733,753.20","803,760,360.35","1,654,416,578.02","2,288,745,753.67","2,966,026,801.75","444,794,228.87","1,207,790,652.02","1,950,147,995.91","2,725,476,206.85","361,108,654.02"
二、营业利润,"6,365,851.57","15,906,754.62","33,990,835.22","22,974,775.42","44,836,908.07","57,197,445.73","3,996,586.71","15,184,470.97","24,246,749.17","28,199,864.93","3,232,946.81","11,942,754.03","17,475,128.10","17,397,887.13","3,583,903.59","5,331,146.34","25,663,604.38","49,355,265.18","48,235,943.04","69,058,015.08","95,856,088.94","112,880,942.08","39,113,245.96","81,441,978.33","100,088,207.92","135,266,668.86","48,885,851.68","59,507,344.24","74,666,798.32","111,054,304.18","18,304,773.79","36,498,081.60","32,094,906.21","61,267,142.34","-42,294,459.28"
减:营业成本,"30,734,394.64","66,222,673.70","128,280,278.77","106,970,497.22","190,178,249.62","239,524,132.70","45,078,174.34","111,850,213.12","146,334,387.40","175,262,530.37","25,277,655.74","75,943,781.03","103,039,445.14","146,154,222.76","32,359,025.61","64,144,541.70","165,735,456.78","308,712,944.91","297,686,575.61","726,620,841.82","1,073,771,114.38","1,435,977,322.28","494,551,113.89","892,778,695.44","1,286,914,766.25","1,818,600,163.51","678,427,479.57","1,406,605,510.02","1,934,186,779.83","2,451,539,047.96","348,885,714.13","1,003,262,483.02","1,600,066,823.83","2,198,455,459.06","293,339,019.53"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"125,186.67","821,733.93","813,735.02","467,447.51","1,134,258.87","1,402,416.99","339,756.44","1,097,374.52","1,480,395.02","2,005,684.08","116,236.25","647,937.76","689,720.42","995,477.33","280,319.58","511,354.61","1,672,566.77","2,482,092.21","1,073,741.93","1,896,241.55","2,320,236.71","3,406,356.68","489,175.09","935,749.43","1,508,118.82","5,820,872.91","975,067.67","3,689,296.38","3,826,419.44","9,046,385.71","1,926,591.54","6,130,833.57","9,089,465.53","14,380,112.98","1,054,963.60"
营业外收入,"6,000.00","1,255,860.00","1,410,641.99","648,591.00","1,284,977.25","1,380,575.94","1,754,638.34","4,590,615.93","7,292,252.23","8,572,776.30","789,073.05","1,521,237.62","2,356,031.19","3,033,748.86","906,854.00","1,586,114.18","2,303,392.25","6,078,182.39","2,756,990.01","3,642,766.40","4,881,191.09","6,171,377.59","1,520,363.24","2,909,918.91","4,732,978.10","7,444,017.96","9,248,066.65","21,242,995.57","23,155,661.46","17,245,748.48","114,630.01","919,311.70","3,571,945.98","2,666,664.87","93,297.36"
销售费用,"488,073.87","1,279,787.71","5,175,224.83","3,562,790.12","5,203,222.36","8,156,446.31","1,475,342.68","4,562,754.25","6,705,651.53","8,879,713.45","2,060,548.35","3,889,399.65","6,038,382.88","7,572,176.28","1,901,875.38","3,173,519.11","4,730,066.30","7,451,681.75","3,021,067.05","15,333,430.71","18,993,590.20","37,265,316.85","15,294,168.98","30,945,245.78","43,463,777.06","58,289,561.12","14,670,064.16","30,297,054.57","47,326,843.22","67,173,167.58","18,646,900.45","32,538,156.19","54,258,290.95","71,265,860.30","18,720,607.75"
减:营业外支出,400.00,,"6,801.02","239,256.35","239,256.35","284,256.35","2,248.38","28,121.50","151,191.50","355,192.30",900.00,"279,799.33","280,099.33","488,018.53",400.00,"49,766.87","273,866.87","276,116.87","3,200.00","323,184.57","585,610.69","763,050.25","13,301.28","97,174.77","1,961,115.11","721,049.15","113,887.51","153,857.86","262,815.18","26,096,329.18","159,169.83","208,513.80","465,731.48","2,479,082.91","141,592.98"
管理费用,"2,505,728.22","3,605,925.78","10,272,002.29","10,449,353.10","15,697,414.43","21,864,382.70","7,027,566.44","13,838,516.89","19,077,044.56","26,751,969.74","5,391,643.47","12,072,273.88","17,741,278.40","25,716,465.08","6,249,764.59","12,765,203.94","20,808,094.80","43,197,321.03","20,920,734.48","46,789,990.66","86,690,035.85","112,710,104.50","29,494,035.36","69,679,516.49","106,600,461.14","182,751,686.39","44,532,698.77","107,892,609.73","158,996,475.58","229,443,421.17","45,322,396.08","97,349,462.24","164,535,898.88","252,770,588.52","60,181,910.64"
其中:非流动资产处置净损失,,,,,,,,,,"-217,560.18",,,,"6,916.37",,,,,,"278,291.05",,"464,704.24",,"96,986.91","1,959,363.40","123,739.25",,"61,838.66","54,634.07",,,,,,
