科目,2008-12-31,2009-12-31,2010-12-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"52,049,526.72","194,547,592.10","262,077,962.88","164,288,638.54","160,391,520.45","944,602,050.40","864,792,058.29","817,498,413.10","809,283,768.00","815,231,857.49","805,545,635.29","297,205,431.86","260,499,949.93","246,546,716.61","212,349,359.34","248,350,597.03","227,478,237.45","456,420,277.67","316,733,591.63","621,659,717.75","281,586,266.53","625,453,394.93","469,401,737.20","374,371,737.26","126,230,657.19","349,621,479.52","344,813,752.81","393,807,430.79","404,639,943.62"
短期借款,,,"40,000,000.00","40,000,000.00","60,000,000.00",,,,,,,,,,,,,,,,,,"10,000,000.00","10,000,000.00",,"20,000,000.00",,,
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,"1,300,000.00",,"10,911,000.00","9,950,000.00","22,529,500.00","7,560,000.00","11,470,000.00","5,650,000.00","3,630,000.00","1,650,000.00","1,600,000.00","1,597,940.00",,"30,000.00","5,100,000.00","5,587,679.60","2,030,000.00","2,958,282.92","8,384,552.21","3,061,056.33","4,836,646.14","5,814,391.24","8,133,621.33","2,926,693.13","5,550,000.00","4,369,000.00","9,337,000.00","2,127,108.51"
应付票据,"44,400,000.00","126,170,000.00","48,370,000.00","37,010,000.00","37,390,000.00","19,380,000.00","2,700,000.00",,"1,700,000.00","6,600,000.00","6,300,000.00","9,300,000.00","29,600,000.00","56,750,000.00","34,650,000.00","29,050,000.00","35,050,000.00","43,200,000.00","26,400,000.00","6,250,000.00","6,550,000.00","2,500,000.00","21,800,000.00","21,300,000.00","21,900,000.00","3,800,000.00","1,900,000.00","3,100,000.00","6,200,000.00"
应收账款,"877,864.82","622,845.80","2,748,353.54","2,830,747.64","3,023,205.60","5,353,379.09","4,777,879.96","3,881,765.81","3,935,376.17","4,447,978.92","2,979,400.90","2,715,439.46","2,865,138.28","5,594,567.86","4,650,988.61","6,863,833.85","5,964,581.89","6,915,008.23","8,022,130.35","8,501,138.86","24,063,102.95","31,938,904.10","29,499,118.47","37,104,019.54","34,979,807.27","42,011,871.94","51,930,670.09","50,992,749.94","55,204,381.94"
应付账款,"28,094,438.13","34,077,719.28","33,930,827.43","48,515,838.74","52,575,586.60","35,606,963.62","31,072,045.39","32,736,374.60","43,646,024.99","50,127,521.07","37,213,294.86","62,254,427.37","55,559,126.17","67,114,814.32","56,029,049.89","65,484,557.88","66,809,569.98","56,355,977.61","89,995,608.80","94,335,967.93","77,659,022.50","76,943,972.18","83,159,435.53","85,042,346.34","89,236,689.68","97,277,428.65","106,469,315.91","149,927,976.09","146,078,046.34"
预付款项,"58,191,342.34","13,480,403.75","19,597,585.90","53,230,499.28","67,503,499.68","53,032,901.76","63,653,156.01","69,479,195.42","57,660,608.51","62,233,347.30","63,405,150.09","37,266,134.29","81,490,686.20","31,632,240.94","38,241,536.03","36,982,240.39","36,704,366.81","28,840,770.84","28,852,362.21","34,838,800.98","36,702,726.82","14,067,029.61","38,554,589.04","31,278,593.97","40,190,552.96","46,441,260.02","45,338,663.17","78,845,240.04","74,892,442.28"
预收款项,"41,356,199.44","25,236,133.10","44,903,723.93","26,903,842.97","24,684,698.94","49,974,125.87","24,195,126.28","37,556,752.33","31,154,596.68","34,813,098.77","37,672,125.13","51,585,901.24","83,530,137.76","119,233,703.88","115,516,589.72","89,258,969.15","93,858,156.18","114,794,243.07","68,843,793.15","58,483,234.59","74,133,423.67","57,638,053.82","77,391,970.13","68,119,655.78","100,696,381.47","156,696,885.71","143,870,214.78","169,075,592.87","212,566,736.48"
其他应收款,"51,517,964.84","55,032,824.67","3,376,671.74","5,296,283.78","7,110,068.65","6,012,188.44","6,362,299.30","5,865,653.04","4,262,775.89","1,721,858.40","2,614,924.87","1,533,702.42","1,499,359.77","1,076,041.69","4,003,573.09","20,286,942.54","13,639,619.73","751,246.79","670,793.23","1,250,076.43","1,117,771.92","1,853,287.03","4,634,704.50","7,732,436.95","5,217,634.36","10,468,090.37","14,843,379.66","9,808,407.10","8,104,192.70"
应付职工薪酬,"1,573,531.93","2,282,689.11","3,017,958.10","3,082,431.22","3,332,424.23","3,822,770.81","3,384,725.32","3,841,244.56","4,293,524.45","5,644,368.39","4,717,034.65","5,312,166.86","6,080,030.22","7,460,946.73","5,711,409.11","7,123,041.48","8,301,924.20","10,546,352.21","7,983,813.33","9,358,658.17","9,898,818.78","13,880,958.97","12,978,088.64","18,812,566.34","20,138,053.77","23,451,244.29","19,778,585.27","26,041,772.21","19,919,349.46"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
