科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"1,052,057,357.61","1,079,789,510.07","1,047,887,996.03","231,338,635.54","480,890,574.00","637,224,146.74","874,853,676.55","212,500,932.05","477,269,760.26","714,071,910.20","1,000,825,200.30","334,544,380.96","659,789,185.08","934,125,483.44","1,201,491,857.09","302,917,328.63","619,775,693.73","972,405,969.77","1,484,846,983.24","504,738,606.44"
二、营业利润,"91,434,325.59","113,653,113.23","94,833,294.00","20,376,573.95","24,466,131.24","35,484,189.37","50,715,427.76","18,547,037.05","42,991,356.83","82,555,001.81","125,480,162.97","76,952,058.88","144,103,077.12","165,724,946.70","178,230,840.98","14,488,275.83","30,092,675.43","38,898,905.25","66,711,233.03","4,169,406.68"
减:营业成本,"873,955,277.10","864,998,737.60","859,123,272.61","191,485,134.57","415,024,181.76","548,415,387.23","744,696,529.72","174,220,736.42","390,737,037.05","567,368,078.08","766,839,456.84","221,257,751.69","448,758,205.76","670,326,995.70","882,636,845.11","248,393,814.89","520,145,931.37","823,780,705.95","1,265,987,641.72","459,141,718.42"
加:补贴收入,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"5,258,490.65","5,784,562.22","5,178,447.25","921,896.52","2,518,777.11","2,765,327.44","4,718,780.70","696,088.03","2,450,718.12","3,724,226.32","7,785,116.08","2,792,687.48","5,454,433.07","7,746,800.41","9,766,865.08","1,686,735.74","3,350,483.91","5,302,489.99","8,121,465.48","1,998,602.76"
营业外收入,"7,344,175.96","4,123,504.61","3,847,484.37","1,432,129.60","2,297,997.20","3,237,172.43","4,314,744.55","884,355.58","1,765,579.18","2,778,247.38","4,690,849.21","881,223.60",500.00,"1,300.00","38,755.42","4,200.00","55,745.00","777,254.00","777,254.00","2,100.00"
销售费用,"26,258,388.55","29,173,023.12","28,023,568.96","6,585,422.63","13,234,576.63","17,688,538.37","26,174,437.09","6,945,483.29","15,122,730.41","21,555,243.73","31,793,897.18","10,573,712.04","20,767,864.81","31,197,354.30","41,905,904.11","12,421,591.71","23,606,474.77","35,489,670.78","48,176,842.66","11,986,507.78"
减:营业外支出,"3,243,395.07","4,269,324.80","1,904,133.91","121,877.00","330,755.75","12,006,016.58","11,338,506.43","2,035,182.32","1,973,614.20","2,022,944.77","6,213,181.74","568,363.78","3,714,161.86","4,053,658.04","765,685.79","303,000.00","307,800.00","456,421.06","899,385.29","164,800.00"
管理费用,"41,967,786.87","49,408,253.33","47,346,029.43","9,821,896.56","23,970,578.93","33,219,982.60","49,974,601.92","12,797,725.08","27,339,864.12","41,193,478.65","69,511,888.82","23,417,029.37","41,426,102.98","60,025,251.54","79,165,584.62","22,372,635.34","45,939,266.94","70,824,061.74","94,952,332.13","25,033,149.08"
其中:非流动资产处置净损失,,,,,,,,,"1,833,028.72","1,824,773.16","5,998,536.53",,"3,462,951.87","3,393,222.25",,,,,,
堪探费用,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,
财务费用,"14,902,805.74","16,448,183.65","13,425,203.65","85,373.94","1,523,365.27","-502,241.32","2,653,023.58","47,902.32","-126,212.88","-350,713.77","-1,162,264.35","45,716.86","1,237,915.92","2,404,320.91","4,284,805.89","4,670,481.28","1,948,589.21","1,957,503.26","4,261,658.69","3,051,235.40"
三、利润总额,"95,535,106.48","113,507,293.04","96,776,644.46","21,686,826.55","26,433,372.69","26,715,345.22","43,691,665.88","17,396,210.31","42,783,321.81","83,310,304.42","123,957,830.44","77,264,918.70","140,389,415.26","161,672,588.66","177,503,910.61","14,189,475.83","29,840,620.43","39,219,738.19","66,589,101.74","4,006,706.68"
资产减值损失,"-1,719,716.89","323,636.92","-41,819.87",,"152,963.06","152,963.06","835,170.57",,"176,580.73","176,580.73","3,439,750.02",,"914,594.26","914,594.26","4,814,296.69",,"167,450.68","167,450.68","1,152,599.53",
减:所得税,"14,713,358.75","17,105,094.42","14,704,675.43","3,253,023.99","4,290,699.20","4,090,764.40","6,769,415.95","2,609,431.54","6,529,931.90","12,540,854.50","19,279,504.19","12,101,888.04","21,721,661.83","24,970,335.43","26,944,068.43","2,192,978.75","3,888,637.98","5,670,920.67","9,681,318.28","761,927.57"
加:公允价值变动净收益,,,,,,,,,,,,,,,,,,,,
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,
投资收益,,,,,,,"4,914,294.79","754,040.14","1,422,314.12","2,149,985.35","2,862,807.26","494,575.36","901,561.64","1,362,109.58","1,629,232.87",,,,,
四、净利润,"80,821,747.73","96,402,198.62","82,071,969.03","18,433,802.56","22,142,673.49","22,624,580.82","36,922,249.93","14,786,778.77","36,253,389.91","70,769,449.92","104,678,326.25","65,163,030.66","118,667,753.43","136,702,253.23","150,559,842.18","11,996,497.08","25,951,982.45","33,548,817.52","56,907,783.46","3,244,779.11"
其中:对联营企业和合营企业的投资权益,,,,,,,,,,,,,,,,,,,,
归属于母公司所有者的净利润,"80,821,747.73","96,402,198.62","82,071,969.03","18,433,802.56","22,142,673.49","22,624,580.82","36,922,249.93","14,786,778.77","36,253,389.91","70,769,449.92","104,678,326.25","65,163,030.66","118,667,753.43","136,702,253.23","150,559,842.18","11,996,497.08","25,951,982.45","33,548,817.52","56,907,783.46","3,244,779.11"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,
少数股东损益,,,,,,,,,,,,,,,,,,,,
