科目,2012-12-31,2013-12-31,2014-12-31,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"282,918,416.90","355,948,125.04","579,707,428.91","284,082,261.63","470,254,129.81","563,817,707.67","423,634,530.12","312,551,795.55","424,703,550.72","444,614,479.37","399,754,365.74","404,052,540.83","541,809,071.09","326,865,191.70","492,337,521.86"
短期借款,"546,259,511.60","909,739,528.88","1,114,182,118.86","1,355,554,180.06","1,139,568,111.37","1,325,867,666.62","1,475,106,561.01","1,279,171,860.26","901,363,491.15","1,082,833,253.94","1,720,839,082.87","2,036,215,978.84","1,720,318,402.85","2,112,964,432.85","2,255,081,147.04"
交易性金融资产,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,
应收票据,"1,200,000.00","7,232,180.00","100,000.00","14,224,401.00","23,365,282.64","13,300,000.00","1,039,871.00","2,240,862.60","829,384.70","200,000.00","435,769.80","5,870,000.94","1,809,733.95","2,058,813.00","2,556,425.07"
应付票据,"339,464,798.82","257,901,463.14","384,149,769.04","244,420,024.47","353,920,753.34","218,560,421.88","222,868,616.13","137,382,608.39","235,728,094.74","191,106,660.08","120,580,919.46","166,378,964.20","250,868,411.79","192,841,116.59","155,231,582.98"
应收账款,"1,222,626,596.87","1,499,427,985.65","1,642,879,824.60","2,021,881,035.86","1,776,580,032.16","2,079,087,868.54","1,998,659,390.16","1,954,077,886.00","1,566,523,859.15","1,679,732,741.72","2,030,655,754.36","2,518,302,213.37","2,203,639,940.23","2,686,994,514.54","2,606,695,059.10"
应付账款,"777,218,373.56","1,003,326,470.03","1,079,070,420.69","1,095,738,146.31","1,104,144,110.84","1,255,568,049.34","1,052,848,275.79","1,074,199,916.08","910,844,476.88","945,761,390.07","1,009,620,755.46","1,100,193,062.41","1,059,049,995.46","1,099,385,818.67","1,063,469,516.78"
预付款项,"74,873,273.71","81,959,043.69","82,338,691.81","74,455,720.34","99,829,361.30","237,084,493.32","166,776,432.84","117,593,173.36","117,086,289.41","133,220,113.24","198,942,654.81","201,081,208.46","298,058,727.44","331,113,937.11","231,710,682.37"
预收款项,"9,707,306.42","6,013,296.40","2,397,010.60","5,500,742.51","3,353,800.38","3,608,700.27","2,737,667.40","2,687,762.42","500,310.67","2,950,228.56","8,726,424.69","37,022,617.96","35,415,850.23","42,358,200.07","24,665,431.39"
