科目,2007-12-31,2008-12-31,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
其他应收款,"9,884,373.00","10,463,960.39","10,701,149.13","14,276,634.78","12,967,498.31","25,866,339.77","17,143,859.44","29,516,634.09","33,704,084.09","42,655,648.73","32,202,224.37","62,363,909.52","58,993,958.80","75,497,529.01","37,138,386.38","39,824,248.22","35,193,082.69","48,139,413.07","29,734,127.59","30,839,505.63","66,884,368.86","93,002,551.64","76,883,111.12","183,969,953.00","68,391,048.38","79,233,817.37","52,457,453.29","48,077,498.52","54,343,171.24","62,297,502.48","43,271,860.04","61,127,602.91","39,435,716.41","37,859,339.18"
应付职工薪酬,"6,634,357.99","7,425,497.14","7,741,986.83","6,308,909.13","6,103,473.16","6,104,560.41","5,644,336.82","6,831,039.99","6,550,052.62","7,116,417.91","7,203,375.03","7,038,822.15","9,065,195.84","7,932,880.44","7,560,475.02","7,438,527.39","7,354,014.30","6,946,636.68","6,865,134.24","6,183,379.58","6,105,194.84","5,588,149.80","4,339,287.76","4,605,376.51","3,302,159.42","3,900,725.96","5,869,447.37","2,754,714.03","2,545,384.64","2,112,435.55","6,214,454.46","5,128,930.81","5,172,726.41","3,608,700.42"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"5,281,734.52","6,150,427.92","4,095,461.62","1,768,777.03","877,401.76","-2,396,260.39","2,213,638.57","-5,296,551.96","-2,512,000.28","-6,963,285.76","-4,023,316.40","-16,987,619.16","-7,275,596.68","-4,712,426.58","-4,122,259.20","784,859.56","2,547,842.62","-4,615,901.98","633,335.00","-581,197.40","154,600.27","-1,206,390.53","3,524,467.76","960,907.96","616,004.63","777,995.98","2,159,838.22","1,146,806.55","1,417,770.63","-22,709.24","12,415,487.07","5,691,121.75","10,855,390.09","10,358,873.25"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
存货,"73,302,666.07","86,334,841.37","118,262,205.98","144,895,018.72","124,116,871.76","155,001,855.22","138,331,764.69","190,468,268.07","139,251,232.60","195,161,868.34","196,652,023.17","274,635,843.05","191,374,806.96","175,528,310.11","201,429,556.47","174,961,541.13","125,424,916.36","161,077,064.62","82,195,894.67","64,729,448.88","65,627,103.27","62,100,268.66","40,350,580.07","32,300,482.80","32,652,925.74","48,552,765.32","33,056,504.92","26,297,047.91","30,775,896.91","38,276,810.22","74,344,888.11","86,412,428.20","76,571,906.87","98,633,802.48"
其他应付款,"35,243,403.83","8,242,513.93","3,609,207.36","3,729,217.65","5,282,062.65","5,447,129.85","3,425,853.04","3,980,668.25","4,095,897.14","6,426,006.35","14,177,517.57","65,942,562.15","66,230,267.55","69,030,712.20","9,983,588.85","9,302,003.71","10,227,058.01","8,393,175.83","8,775,092.57","10,599,538.81","9,647,057.44","10,904,694.34","6,099,765.72","5,992,213.20","8,010,229.69","8,122,209.77","82,108,328.73","81,909,393.66","81,161,490.05","54,798,528.96","36,578,519.52","35,501,793.68","20,091,512.75","11,399,804.64"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他流动资产,,,,,,,,,,,,,,,,,,,,,,,"551,152.45","535,382.00","80,585,500.82","53,774,635.26","2,161,741.33","1,410,175.63","2,211,154.75","4,479,901.75","3,682,561.88","5,311,027.67","6,588,555.88","6,853,296.81"
其他流动负债,,,,,,,"143,558.00","143,558.00","76,772.96",,,,,,,,,,,,,,,,,,,,,,,,,
流动资产合计,"190,915,483.30","249,902,672.59","346,384,710.29","336,804,040.42","869,622,909.74","917,973,601.69","872,974,671.78","906,597,651.33","872,986,207.25","859,638,247.84","940,337,663.99","1,219,522,484.03","870,530,065.07","785,063,772.96","781,184,645.98","759,793,404.89","594,636,655.29","527,780,146.88","589,991,985.89","614,306,955.24","687,658,936.35","683,830,392.18","667,460,522.56","651,341,754.72","541,770,912.82","487,459,361.68","514,745,037.17","456,513,418.37","404,702,825.22","260,928,482.61","528,709,930.29","1,483,907,513.00","1,478,607,798.22","1,468,601,989.70"
流动负债合计,"141,203,656.95","181,582,440.87","240,001,398.57","223,324,581.67","147,873,707.91","195,099,227.82","137,126,296.87","173,156,400.15","166,188,678.39","146,495,923.97","253,780,235.91","497,863,652.79","464,261,776.83","422,451,368.02","343,521,924.57","353,710,477.27","244,987,883.14","203,468,599.78","151,885,685.74","152,582,330.73","150,608,599.77","151,488,070.20","89,638,988.73","74,695,618.51","75,461,666.43","83,188,231.92","150,639,516.64","146,370,473.24","153,699,794.63","120,069,858.03","119,455,047.81","104,354,911.13","89,437,337.25","83,010,649.68"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,"32,000,000.00","70,400,000.00","70,400,000.00","70,400,000.00","104,000,000.00","102,703,142.02","102,703,142.02","113,203,142.02","114,703,142.02","116,453,142.02","116,453,142.02","109,496,620.28","109,496,620.28"
长期借款,"1,827,536.34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,,"49,931,833.52","80,877,843.22","80,455,202.81","81,685,453.98","79,409,209.74","79,025,124.79","79,307,485.18","47,526,145.31",,,,"72,277,174.22","157,917,514.80","158,665,085.30","160,491,992.93","156,142,138.92","291,151,523.54","291,096,460.14","318,847,740.21","343,749,073.63"
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"27,825,920.87","23,967,355.66","23,737,065.33","23,195,170.26","24,149,814.74","23,817,533.15","23,366,170.37","22,885,902.99","23,822,078.33","23,567,818.28","26,297,652.76","26,106,314.17","30,442,653.61","33,432,572.48","34,265,811.67","32,989,862.25","38,190,014.14","57,256,092.30","41,703,428.60","40,002,529.23","38,122,011.00","38,107,735.18","35,747,900.58","33,144,850.54","32,350,759.14","30,093,812.92","33,504,977.29","32,145,020.57","29,505,565.90","27,039,031.32","40,119,580.37","40,233,494.70","40,486,272.15","38,410,499.94"
递延所得税负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
在建工程,,,,,,,,,"75,359.18","86,363.19",,"10,940,965.51","308,965,005.73","338,598,364.76","12,744,658.21","12,893,804.21","13,081,562.91",,,,,,,,,"119,658.12",,,,,,,,
其他非流动负债,,,,,,,,,,,,,,,"700,000.00","700,000.00",,,"618,333.33","583,333.33","548,333.33","513,333.32",,,,,,"2,703,333.28",,"1,433,333.26",,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"1,827,536.34",,,,,,,,,,,,,,"700,000.00","700,000.00",,,"618,333.33","583,333.33","548,333.33","513,333.32","548,333.31","2,513,333.31","2,478,333.31","443,333.30","2,738,333.29","2,703,333.28","1,468,333.27","1,433,333.26","1,398,333.25","163,333.24","128,333.23","93,333.22"
固定资产清理,,,,,,,,,,,,,,,,,"56,292.49",,,,,,,,,,,,,,,,,
负债合计,"143,031,193.29","181,582,440.87","240,001,398.57","223,324,581.67","147,873,707.91","195,099,227.82","137,126,296.87","173,156,400.15","166,188,678.39","146,495,923.97","253,780,235.91","497,863,652.79","464,261,776.83","422,451,368.02","344,221,924.57","354,410,477.27","244,987,883.14","203,468,599.78","152,504,019.07","153,165,664.06","151,156,933.10","152,001,403.52","90,187,322.04","77,208,951.82","77,939,999.74","83,631,565.22","153,377,849.93","149,073,806.52","155,168,127.90","121,503,191.29","120,853,381.06","104,518,244.37","89,565,670.48","83,103,982.90"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"20,160,000.00","50,000,000.00","50,000,000.00","50,000,000.00","67,000,000.00","67,000,000.00","67,000,000.00","67,000,000.00","67,000,000.00","67,000,000.00","67,000,000.00","67,000,000.00","67,000,000.00","67,000,000.00","67,000,000.00","67,000,000.00","134,000,000.00","134,000,000.00","134,000,000.00","134,000,000.00","134,000,000.00","134,000,000.00","134,000,000.00","134,000,000.00","134,000,000.00","134,000,000.00","134,000,000.00","134,000,000.00","335,000,000.00","335,000,000.00","444,044,797.00","514,607,876.00","514,607,876.00","514,607,876.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"18,513,449.35","853,449.35","853,449.35","853,449.35","596,883,449.35","596,883,449.35","599,914,960.23","599,914,960.23","599,914,960.23","599,914,960.23","599,914,960.23","599,914,960.23","599,914,960.23","599,914,960.23","600,196,027.86","600,196,027.86","533,896,027.86","533,896,027.86","533,196,027.86","533,196,027.86","533,196,027.86","533,196,027.86","533,022,808.95","533,022,808.95","533,022,808.95","532,815,015.27","538,593,674.45","538,593,674.45","337,593,674.45","337,593,674.45","574,849,478.00","1,481,966,397.37","1,485,071,733.97","1,430,845,467.37"
无形资产,"1,573,229.27","10,243,038.99","13,107,731.51","13,160,791.16","14,869,410.48","14,078,295.44","12,996,816.31","12,613,542.36","16,406,576.60","17,139,894.13","35,460,454.37","33,300,369.03","38,306,795.10","56,862,951.93","65,544,700.90","74,317,270.33","82,278,253.61","76,655,639.25","87,091,988.77","82,430,214.57","78,425,061.53","80,048,856.37","73,727,848.02","67,256,972.31","68,369,567.21","61,626,211.46","60,879,943.10","81,165,328.77","62,286,977.90","53,976,725.64","52,922,082.74","48,187,187.82","29,781,112.53","33,610,288.87"
盈余公积,"3,521,336.13","4,346,310.05","5,726,492.32","5,726,492.32","5,726,492.32","5,726,492.32","6,605,837.62","6,605,837.62","6,605,837.62","6,605,837.62","7,777,837.96","7,777,837.96","7,777,837.96","7,777,837.96","8,244,949.04","8,244,949.04","8,244,949.04","8,244,949.04","8,244,949.04","8,244,949.04","8,244,949.04","8,244,949.04","11,944,644.67","11,944,644.67","11,944,644.67","11,944,644.67","12,546,269.16","12,546,269.16","12,546,269.16","12,546,269.16","12,546,269.16","12,546,269.16","12,546,269.16","12,546,269.16"
开发支出,,,"3,395,579.39","4,663,475.81","6,679,501.55","9,146,944.06","14,794,393.54","17,715,898.48","24,570,441.49","27,556,596.16","12,028,555.52","20,153,675.45","21,553,701.84","11,608,055.77","20,726,963.53","15,678,322.91","13,129,915.93","16,936,430.56","23,680,714.75","32,380,278.21","34,217,975.07","31,131,385.46","37,140,425.90","41,949,444.31","36,507,870.35","38,929,187.63","28,662,322.34","2,945,527.12","3,852,079.92","5,351,915.68","9,941,545.44","13,837,030.85","11,174,257.20","6,972,871.89"
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
商誉,"3,301,394.18","3,301,394.18","3,301,394.18","3,301,394.18","3,301,394.18","3,301,394.18","3,301,394.18","3,301,394.18","3,301,394.18","3,301,394.18","3,301,394.18","4,045,396.65","4,045,396.65","4,045,396.65","3,301,394.18","4,398,720.85","4,398,720.85","4,398,720.85","1,097,326.67","1,097,326.67","1,097,326.67","1,097,326.67",,,,,,,,,"35,317,662.58","35,317,662.58","35,317,662.58","35,317,662.58"
未分配利润,"41,035,778.96","55,369,612.38","95,803,540.53","103,862,979.35","106,283,000.65","108,057,765.31","118,132,938.52","122,415,132.08","113,103,378.89","121,126,687.39","132,500,234.74","136,330,915.97","118,091,182.13","120,065,558.76","164,305,875.05","171,548,502.94","156,047,131.92","142,758,935.33","96,456,233.09","81,640,665.53","75,764,052.92","70,993,457.66","103,296,021.04","96,232,483.79","106,953,650.63","97,239,123.74","113,282,859.46","115,435,167.03","104,623,825.94","95,602,027.94","103,533,336.76","95,691,137.52","159,703,395.93","177,074,737.74"
长期待摊费用,"2,594,543.34","5,113,557.43","3,119,298.81","3,036,877.34","5,489,897.54","5,006,548.08","2,062,807.59","6,579,752.52","11,270,224.52","9,530,610.71","4,405,086.44","4,495,564.49","5,734,435.82","9,479,839.90","6,394,371.87","5,837,386.90","4,102,907.26","4,520,266.78","4,741,820.91","4,518,233.67","4,092,118.40","3,331,069.24","2,066,389.58","1,467,829.34","1,352,734.77","1,680,696.84","2,745,117.79","2,545,908.08","2,223,375.21","1,936,009.90","40,034,392.82","38,758,369.44","37,685,925.66","39,534,664.44"
少数股东权益,"641,796.79","1,113,988.75","1,363,597.10","1,249,954.03","1,185,964.81","1,571,803.33","1,401,155.59","1,286,746.84","1,177,374.56","1,258,299.44","2,394,351.34","11,014,215.30","24,512,351.02","23,613,103.03","26,372,172.24","24,873,561.37","24,699,250.57","23,003,899.78","21,124,379.90","20,619,221.92","20,558,951.28","18,637,072.33","14,092,289.94","13,151,961.99","11,890,740.30","16,555,753.97","23,607,401.51","20,496,537.07","15,326,073.65","12,548,815.25","22,675,754.13","21,066,015.50","13,294,181.24","3,589,951.80"
递延所得税资产,"692,983.56","737,782.55","702,698.36","855,707.55","839,686.81","1,014,421.53","684,935.06","684,935.06","1,557,948.14","1,580,784.16","1,336,812.92","1,336,812.92","1,980,054.35","1,731,873.55","3,068,739.86","3,068,739.86","3,081,147.32","2,965,787.20",,,,,,,,,,,,,"479,218.53","479,218.53","479,218.53","479,218.53"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,"40,200,000.00",,,,"233,177,829.04","236,418,163.06","268,464,569.92","273,173,873.99","117,809,133.63","77,105,866.03",,,,,"125,000,000.00","80,000,000.00","74,250,000.00","133,462,024.00","183,992,012.00","294,716,532.00","22,000,000.00","22,000,000.00","56,765,870.00",
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"35,988,071.22","43,363,128.81","47,363,767.58","48,213,416.30","55,329,705.30","56,365,136.44","57,206,517.05","63,781,425.59","81,004,022.44","82,763,460.81","123,029,956.19","100,379,098.22","411,028,043.10","455,759,055.04","429,156,302.78","466,480,113.59","507,238,587.24","517,592,264.91","355,533,623.07","316,559,573.17","235,261,977.85","233,242,518.23","219,082,564.08","214,219,096.50","333,980,931.47","388,726,741.19","460,663,017.34","513,632,035.86","555,555,145.88","653,865,495.48","749,793,085.82","746,488,426.92","796,181,328.56","753,166,295.27"
所有者权益(或股东权益)合计,"83,872,361.23","111,683,360.53","153,747,079.30","161,692,875.05","777,078,907.13","779,239,510.31","793,054,891.96","797,222,676.77","787,801,551.30","795,905,784.68","809,587,384.27","822,037,929.46","817,296,331.34","818,371,459.98","866,119,024.19","871,863,041.21","856,887,359.39","841,903,812.01","793,021,589.89","777,700,864.35","771,763,981.10","765,071,506.89","796,355,764.60","788,351,899.40","797,811,844.55","792,554,537.65","822,030,204.58","821,071,647.71","805,089,843.20","793,290,786.80","1,157,649,635.05","2,125,877,695.55","2,185,223,456.30","2,138,664,302.07"
资产总计,"226,903,554.52","293,265,801.40","393,748,477.87","385,017,456.72","924,952,615.04","974,338,738.13","930,181,188.83","970,379,076.92","953,990,229.69","942,401,708.65","1,063,367,620.18","1,319,901,582.25","1,281,558,108.17","1,240,822,828.00","1,210,340,948.76","1,226,273,518.48","1,101,875,242.53","1,045,372,411.79","945,525,608.96","930,866,528.41","922,920,914.20","917,072,910.41","886,543,086.64","865,560,851.22","875,751,844.29","876,186,102.87","975,408,054.51","970,145,454.23","960,257,971.10","914,793,978.09","1,278,503,016.11","2,230,395,939.92","2,274,789,126.78","2,221,768,284.97"
负债和所有者(或股东权益)合计,"226,903,554.52","293,265,801.40","393,748,477.87","385,017,456.72","924,952,615.04","974,338,738.13","930,181,188.83","970,379,076.92","953,990,229.69","942,401,708.65","1,063,367,620.18","1,319,901,582.25","1,281,558,108.17","1,240,822,828.00","1,210,340,948.76","1,226,273,518.48","1,101,875,242.53","1,045,372,411.79","945,525,608.96","930,866,528.41","922,920,914.20","917,072,910.41","886,543,086.64","865,560,851.22","875,751,844.29","876,186,102.87","975,408,054.51","970,145,454.23","960,257,971.10","914,793,978.09","1,278,503,016.11","2,230,395,939.92","2,274,789,126.78","2,221,768,284.97"
