科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"2,325,383,224.38","3,641,657,630.36","4,024,973,224.65","1,018,769,097.98","2,178,133,813.19","3,583,258,080.56","5,325,662,842.86","1,314,608,269.20","2,990,694,812.09","5,252,948,878.75","7,863,313,837.61","1,953,012,595.96","4,246,314,545.85","7,051,772,448.59","10,544,706,644.84","2,642,984,557.61","6,043,293,108.78","10,542,183,292.01","16,620,131,086.64","3,316,441,930.46","7,543,050,584.35","12,343,130,791.07","18,124,129,173.85","2,901,067,650.16","6,616,905,349.76","10,810,568,233.75","15,878,998,292.21","2,789,214,258.85","6,750,937,568.72","10,977,467,580.89","16,626,935,907.94","3,377,088,198.88","7,581,125,213.44","12,344,372,864.08","18,253,253,167.30","3,969,801,003.00","8,172,735,002.63","13,165,003,844.65","18,890,473,154.73","3,563,198,790.31"
取得子公司及其他营业单位支付的现金净额,"4,347,164.41","1,546,800.00",,,,,,,,,,,,,"49,823,840.16",,"500,000.00","18,704,000.00","17,823,626.88",,,"10,772,009.01",,,"97,936,927.35","223,660,791.74","218,812,480.54",,"57,434,105.36","118,910,716.68","65,078,580.41","24,406,498.46","14,828,420.57","14,828,420.57","352,926,773.55","3,150,000.00","3,800,000.00","3,800,000.00",,
收到的税费返还,"2,796,692.69","417,441.70","499,621.55","92,078.64","748,298.27","873,654.04","937,000.92","6,046.41","23,522.24","339,687.69","700,424.89","122,985.89","424,038.40","742,730.45","227,559.91","69,508.44","104,978.15","321,412.88","2,224,770.92",,,,"17,080.55",,,,,,,,,,,,,,,"2,605,142.58","2,605,142.58",
支付其他与投资活动有关的现金,,,,,,,,,,,"4,264,416.50",,,,"10,000,000.00",,,,"20,968,586.00",,"770,329.80","2,484,500.40","490,250,429.02","624,719,052.29","1,065,335,366.90","2,881,961,722.37","4,447,522,322.96","660,700,435.38","611,593,557.18","1,787,730,810.69","1,400,794,829.65","142,014,017.64","1,242,981.31","1,404,452,261.35","1,009,253,215.61","728,660,231.50","1,401,278,347.16","1,858,027,147.59","47,353,372.89","89,694,788.49"
收到其他与经营活动有关的现金,"32,888,583.39","60,153,970.94","47,161,018.34","11,581,854.04","26,512,381.11","31,609,999.01","90,876,161.93","13,543,296.60","50,198,698.88","70,552,491.07","132,114,693.52","17,588,529.71","61,448,826.32","82,669,105.69","110,734,500.62","32,512,937.47","87,029,206.00","107,383,427.54","126,621,667.43","41,914,533.14","95,272,869.14","137,256,937.31","159,437,061.00","48,930,069.26","120,516,525.80","156,498,439.14","196,791,760.19","52,522,250.23","157,485,407.53","161,580,352.80","113,887,898.76","51,879,502.70","45,509,363.65","198,462,680.79","133,171,894.61","118,213,694.25","77,854,823.42","144,223,900.76","481,230,356.56","152,946,546.47"
投资活动现金流出小计,"162,976,051.31","117,550,370.66","132,748,094.66","44,789,451.73","141,525,572.78","211,561,993.50","374,461,800.18","86,991,267.45","214,033,525.38","294,767,637.26","501,410,128.15","147,842,635.16","377,253,213.82","690,387,868.57","1,035,713,808.07","229,011,328.50","663,576,981.22","1,110,622,236.45","1,647,130,317.21","296,246,478.45","583,029,763.36","803,815,041.30","1,504,695,172.50","890,429,240.89","1,636,120,283.96","3,842,683,952.62","5,967,252,879.16","997,338,020.11","1,731,978,002.16","3,463,283,527.10","3,275,145,566.51","634,749,111.18","1,044,773,070.19","2,812,103,828.82","3,379,587,964.51","1,523,068,288.43","2,951,906,644.32","3,630,778,246.15","1,915,634,006.55","244,525,586.99"
经营活动现金流入小计,"2,361,068,500.46","3,702,229,043.00","4,072,633,864.54","1,030,443,030.66","2,205,394,492.57","3,615,741,733.61","5,417,476,005.71","1,328,157,612.21","3,040,917,033.21","5,323,841,057.51","7,996,128,956.02","1,970,724,111.56","4,308,187,410.57","7,135,184,284.73","10,655,668,705.37","2,675,567,003.52","6,130,427,292.93","10,649,888,132.43","16,748,977,524.99","3,358,356,463.60","7,638,323,453.49","12,480,387,728.38","18,283,583,315.40","2,949,997,719.42","6,737,421,875.56","10,967,666,091.84","16,075,790,052.40","2,845,265,801.22","6,916,050,418.96","11,153,959,061.71","16,764,084,918.41","3,437,364,340.66","7,642,542,499.11","12,566,815,423.75","18,419,124,598.84","4,096,354,072.43","8,266,094,241.05","13,334,616,085.50","19,374,308,653.87","3,716,145,336.78"
投资活动产生的现金流量净额,"-157,052,383.61","-115,290,966.26","-122,752,852.71","-44,764,207.79","-141,203,128.84","-210,496,174.56","-286,885,333.80","-82,039,597.23","-213,418,213.01","-294,080,110.97","-488,565,514.39","-147,320,228.84","-375,259,587.50","-686,299,511.18","-1,033,545,606.75","-178,568,618.50","-613,110,781.22","-1,055,556,995.50","-1,641,475,706.26","-290,306,648.54","-489,486,531.28","-692,868,531.50","-1,025,449,612.26","-697,431,432.43","-892,981,672.39","-2,436,937,653.53","-3,664,245,094.54","-481,841,390.24","-628,261,268.43","-1,117,624,780.29","-1,117,170,207.25","-324,924,312.28","248,105,221.38","-1,300,239,986.84","-725,727,265.65","-1,350,610,490.12","-2,029,137,356.21","-2,248,833,458.98","-1,417,074,923.26","-198,251,564.83"
购买商品、接受劳务支付的现金,"1,895,826,681.13","2,835,426,802.24","3,051,758,651.32","777,226,542.20","1,680,130,046.31","2,639,192,186.92","4,061,012,802.85","1,087,490,269.79","2,427,055,120.28","3,985,421,371.07","6,093,308,347.56","1,674,202,570.32","3,669,905,966.95","5,788,382,058.13","8,327,170,704.83","2,290,970,800.88","5,294,963,310.98","8,901,136,716.48","13,550,545,215.16","2,985,295,470.64","6,231,431,911.96","9,872,757,008.73","14,009,155,253.18","2,561,317,810.06","5,120,989,517.33","7,799,894,897.15","11,193,827,467.60","2,302,661,371.66","5,169,868,626.55","8,413,864,098.28","12,541,315,718.09","2,942,518,949.33","6,212,148,115.96","9,661,466,276.83","14,158,326,597.70","3,787,886,598.28","7,033,533,117.39","10,422,902,803.18","14,831,482,639.34","3,020,861,340.96"
吸收投资收到的现金,"86,428,500.00",,,"450,000.00","2,046,380,000.00","2,046,380,000.00","2,097,843,500.00","7,200,000.00","7,200,000.00","7,200,000.00","7,200,000.00",,"21,025,000.00","24,325,000.00","82,140,400.00","8,500,000.00","44,835,342.16","149,685,531.82","349,903,311.78","11,375,019.86","19,722,290.18","89,740,056.74","250,022,483.02","20,000,000.00","38,000,000.00","38,900,000.00","2,230,079,959.64","7,310,000.00","17,070,000.00","56,170,000.00","63,770,000.00","5,300,000.00","23,860,447.76","44,040,000.00","1,120,689,533.68","52,655,000.00","100,678,000.00","175,218,000.00","216,598,000.00","57,000.00"
