科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
一、营业收入,"551,408,050.78","657,977,042.56","645,282,985.67","311,817,557.44","461,163,932.35","746,647,554.13","94,634,387.19","353,842,820.11","605,555,944.75","847,892,937.86","95,562,783.95","365,783,792.47","557,979,130.54","917,383,537.55","116,927,052.03","385,169,983.87","552,515,986.56","864,670,985.82","131,334,314.67","365,052,494.44","420,648,488.04","735,213,196.30","108,586,318.60","275,558,981.11","391,638,025.99","554,760,691.05","83,990,653.33","234,508,809.52","347,304,479.98","752,320,303.89","61,996,070.56","157,410,835.04"
二、营业利润,"80,713,671.62","132,780,259.29","121,155,271.15","69,925,624.02","92,613,650.82","139,078,476.84","8,604,307.33","71,728,891.73","91,689,552.86","107,749,102.08","5,912,483.38","53,496,012.75","72,260,171.76","95,829,757.43","6,472,941.15","34,788,038.46","33,631,347.68","53,695,794.22","4,996,625.67","25,640,272.33","29,097,099.24","30,492,201.25","-5,783,921.96","10,720,056.58","-6,041,363.44","-185,092,241.13","-1,937,536.39","305,633.58","5,852,579.15","-71,081,857.17","-17,497,479.25","-65,804,638.04"
减:营业成本,"389,705,544.95","410,709,100.69","393,757,077.05","190,252,873.56","275,759,074.23","444,933,029.94","51,234,481.31","217,695,871.42","401,003,804.18","560,593,807.93","57,660,861.25","236,442,673.88","356,790,334.10","598,353,699.85","77,347,032.40","277,235,113.20","405,284,343.93","607,772,456.06","100,467,555.08","280,109,682.23","314,064,095.33","546,099,285.55","86,001,136.85","206,904,762.66","293,449,664.88","442,567,718.10","54,101,147.44","157,788,038.47","239,407,819.69","612,191,397.70","40,918,229.40","128,398,077.44"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"3,988,294.99","5,868,718.56","8,413,584.68","1,166,279.20","3,529,372.54","8,427,214.14","265,775.72","914,712.36","2,007,042.61","9,432,379.94","337,898.25","2,124,132.44","3,014,780.67","5,934,763.56","201,361.29","1,876,554.38","2,519,438.47","4,178,927.56","124,486.49","963,665.48","1,514,265.55","2,353,893.32","2,096,568.58","2,820,009.02","3,652,465.57","8,510,057.28","1,089,429.41","2,347,752.47","3,227,113.24","4,995,315.41","969,539.88","3,538,292.46"
营业外收入,"4,017,155.79","10,283,671.91","12,543,185.48","3,949,840.00","18,747,239.53","7,341,475.99","1,277,821.41","2,903,134.41","4,630,451.10","16,923,059.05","1,601,357.81","5,627,162.17","7,832,792.51","10,814,171.01","1,682,640.28","3,533,682.26","11,058,970.77","13,562,928.64","1,933,471.33","3,874,030.75","5,547,365.77","21,419,838.15","10,455,918.58","14,711,322.70","16,636,025.25","30,145,544.70","3,044,660.66","7,569,444.66","11,960,678.75","644,258.21","332,211.00","335,996.05"
销售费用,"23,335,659.84","30,768,640.44","30,622,821.92","8,985,202.17","25,826,155.03","43,487,712.40","5,499,646.10","11,992,189.15","23,009,558.53","49,423,033.16","9,268,595.98","24,283,697.70","41,153,564.10","69,157,697.78","11,655,390.47","22,322,686.65","40,926,203.25","60,102,990.70","9,623,345.43","20,301,759.06","29,062,770.13","42,093,995.79","11,714,307.39","22,056,626.18","34,176,694.25","50,335,819.16","7,103,234.30","19,402,486.12","27,554,938.57","43,187,837.23","11,624,608.60","22,162,253.34"
减:营业外支出,"759,166.40","321,588.79","1,317,100.28","355,161.64","818,629.29","2,955,430.40","12,311.73","658,128.91","1,000,089.49","681,046.39","437,860.00","2,137,162.79","2,412,405.83","5,777,067.93","166,425.50","376,953.72","1,152,393.44","1,750,347.39","303,947.76","617,296.84","1,060,729.02","1,195,905.09","250,019.84","250,129.40","375,122.01","1,049,521.01","367,459.49","2,974,318.98","3,179,504.54","3,467,235.53","156,021.53","749,011.04"
管理费用,"40,592,532.93","61,154,024.23","67,553,039.60","27,128,988.56","45,679,519.62","83,360,003.92","23,491,534.33","46,291,890.26","75,019,770.59","95,971,772.52","16,350,065.74","35,559,427.19","58,947,648.96","99,712,967.70","15,737,398.84","39,210,352.59","55,809,359.52","106,294,550.96","13,966,884.61","30,172,263.88","41,822,118.61","74,300,666.69","15,885,492.12","32,754,610.07","50,918,809.52","92,483,987.79","25,003,951.09","42,583,119.85","62,453,111.63","110,109,011.13","24,616,986.30","46,220,271.06"
其中:非流动资产处置净损失,"529,543.23","130,732.22","68,644.60",,"231,390.99","1,956,594.75",,,"72,294.02","383,611.30",,"21,790.06","34,894.28","626,479.14",,"35,931.63","67,056.58","241,210.62",,"289,974.69","633,406.87","718,333.19","47,755.64","47,755.64","49,313.14","79,077.36",423.08,"13,523.81","13,846.31",,,
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"1,828,521.76","7,461,370.73","16,321,013.23","9,839,611.41","15,356,129.33","21,871,695.69","5,538,642.40","9,548,114.79","16,551,315.48","23,429,898.73","6,032,879.35","18,274,877.15","25,947,529.00","37,943,995.08","8,218,533.70","13,182,934.36","20,242,561.32","26,807,222.54","6,205,210.95","10,831,432.96","14,356,514.44","16,986,000.43","3,404,231.03","6,224,922.97","9,323,356.32","13,138,124.41","6,374,364.70","12,604,074.11","20,369,012.59","28,765,117.04","9,367,698.79","14,693,618.73"
三、利润总额,"83,971,661.01","142,742,342.41","132,381,356.35","73,520,302.38","110,542,261.06","143,464,522.43","9,869,817.01","73,973,897.23","95,319,914.47","123,991,114.74","7,075,981.19","56,986,012.13","77,680,558.44","100,866,860.51","7,989,155.93","37,944,767.00","43,537,925.01","65,508,375.47","6,626,149.24","28,897,006.24","33,583,735.99","50,716,134.31","4,421,976.78","25,181,249.88","10,219,539.80","-155,996,217.44","739,664.78","4,900,759.26","14,633,753.36","-73,904,834.49","-17,321,289.78","-66,217,653.03"
