科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"77,885,107.01","55,007,548.11","28,850,853.29","69,575,204.02",,"126,128,102.05","142,682,173.42","147,240,024.18","118,308,763.68","121,203,696.17","147,426,041.44","139,795,544.24","189,710,733.72","252,304,103.66","213,570,947.75"
短期借款,,"15,000,000.00","53,632,027.58","78,153,913.00",,"87,900,610.69","92,500,610.69","124,471,653.03","146,244,447.78","102,300,000.00","116,163,690.40","106,932,208.64","127,390,089.04","115,678,923.91","149,930,756.31"
交易性金融资产,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,"1,200,000.00","2,310,000.00","2,960,000.00","2,450,000.00"
应收票据,"1,000,000.00",,,,,,,,,,,,,,
应付票据,"6,460,782.00","13,721,752.62","24,467,480.00","26,711,550.00",,"26,600,462.56","55,219,566.94","75,767,891.46","49,831,143.90","58,442,483.15","61,097,590.98","67,187,283.64",,"82,620,802.00",
应收账款,"12,664,023.60","21,383,631.06","55,811,986.55","52,549,554.88",,"47,014,090.87","72,744,760.81","93,228,366.33","107,956,425.61","139,756,082.54","73,378,530.92","76,667,882.59","100,682,242.22","62,383,478.44","71,004,189.01"
应付账款,"48,196,254.52","58,536,589.94","49,940,022.48","66,212,811.64",,"124,236,893.81","92,066,271.19","84,458,410.39","89,129,225.75","81,700,305.44","52,763,125.50","65,773,306.61",,"96,272,446.89",
预付款项,"51,355,851.04","44,050,611.81","65,340,379.37","43,559,308.34",,"18,077,220.65","54,442,292.96","41,872,366.15","16,652,513.62","14,217,943.11","58,335,986.47","46,979,530.72","50,150,387.41","32,578,731.42","54,300,723.14"
预收款项,"279,786,521.72","202,585,836.48","198,898,971.60","133,320,099.14",,"76,716,314.85","39,252,233.10","62,484,338.20","37,111,008.20","95,636,437.92","139,951,484.23","188,251,660.30","162,033,884.09","222,121,394.76","250,154,663.19"
