科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"189,542,311.49","239,176,773.09","91,405,422.52","143,892,792.05","196,826,236.94","33,473,671.05","87,517,204.16","128,309,974.11","154,727,515.01","50,113,224.56","104,026,643.69","143,324,414.01","195,249,796.83","52,313,315.07","118,858,664.54","166,817,424.16","235,272,430.07","54,307,218.43","120,756,837.58","174,303,959.15","222,750,527.52","57,266,837.50","127,204,371.38","216,626,616.61","318,272,845.38","79,035,726.24","153,370,327.52","310,233,338.77","608,060,392.66","108,754,478.23","166,801,715.10","283,295,904.58","992,662,708.17","146,514,825.76","331,150,494.04","505,508,660.84","462,948,235.65","239,982,583.23","397,511,017.19","449,780,951.32","551,297,334.03","25,991,291.51"
取得子公司及其他营业单位支付的现金净额,"18,000,000.00",,,,,,,,,,,,,,,,,"106,576,000.00","118,000,000.00","118,000,000.00","117,327,666.77",,,,,,,,,,,,,,,,,,"6,000,000.00","6,000,000.00",,
收到的税费返还,,,,,,,,,,,"5,206,539.18","5,206,539.18","5,206,539.18",,,,,,,,,,,,,,,547.28,531.71,,,,,,,,"2,096,589.60",,,,,
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,"78,840,000.00","98,840,000.00",,,,,,,,,,,,,,,,,,
收到其他与经营活动有关的现金,"70,785,119.58","2,340,860.72","1,088,700.02","1,093,277.43","3,089,607.78","436,538.81","1,104,847.77","1,691,426.93","13,790,441.53","2,339,913.90","4,778,979.00","6,857,220.04","26,590,273.91","3,162,756.97","8,074,547.67","11,161,662.63","27,469,039.63","5,966,308.62","9,932,880.71","11,746,571.59","18,435,919.34","14,763,261.55","17,452,392.43","21,094,957.49","21,945,210.23","2,120,521.64","21,034,217.22","105,918,943.39","293,140,550.70","14,559,916.83","74,522,582.39","106,844,008.38","150,337,999.58","110,642,334.97","68,331,410.11","132,759,637.55","349,122,974.75","146,308,906.06","323,928,163.94","340,968,378.77","222,584,686.64","13,144,019.89"
投资活动现金流出小计,"22,306,382.15","18,611,860.55","14,955,218.86","21,279,297.46","14,340,005.46","6,771,651.65","23,022,640.45","43,997,338.46","95,799,554.35","36,214,945.38","58,935,817.91","83,382,530.26","101,881,538.10","17,354,832.91","25,299,240.34","30,590,080.34","39,684,352.34","113,396,106.60","126,942,834.12","130,343,790.37","133,862,261.91","3,496,595.00","82,649,833.00","102,804,404.60","107,939,004.60","56,799.00","861,299.00","2,686,823.08","6,888,410.57","20,570,857.00","22,321,535.29","31,947,111.15","38,588,393.73","661,204.35","2,281,581.04","2,858,588.48","3,659,580.07","6,065,175.00","6,217,088.44","6,277,088.44","2,348,278.52",
经营活动现金流入小计,"260,327,431.07","241,517,633.81","92,494,122.54","144,986,069.48","199,915,844.72","33,910,209.86","88,622,051.93","130,001,401.04","168,517,956.54","52,453,138.46","114,012,161.87","155,388,173.23","227,046,609.92","55,476,072.04","126,933,212.21","177,979,086.79","262,741,469.70","60,273,527.05","130,689,718.29","186,050,530.74","241,186,446.86","72,030,099.05","144,656,763.81","237,721,574.10","340,218,055.61","81,156,247.88","174,404,544.74","416,152,829.44","901,201,475.07","123,314,395.06","241,324,297.49","390,139,912.96","1,143,000,707.75","257,157,160.73","399,481,904.15","638,268,298.39","814,167,800.00","386,291,489.29","721,439,181.13","790,749,330.09","773,882,020.67","39,135,311.40"
投资活动产生的现金流量净额,"934,967.85","-18,611,860.55","-12,829,419.16","-14,013,182.76","-12,214,205.76","-6,371,651.65","-21,622,640.45","-42,597,338.46","-94,399,554.35","-36,214,945.38","-58,935,817.91","-83,382,530.26","-101,881,538.10","-17,354,832.91","-25,299,240.34","-30,590,080.34","-39,684,352.34","-113,396,106.60","-126,942,834.12","-130,343,790.37","-133,862,261.91","-3,496,595.00","-43,671,285.93","-48,723,926.03","-43,808,115.07","493,201.00","41,683,701.00","47,313,176.92","-6,888,410.57","-20,570,857.00","-21,321,535.29","-30,947,111.15","-38,588,393.73","-661,194.35","-2,281,571.04","-2,858,588.48","-3,659,580.07","-6,065,175.00","16,782,911.56","16,722,911.56","20,651,721.48",
购买商品、接受劳务支付的现金,"115,548,396.93","151,246,758.27","51,569,569.04","78,624,031.55","111,695,308.67","27,082,550.55","54,016,493.34","79,738,639.29","100,342,802.85","28,420,210.48","60,072,292.44","96,252,534.13","143,899,482.35","41,556,036.51","89,050,413.40","134,526,955.55","193,719,770.18","35,343,454.93","83,870,486.42","128,254,228.69","162,369,168.97","35,994,879.55","90,276,823.01","159,730,982.46","260,219,052.46","64,601,386.34","122,892,992.56","336,456,790.28","449,933,894.41","161,926,710.55","222,010,697.12","376,522,592.46","1,003,430,092.22","237,487,426.89","455,893,789.25","616,495,052.36","933,783,203.34","150,956,567.90","245,622,154.89","270,030,745.44","391,273,349.57","20,099,150.06"
吸收投资收到的现金,,,,,"614,400,000.00",,,,,,,,,,,,,,,,,,,,,,,,"50,000,000.00",,,,"7,523,979.39",,,,,,,,,
