科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"134,781,827.72","131,074,045.44","160,566,899.18","188,876,484.55",,"208,242,950.25","242,256,681.34","277,133,454.15","276,977,205.69","277,351,065.05","192,835,235.36","140,203,098.59"
短期借款,"78,200,000.00","61,680,000.00","71,700,000.00","67,700,000.00",,"63,900,000.00","83,100,000.00","142,600,000.00","227,600,000.00","282,200,000.00","413,010,000.00","424,410,000.00"
交易性金融资产,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,
应收票据,"48,698,719.19","47,492,811.99","62,329,676.91","66,687,954.85",,"22,803,802.89","64,503,527.66","73,392,088.91","108,236,489.73","54,474,499.01","65,053,175.85","85,557,686.75"
应付票据,"112,747,840.00","126,392,450.96","138,439,046.11","172,808,410.45",,"147,605,000.00","131,426,000.00","206,161,000.00","219,169,000.00","244,322,965.36","246,731,765.36","224,284,300.00"
应收账款,"62,215,434.89","74,344,485.86","91,037,690.59","88,533,760.38",,"94,258,723.41","177,193,634.66","114,097,168.43","148,699,664.62","107,589,705.98","177,730,821.90","244,515,409.29"
应付账款,"22,702,871.02","27,946,900.89","30,329,392.06","23,552,215.90",,"30,218,659.65","17,169,893.85","23,185,153.13","36,798,885.34","32,652,574.14","51,017,699.93","63,579,267.56"
预付款项,"15,682,588.69","17,410,252.63","16,674,111.20","18,941,379.97",,"20,687,428.44","96,138,943.86","48,019,083.86","64,384,962.86","59,583,158.66","177,847,090.03","47,296,658.78"
预收款项,"7,623,309.81","13,039,166.28","2,125,186.02","3,953,710.65",,"6,544,376.73","6,117,376.14","6,055,058.42","11,552,447.46","25,122,370.20","16,547,462.45","18,775,867.53"
其他应收款,"374,998.27","270,673.58","278,101.99","244,799.08",,"257,046.01","233,322.57","226,062.74","7,437,420.67","3,026,526.62","1,500,197.32","5,317,968.31"
应付职工薪酬,"130,151.04","175,373.46","150,000.00","118,015.26",,"150,000.00",,,"479,821.79","964,895.95","1,717,596.51","2,070,008.88"
应收关联公司款,,,,,,,,,,,,
应交税费,"3,040,023.48","1,744,239.62","2,801,468.76","5,784,789.25",,"4,357,202.69","3,874,322.72","5,325,758.65","7,344,627.86","3,390,258.75","3,814,723.94","9,001,160.80"
应收利息,,,,,,,,,,,,
应付利息,,,,,,,,,,"42,114.58","42,114.58","180,787.05"
应收股利,,,,,,,,,,,,
应付股利,"762,300.00","15,000,000.00",,,,,,,,,,
存货,"174,731,296.57","179,367,646.77","155,536,653.39","177,890,247.23",,"191,948,189.27","168,578,268.20","228,007,348.50","317,898,092.95","418,194,579.01","430,001,817.84","520,017,196.50"
其他应付款,"150,000.00","157,510.00","169,400.00","150,000.00",,,,"291,281.00","34,666,909.49","43,537,404.03","31,599,913.83","9,464,614.82"
其中:消耗性生物资产,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,
一年内到期的非流动负债,"2,080,000.00","2,080,000.00","2,560,000.00","2,560,000.00",,"2,716,590.00","2,716,590.00","2,716,590.00","2,716,590.00","3,190,433.47","3,190,433.47","19,990,433.47"
其他流动资产,"24,437,715.30","31,106,932.76","26,387,599.06","26,052,914.99",,"28,667,947.50","21,658,388.89","149,309,722.86","32,637,038.46","60,161,506.27","57,727,965.35","78,790,283.77"
其他流动负债,,,,,,,,,,,,
流动资产合计,"460,922,580.63","481,066,849.03","512,810,732.32","567,227,541.05","582,111,600.00","566,866,087.77","770,562,767.18","890,184,929.45","956,270,874.98","980,381,040.60","1,102,696,303.65","1,121,698,301.99"
流动负债合计,"227,436,495.35","248,215,641.21","248,274,492.95","276,627,141.51","280,398,600.00","255,491,829.07","244,404,182.71","386,334,841.20","540,328,281.94","635,423,016.48","767,671,710.07","771,756,440.11"
可供出售金融资产,"12,763,490.85","12,763,490.85","12,763,490.85","12,763,490.85",,"12,763,490.85",,"63,763,490.85","63,763,490.85","63,763,490.85","63,763,490.85","13,763,490.85"
长期借款,,,,,,,,,,,,"57,200,000.00"
持有至到期投资,,,,,,,,,,,,
应付债券,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,
长期股权投资,,,,,,,"63,763,490.85",,,,,
专项应付款,,,,,,,,,"300,000.00",,,
投资性房地产,,,,,,,,,"21,852,233.88","21,390,807.50",,
预计负债,,,,,,,,,,,,
固定资产,"71,041,240.10","94,789,915.87","103,310,505.77","100,263,961.33",,"98,835,409.66","96,434,153.89","96,042,963.88","170,003,943.95","173,977,855.84","198,888,266.13","255,636,665.23"
递延所得税负债,,,,,,,,,,"5,697,235.66","5,443,693.14","5,196,691.34"
在建工程,"15,586,380.55","3,008,566.46","4,679,647.29","7,623,025.13",,"11,993,575.25","15,052,049.82","22,754,035.53","48,866,527.61","82,302,818.06","101,818,370.93","119,417,545.58"
其他非流动负债,,,,,,,"14,163,779.85",,"12,785,484.83",,,
工程物资,,,,,,,,,,,,
非流动负债合计,"15,826,666.63","13,746,666.61","15,986,666.57","15,626,666.55","15,632,600.00","14,783,779.86","14,163,779.85","13,425,484.84","15,085,484.83","21,286,073.26","20,788,602.89","76,927,389.06"
固定资产清理,,,,,,,,,,,,
负债合计,"243,263,161.98","261,962,307.82","264,261,159.52","292,253,808.06","296,031,200.00","270,275,608.93","258,567,962.56","399,760,326.04","555,413,766.77","656,709,089.74","788,460,312.96","848,683,829.17"
生产性生物资产,,,,,,,,,,,,
实收资本(或股本),"75,000,000.00","75,000,000.00","75,000,000.00","75,000,000.00",,"75,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","170,000,000.00"
