科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
油气资产,,,,,,,,,,,,
资本公积,"178,462,181.43","178,462,181.43","178,462,181.43","178,462,181.43",,"178,462,181.43","401,843,945.89","402,001,304.38","402,007,304.38","402,007,304.38","402,175,392.37","332,175,392.37"
无形资产,"9,105,169.80","9,659,620.98","40,598,143.67","40,090,358.21",,"39,673,129.65","39,415,051.08","39,156,972.51","80,292,696.04","80,021,204.62","88,089,426.86","105,515,998.25"
盈余公积,"8,319,422.43","13,931,129.33","19,145,925.71","19,145,925.71",,"24,857,117.80","24,857,117.80","24,857,117.80","24,857,117.80","31,767,496.80","31,767,496.80","31,767,496.80"
开发支出,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,
商誉,,,,,,,,,"44,333,238.13","49,380,768.57","49,380,768.57","49,380,768.57"
未分配利润,"59,874,801.86","80,380,164.00","127,313,331.43","150,775,487.37",,"167,464,060.23","183,718,440.14","194,434,693.66","210,168,099.65","219,437,389.80","240,630,805.79","252,666,454.30"
长期待摊费用,"351,918.02","268,671.50","185,424.98","143,801.72",,"102,178.46","81,366.83","60,555.20","1,019,320.40","1,184,367.94","1,229,850.94","3,128,190.39"
少数股东权益,,,,,,,,,"92,155,320.22","89,815,813.25","107,405,821.01","107,388,336.75"
递延所得税资产,"502,066.29","621,790.22","896,508.29","707,946.36",,"749,352.99","749,352.99","908,281.87","908,281.87","1,057,146.60","1,223,773.85","2,815,899.07"
外币报表折算价差,,,,,,,,,,,,
其他非流动资产,"1,947,580.00","19,243,329.00","5,016,444.10","5,061,707.08",,"5,118,954.77","2,735,239.81","27,734,230.62","16,625,365.18","65,699,025.09","82,573,746.06","90,763,459.17"
非正常经营项目收益调整,,,,,,,,,,,,
非流动资产合计,"111,297,845.61","140,355,384.88","167,450,164.95","166,654,290.68","169,069,100.00","169,236,091.63","218,230,705.27","250,420,530.46","447,665,097.91","538,777,485.07","586,967,694.19","640,422,017.11"
所有者权益(或股东权益)合计,"328,957,264.26","359,459,926.09","415,999,737.75","441,628,023.67","455,149,500.00","465,826,570.47","730,225,509.89","740,845,133.87","848,522,206.12","862,449,435.93","901,203,684.88","913,436,489.93"
资产总计,"572,220,426.24","621,422,233.91","680,260,897.27","733,881,831.73","751,180,600.00","736,102,179.40","988,793,472.45","1,140,605,459.91","1,403,935,972.89","1,519,158,525.67","1,689,663,997.84","1,762,120,319.10"
负债和所有者(或股东权益)合计,"572,220,426.24","621,422,233.91","680,260,897.27","733,881,831.73",,"736,102,179.40","988,793,472.45","1,140,605,459.91","1,403,935,972.89","1,519,158,525.67","1,689,663,997.84","1,762,120,319.10"
