科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
销售商品、提供劳务收到的现金,"176,875,965.94","349,987,548.31","528,387,117.89","722,462,283.51","110,769,755.00","288,692,038.27","419,039,769.90","518,712,964.99","67,957,877.85","145,073,460.26","268,028,354.04","398,837,430.43","94,175,488.57","187,901,238.21","271,042,868.99","396,229,944.51","85,623,857.57","179,726,220.82","277,227,638.90","452,074,615.00","73,866,756.69","161,740,418.24","252,521,267.42","430,068,074.36","87,990,435.90","192,720,493.62","291,472,741.16","462,454,114.53","73,490,515.70","173,296,271.11","287,557,511.17","497,619,665.01","100,506,807.17","170,447,814.48","287,848,785.81","445,775,836.10","95,544,624.20","216,353,241.58","292,915,521.88","499,172,076.60","109,250,528.04","208,619,296.75","307,788,340.16"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,"966,285.82","2,665,919.95","4,060,297.16","6,420,364.87",,"2,979,914.44","2,979,914.44","5,933,112.21","3,273,636.42","3,273,636.42","3,443,636.42","6,336,647.71","6,155.77","105,195.02","105,195.02","432,863.43",,,,,,,,,"2,210.46","87,210.46","87,210.46",,"47,400.00","51,288.21","119,808.21","185,788.21","140,000.00","140,000.00","140,000.00","140,000.00","214,000.00","214,000.00","214,000.00","814,596.86","249,000.00","252,977.23","249,000.00"
支付其他与投资活动有关的现金,,,,,,,,"3,452,381.42",,,,,,,,,,,,,,,,,"508,695.54","26,946.70","26,946.70","61,456,208.08",,,,"1,000,000.00",,,,,,"1,000,000.00","1,000,000.00",,,,
收到其他与经营活动有关的现金,"5,000.00","827,500.00","1,769,485.77","54,632,852.32","1,500.00","8,327,022.43","12,141,367.68","57,902,199.56","5,619,164.05","9,658,302.10","31,524,398.67","60,378,296.90","8,973,039.01","32,566,535.83","40,683,358.61","81,176,942.96","9,130,630.27","16,950,146.95","32,616,616.43","53,038,549.30","6,907,189.84","25,834,614.10","40,178,023.71","78,249,838.32","8,687,945.35","23,309,642.54","21,121,449.33","42,991,287.87","5,751,444.39","20,107,276.66","32,887,550.30","29,544,738.90","13,549,705.69","26,059,495.70","43,768,216.93","25,417,758.36","6,128,764.31","17,872,232.25","32,374,491.66","19,997,074.34","7,692,898.68","17,318,424.38","19,452,857.83"
投资活动现金流出小计,"617,185.58","3,923,081.43","4,203,541.78","6,280,711.39","1,050,189.18","6,577,266.64","6,625,486.64","21,742,152.35","480,488.85","4,275,332.62","5,465,063.87","1,571,924.01","162,364.88","800,994.76","2,008,546.73","8,388,075.21","513,650.69","2,711,826.34","4,827,011.89","3,219,849.90","205,806.84","789,937.18","1,430,831.55","1,767,599.80","1,276,543.41","1,560,600.81","3,000,331.74","95,319,259.66","240,390.89","960,719.54","5,078,174.02","3,948,771.70","872,349.94","1,312,383.53","1,570,449.35","11,612,481.70","183,164.04","1,274,781.76","1,347,273.23","27,736,321.02","14,216,334.08","35,004,538.90","44,133,549.68"
经营活动现金流入小计,"177,847,251.76","353,480,968.26","534,216,900.82","783,515,500.70","110,771,255.00","299,998,975.14","434,161,052.02","582,548,276.76","76,850,678.32","158,005,398.78","302,996,389.13","465,552,375.04","103,154,683.35","220,572,969.06","311,831,422.62","477,839,750.90","94,754,487.84","196,676,367.77","309,844,255.33","505,113,164.30","80,773,946.53","187,575,032.34","292,699,291.13","508,317,912.68","96,680,591.71","216,117,346.62","312,681,400.95","505,445,402.40","79,289,360.09","193,454,835.98","320,564,869.68","527,350,192.12","114,196,512.86","196,647,310.18","331,757,002.74","471,333,594.46","101,887,388.51","234,439,473.83","325,504,013.54","519,983,747.80","117,192,426.72","226,190,698.36","327,490,197.99"
投资活动产生的现金流量净额,"-602,185.58","-3,870,281.43","-4,129,621.78","-6,110,319.86","-1,003,189.18","-6,546,266.64","-6,594,486.64","-21,537,252.35","-480,488.85","-4,275,332.62","-5,465,063.87","-1,441,924.01","-162,364.88","-749,865.97","4,633,055.26","12,133,738.87","-501,650.69","10,410,749.66","8,346,458.78","11,698,150.10","11,054,193.16","10,470,062.82","9,830,968.45","10,899,200.20","47,763,403.29","54,045,044.18","52,121,521.51","-1,004,805.70","-240,340.89","-938,669.54","-5,056,124.02","2,595,277.32","-866,349.94","-1,253,323.53","-1,494,089.35","-597,627.78","-172,164.04","-1,263,781.76","-1,334,809.23","285,901.11","-2,205,034.08","-7,727,248.90","-3,409,549.68"
购买商品、接受劳务支付的现金,"162,926,395.62","271,638,479.65","413,211,434.88","530,953,255.88","95,635,683.07","237,411,518.10","341,023,420.12","437,303,686.35","58,988,984.34","124,143,951.87","220,087,451.37","285,830,793.19","72,112,768.65","167,566,651.24","203,654,204.25","280,090,368.54","71,286,213.94","147,832,745.72","209,440,456.06","345,061,877.60","63,311,130.33","133,587,199.76","206,880,569.43","304,756,236.45","81,176,473.16","138,908,130.07","215,917,042.59","342,325,613.41","80,368,551.53","147,817,245.35","230,961,308.81","332,286,682.04","104,322,395.50","157,481,190.01","253,949,695.75","366,815,243.75","98,005,436.92","159,265,561.14","235,658,053.90","378,599,913.23","136,583,877.52","204,168,452.31","270,326,457.61"
吸收投资收到的现金,,,,,,,,,,"2,000,000.00","3,020,000.00","980,000.00",,,,"2,450,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,
