科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
一、营业收入,"1,150,965,331.10","2,778,201,512.21","4,124,332,802.77","5,577,885,152.00","1,617,215,431.26","3,178,043,949.19","4,400,252,925.12","5,053,446,395.24","599,210,369.17","1,448,135,256.02","2,560,707,927.57","4,029,624,055.80","1,669,018,381.09","3,758,956,344.25","5,736,756,133.08","7,654,699,038.68","2,617,598,524.46","5,358,110,535.91","7,428,455,066.79","9,603,943,686.40","2,247,436,461.91","4,317,088,586.21","6,202,775,564.43","8,248,435,693.06","2,157,094,619.65","4,604,533,909.79","6,904,368,720.09","9,549,579,116.18","2,364,694,095.28","4,854,530,126.78","7,114,624,692.77","9,268,097,756.66","1,995,144,529.96","4,522,565,340.10","6,372,693,539.96","7,740,900,661.82","2,000,516,713.60","4,032,901,198.43","5,897,818,803.04","8,139,067,471.34","2,581,044,633.38","5,333,062,985.39","8,155,189,204.36","11,344,201,470.18","3,263,817,271.38","6,321,516,636.54"
二、营业利润,"28,557,415.54","74,645,361.12","107,316,143.24","141,786,883.39","38,731,882.77","79,281,541.18","120,868,182.68","146,559,679.80","18,982,716.60","46,981,366.16","98,053,642.34","138,360,711.88","49,290,247.61","105,956,564.27","163,361,441.83","187,067,800.34","55,210,589.26","112,631,735.36","160,428,811.67","173,747,932.85","37,387,125.05","81,474,279.74","123,892,246.38","137,066,791.10","47,876,997.28","109,205,327.64","150,901,555.75","171,591,458.29","55,808,714.95","127,584,511.83","176,479,248.53","187,776,561.27","55,937,080.13","123,291,921.01","175,888,781.75","182,995,620.37","66,852,140.95","171,510,832.38","246,438,662.86","323,685,419.98","100,482,360.97","254,082,789.16","394,580,793.81","524,816,934.92","119,471,859.68","401,659,923.71"
减:营业成本,"1,093,426,960.26","2,615,920,150.49","3,889,275,986.77","5,245,548,704.24","1,523,935,601.23","2,984,446,144.24","4,125,766,725.94","4,729,712,868.11","547,399,961.55","1,350,282,355.34","2,362,673,286.34","3,714,267,648.31","1,558,124,755.07","3,494,353,077.73","5,326,774,206.68","7,040,696,110.35","2,420,258,346.37","4,965,048,396.81","6,886,808,564.41","8,933,781,246.39","2,065,484,390.83","3,952,815,093.89","5,685,777,816.04","7,560,134,132.44","1,959,145,249.48","4,191,875,162.29","6,308,121,177.40","8,711,984,206.50","2,149,374,198.51","4,413,688,928.96","6,453,048,432.49","8,392,230,460.55","1,784,801,239.73","4,069,837,116.36","5,738,226,656.18","6,934,335,849.05","1,776,738,305.75","3,597,220,625.42","5,231,333,282.52","7,223,480,073.14","2,286,729,106.53","4,727,302,014.52","7,242,937,119.31","10,105,541,322.09","2,972,773,832.51","5,723,765,319.72"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"306,159.81","1,671,932.69","2,449,213.24","3,098,774.13","1,101,592.32","1,526,284.80","2,657,849.37","2,990,789.20","840,625.87","1,058,899.78","1,358,541.50","1,512,174.25","333,679.71","516,861.84","692,317.95","910,192.96","2,062,498.06","5,098,046.83","7,039,301.03","10,740,473.64","1,712,228.41","4,460,413.66","6,352,002.80","10,633,616.56","1,801,494.50","4,926,024.69","8,439,009.91","11,941,559.70","3,163,280.90","7,751,514.07","11,190,071.21","17,231,696.77","3,523,009.06","8,400,395.15","12,575,111.12","18,483,840.06","3,612,391.02","7,610,013.23","11,321,365.17","24,397,499.22","8,931,357.00","17,760,257.90","26,113,162.52","34,946,190.50","8,374,908.48","17,944,628.62"
营业外收入,"107,922.15","118,262.20","145,109.75","167,131.68","41,507.96","101,218.09","260,933.26","4,054,991.68","46,407.54","4,151,614.88","4,159,189.23","6,055,017.12","2,045,830.15","3,354,401.43","4,435,088.36","11,833,396.09","210,605.77","873,296.90","2,625,164.44","14,959,120.07","5,474,037.93","23,162,379.39","28,606,327.10","30,232,781.93","1,732,460.04","3,765,228.50","11,150,963.85","16,541,573.25","583,482.57","2,190,655.63","3,197,437.32","17,766,699.67","1,569,662.03","2,380,800.54","3,624,440.77","16,927,439.12","6,043,274.06","10,655,651.54","15,948,883.60","32,613,434.12","10,720,569.89","13,320,352.05","16,187,592.03","22,056,567.48","1,612,901.46","8,878,013.87"
销售费用,"11,022,176.46","23,450,423.35","34,121,157.56","47,294,119.89","12,595,118.53","28,116,072.27","39,006,293.75","46,277,022.99","9,901,965.23","22,987,745.70","37,130,206.49","53,028,622.14","18,024,158.90","38,758,437.68","53,897,937.74","76,683,773.72","21,507,169.50","43,025,235.42","64,386,568.89","88,384,377.82","26,294,067.02","48,002,432.92","71,800,833.00","95,524,318.71","27,406,424.88","54,364,323.98","81,672,573.13","114,798,626.81","29,059,928.42","60,995,774.46","92,623,527.82","122,524,305.73","28,914,021.68","61,683,348.79","97,037,732.99","130,903,121.62","37,294,337.21","71,976,218.08","116,323,121.49","144,771,190.26","40,264,932.54","70,694,257.60","106,901,937.08","169,939,388.26","39,698,857.66","85,512,256.69"
减:营业外支出,"40,000.00","150,000.00","164,661.50","227,629.70","29,360.28","662,157.64","674,397.21","1,070,162.90","2,000.00","16,918.24","51,704.41","2,297,343.88","11,212.50","86,477.36","923,336.15","2,304,350.21","5,000.00","56,738.92","610,139.95","1,049,743.68","73,503.48","75,703.41","125,729.39","549,586.41","53,874.00","97,738.64","549,580.52","2,581,571.63","1,831,290.08","2,556,284.38","2,556,284.38","5,033,579.00","344,087.35","5,350,517.19","5,530,155.90","7,261,436.49","69,023.63","395,960.31","956,317.46","3,423,497.06","91,406.39","906,396.59","906,396.59","575,218.95","95,160.64","330,789.94"
管理费用,"9,913,369.72","21,616,523.73","29,455,878.57","46,778,191.93","12,207,150.90","28,262,620.39","38,680,213.31","53,217,873.97","12,025,665.74","26,056,900.63","43,960,025.37","64,509,081.91","22,729,975.68","60,295,929.87","123,309,141.94","227,953,362.90","59,864,512.21","141,202,214.27","199,438,387.09","255,686,371.39","74,646,175.49","152,364,501.10","216,654,149.69","300,983,343.04","91,773,309.17","170,587,060.35","250,427,634.59","376,826,491.81","108,430,367.06","193,829,678.80","293,928,189.78","398,725,642.88","106,052,032.09","203,474,127.42","284,587,727.18","370,183,360.19","92,692,215.65","183,951,953.43","269,174,416.99","386,252,110.86","110,756,850.98","204,236,662.17","289,601,214.98","383,551,472.94","100,559,772.09","175,734,166.57"
其中:非流动资产处置净损失,,,,,,,,"395,556.25",,,,"2,259,061.63",,,,,,,,"931,515.35",,,,"1,995.38",,,,"2,179,876.21",,,,"4,048,317.98","303,630.57",,,"6,905,063.75",,,,"1,800,526.54",,,,,,
