科目,2013-12-31,2014-12-31,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
应付股利,,,,,,,,,,,,
存货,"24,587,287.99","25,110,259.73","23,633,105.43","28,111,191.67","32,175,560.15","33,812,535.84","38,938,495.93","50,013,523.95","40,144,024.85","46,133,589.53","40,498,555.37","172,345,132.51"
其他应付款,"200,740.31","436,783.77","500,000.00","651,175.96","6,419,000.00","6,547,064.09","7,278,000.00","6,328,222.32","2,523,475.65","4,512,768.98","40,356,840.00","114,378,737.04"
其中:消耗性生物资产,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,
其他流动资产,,,,,"253,000,000.00","215,000,000.00","243,266,432.55","224,453,796.61","85,733,395.73","116,486,593.14","137,807,809.98","153,414,936.60"
其他流动负债,,,,,,,,,,,,
流动资产合计,"151,399,727.29","189,634,009.77","210,611,456.05","213,162,216.85","465,556,288.54","459,617,654.59","452,779,506.25","450,539,869.09","429,064,415.89","437,024,134.71","443,213,255.35","937,987,824.41"
流动负债合计,"60,887,236.11","69,278,286.87","83,084,069.97","79,356,865.53","93,048,812.63","118,976,580.12","128,488,315.28","137,435,650.77","144,078,360.88","189,133,506.80","200,206,847.89","691,754,282.19"
可供出售金融资产,,,,,,,,"6,000,000.00","6,000,000.00","6,000,000.00","6,000,000.00","6,000,000.00"
长期借款,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,
应付债券,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,
预计负债,,,,,,,,,,,,
固定资产,"89,469,717.50","93,668,108.05","99,889,771.91","100,088,475.30","101,245,566.75","101,323,789.92","103,158,527.22","100,510,844.62","101,742,736.68","100,842,484.41","188,845,607.74","251,132,333.32"
递延所得税负债,,,,,,,,,,,,"4,744,318.94"
在建工程,,"65,000.00","231,800.00","530,700.00","3,104,619.35","1,821,399.41","26,664,903.61","36,988,716.35","51,191,505.98","93,409,228.92","23,169,457.78","45,415,067.37"
其他非流动负债,,,,,,,,,,,,
工程物资,,,,,,,,,,,,
非流动负债合计,"4,824,627.77","4,373,093.60","3,993,021.68","3,860,503.70","3,727,985.72","4,595,467.74","4,762,949.76","4,771,431.78","5,443,002.46","5,276,117.47","6,210,000.33","10,826,343.09"
固定资产清理,,,,,,,,,,,,
负债合计,"65,711,863.88","73,651,380.47","87,077,091.65","83,217,369.23","96,776,798.35","123,572,047.86","133,251,265.04","142,207,082.55","149,521,363.34","194,409,624.27","206,416,848.22","702,580,625.28"
生产性生物资产,,,,,,,,,,,,
实收资本(或股本),"60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","81,996,000.00","102,506,483.00"
油气资产,,,,,,,,,,,,
资本公积,"59,348,251.71","59,348,251.71","59,348,251.71","59,348,251.71","266,510,290.52","266,510,290.52","266,510,290.52","266,510,290.52","266,510,290.52","266,510,290.52","304,275,442.16","963,515,993.32"
无形资产,"25,044,739.57","24,416,236.36","27,462,346.38","27,298,471.28","27,550,401.14","27,357,919.52","27,161,953.37","27,032,912.65","26,837,343.01","26,913,148.92","28,227,842.00","59,503,164.26"
盈余公积,"9,616,168.35","15,049,232.90","20,002,842.08","20,002,842.08","22,166,333.80","22,166,333.80","24,613,914.71","24,613,914.71","26,298,483.34","26,298,483.34","27,286,726.85","27,286,726.85"
开发支出,,,,,,,,,,,,
减:库存股,,,,,,,,,,,"36,506,840.00","36,506,840.00"
商誉,,,,,,,,,,,,"568,559,303.30"
未分配利润,"78,728,216.91","106,380,230.23","119,318,532.05","125,869,163.05","139,049,541.29","104,499,193.35","115,325,716.04","120,200,027.82","104,083,727.20","112,529,853.29","114,345,445.88","120,691,709.72"
长期待摊费用,"6,294,419.32","5,397,832.09","6,105,715.76","5,927,633.01","5,403,652.83","4,846,852.14","5,400,476.67","4,832,904.42","4,336,261.50","3,800,213.82","3,085,188.36","4,186,276.73"
少数股东权益,,,,,,,,,,,,"9,229,218.12"
递延所得税资产,"1,195,897.17","1,247,909.04","1,445,627.39","1,430,129.63","1,642,435.35","1,780,249.95","1,799,975.75","1,880,344.14","2,943,645.71","2,769,907.64","2,754,911.88","5,273,523.72"
外币报表折算价差,,,,,,,,,,,,
其他非流动资产,,,,,,,"2,735,843.44","5,745,724.33","4,297,955.63","8,989,133.00","2,517,360.00","11,246,423.18"
非正常经营项目收益调整,,,,,,,,,,,,
非流动资产合计,"122,004,773.56","124,795,085.54","135,135,261.44","135,275,409.22","138,946,675.42","137,130,210.94","166,921,680.06","182,991,446.51","197,349,448.51","242,724,116.71","254,600,367.76","951,316,091.88"
所有者权益(或股东权益)合计,"207,692,636.97","240,777,714.84","258,669,625.84","265,220,256.84","507,726,165.61","473,175,817.67","486,449,921.27","491,324,233.05","476,892,501.06","485,338,627.15","491,396,774.89","1,186,723,291.01"
资产总计,"273,404,500.85","314,429,095.31","345,746,717.49","348,437,626.07","604,502,963.96","596,747,865.53","619,701,186.31","633,531,315.60","626,413,864.40","679,748,251.42","697,813,623.11","1,889,303,916.29"
负债和所有者(或股东权益)合计,"273,404,500.85","314,429,095.31","345,746,717.49","348,437,626.07","604,502,963.96","596,747,865.53","619,701,186.31","633,531,315.60","626,413,864.40","679,748,251.42","697,813,623.11","1,889,303,916.29"
