科目,2007年1-3月,2007年1-6月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
销售商品、提供劳务收到的现金,"40,188,240,371.54","74,833,146,000.00","174,645,558,000.00","50,002,620,337.70","102,293,521,000.00","160,778,170,000.00","235,997,794,000.00","76,440,192,000.00","143,167,521,000.00","229,000,498,000.00","346,044,360,000.00","92,050,720,000.00","186,180,170,000.00","301,541,012,000.00","448,382,401,000.00","106,447,330,000.00","205,857,701,000.00","313,418,115,000.00","439,030,425,000.00","100,639,128,000.00","202,050,976,000.00","328,317,203,000.00","481,567,396,000.00","118,098,100,000.00","247,640,053,000.00","366,660,814,000.00","554,542,522,000.00","136,589,108,000.00","275,015,612,000.00","428,708,203,000.00","585,800,781,000.00","146,059,621,000.00","260,833,843,000.00","421,708,818,000.00","612,614,238,000.00","155,417,691,000.00","269,708,875,000.00","444,337,193,000.00","663,818,799,000.00","161,738,456,000.00","299,950,750,000.00","468,742,587,000.00"
取得子公司及其他营业单位支付的现金净额,"237,776,100.00","285,691,000.00","656,395,000.00","101,500,000.00","37,211,000.00",,"613,044,000.00",,,,"314,826,000.00",,"578,475,000.00","1,141,291,000.00","1,855,950,000.00",,"426,970,000.00","865,281,000.00","953,096,000.00",,"265,214,000.00","265,214,000.00","285,703,000.00",,"61,725,000.00","61,725,000.00","473,000,000.00",,"2,146,000.00","7,855,000.00","1,871,667,000.00","267,371,000.00","112,757,000.00","112,757,000.00","1,550,412,000.00","10,000,000.00","659,000.00","659,000.00","390,000.00","2,710,000.00","3,475,984,000.00","3,987,458,000.00"
收到的税费返还,"6,730,440.54",,"64,225,000.00","20,518,898.13","65,991,000.00","65,991,000.00","81,796,000.00","20,630,000.00","58,050,000.00","58,050,000.00","97,724,000.00","58,050,000.00","43,391,000.00","90,615,000.00","110,318,000.00","36,813,000.00","75,442,000.00","173,576,000.00","180,092,000.00","24,691,000.00","77,001,000.00","170,673,000.00","221,063,000.00","39,512,000.00","170,763,000.00","239,001,000.00","230,621,000.00","123,441,000.00","179,273,000.00","252,326,000.00","430,205,000.00","101,239,000.00","205,043,000.00","320,765,000.00","354,497,000.00","73,866,000.00","151,595,000.00","261,646,000.00","355,484,000.00","40,647,000.00","40,431,000.00","92,784,000.00"
支付其他与投资活动有关的现金,"401,944,565.70",,,"581,187,629.40",,,,,,,,,,,,,,,,,,,,,,,,,,,"868,136,000.00",,,,,,"90,063,000.00","90,063,000.00",,,"4,072,074,000.00","4,187,451,000.00"
收到其他与经营活动有关的现金,"7,071,270,976.94","1,199,696,000.00","3,264,513,000.00","19,204,537,024.61","1,105,900,000.00","1,950,212,000.00","1,904,521,000.00","2,552,469,000.00","1,411,029,000.00","190,322,000.00","2,257,897,000.00","4,132,512,000.00","1,505,207,000.00","1,420,917,000.00","2,885,778,000.00","1,549,984,000.00","2,533,398,000.00","2,800,577,000.00","3,180,175,000.00","1,559,283,000.00","2,410,231,000.00","3,364,422,000.00","5,132,150,000.00","2,324,375,000.00","3,861,267,000.00","5,779,607,000.00","6,331,400,000.00","2,435,944,000.00","5,110,210,000.00","6,511,993,000.00","9,478,176,000.00","5,336,670,000.00","5,916,646,000.00","21,100,154,000.00","4,594,715,000.00","4,649,822,000.00","3,616,956,000.00","5,743,114,000.00","10,434,395,000.00","4,985,290,000.00","800,045,000.00","446,676,000.00"
投资活动现金流出小计,"2,997,104,377.53","9,430,213,000.00","18,661,098,000.00","4,589,304,188.08","8,217,004,000.00","15,992,350,000.00","23,453,362,000.00","3,316,498,000.00","7,858,299,000.00","13,106,191,000.00","20,754,400,000.00","6,634,332,000.00","8,959,533,000.00","13,175,797,000.00","22,265,729,000.00","4,272,114,000.00","9,494,108,000.00","14,347,828,000.00","15,223,602,000.00","3,591,192,000.00","9,215,129,000.00","13,394,208,000.00","20,547,486,000.00","4,971,463,000.00","12,872,957,000.00","18,439,215,000.00","28,257,624,000.00","8,097,312,000.00","19,994,529,000.00","24,562,859,000.00","33,885,495,000.00","6,447,060,000.00","12,341,919,000.00","15,952,915,000.00","39,937,128,000.00","8,673,603,000.00","15,958,332,000.00","18,719,479,000.00","42,772,153,000.00","8,740,839,000.00","26,309,773,000.00","31,381,044,000.00"
经营活动现金流入小计,"47,266,241,789.02","76,032,842,000.00","177,974,296,000.00","69,227,676,260.44","103,465,412,000.00","162,794,373,000.00","237,984,111,000.00","79,013,291,000.00","144,636,600,000.00","229,248,870,000.00","348,399,981,000.00","96,241,282,000.00","187,728,768,000.00","303,052,544,000.00","451,378,497,000.00","108,034,127,000.00","208,466,541,000.00","316,392,268,000.00","442,390,692,000.00","102,223,102,000.00","204,538,208,000.00","331,852,298,000.00","486,920,609,000.00","120,461,987,000.00","251,672,083,000.00","372,679,422,000.00","561,104,543,000.00","139,148,493,000.00","280,305,095,000.00","435,472,522,000.00","595,709,162,000.00","151,497,530,000.00","266,955,532,000.00","445,598,593,000.00","621,408,101,000.00","160,892,240,000.00","274,471,150,000.00","452,573,814,000.00","677,350,203,000.00","167,566,820,000.00","302,659,128,000.00","471,460,348,000.00"
投资活动产生的现金流量净额,"-2,623,456,539.23","-7,279,584,000.00","-15,586,867,000.00","-4,017,780,424.54","-6,672,250,000.00","-14,168,555,000.00","-20,182,599,000.00","-2,797,015,000.00","-7,059,936,000.00","-12,143,599,000.00","-16,385,346,000.00","-5,947,186,000.00","-7,026,717,000.00","-10,347,471,000.00","-16,357,372,000.00","-3,885,604,000.00","-6,633,363,000.00","-11,088,093,000.00","-11,711,689,000.00","-3,266,133,000.00","-5,441,837,000.00","-8,293,058,000.00","-11,975,590,000.00","-3,629,584,000.00","-6,816,521,000.00","-11,942,399,000.00","-12,163,433,000.00","-6,997,902,000.00","-7,802,773,000.00","-6,080,494,000.00","-12,334,241,000.00","-5,077,884,000.00","-2,374,305,000.00","-2,687,613,000.00","-15,554,784,000.00","-5,688,458,000.00","-5,696,313,000.00","-2,667,236,000.00","-17,477,084,000.00","-4,294,919,000.00","-7,846,659,000.00","-11,127,719,000.00"
购买商品、接受劳务支付的现金,"36,197,869,715.57","66,384,933,000.00","151,280,602,000.00","45,660,952,154.53","91,354,438,000.00","151,979,029,000.00","206,930,460,000.00","63,143,931,000.00","119,944,038,000.00","199,030,430,000.00","286,338,410,000.00","82,313,647,000.00","162,584,537,000.00","262,176,902,000.00","397,064,891,000.00","94,518,312,000.00","194,239,614,000.00","301,225,336,000.00","398,600,642,000.00","96,748,655,000.00","186,115,004,000.00","298,860,611,000.00","422,689,811,000.00","110,160,540,000.00","221,260,732,000.00","323,110,839,000.00","479,878,894,000.00","129,593,521,000.00","243,008,044,000.00","377,690,844,000.00","486,535,102,000.00","138,217,514,000.00","239,415,714,000.00","398,755,257,000.00","494,397,971,000.00","143,381,139,000.00","226,911,025,000.00","388,498,624,000.00","521,342,966,000.00","162,308,061,000.00","273,582,079,000.00","411,337,819,000.00"
吸收投资收到的现金,"1,778,293,018.00","1,139,778,000.00","47,990,902,000.00","2,239,842,475.50","667,481,000.00","1,070,751,000.00","1,118,834,000.00","1,507,616,000.00","3,065,597,000.00","1,004,795,000.00","276,207,000.00","404,795,000.00","338,916,000.00","404,795,000.00","748,764,000.00","29,250,000.00","166,526,000.00","273,377,000.00","195,350,000.00","8,400,000.00","169,330,000.00","217,420,000.00","610,102,000.00","3,800,000.00","296,700,000.00","510,825,000.00","446,855,000.00","212,260,000.00","292,417,000.00","308,126,000.00","3,919,355,000.00","4,200,436,000.00","9,049,068,000.00","21,002,409,000.00","20,926,880,000.00","275,000,000.00","228,625,000.00","228,625,000.00","289,449,000.00","6,021,758,000.00","7,226,284,000.00","7,226,284,000.00"
