科目,2009年度,2010年度,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"306,298,046.84","413,075,208.01","394,286,961.89","46,740,595.87","125,158,983.47","206,116,618.30","292,155,424.45","69,569,665.43","162,830,627.65","270,042,609.57","357,736,615.52","88,594,208.59","192,491,700.53","292,371,900.06","396,486,404.82","98,753,172.25","220,767,264.17","331,224,923.64","443,400,691.55","116,906,761.73","258,159,688.92","386,805,864.97","550,469,494.46","167,601,025.49","343,643,276.98","531,161,225.46","714,229,709.20","208,078,999.71"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,"2,429,976.31","22,595,819.20","15,984,461.23","4,241,343.31","5,249,313.03","12,529,718.69","15,731,647.07","723,619.36","2,330,670.26","7,094,534.05","12,190,237.61","1,563,620.56","4,852,050.74","9,514,550.76","11,901,310.93","1,390,152.20","2,248,051.50","3,772,505.00","9,439,041.75","7,291,801.74","8,930,406.83","16,884,190.78","20,794,562.46","1,156,168.16","5,435,465.33","20,101,635.18","24,012,293.80","6,585,545.57"
支付其他与投资活动有关的现金,,,,,"315,520,000.00","340,520,000.00","333,520,000.00",,"9,980,000.00","9,980,000.00","250,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","85,000,000.00","116,800,000.00","332,100,000.00","352,900,000.00","753,457,000.00","383,500,000.00","343,040,000.00","401,800,000.00","1,132,750,000.00","230,170,000.00","495,300,000.00","798,520,000.00","1,306,380,000.00","203,200,000.00"
收到其他与经营活动有关的现金,"6,384,579.02","2,336,586.84","6,756,988.68","529,359.88","2,507,947.92","4,573,206.22","7,143,649.37","1,471,235.98","5,647,348.65","10,359,765.00","14,040,355.92","1,945,273.95","8,466,015.60","14,818,339.59","8,458,343.18","2,146,703.53","11,142,131.46","14,861,736.91","12,248,794.43","502,705.94","2,313,127.30","15,977,124.64","28,572,634.43","8,902,905.34","12,462,364.73","14,997,045.66","22,685,552.85","1,154,043.11"
投资活动现金流出小计,"2,374,010.57","5,393,295.00","4,129,008.86","299,705.85","317,787,287.19","343,174,574.15","340,702,363.24","1,579,137.73","16,564,676.27","17,499,852.58","263,466,530.04","5,605,493.64","9,902,651.50","12,477,502.24","93,708,079.81","117,767,245.21","334,453,378.10","355,356,412.30","762,719,868.88","384,584,131.31","345,575,710.09","404,685,920.92","1,136,086,893.79","233,593,579.66","500,202,834.49","805,168,527.13","1,314,577,375.26","208,055,715.44"
经营活动现金流入小计,"315,112,602.17","438,007,614.05","417,028,411.80","51,511,299.06","132,916,244.42","223,219,543.21","315,030,720.89","71,764,520.77","170,808,646.56","287,496,908.62","383,967,209.05","92,103,103.10","205,809,766.87","316,704,790.41","416,846,058.93","102,290,027.98","234,157,447.13","349,859,165.55","465,088,527.73","124,701,269.41","269,403,223.05","419,667,180.39","599,836,691.35","177,660,098.99","361,541,107.04","566,259,906.30","760,927,555.85","215,818,588.39"
投资活动产生的现金流量净额,"-2,374,010.57","-5,393,295.00","-4,129,008.86","-299,185.85","-317,786,767.19","-343,174,054.15","-340,152,077.86","17,678,712.27","12,545,493.73","62,039,317.42","56,267,797.66","12,394,506.36","14,811,348.50","12,236,497.76","57,730,804.45","-102,483,341.55","-164,861,564.64","-155,973,414.97","-182,330,469.22","-8,826,669.02","-25,026,902.59","2,557,359.01","-17,677,552.36","-5,011,592.69","34,215,852.62","77,896,219.43","-2,901,649.72","20,332,690.16"
购买商品、接受劳务支付的现金,"171,441,577.29","274,774,141.03","270,486,681.35","56,222,094.05","96,905,868.97","156,208,706.88","198,730,693.93","48,573,888.18","98,997,622.61","181,337,323.09","254,564,934.11","61,654,592.39","131,257,158.42","201,256,363.12","261,844,390.90","70,291,927.73","141,262,780.55","215,822,431.36","297,720,154.00","79,746,538.66","170,763,391.01","255,010,841.40","367,059,880.23","70,868,655.14","165,877,599.96","285,653,879.60","413,118,195.96","164,438,051.27"
吸收投资收到的现金,,,,,"377,670,044.48","377,670,044.48","370,670,643.82",,,,,,,,,,,,"31,169,593.80",,,,"17,958,348.00",,,,"15,913,874.00",
