科目,2008-12-31,2009-12-31,2010-12-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"31,962,367.77","58,538,036.61","74,680,787.82","47,412,296.90","370,152,817.20","405,928,774.87","369,579,314.25","363,787,034.67","333,803,247.18","412,384,289.19","370,419,813.35","358,104,828.02","350,883,335.77","458,093,549.42","422,921,577.64","385,495,682.12","240,769,768.96","362,841,821.05","157,401,594.62","92,061,132.18","105,077,235.96","226,749,334.75","772,794,591.49","497,239,874.12","320,317,717.69","599,709,145.38","520,572,330.30","334,992,170.02","277,023,950.74","482,046,347.58","169,922,527.92"
短期借款,,,,,,,,,,,,,,,,,"2,000,000.00","3,000,000.00","1,010,000.00","10,000.00","150,010,000.00","150,010,000.00","220,010,000.00","270,000,000.00","240,000,000.00","240,000,000.00","130,000,000.00","130,000,000.00","250,000,000.00","190,000,000.00","160,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,"200,000.00","851,900.00","105,000.00","173,200.00","1,231,400.00","1,058,200.00","736,000.00","736,000.00","3,783,672.00","1,332,000.00","500,000.00","480,000.00","205,584.00","930,584.00","825,000.00","475,000.00","6,495,000.00","6,030,816.00","2,200,000.00","1,155,240.00","5,251,500.00","4,568,350.00","3,707,250.00","4,367,250.00","3,430,000.00","1,943,000.00","900,000.00","4,853,600.00","10,336,000.00","6,226,000.00"
应付票据,"7,438,650.00",,"789,999.99",,,"5,322,172.00","5,322,172.00",,,,,,,"3,222,129.75","1,841,217.00",,,,,,"130,200.00","8,420,695.00","7,919,850.00","313,200.00","1,180,000.00","3,608,469.00",,,"913,963.00","1,455,000.00","2,279,000.00"
应收账款,"26,172,492.24","25,466,910.13","27,364,345.83","62,915,811.23","81,370,150.66","61,186,224.44","80,153,653.32","89,089,654.67","146,303,412.03","104,728,958.56","118,638,193.35","153,563,371.16","189,468,389.57","180,764,331.34","187,773,154.18","257,720,711.99","392,213,599.14","374,741,982.99","384,360,291.45","470,025,442.61","545,211,036.40","555,155,281.61","600,282,832.25","660,161,387.90","759,627,567.13","718,377,078.94","804,386,851.30","843,409,124.69","952,079,948.08","955,018,770.10","1,015,981,607.26"
应付账款,"3,697,086.91","4,804,771.04","2,695,430.68","9,491,740.71","9,793,324.38","9,869,479.45","533,707.89","12,359,768.46","17,189,615.67","26,769,256.06","21,906,396.24","18,658,779.72","17,633,663.08","33,103,602.60","34,980,771.47","29,133,456.06","83,348,924.23","81,812,518.73","71,642,821.49","83,364,983.85","101,619,613.93","109,397,080.03","87,662,222.96","95,147,251.24","134,620,469.57","164,659,653.40","145,918,714.05","131,248,939.98","176,344,050.04","205,309,877.61","145,138,536.48"
预付款项,"4,234,778.24","1,460,050.13","2,634,321.02","12,213,987.09","16,429,979.56","2,822,637.79","3,527,963.57","1,127,217.08","6,916,114.73","3,150,448.05","3,497,607.10","2,153,397.99","4,544,124.58","2,218,112.24","1,914,324.55","1,499,896.49","4,229,673.53","7,645,243.74","10,015,711.48","7,373,474.71","10,013,728.55","9,286,637.18","16,289,659.29","24,413,152.90","22,719,617.13","13,740,132.78","19,796,138.56","39,935,079.77","39,691,140.01","22,467,988.38","32,640,658.77"
预收款项,"5,385,688.00","5,603,793.00","10,731,915.48","9,757,532.29","13,308,752.50","14,298,495.54","19,067,642.31","24,065,451.18","27,637,615.76","42,608,828.32","47,113,954.35","41,873,852.13","27,786,829.62","34,408,759.33","31,948,420.61","42,327,768.24","37,919,959.70","55,631,813.13","53,262,735.10","39,166,826.71","38,670,061.76","63,826,373.17","62,545,601.53","59,694,408.44","65,558,605.74","77,147,919.84","69,072,147.70","74,086,189.29","77,304,875.92","96,308,675.43","89,781,457.26"
其他应收款,"8,383,354.90","2,522,507.43","6,904,544.82","11,191,068.88","17,959,665.65","21,464,427.34","29,655,895.19","34,629,192.11","31,353,184.29","33,801,729.24","34,839,169.79","24,121,650.11","28,413,525.39","29,272,098.64","32,246,278.40","32,416,119.81","65,666,181.29","53,889,065.77","60,225,769.84","62,044,914.28","87,224,498.17","70,227,901.36","84,527,912.10","100,711,108.61","116,627,585.94","86,651,843.86","102,311,771.65","138,122,306.47","142,223,707.90","124,253,787.11","224,045,932.24"
