科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
销售商品、提供劳务收到的现金,"114,398,136.20","139,746,330.42","163,567,844.36","55,837,153.60","104,128,248.95","155,116,765.27","213,893,292.89","61,509,341.34","167,576,104.07","292,726,527.42","392,596,450.89","107,924,177.56","229,619,356.46","291,961,885.95","365,623,478.70","26,623,893.15","104,067,410.23","199,683,074.27","291,786,953.77","39,474,710.34","115,443,627.73","312,619,200.75","504,941,134.89","102,129,455.00","269,863,810.95","422,045,979.88","563,158,349.49","146,800,988.85","478,550,431.24","688,264,757.00","815,876,847.43","110,248,926.99","373,241,889.16","562,254,378.92"
取得子公司及其他营业单位支付的现金净额,,"486,549.84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,,"19,595.05",,,,,,,,,,,,,,"143,612.21","216,716.66","227,251.99","383,379.85","123,551.35","448,139.19","634,093.14","850,705.10","10,737.40","350,777.35","350,777.35","1,442,670.49","875,812.57","1,409,219.51","2,082,925.74","2,082,925.74","4,099.33","1,128,363.56","1,128,363.56"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,"3,711,698.72",,,,,,,,"907,000,000.00","2,502,751,750.94","2,693,251,880.85","2,355,755,717.44"
收到其他与经营活动有关的现金,"4,357,874.36","4,708,145.05","4,107,647.43","69,643.61","1,439,785.46","6,249,359.70","10,866,765.98","984,911.88","7,957,631.36","13,132,075.58","21,649,345.70","1,457,080.85","8,534,945.49","10,031,299.03","12,633,155.27","31,892,380.65","34,109,125.83","39,044,504.79","40,756,308.47","20,370,379.30","2,438,849.43","42,413,211.99","14,142,847.35","21,873,087.41","28,295,870.44","52,248,708.89","44,938,102.84","11,938,600.80","23,338,146.77","39,286,218.20","46,160,881.26","26,946,334.64","20,949,971.38","28,245,261.88"
投资活动现金流出小计,"55,118,933.36","106,591,908.71","101,593,419.56","5,008,590.22","64,404,335.02","133,653,079.48","214,797,806.91","65,808,200.52","160,714,512.28","316,668,498.88","485,029,228.84","143,870,732.58","233,713,855.12","380,392,526.11","470,903,350.77","83,915,733.23","153,901,527.63","189,205,898.83","280,460,155.92","41,349,541.47","78,014,493.30","147,190,150.46","209,757,034.23","135,910,730.60","293,277,190.09","376,070,060.47","480,315,218.52","169,618,989.12","312,208,874.70","571,306,196.51","1,606,503,253.00","2,531,722,675.52","2,756,355,958.39","2,566,861,633.20"
经营活动现金流入小计,"118,756,010.56","144,474,070.52","167,675,491.79","55,906,797.21","105,568,034.41","161,366,124.97","224,760,058.87","62,494,253.22","175,533,735.43","305,858,603.00","414,245,796.59","109,381,258.41","238,154,301.95","301,993,184.98","378,256,633.97","58,659,886.01","138,393,252.72","238,954,831.05","332,926,642.09","59,968,640.99","118,330,616.35","355,666,505.88","519,934,687.34","124,013,279.81","298,510,458.74","474,645,466.12","609,539,122.82","159,615,402.22","503,297,797.52","729,633,900.94","864,120,654.43","137,199,360.96","395,320,224.10","591,628,004.36"
投资活动产生的现金流量净额,"-55,118,933.36","-106,591,908.71","-101,593,419.56","-5,008,590.22","-64,404,335.02","-133,653,079.48","-214,797,806.91","-65,808,200.52","-160,714,512.28","-316,668,498.88","-485,029,228.84","-143,870,732.58","-233,713,855.12","-380,392,526.11","-470,778,806.94","-83,915,733.23","-153,901,527.63","-189,205,898.83","-280,460,155.92","-41,149,541.47","-77,796,493.30","-146,972,150.46","-209,539,034.23","-135,910,730.60","-224,427,190.09","-307,220,060.47","-411,465,218.52","-169,618,989.12","-312,208,874.70","-571,057,546.51","-1,605,608,203.50","-2,524,896,400.17","-2,722,257,078.36","-2,509,536,337.18"
购买商品、接受劳务支付的现金,"41,017,785.05","67,843,203.18","52,033,220.58","7,535,386.62","30,108,838.68","52,245,345.84","80,393,634.78","31,628,171.68","74,351,186.21","130,339,884.81","185,973,896.56","29,029,557.49","74,422,635.34","134,513,815.85","155,663,883.63","35,070,752.73","74,433,080.22","125,340,926.43","171,122,620.28","19,583,343.74","73,812,223.41","159,925,486.22","248,380,530.56","48,252,053.85","123,526,863.96","211,060,962.76","269,456,265.97","92,581,434.99","411,812,642.67","495,442,101.96","653,281,766.50","72,998,475.84","221,406,330.11","426,242,544.81"
吸收投资收到的现金,,"101,162,596.07",,"754,448,800.00","754,448,800.00","754,448,800.00","754,448,800.00",,,,,,,,"5,000,000.00",,,,,,,,,,"399,299,994.68","399,299,994.68","399,299,994.68",,"1,000,000.00","1,000,000.00","4,571,999,992.70",,,
支付给职工以及为职工支付的现金,"6,948,124.07","11,608,924.14","19,464,710.09","9,658,490.69","16,315,743.64","23,623,128.20","33,607,003.00","10,175,682.95","18,604,888.18","27,767,686.48","40,476,572.94","11,652,469.85","27,810,025.46","44,427,007.40","64,475,488.63","21,224,455.12","39,665,260.56","60,549,851.78","84,370,295.04","21,206,338.89","42,367,558.89","65,719,297.30","89,739,976.86","22,235,465.83","43,516,204.25","72,506,079.54","90,536,678.63","21,300,801.17","45,849,379.62","70,283,058.67","92,720,177.29","17,542,425.93","38,391,954.60","58,872,617.76"
取得借款收到的现金,,"70,000,000.00",,,,,,,"27,000,000.00","147,000,000.00","207,000,000.00","20,000,000.00","247,000,000.00","437,000,000.00","497,000,000.00","131,310,480.00","379,542,960.00","495,564,600.00","901,638,600.00","175,000,000.00","490,140,480.00","718,640,480.00","1,065,278,560.00","348,500,000.00","705,129,440.00","949,679,440.00","1,114,449,286.00","361,550,000.00","745,615,747.00","1,394,615,747.00","1,456,865,747.00","223,550,000.00","530,200,000.00","820,200,000.00"
支付的各项税费,"13,343,588.75","29,344,462.79","29,512,272.97","5,107,110.69","13,350,210.02","20,137,926.76","25,438,709.46","2,847,765.63","14,584,996.83","27,005,923.35","45,586,865.18","7,783,849.92","22,942,544.46","35,837,810.04","52,923,626.41","10,731,398.60","20,411,454.27","31,840,698.82","41,534,425.89","7,600,596.26","20,164,849.96","33,196,556.73","43,034,705.02","11,328,779.00","23,555,502.77","41,903,986.11","52,131,375.69","18,197,674.61","36,970,021.97","54,660,626.03","67,664,390.88","15,422,584.99","40,511,517.78","64,552,190.94"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,"32,500,000.00",,,,,"109,700,000.00","609,700,000.00","609,700,000.00","609,700,000.00",,"63,000,000.00","63,000,000.00"
支付其他与经营活动有关的现金,"4,385,292.16","5,709,457.23","10,105,426.99","1,178,084.53","3,133,651.73","3,920,420.37","7,793,803.17","1,563,471.46","3,998,242.76","16,538,859.33","11,213,958.73","6,703,370.27","5,957,055.20","9,263,243.01","10,052,967.62","15,182,857.35","7,069,781.57","11,415,741.93","16,657,791.78","4,682,638.65","8,686,921.41","15,972,786.57","16,393,304.44","8,727,047.13","21,696,473.23","40,737,394.17","40,787,110.20","9,023,217.54","25,826,482.53","37,627,103.67","12,989,293.70","40,285,428.78","42,443,922.72","49,926,725.21"
筹资活动现金流入小计,,"171,162,596.07",,"754,448,800.00","754,448,800.00","754,448,800.00","754,448,800.00",,"27,000,000.00","147,000,000.00","207,000,000.00","20,000,000.00","247,000,000.00","437,000,000.00","502,000,000.00","131,310,480.00","379,542,960.00","495,564,600.00","901,638,600.00","175,000,000.00","490,140,480.00","718,640,480.00","1,097,778,560.00","348,500,000.00","1,104,429,434.68","1,348,979,434.68","1,513,749,280.68","471,250,000.00","1,356,315,747.00","2,005,315,747.00","6,638,565,739.70","223,550,000.00","593,200,000.00","883,200,000.00"
经营活动现金流出小计,"65,694,790.03","114,506,047.34","111,115,630.63","23,479,072.53","62,908,444.07","99,926,821.17","147,233,150.41","46,215,091.72","111,539,313.98","201,652,353.97","283,251,293.41","55,169,247.53","131,132,260.46","224,041,876.30","283,115,966.29","82,209,463.80","141,579,576.62","229,147,218.96","313,685,132.99","53,072,917.54","145,031,553.67","274,814,126.82","397,548,516.88","90,543,345.81","212,295,044.21","366,208,422.58","452,911,430.49","141,103,128.31","520,458,526.79","658,012,890.33","826,655,628.37","146,248,915.54","342,753,725.21","599,594,078.72"
偿还债务支付的现金,,,,,"70,000,000.00","70,000,000.00","70,000,000.00",,,,,,"77,000,000.00","147,000,000.00","207,000,000.00","40,000,000.00","237,000,000.00","318,119,140.00","590,867,620.00","164,000,000.00","397,605,000.00","628,707,300.00","949,445,380.00","226,650,000.00","529,279,440.00","999,429,440.00","1,158,000,800.00","303,200,000.00","734,283,600.00","938,983,600.00","1,210,758,916.00","242,250,000.00","566,731,950.00","730,512,638.69"
经营活动产生的现金流量净额,"53,061,220.53","29,968,023.18","56,559,861.16","32,427,724.68","42,659,590.34","61,439,303.80","77,526,908.46","16,279,161.50","63,994,421.45","104,206,249.03","130,994,503.18","54,212,010.88","107,022,041.49","77,951,308.68","95,140,667.68","-23,549,577.79","-3,186,323.90","9,807,612.09","19,241,509.10","6,895,723.45","-26,700,937.32","80,852,379.06","122,386,170.46","33,469,934.00","86,215,414.53","108,437,043.54","156,627,692.33","18,512,273.91","-17,160,729.27","71,621,010.61","37,465,026.06","-9,049,554.58","52,566,498.89","-7,966,074.36"
分配股利、利润或偿还利息支付的现金,,,"3,748,500.00","945,000.00","1,984,500.00","1,984,500.00","1,984,500.00",,"30,405,205.75","32,306,857.02","35,207,415.69","3,559,401.32","38,445,198.05","45,641,579.34","53,660,122.67","8,361,399.19","42,109,981.47","52,393,306.75","63,368,087.76","11,786,665.63","35,184,756.71","51,033,568.36","66,378,057.40","17,555,373.20","43,097,860.56","57,609,619.97","69,896,629.22","10,823,636.95","34,036,762.78","46,329,076.12","65,671,702.14","13,897,369.44","28,620,197.24","55,974,785.34"
收回投资收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,"68,850,000.00","68,850,000.00","68,850,000.00",,,,,,,
支付其他与筹资活动有关的现金,,,,"979,400.00","7,236,010.00","7,309,572.57","7,309,572.57",,,,,,,,,,,,"32,500,000.00",,,,"6,000,000.00",,"1,282,175.57","1,980,835.15","1,980,835.15","1,440,000.00","80,817,773.53","154,760,128.35","286,536,441.92","65,270,754.82","174,093,859.64","239,482,064.46"
取得投资收益收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"433,517.85","6,742,775.35","34,013,463.03","56,871,419.21"
筹资活动现金流出小计,,,"3,748,500.00","1,924,400.00","79,220,510.00","79,294,072.57","79,294,072.57",,"30,405,205.75","32,306,857.02","35,207,415.69","3,559,401.32","115,445,198.05","192,641,579.34","260,660,122.67","48,361,399.19","279,109,981.47","370,512,446.75","686,735,707.76","175,786,665.63","432,789,756.71","679,740,868.36","1,021,823,437.40","244,205,373.20","573,659,476.13","1,059,019,895.12","1,229,878,264.37","315,463,636.95","849,138,136.31","1,140,072,804.47","1,562,967,060.06","321,418,124.26","769,446,006.88","1,025,969,488.49"
处置固定资产、无形资产和其他长期资产收回的现金净额,,,,,,,,,,,,,,,,,,,,"200,000.00","218,000.00","218,000.00","218,000.00",,,,,,,"248,650.00","461,531.65","83,500.00","85,417.00","453,876.81"
筹资活动产生的现金流量净额,,"171,162,596.07","-3,748,500.00","752,524,400.00","675,228,290.00","675,154,727.43","675,154,727.43",,"-3,405,205.75","114,693,142.98","171,792,584.31","16,440,598.68","131,554,801.95","244,358,420.66","241,339,877.33","82,949,080.81","100,432,978.53","125,052,153.25","214,902,892.24","-786,665.63","57,350,723.29","38,899,611.64","75,955,122.60","104,294,626.80","530,769,958.55","289,959,539.56","283,871,016.31","155,786,363.05","507,177,610.69","865,242,942.53","5,075,598,679.64","-97,868,124.26","-176,246,006.88","-142,769,488.49"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,-359.60,,,,,,"-7,372.74","-3,799.08","42,308.06","-7,799.86","-15,103.15","28,671.46","81,251.98","-17,372.37","-285,785.91","-319,785.14","-431,188.37","22,763.96","-48,542.53","7,625.14","-81,874.61","-9,346.17","-27,904.49","-28,099.73","-67,532.96","1,902.08","-120,746.19","-121,295.43"
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,"124,543.83",,,,,,,,,,,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,,,,,,,,,,,,,,,"124,543.83",,,,,"200,000.00","218,000.00","218,000.00","218,000.00",,"68,850,000.00","68,850,000.00","68,850,000.00",,,"248,650.00","895,049.50","6,826,275.35","34,098,880.03","57,325,296.02"
五、现金及现金等价物净增加额,"-2,057,712.83","94,538,710.54","-48,782,058.40","779,943,534.46","653,483,545.32","602,940,951.75","537,883,469.38","-49,529,039.02","-100,125,296.58","-97,769,106.87","-182,242,141.35","-73,218,123.02","4,855,615.58","-58,086,595.85","-134,255,953.87","-24,524,030.07","-56,669,976.15","-54,317,462.03","-46,234,502.60","-35,057,856.02","-47,432,493.24","-27,539,944.90","-11,628,929.54","1,876,594.16","392,509,640.46","91,184,147.77","28,951,615.51","4,670,301.67","177,780,102.23","365,778,306.90","3,507,387,969.24","-2,631,812,176.93","-2,846,057,332.54","-2,660,393,195.46"
购建固定资产、无形资产和其他长期资产支付的现金,"55,118,933.36","106,105,358.87","101,593,419.56","5,008,590.22","64,404,335.02","133,653,079.48","214,797,806.91","65,808,200.52","160,714,512.28","316,668,498.88","485,029,228.84","143,870,732.58","233,713,855.12","378,464,526.11","468,975,350.77","83,915,733.23","153,901,527.63","189,205,898.83","280,460,155.92","41,349,541.47","78,014,493.30","147,190,150.46","206,045,335.51","135,910,730.60","293,277,190.09","376,070,060.47","480,315,218.52","169,618,989.12","312,208,874.70","571,306,196.51","679,503,253.00","28,970,924.58","63,104,077.54","211,105,915.76"
期初现金及现金等价物余额,"4,544,464.41","2,486,751.58","97,025,462.12","48,243,403.72","48,243,403.72","48,243,403.72","48,243,403.72","586,126,873.10","586,126,873.10","586,126,873.10","586,126,873.10","403,884,731.75","403,884,731.75","403,884,731.75","403,884,731.75","269,628,777.88","269,628,777.88","269,628,777.88","269,628,777.88","223,394,275.28","223,394,275.28","223,394,275.28","223,394,275.28","211,765,345.74","211,765,345.74","211,765,345.74","211,765,345.74","240,716,961.25","240,716,961.25","240,716,961.25","240,716,961.25","3,744,863,049.64","3,748,104,930.49","3,748,104,930.49"
投资支付的现金,,,,,,,,,,,,,,"1,928,000.00","1,928,000.00",,,,,,,,,,,,,,,,"20,000,000.00",,,
