科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"440,706,739.10","440,894,294.37","476,720,792.36","414,164,235.70","512,556,723.15","585,792,980.93","629,011,204.76","609,605,573.31","652,486,209.35","664,838,920.69","559,001,949.09","549,074,409.21","496,089,534.59","658,760,517.75","697,498,742.66","757,555,245.06","698,665,759.94","762,076,048.42","581,276,847.12","616,692,362.37","592,680,374.60","700,624,394.28","623,428,259.22","704,982,041.27","712,540,899.08","722,789,570.91","781,571,475.66","858,812,218.97","816,209,224.53","805,336,098.72","858,491,457.12","872,882,908.39","870,152,854.22","911,889,787.08","872,991,244.34","863,229,824.41","787,293,485.96","830,040,006.82","719,912,594.18","671,361,615.79","697,509,119.30","780,057,950.01","839,732,411.72"
短期借款,"38,000,000.00","35,000,000.00","25,000,000.00",,,"30,000,000.00","30,000,000.00","25,000,000.00","20,000,000.00",,,,,,,"130,000,000.00","130,000,000.00","130,000,000.00",,"33,667,900.00","33,667,900.00","33,667,900.00","33,667,900.00","44,887,691.00","24,448,086.00","33,807,067.00","30,888,114.00","28,541,579.71","53,787,932.00","58,815,112.00","54,354,851.95","60,148,164.05","64,493,115.10","63,214,238.00","57,577,402.00","57,679,751.39","65,759,682.00","71,471,061.00","72,184,592.00","34,353,851.00","50,929,893.00","46,180,171.00","49,188,942.25"
交易性金融资产,,,,,,,,,,,,,,,,,,,,"848,726.50","966,288.50","830,034.50","702,781.55","688,245.90","681,696.80","697,834.55","668,743.90","629,198.00","571,745.50","521,045.00","639,564.50","615,910.00","789,978.50","904,260.00","564,900.00","621,660.00","497,580.00","445,020.00","436,380.00","436,140.00","445,080.00","413,340.00","551,612.95"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,,,,,,,,,,,"1,000,000.00",,,,,,,,,,,,"1,192,240.32","700,000.00",,"219,593.00",,,"623,000.00","229,279.89","2,209,910.26","100,000.00","100,000.00",
应付票据,,,,,,,,,,,,,,"109,170,960.00","115,983,960.00","12,405,900.00","8,535,800.00","20,427,100.00","31,041,200.00","29,276,600.00","18,018,000.00","17,319,000.00","30,661,200.00","19,364,000.00","16,660,400.00","19,793,600.00","17,827,000.00","17,285,600.00","14,179,200.00","2,889,200.00","804,800.00",,,,,,,,,,,,
应收账款,"40,468,111.69","48,643,311.29","36,861,377.93","45,003,248.90","45,606,020.85","48,449,108.94","51,917,312.68","41,955,060.11","42,169,407.49","47,311,639.84","55,733,060.36","38,396,261.33","51,812,484.67","43,786,570.97","43,851,365.85","40,827,538.38","49,313,212.80","49,091,576.24","50,350,519.98","38,774,262.61","57,708,528.37","60,308,352.66","66,079,239.30","59,461,521.09","70,199,977.44","84,993,607.73","81,249,045.36","64,822,500.17","83,724,804.34","102,020,622.59","92,330,854.20","74,447,319.25","86,667,244.07","98,239,674.95","93,785,228.55","81,531,628.87","83,907,319.10","100,692,364.86","91,276,053.39","86,175,730.24","98,668,655.25","114,623,399.68","124,894,067.44"
应付账款,"19,562,568.15","21,617,411.27","14,033,888.67","62,273,781.88","58,894,054.80","65,178,946.33","61,655,069.26","54,078,435.62","52,896,498.95","50,177,984.63","49,489,646.56","51,298,880.63","46,352,773.50","52,222,999.76","52,601,481.56","60,870,540.61","47,057,516.18","48,991,050.84","55,270,680.92","77,275,257.44","69,532,352.99","60,128,021.25","58,444,548.07","94,709,614.13","94,169,880.63","97,449,129.08","97,657,018.02","94,749,374.68","96,884,095.61","100,264,697.08","100,509,435.92","89,568,852.73","99,003,540.37","98,563,001.34","105,453,010.89","107,281,910.45","113,347,623.93","111,860,149.73","110,186,363.33","97,965,143.59","104,321,588.02","104,959,726.00","104,209,266.94"
预付款项,"27,582,371.23","18,431,385.02","31,204,059.08","47,815,291.60","49,496,986.79","45,749,449.76","42,124,183.20","53,929,049.13","47,443,451.64","56,125,410.54","70,286,719.60","56,922,816.63","53,838,093.02","60,662,948.70","60,045,272.00","69,163,662.16","80,561,359.12","49,662,261.73","51,597,128.35","41,701,124.48","53,543,288.91","40,825,638.85","33,784,651.57","28,687,419.85","39,405,648.09","28,638,891.81","28,929,220.45","18,590,071.40","39,821,458.71","23,245,195.30","20,526,624.35","12,994,539.90","28,146,968.93","22,280,280.04","34,446,523.29","36,830,521.86","20,406,472.96","19,895,267.89","17,711,989.28","43,962,955.54","45,690,852.31","38,967,430.87","40,749,547.19"
预收款项,"48,484,994.52","51,418,016.66","58,314,372.95","92,070,819.59","90,598,340.69","98,915,994.25","94,078,656.28","91,273,167.43","113,752,414.37","84,437,311.75","86,679,343.49","98,009,797.19","94,566,989.76","96,945,582.84","106,607,143.54","107,382,501.97","103,099,597.40","102,799,658.11","111,323,372.09","99,300,410.58","96,780,211.86","90,150,284.89","85,079,768.61","88,358,940.83","63,569,301.64","86,138,958.75","72,898,100.98","90,023,179.34","89,135,757.74","87,699,223.79","78,355,195.67","93,600,159.95","81,794,073.43","81,884,929.67","70,454,882.10","92,551,699.52","69,447,942.18","80,609,865.19","75,836,655.34","78,273,796.25","67,809,912.21","72,928,517.16","76,254,462.99"
其他应收款,"29,011,085.69","72,161,274.43","76,845,310.45","61,393,971.67","56,581,254.01","29,397,710.01","32,647,891.78","25,819,294.55","22,642,405.77","23,482,750.99","28,852,086.18","53,866,096.09","54,636,876.45","52,944,220.98","34,136,413.13","28,163,555.77","27,104,295.13","44,282,579.44","47,854,297.84","35,773,506.90","44,771,476.28","42,686,292.86","44,998,803.94","47,320,875.60","50,772,887.47","56,070,554.30","52,168,668.96","39,801,178.49","47,057,801.20","42,115,859.50","38,770,071.41","26,799,550.09","31,788,441.50","35,383,257.63","45,940,438.44","31,144,232.58","26,128,901.59","28,089,950.48","36,314,798.27","26,571,149.80","27,646,813.92","30,955,769.08","36,388,177.09"
