科目,2007-12-31,2008-12-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"36,957,923.44","45,237,304.65","91,123,148.94","75,200,508.20","650,265,561.97","633,521,975.58","635,806,057.58","618,958,890.19","675,146,426.12","619,706,203.57","598,266,837.23","587,077,012.82","575,548,093.98","497,499,955.74","513,291,183.05","476,784,232.52","505,482,114.34","399,186,185.19","341,696,990.05","302,320,264.93","338,267,266.07","184,777,763.92","217,359,616.14","191,836,757.48","210,867,178.38","137,244,623.23","134,503,264.05","74,732,889.20","148,308,203.59","116,375,997.99","193,361,486.37","164,180,840.16","175,306,419.40","92,380,040.46","115,458,297.26","125,007,103.97","208,658,254.75","155,989,860.31","104,726,978.14"
短期借款,,"20,000,000.00","20,000,000.00","20,000,000.00",,,,,,,,,,,,,,,,"10,000,000.00",,,,"10,000,000.00","10,000,000.00","10,000,000.00","14,000,000.00","28,000,000.00","14,000,000.00","14,000,000.00","19,000,000.00","11,000,000.00","11,000,000.00","11,000,000.00","15,968,750.00","22,202,450.00","22,202,450.00",,
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"29,232,524.67","62,515,477.95","33,798,406.73","43,321,801.54","47,115,759.74","44,904,128.85","41,939,308.10","54,571,014.97","58,991,138.38","61,828,897.50","33,364,030.15","33,518,713.08","101,229,266.00","80,459,230.00","94,003,543.20","95,343,463.64","101,420,247.03","115,521,956.81","71,963,031.02","62,640,867.41","170,360,648.81","192,940,343.52","75,772,059.28","122,070,035.18","247,978,210.86","203,546,859.61","124,365,081.50","149,603,629.73","305,798,271.10","253,399,875.94","147,731,623.40","120,919,703.92","303,953,516.14","299,989,906.24","230,023,109.69","217,651,712.49","352,553,999.38","331,994,732.90","308,582,515.55"
应付票据,,,,,,,,,,,,,,"4,000,000.00","19,085,468.75","34,552,200.00","42,027,170.61","38,519,330.61","25,329,672.00","33,743,525.00","80,268,845.01","61,028,363.86","67,262,906.87","62,316,162.07","102,135,923.56","69,308,058.10","62,666,195.78","74,050,849.58","83,332,317.80","123,207,981.94","125,218,025.44","124,436,889.88","149,339,374.42","141,656,195.23","124,135,557.44","113,566,640.65","123,362,386.40","134,591,804.96","179,088,360.52"
应收账款,"25,512,632.80","26,273,280.47","51,633,067.47","78,031,041.17","48,844,871.01","50,229,585.86","57,892,812.45","59,145,847.80","39,705,034.41","50,464,999.95","82,637,710.36","75,156,700.06","64,403,615.93","113,020,274.39","104,909,622.89","118,951,793.90","94,663,153.70","116,420,228.08","139,965,875.83","208,135,858.08","115,878,983.23","139,910,554.81","180,664,431.35","195,834,664.51","149,571,651.61","230,826,585.98","224,829,028.19","250,530,161.03","188,162,930.92","269,518,060.72","331,392,375.07","383,192,254.48","262,563,604.51","327,068,974.75","382,946,248.38","384,526,401.50","256,844,898.92","280,394,915.47","337,833,523.49"
应付账款,"7,273,764.34","10,720,180.29","2,685,138.01","6,169,496.74","6,975,782.71","3,620,678.17","4,921,145.57","6,541,614.59","23,116,125.13","4,519,270.80","5,103,835.35","8,004,597.39","13,777,415.23","17,207,880.40","8,845,785.76","25,586,236.25","25,833,667.51","42,038,253.96","17,573,800.15","40,826,961.18","114,856,482.76","127,062,015.81","101,343,286.63","84,255,666.32","70,359,133.56","52,654,553.00","42,869,033.89","63,673,383.22","53,789,088.80","60,810,257.43","66,777,387.19","69,212,899.33","72,808,143.46","66,513,426.03","113,001,770.15","103,236,294.54","140,472,942.24","85,129,238.23","113,237,084.41"
预付款项,"4,433,753.80","2,093,197.64","12,974,425.82","8,281,507.11","7,781,034.45","32,174,568.61","17,140,179.25","26,184,273.29","5,971,696.43","45,648,613.81","29,469,944.12","52,089,026.65","37,387,697.28","92,641,123.18","99,510,708.05","79,964,692.98","53,370,716.69","113,648,812.90","105,475,261.63","106,932,431.94","46,970,746.18","114,298,482.71","83,366,047.95","101,629,584.25","12,877,284.73","21,408,948.54","55,696,028.37","51,227,227.46","15,936,372.33","34,921,229.54","28,121,977.12","23,065,065.08","27,178,281.36","32,846,707.23","36,264,357.93","59,434,875.15","21,333,743.24","23,024,626.02","20,916,143.97"
预收款项,"25,049,197.62","23,331,939.84","21,604,987.98","22,160,999.26","32,969,826.75","32,274,511.66","37,336,483.78","33,921,383.05","25,555,036.18","21,339,708.33","21,724,782.61","33,431,775.99","37,004,018.20","43,648,695.81","39,182,384.85","29,669,756.03","28,760,748.88","28,702,664.88","18,804,444.06","20,038,380.61","28,057,387.14","28,567,407.73","18,685,312.64","18,357,746.35","16,883,569.81","18,891,731.20","25,083,458.33","19,683,336.08","12,014,257.32","16,420,513.50","35,504,392.34","24,967,361.79","32,430,890.09","27,701,890.66","24,420,099.54","13,815,065.63","41,808,455.37","39,105,177.34","21,613,426.88"
其他应收款,"78,077.17","1,202,815.01","103,797.50","108,392.04","54,967.50","3,210,739.40","64,967.50","74,967.50","43,107.82","92,107.82","78,107.82","49,767.84","673,790.55","143,481.71","74,705.76","224,508.80","297,926.46","731,560.96","2,891,369.76","2,221,934.42","2,075,455.89","2,425,910.28","2,472,977.59","2,861,053.88","2,103,102.51","2,720,776.34","2,634,580.94","2,755,871.67","3,079,539.14","2,949,670.74","2,296,935.66","1,239,775.66","11,320,914.95","2,333,607.74","3,502,979.89","1,497,716.27","2,904,570.18","387,176.38","706,798.28"
应付职工薪酬,"90,491.58",,"12,654.97","13,112.31","12,952.87","23,459.38","32,065.40","24,071.52","26,047.79","695,554.69","41,559.62","93,110.18",,,"6,861.33",,"1,960,000.00","1,960,000.00","2,192,609.51","2,613,628.58","5,842,753.98","236,390.35","275,237.33","298,042.55","9,444,696.03","117,828.59","155,238.44","187,551.70","8,209,934.62","177,714.75","174,521.60","183,377.94","5,258,124.41",,,,"2,416,946.29",,
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"1,231,996.49","-159,635.82","1,078,566.90","6,030,646.22","-64,028.43","2,024,247.10","-1,585,849.51","931,586.24","-3,317,539.67","3,300,384.12","-729,631.15","1,887,130.90","-555,080.44","920,337.03","3,978,187.76","3,835,308.34","-2,440,573.50","2,483,090.94","5,534,031.56","7,524,627.94","-665,852.76","-1,150,483.03","5,401,349.12","7,828,988.81","10,249,965.55","8,982,217.75","10,568,434.86","7,104,618.30","15,243,018.19","3,728,876.80","7,220,488.15","8,073,943.56","10,388,716.49","3,041,537.42","3,722,405.49","4,785,198.01","12,440,878.67","4,921,754.58","8,445,455.93"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"638,994.43",,
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"145,000.00",,,,,,,
应付股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,648,000.00",,,,,,,,,
