科目,2010-12-31,2011-12-31,2012-12-31,2013-06-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"96,687,258.61","70,036,002.70","82,665,544.98","29,223,672.48","75,527,385.42","190,756,287.75","89,620,601.19","113,790,938.22","77,414,016.48","65,683,483.08","99,220,611.06","76,473,657.06","86,413,830.10","55,852,370.20","49,473,365.79","61,634,835.54","69,058,010.81","86,677,806.48","83,447,242.14","94,884,348.13","76,289,292.98","61,591,374.61","57,349,972.66","116,885,360.55","125,645,733.86","100,800,478.72"
短期借款,"24,980,198.05","39,769,781.30","162,526,652.71","207,900,568.16","201,613,759.20","204,365,293.59","187,000,000.00","212,815,523.71","143,461,559.02","184,006,219.45","219,000,000.00","218,980,475.76","219,000,000.00","185,500,000.00","176,500,000.00","176,500,000.00","90,063,824.01","90,000,000.00","90,000,000.00","90,000,000.00","88,000,000.00","80,500,000.00","83,000,000.00","133,000,000.00","133,000,000.00","99,500,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"17,219,740.79","25,541,398.40","12,193,687.07","17,979,885.65","11,250,449.81","7,660,841.80","8,053,576.63","10,570,040.98","6,507,850.58","8,051,749.58","6,150,734.48","4,075,303.80","8,358,196.67","9,261,375.63","5,697,007.40","5,203,441.56","11,073,645.25","5,001,178.85","3,221,651.01","7,836,850.98","8,669,928.40","5,254,960.18","9,318,375.41","17,819,237.10","26,958,303.29","11,470,984.64"
应付票据,,,,"19,290,000.00","68,320,000.00","61,660,000.00","23,000,000.00","29,500,000.00","29,500,000.00",,,"6,000,000.00","16,000,000.00","10,000,000.00",,,"12,000,000.00","12,000,000.00","10,000,000.00","10,000,000.00",,"8,000,000.00","19,000,000.00",,"37,816,022.68",
应收账款,"70,141,034.44","83,301,100.17","104,050,125.03","113,505,184.07","115,961,643.46","130,072,841.35","126,975,160.13","115,355,439.30","123,493,710.80","122,260,494.38","108,431,673.68","100,290,428.09","103,394,158.95","95,429,938.22","103,077,042.80","95,383,464.30","118,218,497.75","112,792,666.63","119,282,389.93","116,909,272.78","121,691,097.13","118,737,065.70","116,355,298.32","101,443,636.32","105,754,823.31","104,017,957.98"
应付账款,"33,793,812.45","44,928,134.62","52,090,146.64","27,920,478.05","35,719,633.21","24,680,795.67","30,426,591.64","29,493,207.80","26,851,461.26","7,155,967.89","25,290,437.41","3,543,066.78","31,461,249.93","32,104,245.84","38,062,891.28","31,929,017.77","33,390,539.16","15,286,666.02","35,337,340.61","36,417,108.36","42,391,670.10","26,225,324.34","33,365,442.18",,"46,570,269.30",
预付款项,"9,917,048.69","33,417,608.24","15,722,777.47","35,033,928.22","27,957,264.27","55,066,089.99","58,709,441.88","59,635,476.39","23,427,536.64","13,447,712.58","31,941,645.11","36,510,220.45","12,980,227.15","19,865,686.29","19,525,893.91","19,722,107.85","20,758,419.47","8,607,637.37","21,101,448.04","16,982,781.39","20,470,280.82","13,664,288.09","24,423,658.23","20,939,448.42","1,998,010.40","2,114,703.74"
预收款项,"962,639.69","967,986.71","2,306,748.28","819,513.68","394,362.37","163,842.37","160,511.75","160,511.75","261,074.23","-446,143.17","768,804.73","261,074.23","428,932.32","190,154.22","458,826.01","202,154.22","315,199.17","49,613.03","558,877.17","49,613.03","578,146.54","576,269.73","895,600.39","331,354.99","323,614.45","552,173.97"
其他应收款,"2,422,183.48","3,163,923.27","9,086,024.96","6,742,080.78","10,736,236.29","5,656,935.73","11,045,928.49","5,332,708.06","6,852,980.65","8,239,794.10","8,394,454.19","8,449,445.62","10,128,050.90","1,739,847.17","2,706,303.26","4,946,977.72","2,931,927.64","4,659,398.86","4,844,354.05","1,469,236.86","2,409,280.90","3,126,359.01","3,061,531.39","2,278,510.96","2,149,838.96","1,496,715.40"
应付职工薪酬,"7,658,124.08","7,010,568.90","3,826,250.60","3,461,386.30","2,933,154.35","2,258,803.90","1,776,561.99","1,186,390.93","1,485,534.37","1,024,755.69","1,764,776.56","1,405,003.69","2,338,778.94","1,358,362.56","814,788.42","1,099,762.46","1,025,941.57","1,366,092.39","1,528,183.28","1,198,034.58","1,422,604.80","154,861.78","516,875.18","799,813.70","855,463.70","478,739.97"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"2,831,852.48","-3,701,424.06","-3,622,926.85","-2,858,955.54","-4,121,518.08","-4,690,825.85","-6,911,116.53","-6,610,263.90","-4,399,227.75","-6,540,520.78","-4,507,471.67","-3,197,550.93","-3,580,347.71","-4,250,387.49","-3,465,762.68","-2,220,166.29","-1,912,069.12","-187,899.39","-1,977,309.20","-646,152.56","2,480,561.31","3,020,912.53","4,450,701.57","2,612,398.95","1,622,990.67","825,401.70"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,,,,,,,,"870,000.01",,,,,,,,
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,"1,995,274.32",,,,,,,,,,,,,,,
存货,"90,955,205.48","102,422,658.02","107,641,604.15","121,868,734.20","124,688,679.78","128,206,965.38","134,177,713.83","144,724,801.53","147,837,699.21","153,909,237.10","159,224,308.09","169,050,291.23","156,274,004.51","155,706,249.19","153,582,391.44","157,153,303.74","138,983,616.37","137,066,931.52","151,264,540.09","154,343,049.38","152,025,291.96","162,390,391.02","165,752,304.42","180,598,591.87","184,253,138.50","190,446,158.97"
其他应付款,"10,603,751.69","736,028.94","765,722.32","789,633.68","572,904.69","5,859,936.45","607,980.85","329,283.11","506,301.21","617,514.61","652,496.67","508,120.14","477,523.74","2,189,376.64","236,500.14","1,210,416.81","84,607,745.26","83,763,111.51","79,466,500.65","80,515,319.03","79,116,155.92","73,017,248.60","63,548,482.14","60,192,483.89","68,204,292.49","67,318,287.92"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,"14,000,000.00","10,000,000.00","80,000,000.00","17,960,000.00","13,360,000.00",,,,,,,,,,,,,,,,,,,,,
其他流动资产,,,,,,,,,,,,,"10,000,000.00","10,000,000.00",,,"12,000,000.00","12,000,000.00",,,"3,472,355.68","2,540,398.27","6,531,226.75","3,546,394.59","6,057,920.48","8,433,698.52"
其他流动负债,"5,007,942.66","9,237,666.33","9,842,491.50","8,324,508.98",,,,,"1,140,964.99","1,140,505.61","1,140,964.99","1,140,964.99","1,380,728.90","1,380,728.90","1,380,728.90","1,458,728.91",,,,,,,,,,
流动资产合计,"287,342,471.49","317,882,690.80","331,359,763.66","324,353,485.40","366,121,659.03","517,419,962.00","428,582,422.15","449,409,404.48","385,533,794.36","371,592,470.82","413,363,426.61","394,849,346.25","387,548,468.28","347,855,466.70","334,062,004.60","344,044,130.71","373,024,117.29","366,805,619.71","383,161,625.26","392,425,539.52","385,027,527.87","367,304,836.88","382,792,367.18","443,511,179.81","452,817,768.80","418,780,697.97"
流动负债合计,"99,838,321.10","108,948,742.74","307,735,085.20","283,607,133.31","318,792,295.74","294,297,846.13","236,060,529.70","266,874,653.40","198,807,667.33","186,958,299.30","246,105,283.01","228,641,154.66","267,506,866.12","228,472,480.67","213,987,972.07","210,179,913.88","219,491,180.05","203,147,583.57","214,913,592.51","217,533,922.44","213,989,138.67","191,494,616.98","204,777,101.46","259,225,113.67","288,392,653.29","254,470,269.61"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,
长期借款,"113,480,000.00","154,080,000.00","62,000,000.00","68,010,000.00","55,230,000.00","28,630,000.00",,,,,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,"3,201,258.52","3,425,215.00","3,143,268.08","3,133,340.58","3,247,628.41","3,047,945.47","3,119,843.47","3,196,514.43","3,182,722.16","3,182,722.16","3,066,591.66","3,066,591.66","3,145,532.34","2,996,412.59","3,013,805.96","3,013,805.96","3,125,866.82","3,000,813.68","3,042,724.05","3,042,724.05","3,120,442.02","2,998,854.42","3,024,026.28","3,024,026.28","3,069,054.35","3,069,054.35"
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,"121,600.12",,,,,,,,
固定资产,"74,789,749.64","85,347,899.46","145,286,441.36","154,792,857.81","167,138,791.93","173,005,147.86","170,377,800.68","174,005,043.61","245,265,519.06","246,867,280.48","243,833,809.55","235,672,861.93","255,755,450.31","254,753,910.13","246,481,004.04","242,574,453.54","244,181,776.31","241,023,401.80","235,784,689.28","232,705,716.98","228,694,661.23","224,686,407.34","221,259,712.14","217,339,649.22","213,671,198.05","213,947,597.61"
递延所得税负债,,,,,,,,,,,,,,,,,,,,,,,,,"419,157.59","681,327.51"
在建工程,,"43,312,837.05","107,570,464.49","97,828,950.70","85,227,540.33","85,436,515.69","86,798,172.40","87,767,995.99","14,971,395.32","16,834,634.36","16,188,120.26","17,970,178.15","16,671,595.61","16,774,780.25","21,468,589.80","24,468,589.80","26,485,621.44","26,485,621.44","26,675,621.44","26,842,413.89","33,025,147.60","34,787,927.22","40,447,978.97","42,977,583.02","44,156,766.20","44,540,924.94"
其他非流动负债,,,,,"7,606,526.51","8,047,535.27","7,106,526.53","6,856,526.54",,,,"5,179,114.05",,,,"9,090,907.00",,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"113,480,000.00","154,080,000.00","62,000,000.00","68,010,000.00","62,836,526.51","36,677,535.27","7,106,526.53","6,856,526.54","5,999,596.53","5,749,596.54","5,429,114.04","5,179,114.05","6,638,906.98","6,293,724.75","6,138,907.00","9,090,907.00","13,426,670.91","12,746,029.79","14,482,330.26","13,249,352.11","8,217,705.92","7,555,705.93","6,893,705.92","6,231,705.94","5,988,863.55","5,589,033.49"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,"950,505.33",,,
负债合计,"213,318,321.10","263,028,742.74","369,735,085.20","351,617,133.31","381,628,822.25","330,975,381.40","243,167,056.23","273,731,179.94","204,807,263.86","192,707,895.84","251,534,397.05","233,820,268.71","274,145,773.10","234,766,205.42","220,126,879.07","219,270,820.88","232,917,850.96","215,893,613.36","229,395,922.77","230,783,274.55","222,206,844.59","199,050,322.91","211,670,807.38","265,456,819.61","294,381,516.84","260,059,303.10"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"69,000,000.00","69,000,000.00","69,000,000.00","69,000,000.00","69,000,000.00","92,000,000.00","92,000,000.00","92,000,000.00","92,000,000.00","92,000,000.00","92,000,000.00","92,000,000.00","92,000,000.00","92,000,000.00","92,000,000.00","92,000,000.00","92,000,000.00","92,000,000.00","92,000,000.00","92,000,000.00","92,000,000.00","92,000,000.00","92,000,000.00","92,000,000.00","92,000,000.00","92,000,000.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"64,485,028.97","64,485,028.97","64,485,028.97","64,485,028.97","64,485,028.97","242,815,028.97","242,815,028.97","242,815,028.97","242,815,028.97","242,815,028.97","242,815,028.97","242,815,028.97","242,815,028.97","242,815,028.97","242,815,028.97","242,815,028.97","251,877,553.63","251,877,553.63","251,877,553.63","251,877,553.63","254,929,165.14","254,929,165.14","254,929,165.14","254,929,165.14","254,929,165.14","254,929,165.14"
无形资产,"42,126,374.40","39,478,434.02","36,830,493.68","37,662,777.50","36,099,223.58","35,730,993.62","35,730,993.62","40,493,006.77","44,228,684.91","43,644,103.89","49,851,460.39","49,213,003.21","51,991,343.62","49,012,348.63","49,516,855.22","47,566,100.74","49,645,057.91","48,397,505.87","46,881,080.36","45,499,091.57","46,774,646.09","45,489,587.04","43,946,936.93","42,615,619.77","41,220,164.74","39,882,270.97"
盈余公积,"7,629,684.61","11,887,645.10","15,821,295.22","17,157,771.78","18,786,150.79","19,380,568.05","19,679,432.03","19,962,457.57","20,741,309.56","20,741,309.56","20,741,309.56","20,741,309.56","20,741,309.56","20,741,309.56","20,741,309.56","20,741,309.56","21,676,538.21","21,676,538.21","21,676,538.21","21,676,538.21","20,676,481.89","20,676,481.89","20,676,481.89","20,676,481.89","20,920,643.16","20,920,643.16"
开发支出,,,"2,395,837.79","1,523,698.66","6,892,602.91","8,494,734.76","10,491,117.97","13,096,803.64","8,650,156.87","8,705,756.99","3,431,945.53","4,509,611.24",,,"1,842,290.56","2,908,021.31",,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,,,,,,,,,,,
