科目,2010-12-31,2011-12-31,2012-12-31,2013-06-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
未分配利润,"55,085,730.11","83,920,178.17","111,163,427.65","120,475,943.78","134,460,528.51","141,344,801.32","140,079,519.44","142,994,255.32","145,609,857.05","145,731,576.68","126,537,528.58","119,955,367.83","86,974,294.14","82,832,566.36","81,918,030.91","91,297,513.63","99,018,453.49","105,034,749.93","101,667,084.07","105,458,549.81","108,975,111.60","111,140,609.57","114,346,242.28","117,570,380.67","118,997,106.57","114,859,084.09"
长期待摊费用,,,,,,,,,,"806,323.76",,"806,323.76",,,,,,,,,,,,,,
少数股东权益,,,,,,,,,,,,,,,,,,,,,,,,,,
递延所得税资产,"1,967,751.56","2,488,232.75","3,201,681.06","2,855,998.01","2,938,636.98","2,850,747.30","2,706,151.72","2,768,140.81","3,468,612.78","2,362,518.59","3,212,044.81","3,244,058.87","1,564,421.42","1,614,536.66","1,476,334.10","1,549,570.98","1,836,490.12","1,513,268.17","1,554,784.18","1,467,724.85","2,150,503.53","2,004,506.44","1,508,368.40","1,967,315.15","2,946,704.36","2,666,820.50"
外币报表折算价差,"-91,159.18","-386,285.90","-416,886.92","-584,769.18","-694,447.35","-529,733.04","65,465.34","-766,012.07",,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,"24,209,064.78","20,385,075.15"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"122,085,134.12","174,052,618.28","298,428,186.46","297,797,623.26","301,544,424.14","308,566,084.70","309,224,079.86","321,327,505.25","319,767,091.10","322,403,340.23","319,583,972.20","314,482,628.82","329,128,343.30","325,151,988.26","323,798,879.68","322,080,542.33","325,274,812.60","320,420,610.96","313,938,899.31","309,557,671.34","313,765,400.47","309,967,282.46","311,137,528.05","307,924,193.44","329,272,952.48","324,491,743.52"
所有者权益(或股东权益)合计,"196,109,284.51","228,906,566.34","260,052,864.92","270,533,975.35","286,037,260.92","495,010,665.30","494,639,445.78","497,005,729.79","500,493,621.60","501,287,915.21","481,413,001.76","475,511,706.36","442,531,038.48","438,241,249.54","437,734,005.21","446,853,852.16","465,381,078.93","471,332,617.31","467,704,601.80","471,199,936.31","476,586,083.75","478,221,796.43","482,259,087.85","485,978,553.64","487,709,204.44","483,213,138.39"
资产总计,"409,427,605.61","491,935,309.08","629,787,950.12","622,151,108.66","667,666,083.17","825,986,046.70","737,806,502.01","770,736,909.73","705,300,885.46","693,995,811.05","732,947,398.81","709,331,975.07","716,676,811.58","673,007,454.96","657,860,884.28","666,124,673.04","698,298,929.89","687,226,230.67","697,100,524.57","701,983,210.86","698,792,928.34","677,272,119.34","693,929,895.23","751,435,373.25","782,090,721.28","743,272,441.49"
负债和所有者(或股东权益)合计,"409,427,605.61","491,935,309.08","629,787,950.12","622,151,108.66","667,666,083.17","825,986,046.70","737,806,502.01","770,736,909.73","705,300,885.46","693,995,811.05","732,947,398.81","709,331,975.07","716,676,811.58","673,007,454.96","657,860,884.28","666,124,673.04","698,298,929.89","687,226,230.67","697,100,524.57","701,983,210.86","698,792,928.34","677,272,119.34","693,929,895.23","751,435,373.25","782,090,721.28","743,272,441.49"
