科目,2008-12-31,2009-12-31,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"38,905,441.95","45,120,939.63","19,570,010.63","504,848,984.83","464,738,199.54","435,380,833.66","449,425,674.36","450,496,119.92","464,186,467.77","445,190,788.18","457,243,084.68","452,009,317.61","454,100,920.09","463,706,418.09","431,112,076.25","473,771,146.79","435,229,709.37","408,465,543.63","420,167,943.73","436,492,037.25","1,242,096,865.50","783,406,137.40","580,892,848.85","516,227,296.82","517,784,476.33","574,186,754.94","876,423,698.55","519,370,497.29","519,690,657.12","528,600,783.57","613,072,713.15","662,414,980.14","499,244,704.98"
短期借款,"39,400,000.00",,"45,000,000.00","45,000,000.00",,,,,,,,,,,,"30,000,000.00",,,,,,"200,000,000.00","400,000,000.00","590,000,000.00","781,000,000.00","881,000,000.00","540,000,000.00","190,000,000.00","190,000,000.00","190,000,000.00","180,000,000.00","180,000,000.00","20,000,000.00"
交易性金融资产,"149,210.49","819,619.03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"1,400,000.00","560,000.00","676,030.00","2,435,270.00","1,780,041.30","1,163,672.00","830,000.00","200,000.00","550,000.00","887,960.01","209,520.00","840,840.00","1,336,680.00","1,032,180.00","773,180.00","1,515,260.00","950,480.00","723,620.00","752,680.00","1,219,680.00","325,160.00","1,011,420.00","1,767,980.00","921,400.00","1,470,460.00","1,762,312.30","1,257,900.00","1,386,440.00","559,640.00","476,410.00","597,310.00","310,380.00","391,511.20"
应付票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,300,000.00","2,300,000.00",,,
应收账款,"22,712,897.91","10,741,945.28","19,667,211.97","24,607,643.57","25,344,460.66","28,521,299.22","27,231,832.61","26,646,594.50","39,492,879.21","31,142,568.64","31,841,610.62","33,656,788.09","33,056,808.42","24,680,034.96","21,126,798.60","19,360,588.31","38,884,557.22","31,746,754.33","35,096,591.49","32,314,121.20","65,627,456.75","74,213,849.80","74,946,622.85","74,323,050.65","44,426,818.74","66,895,271.40","55,834,956.54","70,152,486.90","60,524,035.57","59,931,387.81","87,133,292.49","98,538,814.12","80,770,865.87"
应付账款,"5,773,784.21","6,190,722.64","8,018,788.73","8,852,032.92","9,207,453.62","7,399,606.84","8,271,183.15","10,022,238.53","7,131,651.12","6,718,752.18","5,694,147.24","7,204,913.85","7,559,589.76","4,936,985.39","5,207,375.59","7,492,628.02","11,200,119.85","6,130,771.27","6,329,841.90","9,044,230.81","223,982,007.93","115,371,468.23","125,340,281.80","105,947,446.27","184,385,275.37","158,798,926.06","139,888,158.21","135,923,063.09","137,404,907.82","130,760,143.05","193,568,130.63","151,812,963.69","115,299,245.40"
预付款项,"187,179.63","755,582.57","411,416.42","182,726.98","779,278.97","519,248.85","396,053.14","1,163,639.82","407,289.88","653,190.01","1,019,062.80","1,297,232.60","1,611,626.66","564,861.96","460,055.91","785,914.38","710,610.80","459,415.83","1,202,479.34","897,486.15","28,196,389.33","17,852,105.69","42,520,728.99","14,348,888.67","20,066,636.47","9,847,660.13","21,226,713.55","10,112,688.49","18,208,733.59","21,504,359.02","19,398,896.63","22,020,863.40","20,562,581.97"
预收款项,"32,564.41","36,919.87","12,555.00","8,143.45","12,446.00","32,806.00","206,533.68","5,033.68","49,416.50","11,726.00","21,916.01","17,306.01","18,845.00","58,591.76","25,279.24","107,645.35","124,987.11","58,076.25","201,861.94","144,899.23","177,601,560.38","105,626,931.58","86,841,951.22","60,607,025.42","39,540,175.86","24,917,808.55","14,362,332.92","12,864,726.50","14,343,516.49","9,073,221.01","13,695,362.00","15,800,947.83","7,578,320.81"
其他应收款,"9,035,131.39","16,800,895.52","20,876,634.70","20,726,276.92","18,802,756.32","18,046,673.18","15,266,747.68","15,406,014.32","15,350,764.29","15,355,032.24","15,285,711.58","18,613,613.57","15,521,172.71","15,562,182.33","15,320,078.54","15,552,679.51","15,559,023.13","16,462,724.72","15,320,605.02","18,066,128.70","26,564,476.67","30,645,411.38","22,884,990.44","31,430,274.27","23,761,603.38","24,606,354.33","21,861,589.55","21,685,711.40","19,881,028.80","36,148,325.69","20,055,843.71","21,448,496.52","21,526,746.49"
应付职工薪酬,"47,192.97",,,,,,,,,,,,,,,,,,,,"31,070,132.82","20,869,500.00","40,739,627.50","16,532,844.58","19,633,841.93","17,657,908.68","27,571,743.26","13,403,031.21","12,953,882.76","11,807,070.49","24,397,695.98","12,354,410.77","11,125,214.26"
