科目,2011-12-31,2012-12-31,2013-12-31,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
资本公积,"30,445,785.12","30,445,785.12","29,664,642.18","29,664,642.18","29,664,642.18","170,044,642.18","170,044,642.18","210,542,162.18","211,490,162.18","214,013,362.18","92,437,362.18","989,256,494.11","992,355,757.28","1,044,574,557.28","485,981,887.28","485,981,887.28"
无形资产,"21,865,061.61","21,830,558.90","22,091,929.74","21,536,235.61","21,296,235.54","21,083,273.15","21,156,501.45","21,913,736.84","103,857,950.54","104,038,448.88","103,412,087.98","103,626,734.09","105,978,516.79","149,064,685.66","148,256,589.25","150,536,286.03"
盈余公积,"3,711,798.70","7,448,001.16","10,862,654.97","10,862,654.97","13,767,082.03","13,767,082.03","13,767,082.03","13,767,082.03","19,853,310.80","19,853,310.80","19,853,310.80","19,853,310.80","26,555,750.44","26,555,750.44","26,555,750.44","26,555,750.44"
开发支出,,,,,,,,,,,,"3,008,579.36","7,775,599.95","8,715,991.74","12,606,960.87","15,472,949.51"
减:库存股,,,,,,,,,"42,103,520.00","44,756,720.00","44,756,720.00","44,756,720.00","42,750,632.00","98,462,632.00","97,854,632.00","97,843,072.00"
商誉,,,,,,,,,,,,"103,779,524.39","96,228,270.35","96,228,270.35","200,961,196.46","201,770,458.78"
未分配利润,"67,251,238.81","96,591,914.37","127,077,127.74","137,313,896.17","153,138,485.31","158,313,994.14","158,418,630.26","161,338,194.46","186,242,757.45","191,348,105.17","159,954,470.24","177,667,038.30","199,499,542.00","212,880,865.80","184,458,450.56","203,250,859.95"
长期待摊费用,,,,"1,622,966.69","1,082,566.69","1,042,300.03","1,204,354.30","1,022,660.50","772,322.68","696,199.41","855,925.21","673,438.02","975,060.12","2,539,353.38","2,541,389.16","3,870,663.30"
少数股东权益,"343,527.65","1,495,005.21","2,309,088.65","949,193.39","945,561.14","972,885.91","1,060,328.99","1,047,531.98","1,795,228.45","1,628,960.49","8,541,973.80","8,354,618.94","16,975,384.83","20,878,754.03","23,176,780.71","24,509,408.34"
递延所得税资产,"2,146,987.26","4,432,420.44","5,533,480.75","8,914,465.88","8,155,563.73","9,197,691.99","8,659,261.27","8,891,940.94","10,543,188.45","11,215,640.68","13,502,958.39","14,771,385.10","14,133,693.94","15,378,183.17","14,079,195.82","13,190,593.37"
外币报表折算价差,,,,,,,,,,,,,,,,
其他非流动资产,"2,133,990.60","682,011.21","1,574,400.14","4,002,820.19","2,651,682.13",,"640,459.00","79,001,058.87","17,964,208.07","7,924,877.71","8,673,989.32","9,024,656.86","39,894,487.03","138,449,268.34","22,153,933.79","22,876,577.07"
非正常经营项目收益调整,,,,,,,,,,,,,,,,
非流动资产合计,"113,445,228.09","157,234,588.80","164,639,481.80","177,102,227.81","186,364,872.01","186,885,205.67","229,691,758.07","283,264,954.92","335,118,232.97","337,249,951.00","370,125,953.74","549,316,669.24","585,523,593.76","738,105,530.20","854,673,236.04","960,049,120.71"
所有者权益(或股东权益)合计,"193,161,728.19","227,387,078.22","261,237,797.18","270,134,737.42","288,850,435.79","464,089,914.03","464,521,666.63","509,447,075.85","500,086,460.79","505,005,223.01","480,525,033.43","1,427,605,886.34","1,469,772,843.65","1,486,762,954.92","1,460,675,978.51","1,480,801,161.39"
资产总计,"280,643,499.44","363,869,092.94","398,404,208.18","419,863,525.25","453,866,199.99","637,565,307.55","571,795,581.34","638,127,946.14","743,345,134.24","815,255,323.27","917,696,680.87","1,884,733,778.64","1,880,929,341.79","2,104,728,929.33","2,118,460,901.96","2,546,387,220.59"
负债和所有者(或股东权益)合计,"280,643,499.44","363,869,092.94","398,404,208.18","419,863,525.25","453,866,199.99","637,565,307.55","571,795,581.34","638,127,946.14","743,345,134.24","815,255,323.27","917,696,680.87","1,884,733,778.64","1,880,929,341.79","2,104,728,929.33","2,118,460,901.96","2,546,387,220.59"
