科目,2007-12-31,2008-12-31,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"104,294,001.86","123,723,935.06","156,816,581.53","106,680,420.33","613,176,112.49","555,828,116.71","563,665,636.45","540,742,845.47","517,271,315.61","423,223,732.52","404,397,538.38","461,284,016.54","435,590,798.74","439,623,591.50","358,429,476.11","383,076,981.33","332,925,773.32","355,255,956.41","430,032,682.06","487,833,375.73","341,436,692.69","1,645,491,581.45","1,516,889,880.35","1,265,549,460.98","1,143,260,905.33","1,167,077,644.25","1,572,255,602.89","1,605,976,546.97","1,468,096,625.15","1,103,622,276.54","4,034,605,157.49","3,308,209,686.20","3,595,435,227.80","2,815,239,158.97","3,387,494,858.11","2,828,317,139.17","2,088,274,332.72"
短期借款,"20,000,000.00",,,"8,146,123.00","17,020,313.00","93,064,190.00","56,585,350.00","95,253,782.81","127,373,184.22","149,562,690.75","127,218,837.12","144,202,635.00","200,027,260.50","185,156,000.00","100,423,502.88","179,876,030.00","235,839,632.00","264,248,960.00","403,412,665.67","630,709,466.20","666,358,876.34","832,243,287.70","716,057,988.56","1,021,774,357.87","1,235,414,998.50","1,448,432,454.08","2,925,056,780.64","3,290,541,522.33","3,596,482,971.23","3,851,419,968.55","2,468,361,461.61","2,496,050,300.66","3,619,384,713.87","4,314,517,472.02","4,218,307,528.95","4,916,346,739.35","4,902,067,966.92"
交易性金融资产,,,"286,100.00","3,468,600.00","1,923,000.00","1,980,600.00","5,876,522.94","5,387,227.06","5,464,077.06","8,541,660.00","4,253,030.00","2,591,390.00","4,840.00","3,972,466.85","8,765,094.74","9,768,578.50","7,144,344.34","4,301,814.34","7,066,087.73",,,"1,226,555.50","201,874.13","4,008,663.16","6,010,222.02","97,453.40",,,,,,,"636,287,635.90","669,738,186.26","541,836,050.12","427,944,562.10","328,402,771.82"
交易性金融负债,,,,,,,,,,,,,,,,,,,,"2,642,314.09","5,766,479.10",,"3,172,288.59","897,804.15",,"196,062.71","2,764,712.53","2,785,735.70","3,554,156.36","1,942,991.32","1,007,723.98",,,,,,
应收票据,"2,876,113.96","2,635,631.06","5,587,246.26","16,330,293.59","12,125,436.93","12,733,706.59","57,705,110.69","49,387,224.26","42,170,379.78","50,410,521.46","58,721,100.14","41,028,960.29","48,636,923.42","65,394,895.07","69,831,952.84","36,901,004.84","62,026,060.61","23,866,931.23","14,703,605.30","32,730,723.72","14,138,275.26","36,481,048.09","53,471,059.14","35,857,559.33","12,169,812.23","45,513,556.71","120,169,059.64","71,928,143.98","127,421,398.69","77,722,748.15","101,819,269.27","203,881,152.86","101,894,787.08","132,071,863.18","492,445,403.97","519,194,537.80","404,015,771.89"
应付票据,,,"2,862,635.49",,"8,047,504.00","16,558,487.00","24,224,204.00",,"13,600,494.90","19,238,437.61","12,980,572.38","45,592,311.26","53,018,915.72","78,016,842.06","79,796,132.98","103,010,960.53","115,167,944.36","150,715,032.12","177,553,539.24","207,725,423.41","274,075,937.32","264,521,784.03","265,060,859.88","312,978,330.94","240,096,158.13","466,691,050.07","511,850,124.97","751,220,762.96","1,009,797,633.12","891,014,861.51","865,273,873.71","763,228,241.03","707,849,989.69","690,060,056.19","533,605,101.13","728,239,493.90","1,101,436,833.76"
应收账款,"230,218,951.58","201,794,335.35","246,877,552.39","246,503,639.79","333,153,409.09","370,567,902.81","377,527,313.45","316,390,436.11","412,582,121.50","462,147,652.48","461,094,301.41","400,887,194.60","445,822,007.71","489,376,345.18","458,867,829.10","531,634,944.15","578,014,880.25","533,281,866.80","545,941,928.32","612,469,224.37","920,331,548.45","1,030,256,137.96","1,151,618,104.39","1,010,551,674.58","877,541,856.75","1,581,998,207.55","1,816,869,611.71","1,978,496,630.16","2,122,097,208.47","2,393,730,780.10","2,651,545,981.68","2,349,872,023.99","2,769,950,826.11","3,376,511,886.51","3,144,062,976.16","3,490,555,949.97","3,862,772,494.35"
应付账款,"186,558,466.48","113,873,646.15","141,009,931.03","150,219,648.78","255,030,124.52","254,438,626.87","324,376,225.80","246,987,994.02","333,515,792.21","363,032,824.09","359,828,270.07","387,751,938.87","358,767,212.40","376,008,107.15","408,747,437.59","442,692,252.36","459,623,681.61","371,920,970.91","377,880,300.19","530,092,450.01","710,266,079.83","839,318,524.76","873,977,805.52","686,682,744.98","616,309,590.32","1,129,998,487.99","1,352,731,609.64","1,291,246,181.37","1,058,577,864.40","1,436,314,280.54","1,437,749,880.71","1,191,949,158.59","1,475,027,038.81","1,955,957,586.56","1,850,521,558.09","1,797,463,618.71","2,161,500,097.12"
预付款项,"16,737,114.06","34,158,015.54","27,138,740.77","34,870,877.62","92,009,340.25","90,841,128.34","52,780,162.27","92,812,874.97","79,312,161.38","80,353,842.21","104,923,511.00","162,370,403.74","144,956,150.59","123,211,948.94","90,640,423.82","127,591,204.07","132,539,767.50","192,642,624.35","177,198,959.14","241,570,754.27","296,653,477.66","248,680,934.36","195,590,857.03","562,332,579.61","569,105,437.35","808,109,950.61","666,388,385.02","1,065,121,002.56","816,551,204.55","1,144,770,742.57","796,994,772.42","1,217,119,570.45","1,079,410,906.49","1,412,692,021.44","901,702,014.68","1,617,505,582.39","1,554,075,054.91"
预收款项,"10,588,289.29","14,005,382.20","12,569,773.05","2,050,420.29","1,390,689.65","6,210,039.10","6,725,705.82","12,725,763.52","8,630,527.20","24,698,651.68","16,851,689.04","5,980,037.18","9,377,875.69","26,463,251.27","35,014,208.82","37,699,164.79","21,937,864.39","41,951,239.93","22,203,987.71","24,753,017.44","28,262,931.00","26,304,103.69","35,219,610.43","62,850,819.06","33,462,410.26","131,355,607.83","322,900,000.09","56,624,931.00","94,728,185.34","241,133,558.02","208,862,709.98","175,930,482.16","127,965,762.91","257,103,178.11","180,138,812.44","231,392,871.18","158,782,382.00"
