科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
支付给职工以及为职工支付的现金,"8,724,786.70","18,989,427.49","8,552,352.39","13,036,406.07","16,288,686.22","7,931,305.08","10,930,043.11","18,109,853.29","21,139,706.15","8,408,120.87","15,335,526.76","25,494,703.83","37,878,414.40","15,336,936.74","26,964,721.04","40,562,643.90","61,082,355.96","12,682,042.61","32,588,178.63","47,475,661.11","63,042,136.85","16,415,948.05","30,996,896.45","46,481,377.54","62,556,498.37","17,718,745.28","32,774,431.32","49,326,130.53","63,913,371.17","21,142,229.00","36,544,561.00","52,515,334.41","65,165,103.21","21,932,055.38","39,038,614.68","63,349,057.41","82,242,998.81","37,221,651.53","61,464,219.00"
取得借款收到的现金,"36,000,000.00","97,700,000.00","3,700,000.00","60,000,000.00","84,000,000.00",,"14,600,000.00","14,600,000.00","54,600,000.00",,"50,000,000.00","60,000,000.00",,,"54,000,000.00","114,000,000.00","119,000,000.00",,"70,000,000.00","170,000,000.00","190,000,000.00","40,000,000.00","108,000,000.00","128,000,000.00","100,000,000.00","40,000,000.00","80,000,000.00","120,000,000.00","120,000,000.00","50,000,000.00","115,900,000.00","125,900,000.00","165,900,000.00",,"89,900,000.00","99,900,000.00","199,900,000.00","20,000,000.00","40,000,000.00"
支付的各项税费,"24,884,049.60","33,401,567.11","14,855,620.83","22,967,915.29","33,684,056.88","7,428,263.63","17,981,957.22","21,504,505.84","32,002,950.44","1,782,825.07","9,654,481.27","22,291,562.11","32,527,857.92","7,758,477.60","22,883,864.71","29,561,402.69","38,870,761.36","9,719,110.01","26,142,688.24","29,748,840.84","33,847,989.79","5,385,012.86","17,894,973.49","24,548,280.15","32,569,038.78","7,693,774.08","14,277,285.69","24,551,418.19","33,581,321.26","16,770,371.38","24,115,595.32","37,191,388.40","50,212,897.23","6,890,002.39","12,863,651.45","21,895,571.18","30,071,184.35","18,353,457.82","34,244,603.75"
收到其他与筹资活动有关的现金,"2,000,000.00",,,,,,,,,,,,,,"8,000,000.00","9,500,000.00","8,000,000.00",,,,,,,,"28,000,000.00",,"50,000,000.00","50,000,000.00","50,000,000.00",,"40,000,000.00","40,000,000.00","75,000,000.00",,,,"74,005,000.00",,"40,450,000.00"
支付其他与经营活动有关的现金,"22,009,203.73","23,025,411.81","13,484,662.07","4,663,914.79","30,184,394.93","2,634,919.94","15,773,198.61","21,241,174.33","31,395,751.22","8,571,424.48","16,615,653.15","40,070,202.77","48,407,022.27","18,907,305.65","39,047,269.62","64,957,698.94","71,426,069.21","23,413,739.12","28,910,588.34","54,570,479.63","99,526,874.72","5,965,192.92","59,201,829.22","87,577,969.72","103,399,833.02","41,113,294.61","67,016,425.93","93,816,716.08","100,415,570.15","43,887,133.10","96,363,130.98","119,459,513.03","112,289,417.71","35,151,670.54","72,399,744.18","101,235,496.97","253,613,560.99","39,625,984.72","83,400,922.47"
筹资活动现金流入小计,"68,600,000.00","97,700,000.00","3,700,000.00","60,000,000.00","84,000,000.00","568,000,000.00","582,600,000.00","582,600,000.00","622,600,000.00",,"50,000,000.00","60,000,000.00",,,"62,000,000.00","123,500,000.00","127,000,000.00","304,368,000.00","376,968,000.00","476,968,000.00","496,968,000.00","40,000,000.00","108,000,000.00","128,000,000.00","128,000,000.00","40,000,000.00","130,000,000.00","170,000,000.00","170,000,000.00","50,000,000.00","155,900,000.00","165,900,000.00","240,900,000.00",,"89,900,000.00","99,900,000.00","280,405,000.00","23,250,000.00","86,950,000.00"
经营活动现金流出小计,"181,326,602.94","280,386,671.41","115,410,470.70","223,504,763.61","271,520,044.58","54,321,690.94","148,904,994.11","203,053,481.49","288,187,070.44","44,453,454.04","156,410,512.67","298,916,041.74","372,888,532.77","93,587,186.91","200,655,053.75","308,279,732.88","437,467,155.75","143,281,698.01","211,870,605.67","308,315,043.53","435,304,534.35","95,127,839.42","240,461,498.90","380,173,091.89","360,546,173.00","112,340,385.55","198,130,195.63","298,963,489.01","387,765,843.66","116,813,310.44","297,890,510.85","375,734,320.75","450,232,685.04","101,423,292.41","213,328,572.33","350,050,333.51","631,705,997.36","197,414,384.34","341,516,189.36"
偿还债务支付的现金,"19,150,000.00","106,600,000.00","3,100,000.00","3,100,000.00","37,100,000.00","74,000,000.00","80,600,000.00","88,600,000.00","88,600,000.00","40,000,000.00","60,000,000.00","81,650,000.00","80,000,000.00","500,000.00","38,000,000.00","38,000,000.00","54,000,000.00","15,000,000.00","15,000,000.00","45,000,000.00","135,000,000.00",,"21,000,000.00","111,000,000.00","113,829,100.00",,"80,000,000.00","148,000,000.00","148,000,000.00",,"40,000,000.00","80,000,000.00","80,000,000.00","50,000,000.00","115,900,000.00","125,900,000.00","165,900,000.00",,"89,900,000.00"
经营活动产生的现金流量净额,"9,252,942.66","55,276,527.10","27,722,680.34","27,448,385.11","53,518,079.72","13,772,344.95","3,804,157.31","1,167,317.29","10,550,786.21","10,269,805.06","6,285,890.26","3,082,150.89","31,075,803.37","8,077,985.87","10,970,251.19","-16,580,694.14","-124,129,118.72","-4,315,643.74","-37,054,168.32","-36,715,276.97","-43,726,486.48","-5,876,894.45","-4,430,894.62","-35,649,871.15","58,405,997.43","-58,058,923.44","-69,916,184.35","-83,050,937.23","4,396,581.91","-63,654,287.26","-123,006,257.84","-108,785,878.95","2,532,207.31","-42,617,213.50","-74,097,899.23","-70,984,079.11","-40,640,902.32","-84,750,956.06","-25,341,709.07"
分配股利、利润或偿还利息支付的现金,"1,463,820.25","10,482,702.14","8,602,085.54","8,822,806.51","10,011,343.49","1,665,858.19","23,084,780.13","23,213,661.33","22,054,636.00","288,306.83","21,716,051.65","22,941,824.15","23,555,123.86",,"31,541,075.54","31,815,439.95","32,804,259.94","2,702,750.00","7,349,388.91","10,271,872.63","12,153,436.23","3,891,058.73","7,922,066.77","8,174,437.60","9,890,363.69","1,967,799.99","13,684,677.83","14,793,233.39","12,869,977.83","981,536.12","2,476,705.32","4,240,170.58","5,679,943.66","2,373,112.28","4,377,938.46","5,921,680.95","6,574,476.86","2,501,462.46","5,261,374.37"
收回投资收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金,"4,500,000.00","12,338,413.28",,,"400,000.00","3,183,500.00","4,687,500.00","4,687,500.00","4,487,500.00","30,000.00","30,000.00","30,000.00","2,050,000.00",,"9,250,000.00","10,750,000.00","11,700,000.00",,"3,380,000.00","3,480,000.00","3,480,000.00",,,,,,"28,000,000.00","28,000,000.00","28,000,000.00",,"50,000,000.00","50,000,000.00","90,000,000.00",,,,"35,000,000.00",,"70,005,000.00"
取得投资收益收到的现金,,"88,482.19","210,017.80","210,017.80","210,017.80",,"243,889.20","243,889.20","243,889.20",,"166,021.13","166,021.13","166,021.13","170,000.00","170,000.00","170,000.00","170,000.00","150,000.00","150,000.00","150,000.00","150,000.00","6,890,000.00","6,890,000.00","6,890,000.00","6,890,000.00",,"6,750,000.00","6,750,000.00","6,750,000.00",,,,"6,750,000.00",,,,"6,750,000.00",,
筹资活动现金流出小计,"25,113,820.25","129,421,115.42","11,702,085.54","11,922,806.51","47,511,343.49","78,849,358.19","108,372,280.13","116,501,161.33","115,142,136.00","40,318,306.83","81,746,051.65","104,621,824.15","105,605,123.86","500,000.00","78,791,075.54","80,565,439.95","98,504,259.94","17,702,750.00","25,729,388.91","58,751,872.63","150,633,436.23","3,891,058.73","28,922,066.77","119,174,437.60","123,719,463.69","1,967,799.99","121,684,677.83","190,793,233.39","188,869,977.83","981,536.12","92,476,705.32","134,240,170.58","175,679,943.66","52,373,112.28","120,277,938.46","131,821,680.95","207,474,476.86","2,501,462.46","165,166,374.37"
处置固定资产、无形资产和其他长期资产收回的现金净额,"9,000.00","144,000.00","-2,600.00","-24,123.89","120,790.07",,"-13,776.20","-13,776.20","53,606.00",,,,"175,000.00","161,349.05","211,349.05","211,349.05","220,000.00",,,,"8,550.25",,,,,,60.19,60.19,"28,890.00",,"400,000.00","5,258,630.40","4,923,483.01",,,,,,"650,000.00"
筹资活动产生的现金流量净额,"43,486,179.75","-31,721,115.42","-8,002,085.54","48,077,193.49","36,488,656.51","489,150,641.81","474,227,719.87","466,098,838.67","507,457,864.00","-40,318,306.83","-31,746,051.65","-44,621,824.15","-105,605,123.86","-500,000.00","-16,791,075.54","42,934,560.05","28,495,740.06","286,665,250.00","351,238,611.09","418,216,127.37","346,334,563.77","36,108,941.27","79,077,933.23","8,825,562.40","4,280,536.31","38,032,200.01","8,315,322.17","-20,793,233.39","-18,869,977.83","49,018,463.88","63,423,294.68","31,659,829.42","65,220,056.34","-52,373,112.28","-30,377,938.46","-31,921,680.95","72,930,523.14","20,748,537.54","-78,216,374.37"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-238,783.93","-315,105.25","-23,012.21","138,662.28","185,571.73",,"-689,202.44","-698,006.03","-770,852.39",-139.08,"-57,907.54","-25,514.53","-105,604.88","-79,902.88","-78,490.45","-69,352.13","12,281.85","-173,625.18","-151,555.28","159,956.06","-2,012.62","18,867.59","20,895.57","-153,548.12",,"19,415.84","33,601.24","-44,037.79",,"12,944.73","42,776.72","56,566.13",,"-8,018.77","7,005.21","18,190.91",,"-25,924.36","-19,640.86"
收到其他与投资活动有关的现金,,,,,"942,632.85",,"452,518.64","1,644,990.08","2,021,218.25","4,767,869.56","37,203,842.53","46,616,736.32","40,346,909.93","1,399,255.63","1,663,908.40","3,619,653.14","7,546,892.80","662,936.02","462,515.14","1,040,378.98",,"232,641.19","542,170.45","846,801.45",,,,,,,"4,700,000.00",,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"9,000.00","232,482.19","207,417.80","185,893.91","1,273,440.72",,"682,631.64","1,875,103.08","2,318,713.45","4,767,869.56","37,369,863.66","46,782,757.45","40,687,931.06","1,730,604.68","2,045,257.45","4,001,002.19","7,936,892.80","812,936.02","612,515.14","1,190,378.98","158,550.25","7,122,641.19","7,432,170.45","7,736,801.45","6,890,000.00",,"6,750,060.19","6,750,060.19","6,778,890.00",,"5,100,000.00","5,258,630.40","11,673,483.01",,,,"6,750,000.00",,"650,000.00"
五、现金及现金等价物净增加额,"25,519,667.94","-28,926,327.58","19,316,005.52","49,531,116.34","52,971,826.48","488,907,299.21","438,427,857.26","375,695,798.84","376,238,469.93","-106,755,268.33","-139,549,071.30","-199,546,760.77","-243,305,226.91","-26,182,118.18","-81,941,986.75","-54,959,263.14","-157,623,815.32","271,158,042.86","206,964,626.94","258,639,205.23","175,258,637.85","28,655,111.88","62,868,313.62","-55,492,315.27","3,425,142.47","-23,977,497.73","-66,437,687.64","-113,625,508.30","-55,240,179.20","-18,048,843.79","-73,956,049.40","-96,758,097.42","54,506,729.49","-96,856,539.29","-107,470,699.22","-130,717,550.89","-63,477,030.96","-90,522,978.59","-135,797,847.53"
购建固定资产、无形资产和其他长期资产支付的现金,"26,989,670.54","52,399,116.20","588,994.87","26,319,018.45","29,493,922.20","14,015,687.55","39,597,449.12","92,747,454.17","143,318,041.34","61,365,997.04","70,153,474.28","77,745,080.45","79,739,637.67","35,410,805.85","78,087,929.40","81,744,779.11","47,898,812.04","11,830,874.24","17,680,775.69","34,211,980.21","37,505,977.07","8,718,443.72","19,231,791.01","36,251,259.85","66,151,391.27","3,970,190.14","11,620,486.89","16,487,360.08","17,545,673.28","3,425,965.14","7,515,862.96","12,947,244.42","12,919,017.17","1,858,194.74","3,001,866.74","5,829,981.74","15,932,072.14","24,433,635.71","30,809,123.23"
期初现金及现金等价物余额,"23,179,073.26","48,698,741.20","19,772,413.62","19,772,413.62","19,772,413.62","72,744,240.10","72,744,240.10","72,744,240.10","72,744,240.10","448,982,710.03","449,053,975.10","449,053,975.10","448,982,710.03","205,677,483.12","205,677,483.12","205,677,483.12","205,677,483.12","48,053,667.80","48,053,667.80","48,053,667.80","48,053,667.80","224,411,970.18","223,312,305.65","223,312,305.65","223,312,305.65","226,737,448.12","226,737,448.12","226,737,448.12","226,737,448.12","171,497,268.92","171,497,268.92","171,497,268.92","171,497,268.92","226,003,998.41","226,003,998.41","230,543,853.55","230,543,853.55","167,066,822.59","167,066,822.59"
投资支付的现金,,,,,"9,000,000.00",,,,,"20,108,500.00","23,404,211.75","69,176,069.98","71,846,680.00",,,"2,000,000.00","1,663,120.00",,"90,000,000.00","90,000,000.00","90,000,000.00",,,,,,,,"30,000,000.00",,"12,000,000.00","12,000,000.00","12,000,000.00",,,"22,000,000.00",,"2,061,000.00","2,061,000.00"
期末现金及现金等价物余额,"48,698,741.20","19,772,413.62","39,088,419.14","69,303,529.96","72,744,240.10","561,651,539.31","511,172,097.36","448,440,038.94","448,982,710.03","342,227,441.70","309,504,903.80","249,507,214.33","205,677,483.12","179,495,364.94","123,735,496.37","150,718,219.98","48,053,667.80","319,211,710.66","255,018,294.74","306,692,873.03","223,312,305.65","253,067,082.06","286,180,619.27","167,819,990.38","226,737,448.12","202,759,950.39","160,299,760.48","113,111,939.82","171,497,268.92","153,448,425.13","97,541,219.52","74,739,171.50","226,003,998.41","129,147,459.12","118,533,299.19","99,826,302.66","167,066,822.59","76,543,844.00","31,268,975.06"
