科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
一、营业收入,"326,092,451.81","650,818,706.44","993,824,781.46","1,359,908,020.62","332,591,785.04","735,403,445.91","1,068,127,325.42","1,366,339,537.47","287,648,996.55","755,495,234.19","1,158,226,988.56","1,606,561,739.58","366,692,122.30","885,265,708.43","1,393,801,012.73","2,004,892,239.22","445,385,725.61","980,291,016.72","1,586,685,142.43","2,264,400,521.96","483,283,781.79","1,128,224,038.71","1,652,531,520.89","2,245,546,469.98","484,121,446.30","1,047,841,831.55","1,574,999,453.17","2,129,142,076.55","443,558,372.69","979,637,320.99","1,434,963,818.96","1,932,259,979.56","498,022,529.75","1,042,664,974.20","1,498,898,970.68","1,945,191,966.16","445,442,859.02","956,382,489.81","1,369,664,241.77","1,810,858,985.54","454,975,936.42","972,854,740.49","1,467,081,690.31","1,946,650,665.98"
二、营业利润,"43,482,496.78","112,852,051.38","192,370,474.98","261,071,056.86","49,782,765.26","135,472,108.67","202,257,408.91","248,774,434.42","30,000,778.94","65,841,892.47","104,979,242.61","136,843,907.99","38,737,843.36","92,985,047.76","162,636,551.84","199,562,614.07","49,655,205.67","132,867,434.32","211,410,038.22","272,907,625.66","54,740,225.20","110,892,118.06","70,956,213.84","24,690,766.49","-10,645,679.21","-1,787,044.67","6,508,759.99","8,604,046.45","-5,090,502.97","16,680,210.14","29,336,148.69","37,111,037.73","29,851,644.92","62,837,936.32","111,424,476.26","121,687,068.23","37,399,133.27","84,753,385.17","129,572,015.97","194,772,312.93","43,631,399.69","115,604,196.66","176,994,961.85","244,712,699.70"
减:营业成本,"261,173,155.55","497,788,317.84","734,573,871.99","1,003,332,078.72","246,087,408.93","542,805,606.59","773,859,861.96","965,118,062.46","217,078,241.76","582,585,473.24","893,864,088.50","1,227,308,500.41","277,284,376.99","660,276,756.96","1,012,714,266.90","1,468,756,643.06","324,300,437.97","677,876,950.22","1,096,667,652.17","1,575,131,673.45","339,362,778.39","824,355,249.75","1,278,373,710.57","1,775,194,231.56","395,914,337.48","845,668,327.53","1,258,140,171.07","1,656,697,730.41","350,776,674.41","767,377,798.10","1,112,773,633.42","1,435,181,062.10","363,521,267.88","764,547,682.86","1,088,109,902.09","1,364,354,303.93","299,172,307.26","658,902,995.82","930,248,857.69","1,201,642,899.55","307,052,184.87","653,963,265.28","976,668,926.24","1,235,944,207.73"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"1,206,358.39","1,382,512.04","4,379,159.99","8,336,152.85","1,397,357.99","2,701,638.39","4,017,978.25","5,741,000.70","268,231.04","2,476,980.70","4,412,142.46","6,105,659.81","1,858,265.16","4,641,512.79","12,472,432.50","14,461,645.63","5,611,389.94","10,883,932.11","16,937,364.12","22,431,366.46","7,284,334.73","14,218,118.80","24,435,054.27","29,673,254.32","6,456,545.36","12,391,690.47","17,807,112.40","22,005,004.63","6,199,528.93","11,827,410.24","17,168,510.86","21,712,945.06","1,915,723.37","4,102,585.73","6,047,618.60","8,281,725.75","1,321,344.36","4,272,074.39","7,707,791.47","16,995,672.89","4,771,586.23","8,842,955.43","14,473,579.28","21,132,122.04"
营业外收入,"65,864.21","70,611.70","110,202.49","2,682,884.86","1,155,237.90","1,145,737.12","1,290,907.93","2,250,275.99","1,184,158.67","2,100,450.24","3,802,606.28","5,861,124.33","658,891.00","937,310.60","4,662,309.10","7,357,828.81","4,085,828.87","6,123,895.48","7,785,095.78","11,476,470.16","247,259.19","5,587,734.38","91,018,964.75","158,848,528.36","54,657,537.32","99,570,651.06","147,917,643.50","187,067,131.10","45,133,559.78","75,911,725.82","115,327,364.44","143,887,868.01","14,253,879.32","31,044,061.57","34,920,206.87","39,209,883.22","3,577,259.41","5,547,978.85","11,155,778.63","13,236,736.69","4,798,239.74","3,234,817.11","4,556,024.58","3,330,903.12"
销售费用,"3,365,828.60","7,288,583.86","11,657,429.91","18,906,444.85","7,161,435.70","16,006,065.59","28,193,257.28","41,299,355.29","11,315,610.18","25,710,048.63","40,843,702.83","61,818,789.80","16,016,636.89","41,687,463.44","67,641,425.69","121,970,426.72","23,455,014.02","56,653,509.35","95,365,555.13","144,945,608.22","30,356,012.06","61,109,913.37","92,389,494.76","132,404,628.13","31,473,846.36","65,173,522.98","96,465,347.07","142,699,819.42","35,365,605.54","65,326,547.01","95,206,128.37","141,063,635.48","38,564,745.06","71,039,978.46","114,520,590.00","156,421,950.10","38,028,166.12","71,481,087.01","110,171,870.96","157,122,772.44","34,963,929.33","70,718,194.78","112,213,219.80","169,690,256.39"
减:营业外支出,"63,558.47","66,656.93","218,457.30","482,688.27","51,100.00","2,371,686.45","2,827,542.27","3,629,790.11","75,338.88","286,249.01","423,982.65","459,572.70","44,767.17","82,759.96","733,993.66","926,329.64","31,696.95","598,860.01","994,599.27","1,664,677.32","203,364.16","386,242.70","535,386.43","700,999.48","73,232.55","296,200.68","433,544.68","607,693.19","84,465.19","232,471.04","846,649.61","920,689.51","75,776.27","206,588.87","507,682.26","1,505,744.49","142,038.05","212,234.11","472,484.54","580,442.50","45,032.88","66,478.83","743,404.60","691,645.06"
管理费用,"9,624,359.07","19,162,892.93","30,338,031.55","39,792,755.15","14,347,672.67","15,122,404.60","28,465,172.20","52,416,166.83","18,618,806.43","45,546,618.14","68,018,700.01","109,944,704.56","19,460,129.11","48,655,432.83","81,721,050.63","124,234,906.78","24,079,451.38","58,563,701.69","93,815,015.80","151,191,357.91","32,396,715.65","67,063,932.84","107,473,698.46","169,624,355.20","35,202,734.78","77,866,425.45","117,041,112.76","183,458,739.06","35,633,869.28","70,778,585.37","100,976,764.87","158,267,807.78","34,037,226.10","70,904,238.65","104,743,263.81","160,811,775.21","34,387,653.08","69,789,426.04","99,752,499.23","129,635,050.82","32,874,201.60","62,185,820.55","89,984,367.60","128,970,157.80"
其中:非流动资产处置净损失,,,,"133,896.62",,"16,302.37",,"133,647.02",,,,"2,055.26",,,,,,,,"328,566.08",,"110,980.41",,"224,505.06",,,"285,170.30",,,"63,441.41","97,466.22",,,,"39,930.45",,,"133,902.54","149,606.48",,,,"40,550.10",
