科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
其他应收款,"2,496,340.75","3,575,142.77","5,915,901.14","3,593,014.38","3,847,477.43","4,174,178.55","4,334,002.61","2,977,547.31","3,893,415.50","2,962,759.96","15,499,256.38","5,217,974.93","4,056,872.77","6,400,627.96","3,611,216.25","5,000,080.84","5,684,213.31","4,177,911.36","4,712,708.71","5,620,434.99","6,037,913.94","5,029,012.63","3,710,815.32","2,316,043.93","4,538,506.83","2,761,117.67","3,135,455.55","4,615,983.30","4,764,854.77","7,148,095.98","8,295,293.59","10,882,456.44","15,188,465.53","14,340,566.84","14,748,160.20","22,270,283.53","17,020,577.62","22,585,112.10","20,545,845.61","24,712,396.99","34,730,252.47","45,685,490.60"
应付职工薪酬,"8,224,003.02","4,944,755.36","3,476,521.52","4,956,462.27","3,115,619.71","403,180.00","2,121,925.31","4,656,331.83","3,889,685.56","4,897,084.59","4,867,465.24","6,046,239.65","3,715,212.13","6,448,748.77","5,815,534.46","6,040,472.23","3,319,445.79","4,057,053.48","5,241,739.01","5,765,279.38","5,724,446.29","6,033,073.41","6,013,638.15","6,626,069.56","6,539,693.83","6,509,190.60","6,632,527.03","7,169,708.71","6,592,043.39","6,379,471.17","7,481,189.03","9,567,221.72","9,721,235.35","8,990,196.26","10,143,184.75","11,117,308.95","9,356,629.76","8,060,361.21","11,374,849.54","10,980,754.45","9,932,682.88","9,628,209.43"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"5,130,438.35","3,239,316.97","3,384,791.59","3,075,694.77","5,355,699.83","-592,572.77","-2,145,996.69","-1,387,743.82","3,157,041.62","1,016,117.46","2,879,568.97","3,149,677.45","9,829,806.38","10,178,618.82","13,265,083.06","7,704,687.11","17,087,182.69","15,476,196.54","11,992,637.64","9,423,479.08","28,232,651.20","26,324,408.88","33,873,898.42","6,567,933.81","9,234,980.94","6,522,867.72","4,743,517.20","2,677,844.39","4,322,222.55","6,710,838.18","5,564,709.11","17,226,933.10","9,645,624.87","11,171,363.19","17,160,747.84","16,709,287.01","10,695,436.05","13,613,351.72","14,111,858.12","13,146,406.38","12,297,865.26","14,837,715.31"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"236,060.00","222,450.65","778,818.57","647,582.83"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,,,,,,,,,,"13,707,357.45",,,,,,,,,,,"276,675.00","309,225.00","542,200.00","542,200.00","856,250.00","742,285.00"
存货,"59,328,732.38","67,042,387.30","73,786,510.38","79,617,797.01","93,937,357.54","100,261,964.31","77,107,627.13","67,834,094.29","63,105,101.08","84,870,109.06","84,438,492.32","52,560,372.21","51,522,318.19","78,795,008.68","100,954,384.77","90,222,033.92","105,630,363.56","124,627,189.38","136,929,724.98","117,742,528.85","108,148,148.11","119,910,972.32","126,637,648.85","116,138,730.92","112,481,088.99","113,578,417.23","130,392,180.31","116,277,627.21","113,755,264.15","110,248,915.10","126,817,752.84","211,276,797.40","210,879,915.38","183,119,213.83","191,050,580.31","179,070,380.94","187,981,800.29","191,473,621.45","219,637,003.95","253,371,240.10","235,363,802.10","595,689,192.25"
其他应付款,"5,115,864.07","3,462,002.39","4,395,399.73","4,940,497.00","5,885,906.57","2,978,588.41","1,666,932.76","8,864,783.29","10,893,754.17","11,130,511.24","8,001,814.71","10,413,869.40","8,080,761.91","3,849,247.50","4,739,373.21","9,787,158.23","2,028,781.67","2,537,442.69","3,338,627.86","18,991,623.88","18,720,089.68","18,582,280.41","12,748,855.60","24,324,734.70","27,526,109.22","30,012,788.96","22,917,544.99","23,793,773.41","30,601,319.41","23,044,823.54","19,416,243.71","15,809,775.77","17,316,750.83","8,184,442.24","43,052,261.22","43,787,094.55","41,905,820.92","30,519,920.53","31,701,438.43","35,662,775.39","33,963,029.96","33,307,608.88"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,000,000.00",,,"3,319,839.52","3,597,963.87","3,656,376.51","3,715,755.00","3,533,113.11","3,581,618.31","19,044,138.45","19,242,549.55"
其他流动资产,,,,,,,,"1,047,510.82",,,,"116,422.95",,"750,383.53","2,371,628.48","8,000,000.00","18,000,000.00",,,"5,058,383.94","34,558,383.94","15,682,854.24","49,529,883.11","8,431,843.60","4,271,328.36","4,726,674.57","7,178,924.88","3,459,092.28","8,204,373.34","4,541,500.07","7,959,101.29","11,372,818.37","7,736,251.05","4,300,517.45","55,334,905.80","40,325,769.70","28,193,931.21","6,790,395.89","20,616,996.16","53,980,651.64","18,914,802.91","21,311,705.39"
其他流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
流动资产合计,"281,577,517.30","272,984,994.95","276,654,426.78","260,083,388.93","291,589,794.27","265,437,355.89","232,357,204.73","231,872,813.73","236,947,202.87","267,589,293.91","287,283,509.07","297,548,992.95","284,262,691.15","311,846,328.81","324,048,350.94","330,765,021.11","314,838,746.31","319,770,190.14","387,343,718.17","379,145,825.37","377,366,875.85","356,895,844.90","360,981,806.43","334,830,998.64","429,061,618.26","467,479,827.11","370,251,495.39","369,927,822.45","396,660,784.34","391,930,605.34","386,055,024.39","697,924,256.13","667,035,791.71","732,858,112.48","828,895,086.04","803,716,459.31","884,980,513.51","893,468,697.19","996,281,552.43","1,177,825,987.46","1,236,481,769.02","1,321,200,842.86"
流动负债合计,"59,082,171.39","68,826,412.66","78,651,245.27","77,843,334.04","99,277,140.68","71,397,708.93","42,554,305.22","59,871,568.00","60,108,085.20","79,260,570.78","94,489,083.18","89,128,880.22","79,948,126.82","103,856,833.35","112,299,336.72","114,100,373.57","105,059,131.57","124,057,305.65","180,556,304.24","147,108,810.12","156,587,277.49","151,348,814.84","146,890,503.91","141,429,364.26","225,750,947.32","285,612,449.75","162,555,849.40","152,552,079.70","178,119,009.20","185,128,688.23","178,490,791.93","294,405,644.55","261,369,924.03","282,289,309.39","392,489,523.67","361,473,860.30","451,942,234.48","507,385,708.42","593,996,914.97","782,105,085.50","895,777,263.02","923,044,934.10"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,500,000.00","17,500,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00"
长期借款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,829,193.43","11,310,737.86","11,783,103.81","11,245,072.57","19,419,440.95","18,327,952.68","17,442,992.04","16,543,663.86","45,872,732.91","89,541,690.98","103,352,938.33","75,864,566.67"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30,096,900.00",,,,,,,,"70,000,000.00"
长期股权投资,,,,,,,,,,,,,,,,"7,500,000.00","7,500,000.00","7,500,000.00","7,057,322.21","6,725,677.89","6,271,353.65","6,004,464.95","6,370,466.22","46,180,464.11","46,159,605.05","46,144,449.97","6,160,447.39","6,138,138.58","5,945,945.70","20,968,860.54","6,259,683.64","6,212,862.47","6,304,236.26","6,343,974.67","6,133,353.51","5,807,473.82","6,989,659.58","84,456,756.43","6,315,686.67","6,018,070.62","5,872,213.03","5,413,665.42"
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,115,460.00",,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,509,500.00","2,509,500.00","2,509,500.00","2,509,500.00","2,509,500.00","2,509,500.00","2,509,500.00","2,509,500.00","2,509,500.00","2,509,500.00","2,509,500.00"
固定资产,"89,531,358.63","105,255,564.06","115,804,497.58","139,650,252.14","137,734,655.22","149,116,723.66","171,819,453.59","185,769,558.44","184,330,251.87","177,491,984.67","173,969,791.51","171,284,120.92","169,095,902.65","170,799,846.37","173,096,066.05","171,020,574.22","167,661,820.35","166,046,060.84","163,176,077.67","163,487,262.05","159,187,563.59","157,120,194.78","153,656,354.91","149,793,202.58","146,369,495.76","141,983,381.80","135,093,016.49","131,137,855.31","144,886,886.40","143,461,581.34","140,174,060.61","271,197,461.22","267,840,991.19","265,186,157.92","281,592,687.98","276,590,183.22","270,823,351.83","268,718,598.42","290,231,017.90","285,659,531.02","283,338,514.11","277,778,063.69"
递延所得税负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"194,718.96","9,178,833.96","9,189,903.96","9,189,903.96","9,557,265.71","9,557,265.71","9,557,265.71","9,557,265.71","7,965,601.83","9,557,265.70","7,642,082.47","7,174,499.72"
在建工程,"1,790,794.30","10,660,279.39","18,126,275.68","23,756,331.64","25,231,974.95","20,833,483.34","6,473,802.37",,,"642,917.49","1,208,655.19","32,187.13","67,371.60","109,992.60","52,287.30","55,799.30","105,757.58","295,526.38","628,046.28","2,057,128.55","2,762,593.87","1,969,455.10","2,013,944.09","2,079,539.00","2,218,505.04","2,291,320.57","15,748,033.04","15,748,033.04",,,,"3,722,302.25","3,802,877.81","3,732,302.25","4,066,278.37","3,904,060.81","3,957,872.35","3,806,463.40","3,928,269.77","4,757,855.74","4,569,637.30","5,566,226.63"
其他非流动负债,"2,000,000.00","2,000,000.00","2,000,000.00","2,700,000.00","2,700,000.00","2,700,000.00","2,700,000.00","2,700,000.00","2,700,000.00","2,700,000.00","2,700,000.00","2,700,000.00","2,700,000.00","2,700,000.00","2,700,000.00","200,000.00","200,000.00","200,000.00","200,000.00",,,,,"456,166.67","456,166.67","433,166.69","410,166.67","398,666.67","6,819,111.11","6,766,777.78",,"1,360,333.34",,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"2,000,000.00","2,000,000.00","2,000,000.00","2,700,000.00","2,700,000.00","2,700,000.00","2,700,000.00","2,700,000.00","2,700,000.00","2,700,000.00","2,700,000.00","2,700,000.00","2,700,000.00","2,700,000.00","2,700,000.00","200,000.00","200,000.00","200,000.00","200,000.00",,,,,"456,166.67","456,166.67","433,166.69","410,166.67","398,666.67","6,819,111.11","6,766,777.78","13,388,079.06","27,092,405.16","27,253,674.44","56,666,043.20","35,764,373.33","34,526,385.06","33,494,924.42","32,449,096.24","59,562,183.00","107,791,764.94","117,575,956.31","159,414,996.48"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"61,082,171.39","70,826,412.66","80,651,245.27","80,543,334.04","101,977,140.68","74,097,708.93","45,254,305.22","62,571,568.00","62,808,085.20","81,960,570.78","97,189,083.18","91,828,880.22","82,648,126.82","106,556,833.35","114,999,336.72","114,300,373.57","105,259,131.57","124,257,305.65","180,756,304.24","147,108,810.12","156,587,277.49","151,348,814.84","146,890,503.91","141,885,530.93","226,207,113.99","286,045,616.44","162,966,016.07","152,950,746.37","184,938,120.31","191,895,466.01","191,878,870.99","321,498,049.71","288,623,598.47","338,955,352.59","428,253,897.00","396,000,245.36","485,437,158.90","539,834,804.66","653,559,097.97","889,896,850.44","1,013,353,219.33","1,082,459,930.58"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"102,372,598.00","184,270,676.00","184,270,676.00","184,270,676.00","184,270,676.00","184,270,676.00","184,270,676.00","184,270,676.00","184,270,676.00","184,270,676.00","184,270,676.00","184,270,676.00","184,270,676.00","184,270,676.00","184,270,676.00","184,270,676.00","184,270,676.00","184,270,676.00","184,270,676.00","184,270,676.00","184,270,676.00","184,270,676.00","184,270,676.00","184,270,676.00","184,270,676.00","184,270,676.00","184,270,676.00","184,270,676.00","184,270,676.00","184,270,676.00","184,270,676.00","240,513,224.00","360,769,836.00","367,159,836.00","367,159,836.00","367,159,836.00","367,159,836.00","367,099,836.00","366,994,836.00","366,994,836.00","733,989,672.00","730,241,172.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"137,301,640.99","55,486,007.44","55,486,007.44","55,403,562.99","55,403,562.99","55,403,562.99","55,403,562.99","55,403,562.99","55,403,562.99","55,403,562.99","55,403,562.99","55,403,562.99","55,403,562.99","55,403,562.99","56,370,542.44","55,406,082.53","55,406,082.53","55,406,082.53","55,506,250.65","55,488,365.17","55,488,365.17","55,488,365.17","55,488,365.17","55,488,365.17","55,488,365.17","55,488,365.17","55,488,365.17","55,488,365.17","55,488,365.17","55,488,365.17","55,488,365.17","518,199,026.38","470,096,381.59","495,426,831.59","511,196,355.27","512,063,977.76","512,935,721.98","513,727,622.01","511,963,948.73","512,170,585.65","145,372,736.47","140,509,805.98"
无形资产,"18,410,333.76","18,396,694.70","18,227,369.60","19,810,882.40","19,716,309.08","19,573,879.17","19,432,499.62","21,146,559.37","20,810,681.91","20,526,243.18","20,198,763.76","20,034,237.45","19,746,069.56","19,291,370.63","18,984,609.18","18,776,089.48","18,438,415.34","18,098,114.02","17,810,723.81","17,473,872.67","17,199,391.69","17,232,851.94","16,884,853.65","25,912,295.98","25,850,630.08","25,295,385.70","24,653,881.90","24,490,802.21","24,183,889.88","24,009,591.36","23,941,739.32","73,329,436.85","79,152,968.13","78,316,133.28","76,520,302.13","77,171,173.68","75,991,210.56","74,962,566.70","84,302,252.14","82,423,491.93","81,151,956.98","79,281,683.87"
盈余公积,"11,991,560.53","12,183,040.80","12,183,040.80","17,145,320.55","17,145,320.55","17,145,320.55","17,145,320.55","18,447,624.59","18,274,930.60","18,274,930.60","18,274,930.60","20,253,469.38","19,329,454.18","19,329,454.18","19,329,454.18","21,755,390.90","20,305,696.03","20,305,696.03","20,305,696.03","24,220,563.67","22,189,608.04","22,189,608.04","22,189,608.04","25,531,157.94","25,531,157.94","25,531,157.94","25,670,143.83","25,670,143.83","25,670,143.83","25,670,143.83","26,669,397.28","26,669,397.28","26,669,397.28","26,669,397.28","26,849,661.76","26,849,661.76","26,849,661.76","26,849,661.76","27,899,129.18","27,899,129.18","27,899,129.18","27,899,129.18"
开发支出,,"680,905.45","1,293,074.02",,,"322,500.00","322,500.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,865,424.80","3,684,079.10"
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30,096,900.00","30,096,900.00","30,096,900.00","30,096,900.00","18,086,400.00","17,591,850.00","17,591,850.00","17,591,850.00","8,764,132.50"
商誉,"800,000.00","800,000.00","800,000.00","800,000.00","800,000.00","800,000.00",,,,,,,,,,,,,,,,,,,,,,,,,"3,096,079.61","159,917,851.23","160,943,613.93","160,943,613.93","173,472,639.40","173,472,639.39","173,472,639.40","173,472,639.40","173,472,639.40","173,472,639.40","171,386,734.95","171,386,734.95"
未分配利润,"77,648,063.40","85,078,025.20","97,633,138.10","105,318,102.41","115,024,155.04","123,902,454.90","127,655,930.27","119,314,268.91","122,815,923.71","127,637,707.60","128,751,492.16","135,744,868.52","131,215,213.89","135,637,066.22","139,715,801.47","151,861,362.04","142,759,716.70","126,924,323.72","134,709,110.52","158,235,481.43","144,638,370.07","126,802,395.77","132,045,230.39","153,663,882.35","160,044,834.92","134,351,918.83","138,559,241.57","143,892,253.34","139,989,872.01","142,165,795.48","145,605,672.69","152,739,522.81","74,369,787.37","87,237,599.84","110,826,734.73","116,052,809.30","103,844,950.19","121,866,863.20","124,389,536.97","132,121,114.14","128,170,503.09","143,730,909.08"
长期待摊费用,"1,273,311.58","2,057,153.59","2,339,835.19","469,491.54","588,349.12","550,896.40","513,443.68","475,990.96","438,538.24","401,085.52","363,632.80","326,180.08","1,417,044.78","824,725.94","221,877.44","194,258.01","174,954.96","156,107.55","137,260.14","453,412.77","399,565.40","355,717.95","307,611.60","374,272.77","346,337.41","276,527.12","192,999.50","157,187.02","121,374.56","85,562.09","69,749.62","371,070.38","331,143.56","687,396.29","726,049.74","806,310.04","843,440.88","1,691,342.84","1,533,711.64","1,975,630.80","2,054,486.22","3,060,203.20"
少数股东权益,"3,258,769.03","3,262,917.81","3,292,859.01","3,068,206.48","3,019,083.20","2,993,970.91","1,821,565.81","1,826,479.86","1,820,384.24","1,820,964.65","1,848,684.17","2,363,905.95","2,361,690.39","2,336,641.28","2,413,046.19","2,274,873.18","2,348,651.51","2,323,128.49","2,249,519.98","2,063,268.04","1,988,715.31","1,794,624.77","1,731,261.52","1,435,299.14","1,437,852.93","1,240,876.90","1,278,453.72","1,238,916.83","1,411,185.46","2,420,615.48","7,634,766.33","7,113,274.34","21,853,883.22","20,405,355.41","17,976,757.39","14,440,379.17","13,889,891.37","14,004,849.74","8,298,845.31","6,823,158.16","5,292,771.26","4,510,229.91"
递延所得税资产,"271,487.77","271,487.77","271,487.77","1,178,855.82","1,178,855.82","1,178,855.82","632,456.85","2,569,257.85","2,866,887.85","2,716,887.85","2,714,076.77","639,644.53","639,644.53","661,969.67","695,666.09","1,557,016.10","1,630,259.80","1,621,213.49","1,644,409.14","2,043,985.13","1,975,668.03","2,315,954.97","2,400,608.13","3,104,138.45","2,973,809.35","3,457,719.01","3,001,547.15","2,779,787.43","4,663,410.12","4,648,789.52","3,860,309.77","5,966,152.49","6,380,159.84","7,098,680.19","10,941,271.64","13,385,559.67","15,351,224.68","17,476,522.08","16,830,688.23","21,122,426.44","24,384,224.88","27,730,039.22"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,131,475.50","13,131,475.50","15,306,071.78","16,806,071.78","30,591,101.50","30,591,101.50","30,591,101.50","30,591,101.70","29,818,673.34","27,616,149.41","27,610,407.41","27,243,650.91","82,599,646.29","160,045,378.78","220,389,816.82","220,499,228.62"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"112,077,286.04","138,122,084.96","156,862,539.84","185,665,813.54","185,250,144.19","192,376,338.39","199,194,156.11","209,961,366.62","208,446,359.87","201,779,118.71","198,454,920.03","192,316,370.11","190,966,033.12","191,687,905.21","193,050,506.06","199,103,737.11","195,511,208.03","193,717,022.28","190,453,839.25","192,241,339.06","187,796,136.23","184,998,639.69","181,633,838.60","227,443,912.89","223,918,382.69","219,448,784.17","197,981,400.97","193,583,279.09","195,107,578.44","209,980,456.63","225,492,724.07","568,808,238.39","575,347,092.22","572,899,360.23","603,271,256.11","598,753,550.04","595,039,806.69","671,828,540.18","679,213,912.04","740,475,024.73","800,013,009.09","799,399,924.70"
所有者权益(或股东权益)合计,"332,572,631.95","340,280,667.25","352,865,721.35","365,205,868.43","374,862,797.78","383,715,985.35","386,297,055.62","379,262,612.35","382,585,477.54","387,407,841.84","388,549,345.92","398,036,482.84","392,580,597.45","396,977,400.67","402,099,520.28","415,568,384.65","405,090,822.77","389,229,906.77","397,041,253.18","424,278,354.31","408,575,734.59","390,545,669.75","395,725,141.12","420,389,380.60","426,772,886.96","400,882,994.84","405,266,880.29","410,560,355.17","406,830,242.47","410,015,595.96","419,668,877.47","945,234,444.81","953,759,285.46","966,802,120.12","1,003,912,445.15","1,006,469,763.99","994,583,161.30","1,025,462,432.71","1,021,936,366.50","1,028,404,161.75","1,023,141,558.78","1,038,140,836.98"
资产总计,"393,654,803.34","411,107,079.91","433,516,966.62","445,749,202.47","476,839,938.46","457,813,694.28","431,551,360.84","441,834,180.35","445,393,562.74","469,368,412.62","485,738,429.10","489,865,363.06","475,228,724.27","503,534,234.02","517,098,857.00","529,868,758.22","510,349,954.34","513,487,212.42","577,797,557.42","571,387,164.43","565,163,012.08","541,894,484.59","542,615,645.03","562,274,911.53","652,980,000.95","686,928,611.28","568,232,896.36","563,511,101.54","591,768,362.78","601,911,061.97","611,547,748.46","1,266,732,494.52","1,242,382,883.93","1,305,757,472.71","1,432,166,342.15","1,402,470,009.35","1,480,020,320.20","1,565,297,237.37","1,675,495,464.47","1,918,301,012.19","2,036,494,778.11","2,120,600,767.56"
