科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30
应交税费,"-234,730,171.44","60,894,505.42","-123,669,654.88","-382,145,457.31","145,890,730.85","39,965,015.88","187,901,822.18","72,515,469.60","244,213,000.00","899,176,310.00","556,428,450.00","182,866,990.00","881,894,770.00","1,243,688,930.00","1,262,282,620.00","-417,208,530.00","574,983,830.00","101,162,280.00","-243,831,670.00","-1,158,649,680.00","-859,862,700.00","-655,366,290.00","56,338,510.00","584,275,840.00","1,105,865,910.00","1,435,728,140.00"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,
应付利息,,,,,,,"3,636,947.76",,,,,,,,,,,,,,,,,,,
应收股利,,,,,,,,"1,798,815.52","1,799,000.00","1,798,820.00",,,,,,,,,,,,,,,"26,176,090.00","25,603,570.00"
应付股利,"226,415,049.19","49,088,908.15","49,088,908.15","585,908.15","729,622,489.77","275,895,683.94","225,324,302.07","223,567,263.71","297,211,000.00","149,216,480.00","55,549,030.00","3,553,830.00","3,305,610.00","202,231,490.00","10,752,010.00","3,305,610.00","18,969,060.00","167,048,820.00","63,869,250.00","2,916,770.00","2,916,770.00","240,599,500.00","141,479,330.00","72,646,270.00","3,788,910.00","292,809,120.00"
存货,"4,703,865,530.44","2,990,723,773.42","3,830,433,012.32","6,810,142,609.80","5,928,241,080.69","6,151,481,298.89","6,272,624,040.07","5,137,536,459.82","5,463,495,000.00","3,014,795,980.00","3,557,499,940.00","5,827,507,520.00","6,568,405,970.00","4,156,817,690.00","4,962,619,170.00","10,436,248,670.00","8,515,966,140.00","8,185,704,430.00","9,169,777,580.00","12,363,439,220.00","11,624,186,630.00","8,489,493,270.00","7,935,690,880.00","9,916,653,210.00","9,344,264,050.00","6,658,095,230.00"
其他应付款,"140,496,832.71","94,304,624.13","106,934,691.51","127,292,791.26","765,354,122.46","316,000,150.47","345,624,442.41","307,165,322.21","304,522,000.00","321,131,090.00","369,748,720.00","323,047,840.00","347,348,600.00","359,862,640.00","434,717,720.00","337,014,680.00","375,717,150.00","283,483,140.00","468,632,900.00","599,639,850.00","627,033,190.00","615,349,550.00","581,374,730.00","572,214,180.00","557,241,830.00","466,520,790.00"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,"58,244,400.00","57,194,100.00",,,,,"438,476,480.00","437,318,460.00","383,079,400.00"
其他流动资产,"31,219,956.79","69,263,737.53","64,057,786.99","108,232,225.07","11,733,644.93","6,484,129.41","59,368,977.47","82,373,683.09","94,075,000.00","105,622,000.00","85,594,550.00","139,893,200.00","292,210,510.00","120,685,710.00","167,497,200.00","302,017,700.00","286,529,450.00","279,460,550.00","265,769,830.00","717,607,540.00","717,199,730.00","562,072,410.00","555,562,890.00","1,800,375,760.00","1,463,381,640.00","1,901,119,760.00"
其他流动负债,"1,340,473,627.32","2,243,250,120.55","1,954,298,869.21","1,293,110,701.95","2,200,016,100.97","2,674,684,724.90","2,346,450,463.13","2,033,517,431.72","2,635,641,000.00","4,400,311,130.00","4,949,713,220.00","4,041,527,900.00","6,257,013,900.00","7,654,802,740.00","7,887,665,500.00","5,220,744,410.00","7,637,778,760.00","8,356,896,850.00","8,331,322,900.00","6,017,859,190.00","6,478,951,010.00","7,377,550,800.00","7,798,418,330.00","7,046,277,870.00","8,741,081,170.00","9,307,102,830.00"
流动资产合计,"10,842,252,011.49","11,154,675,007.05","11,097,686,572.67","12,465,135,717.05","15,308,004,246.53","18,209,129,448.17","16,705,022,648.56","13,786,770,231.09","16,214,488,000.00","18,092,062,090.00","19,620,830,520.00","21,131,978,980.00","27,722,217,490.00","30,978,034,400.00","32,299,835,710.00","28,016,799,150.00","45,700,272,530.00","48,303,039,450.00","49,069,454,250.00","39,984,542,100.00","42,798,390,060.00","45,067,606,200.00","44,583,854,010.00","40,612,958,090.00","49,790,026,920.00","45,609,658,180.00"
流动负债合计,"10,612,260,656.28","10,494,986,016.07","10,047,249,583.81","11,666,371,996.95","17,092,018,919.25","18,850,923,645.25","17,582,266,698.17","16,015,364,834.31","18,458,868,000.00","19,625,057,870.00","17,752,657,660.00","18,859,423,450.00","25,146,320,070.00","27,946,325,930.00","29,523,921,240.00","25,188,118,270.00","38,881,533,710.00","41,089,918,160.00","39,962,986,250.00","32,932,364,720.00","35,376,043,190.00","38,458,667,980.00","35,908,123,100.00","31,889,095,370.00","39,856,780,480.00","37,279,967,920.00"
可供出售金融资产,,,,,,"11,128,485.00","8,891,976.00","7,045,326.00","9,686,000.00","12,179,280.00","279,890.00","312,820.00","425,710.00","315,170.00","324,580.00","312,820.00","350,450.00","322,220.00","258,720.00","284,590.00","263,420.00","228,140.00","176,400.00","286,940.00","348,100.00","242,260.00"
长期借款,,,,,,,,,,,,,,,"331,697,820.00","393,809,390.00","389,848,240.00","326,610,700.00","1,947,081,730.00","1,381,362,960.00","1,368,615,590.00","1,376,084,350.00","2,384,766,750.00","1,483,609,540.00","1,388,443,700.00","1,191,630,960.00"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,"7,178,626.39","7,072,111.09",,,,,,,,,,,,,,,,,,,
长期股权投资,"194,432,943.40","251,683,102.98","14,210,700.80","16,077,487.28","1,839,173,238.49","258,946,018.29","263,199,232.69","246,868,012.65","250,684,000.00","209,038,550.00","179,798,620.00","374,835,810.00","375,393,660.00","411,682,210.00","815,506,820.00","781,230,000.00","925,993,960.00","844,331,920.00","734,847,580.00","1,048,254,290.00","1,049,959,540.00","1,027,535,230.00","1,059,560,880.00","1,084,853,610.00","1,019,524,490.00","1,039,015,610.00"
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,"12,594,550.00","8,656,950.00","2,549,030.00"
投资性房地产,"331,667,012.92","326,078,135.73","321,787,982.00","390,216,059.34","377,520,385.07","405,504,491.43","390,980,106.05","386,341,762.50","349,926,000.00","344,890,130.00","339,844,480.00","327,441,110.00","322,095,090.00","318,534,220.00","582,424,280.00","505,404,750.00","500,923,580.00","487,658,030.00","478,782,660.00","474,713,940.00","462,747,960.00","453,353,680.00","444,529,970.00","362,669,460.00","355,314,310.00","338,441,250.00"
预计负债,,,,,,"7,800,000.00","7,800,000.00","18,541,858.03","18,542,000.00","11,806,230.00","8,390,280.00","11,213,500.00","11,213,500.00","18,040,050.00","21,440,050.00","18,487,800.00","19,012,310.00","19,373,410.00","14,535,160.00","21,844,470.00","19,829,050.00","19,418,640.00","32,846,170.00","24,611,190.00","24,124,320.00","27,583,980.00"
固定资产,"2,963,872,512.33","2,935,831,914.07","3,008,351,779.04","3,225,611,490.51","3,430,531,313.14","4,112,060,327.73","4,518,100,311.33","5,024,186,416.77","5,197,921,000.00","5,344,666,560.00","5,399,378,710.00","5,694,023,840.00","5,732,144,820.00","5,766,674,570.00","6,560,909,850.00","7,672,288,750.00","8,033,098,970.00","8,683,403,180.00","8,838,036,520.00","10,714,826,460.00","11,183,083,550.00","11,573,246,630.00","12,206,398,640.00","12,527,223,990.00","12,365,646,280.00","12,066,082,340.00"
递延所得税负债,,"1,008,975.00","2,438,250.83",,,"60,709,973.01","59,990,830.10","55,164,571.96","55,245,000.00","60,665,660.00","53,892,830.00","55,437,230.00","74,403,770.00","56,337,730.00","66,277,960.00","62,900,360.00","42,862,770.00","37,690,620.00","54,609,670.00","33,415,240.00","27,240,140.00","19,161,980.00","18,472,670.00","33,392,170.00","32,154,700.00","39,293,270.00"
在建工程,"73,327,020.72","172,402,332.16","149,899,047.27","137,702,647.04","188,486,573.55","334,186,084.82","474,965,333.60","637,570,035.44","491,886,000.00","698,717,310.00","729,103,670.00","486,632,300.00","596,650,360.00","825,558,400.00","685,716,170.00","952,216,440.00","1,119,652,840.00","1,452,000,370.00","2,122,313,070.00","2,073,583,060.00","2,030,463,560.00","1,788,322,030.00","1,196,034,060.00","810,077,550.00","821,595,250.00","837,037,290.00"
其他非流动负债,"12,978,370.27","4,700,000.00","7,600,000.00","2,670,000.00","13,560,075.50","12,784,933.00","13,111,115.50","2,010,000.00","2,010,000.00","2,510,000.00","4,235,810.00","3,679,000.00","5,678,900.00","5,516,300.00","5,314,950.00","8,024,860.00","8,042,350.00","8,029,750.00","8,565,040.00","23,022,640.00","36,553,610.00","26,441,280.00","58,360,180.00","61,810,740.00","69,607,940.00","77,693,810.00"
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"12,978,370.27","5,708,975.00","10,038,250.83","2,670,000.00","13,560,075.50","88,473,532.40","87,974,056.69","75,716,429.99","75,797,000.00","74,981,890.00","66,518,920.00","70,329,730.00","91,296,170.00","79,894,080.00","424,730,780.00","483,222,410.00","459,765,670.00","391,704,480.00","2,024,791,600.00","1,459,645,310.00","1,452,238,390.00","1,441,106,250.00","2,494,445,770.00","1,616,018,190.00","1,522,987,610.00","1,338,751,050.00"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"10,625,239,026.55","10,500,694,991.07","10,057,287,834.64","11,669,041,996.95","17,105,578,994.75","18,939,397,177.65","17,670,240,754.86","16,091,081,264.30","18,534,665,000.00","19,700,039,760.00","17,819,176,580.00","18,929,753,180.00","25,237,616,240.00","28,026,220,010.00","29,948,652,020.00","25,671,340,680.00","39,341,299,380.00","41,481,622,640.00","41,987,777,850.00","34,392,010,030.00","36,828,281,580.00","39,899,774,230.00","38,402,568,870.00","33,505,113,560.00","41,379,768,090.00","38,618,718,970.00"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"630,356,643.00","1,260,713,286.00","1,260,713,286.00","1,260,713,286.00","1,260,713,286.00","1,891,069,929.00","1,891,069,929.00","1,891,069,929.00","1,891,070,000.00","1,891,069,930.00","2,080,176,850.00","2,080,176,850.00","2,080,176,850.00","3,120,265,280.00","3,120,265,280.00","3,120,265,276.00","3,384,347,650.00","3,384,347,650.00","3,384,347,650.00","3,384,347,650.00","3,384,347,650.00","3,384,347,650.00","3,384,347,650.00","3,384,347,650.00","3,384,347,650.00","3,384,347,650.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"1,037,081,405.56","423,904,505.46","394,388,973.10","329,232,268.96","349,434,336.69","342,536,404.23","514,058,174.04","302,297,480.59","400,684,000.00","401,470,410.00","3,107,883,210.00","3,125,792,930.00","3,177,523,490.00","2,085,561,130.00","2,086,712,500.00","2,092,101,330.00","6,113,638,880.00","6,113,138,860.00","6,053,835,360.00","6,117,132,200.00","6,105,177,540.00","6,096,862,070.00","6,103,335,820.00","6,350,757,640.00","6,292,177,410.00","6,306,888,600.00"
无形资产,"559,674,860.50","561,487,612.70","711,231,596.36","673,434,914.13","691,618,823.63","1,033,937,154.74","1,124,953,885.80","1,194,751,698.56","1,171,877,000.00","1,204,594,500.00","1,207,836,800.00","1,220,852,490.00","1,211,904,180.00","1,202,785,360.00","1,424,237,350.00","1,552,462,510.00","1,652,295,130.00","1,684,847,510.00","1,688,842,540.00","1,810,195,660.00","1,816,463,350.00","1,811,561,720.00","1,800,688,190.00","1,873,065,100.00","1,793,762,890.00","1,781,742,230.00"
盈余公积,"495,432,503.99","495,432,503.99","495,432,503.99","495,432,503.99","550,374,800.35","550,374,800.35","607,154,952.47","607,154,952.47","676,480,000.00","676,479,870.00","676,479,870.00","676,479,870.00","676,479,870.00","741,469,170.00","741,469,170.00","741,469,170.00","741,469,170.00","841,658,360.00","841,658,360.00","841,658,360.00","841,658,360.00","1,046,286,280.00","1,046,286,280.00","1,046,286,280.00","1,046,286,280.00","1,278,239,200.00"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,
商誉,"77,198,082.65","76,971,647.52","76,971,647.52","91,041,013.37","99,806,866.07","1,475,132,814.13","1,475,885,249.00","1,473,527,227.38","1,473,527,000.00","1,473,527,230.00","1,473,527,230.00","1,473,527,230.00","1,473,527,230.00","1,473,527,230.00","1,473,527,230.00","1,473,527,230.00","1,473,527,230.00","1,473,527,230.00","1,473,527,230.00","2,368,184,830.00","2,368,184,830.00","2,368,184,830.00","2,510,893,930.00","2,510,893,930.00","2,510,893,930.00","2,510,893,930.00"
未分配利润,"1,568,552,184.08","1,863,384,939.71","2,148,901,918.93","2,399,242,648.35","2,105,692,129.55","2,197,746,711.04","2,228,604,432.77","1,958,663,789.51","1,887,720,000.00","2,838,527,100.00","3,243,648,090.00","3,584,413,220.00","4,216,037,370.00","5,099,933,290.00","6,030,468,150.00","6,367,622,210.00","7,079,121,710.00","7,904,322,400.00","8,808,952,430.00","9,627,795,580.00","10,498,607,530.00","9,988,812,200.00","10,911,083,820.00","11,387,992,000.00","12,465,545,760.00","11,729,743,200.00"
长期待摊费用,"95,854,359.58","77,618,643.68","93,453,285.31","134,385,913.73","128,612,197.60","158,836,029.96","161,558,117.39","177,996,361.98","227,854,000.00","228,420,920.00","232,733,680.00","157,885,380.00","151,443,890.00","154,137,490.00","265,207,790.00","274,952,810.00","328,733,690.00","382,675,720.00","409,176,330.00","444,539,070.00","418,537,560.00","411,145,230.00","384,738,390.00","407,496,910.00","409,973,080.00","411,872,840.00"
少数股东权益,"851,082,735.68","1,055,322,955.70","1,141,063,988.87","1,177,323,909.73","1,146,222,954.18","2,612,773,706.62","2,757,646,862.99","2,535,757,689.39","2,525,406,000.00","2,802,053,630.00","2,994,773,350.00","3,276,546,760.00","3,445,852,530.00","3,481,593,710.00","3,717,503,020.00","4,046,359,410.00","4,260,580,710.00","4,079,613,810.00","4,273,515,960.00","5,160,019,200.00","5,338,284,220.00","4,906,464,120.00","5,153,604,410.00","5,329,087,580.00","5,579,726,730.00","5,296,097,140.00"
递延所得税资产,"68,854,663.35","40,734,403.47","21,376,128.31","192,599,642.93","446,700,742.73","518,556,551.59","528,591,773.50","448,529,354.40","513,782,000.00","690,835,670.00","720,202,130.00","790,137,510.00","1,230,042,680.00","1,408,415,370.00","1,537,967,800.00","824,843,060.00","1,211,042,920.00","524,652,030.00","551,628,910.00","631,034,950.00","827,390,410.00","734,240,720.00","773,010,860.00","710,073,250.00","929,554,580.00","1,888,415,370.00"
外币报表折算价差,"-611,031.92","-1,970,382.57","-2,819,766.25","-4,781,728.60","-7,562,114.71","-16,481,323.03","-16,626,472.21","-2,438,678.49","-14,394,000.00","-10,708,460.00","-18,602,220.00","-15,535,340.00","-17,841,240.00","-15,378,170.00","587,440.00","14,879,444.00","25,433,800.00","31,753,940.00","16,780,200.00","27,195,930.00","-40,872,640.00","-87,122,140.00","-41,341,520.00","-103,985,880.00","-151,212,090.00","-130,633,460.00"
其他非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"4,364,881,455.45","4,442,807,792.31","4,397,282,166.61","4,861,069,168.33","7,202,450,140.28","8,308,287,957.69","8,947,125,985.36","9,596,816,195.68","9,687,143,000.00","10,206,870,150.00","10,282,705,210.00","10,525,648,490.00","11,093,627,620.00","11,561,630,020.00","13,345,821,870.00","14,037,238,370.00","15,245,618,770.00","15,533,418,210.00","16,297,413,560.00","19,565,616,850.00","20,157,094,180.00","20,167,818,210.00","20,376,031,320.00","20,286,640,740.00","20,206,612,910.00","20,873,743,120.00"
所有者权益(或股东权益)合计,"4,581,894,440.39","5,096,787,808.29","5,437,680,904.64","5,657,162,888.43","5,404,875,392.06","7,578,020,228.21","7,981,907,879.06","7,292,505,162.47","7,366,966,000.00","8,598,892,480.00","12,084,359,150.00","12,727,874,290.00","13,578,228,870.00","14,513,444,410.00","15,697,005,560.00","16,382,696,840.00","21,604,591,920.00","22,354,835,020.00","23,379,089,960.00","25,158,148,920.00","26,127,202,660.00","25,335,650,180.00","26,557,316,460.00","27,394,485,270.00","28,616,871,740.00","27,864,682,330.00"
资产总计,"15,207,133,466.94","15,597,482,799.36","15,494,968,739.28","17,326,204,885.38","22,510,454,386.81","26,517,417,405.86","25,652,148,633.92","23,383,586,426.77","25,901,631,000.00","28,298,932,240.00","29,903,535,730.00","31,657,627,470.00","38,815,845,110.00","42,539,664,420.00","45,645,657,580.00","42,054,037,520.00","60,945,891,300.00","63,836,457,660.00","65,366,867,810.00","59,550,158,950.00","62,955,484,240.00","65,235,424,410.00","64,959,885,330.00","60,899,598,830.00","69,996,639,830.00","66,483,401,300.00"
负债和所有者(或股东权益)合计,"15,207,133,466.94","15,597,482,799.36","15,494,968,739.28","17,326,204,885.38","22,510,454,386.81","26,517,417,405.86","25,652,148,633.92","23,383,586,426.77","25,901,631,000.00","28,298,932,240.00","29,903,535,730.00","31,657,627,470.00","38,815,845,110.00","42,539,664,420.00","45,645,657,580.00","42,054,037,520.00","60,945,891,300.00","63,836,457,660.00","65,366,867,810.00","59,550,158,950.00","62,955,484,240.00","65,235,424,410.00","64,959,885,330.00","60,899,598,830.00","69,996,639,830.00","66,483,401,300.00"
