科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
取得借款收到的现金,"37,000,000.00","22,050,000.00","13,000,000.00","13,000,000.00","13,000,000.00",,,,,,,,"4,700,000.00",,,,,,,,,,,"6,000,000.00",,,,"1,350,000.00",,,"100,000,000.00","250,000,000.00","54,733,087.42",,,,,
支付的各项税费,"22,229,716.92","24,395,665.80","17,275,908.57","31,033,081.80","37,926,299.11","6,703,222.35","14,212,775.53","28,503,522.83","35,497,927.93","7,170,415.02","24,315,207.09","34,980,782.37","48,583,913.28","10,634,997.87","31,396,754.88","42,303,970.60","57,552,284.25","12,092,582.97","34,028,527.95","48,392,804.41","67,988,060.61","9,594,984.82","31,850,008.20","42,241,088.00","50,804,686.67","17,165,733.18","37,837,913.23","51,798,571.09","57,911,103.50","22,442,263.37","44,923,034.42","60,413,486.01","83,567,651.42","26,322,806.33","50,899,175.72","77,242,096.94","135,793,975.00","45,033,185.78"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,"10,000,000.00",,"10,000,000.00",,,,,,,,,,,
支付其他与经营活动有关的现金,"43,473,010.67","48,413,394.72","31,755,246.19","41,750,318.91","64,284,629.33","19,127,048.30","37,249,533.84","53,203,867.74","77,174,552.96","29,200,628.47","37,109,337.15","55,863,489.84","114,133,309.90","28,753,676.30","53,253,165.03","84,761,761.77","114,095,544.97","28,816,783.01","57,557,163.50","88,086,024.14","139,230,474.62","34,061,833.96","68,550,426.84","115,705,662.18","176,126,615.12","43,046,412.33","89,262,888.30","119,970,371.24","224,983,030.22","45,486,282.13","111,449,701.00","180,731,976.57","259,960,354.30","64,221,723.54","147,629,553.87","221,697,575.38","342,254,777.89","96,107,994.97"
筹资活动现金流入小计,"43,000,000.00","30,000,000.00","13,000,000.00","334,095,000.00","342,095,000.00",,"1,600,000.00","1,600,000.00","1,600,000.00",,,,"4,700,000.00",,,,,,"28,537,850.00","28,537,850.00","32,223,394.66",,"33,000,000.00","39,000,000.00","43,000,000.00",,"10,000,000.00","11,350,000.00","111,135,899.35",,"100,000,000.00","493,184,320.00","297,700,531.42",,"17,010,167.50","17,013,614.00","16,605,668.46",
经营活动现金流出小计,"120,603,511.82","136,133,299.52","91,928,710.87","134,758,629.94","182,502,496.62","52,436,143.95","93,511,085.61","158,581,211.28","219,352,664.32","64,991,214.96","118,463,024.46","183,258,207.39","295,041,565.45","72,648,085.12","153,905,379.66","231,078,301.12","323,053,070.48","80,614,725.25","169,027,347.94","260,921,608.26","384,274,208.02","96,301,772.82","204,376,414.24","318,371,537.53","451,777,487.87","135,792,057.55","269,249,249.35","366,908,757.51","558,370,812.60","146,800,384.37","302,746,129.79","479,077,356.64","660,185,080.55","194,593,480.00","404,192,623.76","589,694,333.58","849,308,114.38","258,425,807.41"
偿还债务支付的现金,"43,512,000.00","47,000,000.00","19,200,000.00","23,050,000.00","40,050,000.00",,"2,000,000.00","4,300,000.00","7,300,000.00",,"13,850,000.00","13,850,000.00","8,700,000.00","3,700,000.00","3,700,000.00","3,700,000.00","3,700,000.00",,,,,,,,,"25,500,000.00","25,500,000.00","25,624,396.13",,,,"200,181,286.45","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00",
经营活动产生的现金流量净额,"35,098,079.24","26,043,954.77","20,319,310.30","25,249,143.51","38,674,865.20","5,809,069.50","22,305,618.17","25,128,566.99","47,427,211.12","-5,797,053.22","15,974,654.19","19,514,900.72","7,180,611.45","6,870,534.16","20,150,816.33","28,475,323.69","53,800,825.43","3,967,227.62","23,103,156.26","43,293,540.76","53,213,032.09","-1,451,394.76","37,125,940.08","66,521,564.32","108,684,214.78","5,423,084.21","48,699,354.85","81,653,549.75","118,734,165.06","30,735,450.91","78,278,055.60","131,876,317.71","258,005,072.63","15,265,426.86","74,442,818.94","159,315,480.31","280,625,013.82","39,318,162.87"
分配股利、利润或偿还利息支付的现金,"14,369,474.11","15,775,821.11","16,188,345.64","16,463,095.54","16,687,678.74","2,791.52","26,751,512.46","26,838,936.03","27,069,594.63","106,997.83","36,684,339.91","36,770,695.71","38,149,475.54","29,839.04","34,095,256.44","34,095,256.44","37,837,013.40",,"43,879,118.73","43,132,678.36","46,116,766.96","-77,032.21","44,657,190.78","47,737,345.40","47,962,493.93","118,215.55","40,806,823.02","40,806,823.02","43,707,063.61","93,575.04","62,556,673.40","64,152,127.18","65,461,530.66","707,383.52","80,748,906.94","82,180,225.92","82,773,498.74","504,687.45"
收回投资收到的现金,,,,,,,,,,,"18,000,000.00","18,000,000.00",,,"1,170,000.00","1,170,000.00",,,,,,,,,,"450,000.00","1,700,000.00","77,900,000.00",,"79,000,000.00","90,500,000.00","77,300,000.00","33,640,000.00","6,000,000.00","69,000,000.00","126,070,000.00","13,011,005.04",
支付其他与筹资活动有关的现金,,,,,"5,700,541.89",,,,"1,699,458.11",,,,"600,000.00",,,,,,,,,,,"3,000.00",,,"264,100.65","264,100.65","9,270,000.00",,"67,628.00","67,628.00","2,252,240.99",,,,,
取得投资收益收到的现金,"717,324.00","275,000.00",,,"170,000.00",,"250,000.00","250,000.00","250,000.00",,,"250,000.00","250,000.00",,,,,,,,,,,,"104,179.84","33,072.73","70,595.60","663,321.65","961,848.37","706,235.61","890,346.42","1,210,290.22","1,911,247.03","762,566.83","1,181,040.08","1,263,678.63","1,683,931.05","232,344.06"
筹资活动现金流出小计,"57,881,474.11","62,775,821.11","35,388,345.64","39,513,095.54","62,438,220.63","2,791.52","28,751,512.46","31,138,936.03","36,069,052.74","106,997.83","50,534,339.91","50,620,695.71","47,449,475.54","3,729,839.04","37,795,256.44","37,795,256.44","41,537,013.40",,"43,879,118.73","43,132,678.36","46,116,766.96","-77,032.21","44,657,190.78","47,740,345.40","47,962,493.93","25,618,215.55","66,570,923.67","66,695,319.80","52,977,063.61","93,575.04","62,624,301.40","264,401,041.63","77,713,771.65","10,707,383.52","90,748,906.94","92,180,225.92","92,773,498.74","504,687.45"
处置固定资产、无形资产和其他长期资产收回的现金净额,"12,408.00","10,000.00","18,000.00","18,000.00","18,000.00",,,,"2,000.00",,"8,713,905.02","8,748,200.00","13,248,818.84","4,000.00","4,550.00","4,550.00","12,886.54","27,200.00","27,200.00","27,200.00","58,106.92","16,000.00","16,000.00","37,701.50","22,000.00",,"32,340.00","42,440.00","113,239.96","30,000.00","38,200.00","38,200.00","172,107.67","1,395,075.54","1,403,939.54","1,403,939.54","32,352.00","12,500,000.00"
筹资活动产生的现金流量净额,"-14,881,474.11","-32,775,821.11","-22,388,345.64","294,581,904.46","279,656,779.37","-2,791.52","-27,151,512.46","-29,538,936.03","-34,469,052.74","-106,997.83","-50,534,339.91","-50,620,695.71","-42,749,475.54","-3,729,839.04","-37,795,256.44","-37,795,256.44","-41,537,013.40",,"-15,341,268.73","-14,594,828.36","-13,893,372.30","77,032.21","-11,657,190.78","-8,740,345.40","-4,962,493.93","-25,618,215.55","-56,570,923.67","-55,345,319.80","58,158,835.74","-93,575.04","37,375,698.60","228,783,278.37","219,986,759.77","-10,707,383.52","-73,738,739.44","-75,166,611.92","-76,167,830.28","-504,687.45"
处置子公司及其他营业单位收到的现金净额,,"9,916,387.03",,,,,,,,,,,"18,000,000.00",,,,"1,170,000.00",,,,"471,964.52",,,,,,,,,,"21,514,158.96","21,514,158.96","21,514,158.96",,"16,369,103.75","18,210,103.75","18,210,103.75",
四、汇率变动对现金的影响,"-474,615.14","-343,469.97","-35,875.42","-28,317.87","-32,241.94","-13,035.41","-13,035.49","-13,035.72","-13,886.53",-1.11,"-4,104.51","-4,107.70","92,054.39","-73,837.20","-64,347.18","-96,116.17","-37,820.75","-50,264.74","-114,173.34","-180,698.77","-243,954.70","-74,423.32","-12,091.81","-12,091.87","-11,731.20","3,517.94","6,891.62","7,717.21","3,848.66","1,480.82","1,501.66","2,889.87","1,709.09",4.82,"-8,381.56","-3,511.18","-4,415.71","23,554.99"
收到其他与投资活动有关的现金,"241,918.68","445,244.76","102,082.06","120,510.13","413,371.25","76,623.51","285,544.38","335,503.10","2,275,149.23","127,471.63","340,701.19","626,167.17","11,376,524.76","480,710.04","1,498,349.23","2,294,350.83","5,474,831.92","724,987.87","2,002,442.22","3,722,245.48","5,125,512.41","1,509,315.22","3,066,817.26","4,333,132.77","5,896,852.26","927,444.38","1,540,594.46","1,733,739.36","2,414,228.21","180,714.97","399,304.49","1,431,111.10","882,156.37","1,066,353.61","206,781.66","323,556.33","418,414.48","386,751.85"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"971,650.68","10,646,631.79","120,082.06","138,510.13","601,371.25","76,623.51","535,544.38","585,503.10","2,527,149.23","127,471.63","27,054,606.21","27,624,367.17","42,875,343.60","484,710.04","2,672,899.23","3,468,900.83","6,657,718.46","752,187.87","2,029,642.22","3,749,445.48","5,655,583.85","1,525,315.22","3,082,817.26","4,370,834.27","6,023,032.10","1,410,517.11","3,343,530.06","80,339,501.01","3,489,316.54","79,916,950.58","113,342,009.87","101,493,760.28","58,119,670.03","9,223,995.98","88,160,865.03","147,271,278.25","33,355,806.32","13,119,095.91"
五、现金及现金等价物净增加额,"11,306,299.54","-10,710,389.71","-6,470,710.15","315,239,587.54","306,364,464.46","4,549,975.48","-11,060,559.16","-18,098,500.44","-2,313,396.53","-6,843,296.52","-55,692,311.25","-76,769,957.10","-78,142,415.47","-16,391,862.82","-60,908,209.72","-56,272,617.35","-40,536,771.76","-2,358,731.34","-13,609,283.86","1,447,095.62","13,095,653.47","-7,728,555.29","-56,755,923.30","-36,880,938.57","-48,973,497.29","-42,932,971.23","-89,797,841.38","-34,619,286.22","-92,584,306.43","62,593,350.57","66,574,647.87","-29,531,096.04","62,669,582.72","-100,644,639.16","-70,486,129.58","-72,455,119.98","-17,550,112.85","-45,761,702.45"
购建固定资产、无形资产和其他长期资产支付的现金,"9,323,962.13","6,523,012.19","4,485,881.45","4,701,652.69","12,536,309.42","1,319,890.60","3,779,722.10","7,873,147.12","11,180,698.95","1,066,715.99","48,183,127.23","70,284,421.58","82,540,949.37","19,943,430.78","45,872,321.66","50,325,469.26","59,420,481.50","7,027,882.09","23,286,640.27","30,820,363.49","31,635,635.47","7,805,084.64","66,531,392.80","75,676,894.64","88,039,089.96","9,151,874.94","18,276,694.24","30,274,734.39","36,951,222.92","47,966,956.70","24,224,653.20","43,433,496.02","69,179,791.77","20,586,392.90","61,763,902.15","89,066,465.04","131,777,735.01","25,274,449.78"
期初现金及现金等价物余额,"31,852,405.72","43,158,705.26","32,448,315.55","32,448,315.55","32,448,315.55","338,812,780.01","338,812,780.01","338,812,780.01","338,812,780.01","336,499,383.48","336,499,383.48","336,499,383.48","336,499,383.48","258,356,968.01","258,356,968.01","258,356,968.01","258,356,968.01","217,820,196.25","217,820,196.25","217,820,196.25","217,820,196.25","230,915,849.72","230,915,849.72","230,915,849.72","230,915,849.72","181,942,352.43","181,942,352.43","181,942,352.43","181,942,352.43","89,358,046.00","89,358,046.00","89,358,046.00","89,358,046.00","152,027,628.72","152,027,628.72","152,027,628.72","152,027,628.72","134,477,515.87"
投资支付的现金,"83,379.00","7,758,673.00",,,,,,,"666,667.00",,,"3,000,000.00",,,,,,,,,,,,,"4,000,000.00",,"52,000,000.00","96,000,000.00","94,100,000.00",,"24,500,000.00","77,500,000.00","34,500,000.00","50,790,000.00","46,328,500.00","163,555,000.00","115,401,000.00","63,910,000.00"
期末现金及现金等价物余额,"43,158,705.26","32,448,315.55","25,977,605.40","347,687,903.09","338,812,780.01","343,362,755.49","327,752,220.85","320,714,279.57","336,499,383.48","329,656,086.96","280,807,072.23","259,729,426.38","258,356,968.01","241,965,105.19","197,448,758.29","202,084,350.66","217,820,196.25","215,461,464.91","204,210,912.39","219,267,291.87","230,915,849.72","223,187,294.43","174,159,926.42","194,034,911.15","181,942,352.43","139,009,381.20","92,144,511.05","147,323,066.21","89,358,046.00","151,951,396.57","155,932,693.87","59,826,949.96","152,027,628.72","51,382,989.56","81,541,499.14","79,572,508.74","134,477,515.87","88,715,813.42"
