科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"245,981,566.08","258,598,243.48","276,669,326.51","45,561,038.75","98,266,125.47","162,042,871.43","249,464,424.57","62,398,401.28","151,441,794.31","226,273,891.31","361,759,287.32","68,034,823.27","139,854,416.76","202,709,265.89","378,192,831.15","85,427,814.13","138,913,674.52","293,282,419.28","411,616,927.70","103,480,511.24","252,388,824.10","351,305,140.97","574,640,131.64","152,709,223.64","284,554,862.30","467,849,446.18","707,651,286.82","156,898,622.03","357,326,007.15","557,214,126.25","944,137,667.45","192,402,022.42","342,923,568.15","498,138,352.14","852,921,573.23","212,609,653.53","459,054,195.22","647,883,871.25","1,179,658,046.63","224,026,144.50"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,"12,318,062.27",,,,,,"16,795,315.77","64,400,301.23","45,169,193.11",,,,,,,,,,,,,
收到的税费返还,,,,,,,,,,,,,,,"1,314,749.20","404,427.95","23,677.32","547,681.48","5,036,305.63","1,471,848.67","4,159,412.67","4,987,886.98","5,526,322.26","4,533,418.10","6,405,679.81","7,334,151.95","10,367,370.85","2,028,161.01","8,607,708.20","10,743,515.84","11,530,754.16","1,039,768.94","4,941,750.73","6,907,841.95","7,945,940.24","3,534,696.18","5,243,801.18","7,159,168.56","9,952,688.31","1,220,251.12"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,"5,800,000.00",,,,"500,000.00","1,670,000.00","2,670,000.00","5,939,400.00","500,000.00",,"242,000.00","242,000.00",,"591,000.00",,,"710,000,000.00",,,,"55,000,000.00",,,,"146,000,000.00","120,000,000.00"
收到其他与经营活动有关的现金,"24,394,027.10","1,996,244.58","1,059,317.89","130,650.00","460,588.00","848,588.00","4,216,994.00","439,788.00","1,279,288.06","1,428,307.65","7,214,018.49","520,581.85","661,592.80","803,795.35","13,623,402.26","2,189,261.27","2,072,754.77","4,491,860.46","4,308,670.92","4,385,331.44","5,258,855.20","5,637,040.00","5,704,326.46","5,182,060.97","9,313,783.60","12,693,344.22","5,633,275.63","401,819.62","3,513,899.81","10,285,507.23","30,313,607.74","18,721,048.84","16,898,194.36","33,066,998.05","34,383,079.78","16,805,036.11","20,980,176.20","62,018,688.82","71,256,308.69","19,993,141.82"
投资活动现金流出小计,"5,232,065.01","2,034,588.73","5,352,409.31","356,337.16","3,462,943.02","4,814,618.89","7,147,783.59","325,195.82","3,480,897.23","14,267,099.50","16,475,270.46","2,961,715.92","12,731,055.13","24,857,033.50","123,874,150.57","1,799,737.30","11,114,824.35","48,252,334.92","87,995,761.15","42,220,375.51","54,067,258.06","68,750,088.73","79,189,987.40","23,806,810.89","65,651,367.89","140,986,865.53","177,697,841.82","18,225,509.64","44,933,445.44","56,307,111.14","761,953,092.05","5,887,145.49","13,961,788.10","23,801,450.73","81,808,494.23","13,512,958.86","33,823,946.50","41,941,762.29","195,858,798.55","144,158,884.76"
经营活动现金流入小计,"270,375,593.18","260,594,488.06","277,728,644.40","45,691,688.75","98,726,713.47","162,891,459.43","253,681,418.57","62,838,189.28","152,721,082.37","227,702,198.96","368,973,305.81","68,555,405.12","140,516,009.56","203,513,061.24","393,130,982.61","88,021,503.35","141,010,106.61","298,321,961.22","420,961,904.25","109,337,691.35","261,807,091.97","361,930,067.95","585,870,780.36","162,424,702.71","300,274,325.71","487,876,942.35","723,651,933.30","159,328,602.66","369,447,615.16","578,243,149.32","985,982,029.35","212,162,840.20","364,763,513.24","538,113,192.14","895,250,593.25","232,949,385.82","485,278,172.60","717,061,728.63","1,260,867,043.63","245,239,537.44"
投资活动产生的现金流量净额,"-1,853,511.85","-1,587,841.17","-4,000,219.11","-355,777.64","-3,130,747.48","-1,473,692.30","-3,468,976.99","5,165,510.69","7,770,570.07","-7,890,800.30","-7,743,085.31","-1,071,877.23","-9,455,885.73","-21,247,800.82","-106,111,208.72","-1,563,780.53","-7,603,294.97","-43,918,870.16","-75,077,048.52","-41,995,904.46","-53,284,154.94","-66,099,153.98","-74,138,573.53","-23,806,810.89","-65,456,470.75","-136,315,025.89","-135,235,418.74","-18,153,509.64","-44,844,945.44","-56,169,636.02","-760,717,926.04","24,124,988.78","17,201,382.64","154,985,866.24","1,599,116.11","141,807,553.96","128,805,566.32","520,687,750.53","521,764,658.06","-124,103,884.76"
购买商品、接受劳务支付的现金,"167,261,149.22","190,999,947.14","231,806,910.58","54,224,916.91","87,045,259.51","120,637,028.50","161,609,964.53","69,012,158.04","122,452,418.99","178,579,783.31","243,618,481.54","54,935,526.93","108,306,170.64","163,405,331.56","217,151,909.15","72,351,087.27","127,134,654.57","213,683,904.60","244,841,707.23","60,957,876.68","164,254,296.52","282,488,602.39","373,463,180.76","99,310,786.02","192,327,421.14","275,081,622.14","389,053,560.55","122,293,567.80","232,346,542.56","323,802,765.23","471,050,043.24","102,421,315.97","184,814,918.19","301,927,005.55","488,599,122.89","131,313,818.31","256,266,138.47","373,716,849.33","708,338,550.19","138,146,842.26"
吸收投资收到的现金,,,,"358,731,672.00","358,731,672.00","358,731,672.00","358,731,672.00",,,,,"24,490,200.00","24,490,200.00","24,490,200.00","24,490,200.00","3,590,400.00","3,590,400.00","3,590,400.00","3,132,320.00",,,"57,120,000.00","57,065,884.00","6,080,000.00","6,080,000.00","6,080,000.00","8,080,000.00",,,"986,639,984.00","985,783,002.87",,,,,,,,,
