科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"325,934,395.67","395,751,852.20","557,053,208.69","27,227,313.89","366,153,111.32","446,470,101.76","545,940,923.99","375,919,964.66","598,187,963.19","838,346,111.25","1,252,363,481.17","269,686,073.11","515,595,850.01","735,621,103.54","1,234,370,861.66","314,051,650.34","705,060,332.71","915,555,699.54","1,252,691,036.37","380,915,083.54","835,318,711.06","1,158,326,701.65","1,531,779,084.91","321,209,152.57","893,233,162.87","1,171,760,787.31","1,767,702,106.82","331,731,866.35","865,238,798.22","1,248,688,786.79","2,238,501,526.55","342,608,709.59","772,466,379.94","1,242,131,579.62","2,222,058,624.92","463,812,924.42"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,"134,121,183.40",,,,"9,648,933.07",,,,,,,,"480,000.00",,,,,,,,,,,,,
收到的税费返还,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与投资活动有关的现金,"24,658,885.70","22,360,000.00","5,000,000.00",,,"6,512,540.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到其他与经营活动有关的现金,"13,938,887.20","6,855,279.43","12,301,258.19","4,431,780.38","5,476,636.41","24,969,297.10","47,201,741.81","7,405,492.38","40,523,669.78","103,552,891.47","86,565,876.85","168,329,800.32","23,043,504.18","750,371,159.35","119,325,629.69","277,768,748.58","329,250,100.44","643,613,199.60","112,777,515.02","343,472,128.15","58,007,559.45","59,223,736.02","119,664,947.90","161,135,002.38","14,824,847.89","15,669,695.66","72,873,095.93","155,211.91","15,337,383.31","41,942,806.23","47,119,654.63","6,980,429.33","16,299,457.25","16,932,839.21","45,614,105.14","12,148,522.03"
投资活动现金流出小计,"30,334,930.48","41,107,015.36","26,914,162.97","39,461,196.73","47,945,946.34","173,605,412.82","165,690,550.11","24,298,761.83","101,274,975.95","147,826,928.18","487,194,004.83","30,270,637.09","48,015,201.98","132,252,158.91","189,808,022.79","13,496,028.37","19,454,987.10","33,116,921.38","189,744,828.25","13,394,152.96","22,138,630.38","39,410,578.84","196,971,311.09","43,907,579.20","60,553,960.88","78,090,446.16","121,044,028.06","45,578,915.13","63,667,744.34","156,213,074.55","159,336,309.37","86,351,013.40","127,381,845.62","215,328,602.61","224,682,947.58","45,285,503.44"
经营活动现金流入小计,"339,873,282.87","402,607,131.63","569,354,466.88","31,659,094.27","371,629,747.73","471,439,398.86","593,142,665.80","383,325,457.04","638,711,632.97","941,899,002.72","1,338,929,358.02","438,015,873.43","538,639,354.19","1,485,992,262.89","1,353,696,491.35","591,820,398.92","1,034,310,433.15","1,559,168,899.14","1,365,468,551.39","724,387,211.69","893,326,270.51","1,217,550,437.67","1,651,444,032.81","482,344,154.95","908,058,010.76","1,187,430,482.97","1,840,575,202.75","331,887,078.26","880,576,181.53","1,290,631,593.02","2,285,621,181.18","349,589,138.92","788,765,837.19","1,259,064,418.83","2,267,672,730.06","475,961,446.45"
投资活动产生的现金流量净额,"71,427,159.56","88,109,564.30","-26,421,362.97","-39,461,196.73","-47,945,946.34","-173,605,412.82","-165,690,550.11","-22,832,970.28","-99,809,184.40","-145,861,136.63","-325,639,007.82","-30,270,637.09","-48,015,201.98","-131,752,158.91","-189,808,022.79","-13,496,028.37","-19,427,987.10","-33,044,432.38","-179,126,693.26","-13,394,152.96","-22,088,130.38","-35,290,563.17","-59,375,578.61","-42,582,579.20","-57,874,516.44","25,866,909.39","-11,675,276.62","-45,578,915.13","-59,246,944.34","-156,207,874.55","-152,282,387.88","-86,351,013.40","-123,418,991.62","-200,906,640.61","-215,049,821.31","-45,285,503.44"
购买商品、接受劳务支付的现金,"235,070,141.33","223,088,632.91","186,460,161.74","99,851,018.18","199,011,764.30","387,665,552.47","672,686,653.54","197,366,044.95","322,726,833.95","401,460,780.00","566,842,897.22","208,487,434.21","348,797,217.60","468,322,287.19","674,699,248.91","186,964,607.89","299,285,467.23","406,519,951.66","505,724,879.42","194,123,299.00","248,060,521.29","421,553,707.00","514,628,659.33","101,259,747.23","219,463,505.28","374,753,585.22","414,499,893.48","122,915,364.19","303,952,749.40","449,747,050.71","652,897,375.90","152,652,720.08","303,347,157.83","522,134,605.79","736,722,091.75","351,887,948.08"
吸收投资收到的现金,,,,,"1,393,937,555.00","1,393,937,555.00","1,393,937,555.00",,,,,,,,,,,,,,,,,,,,"11,000,000.00","500,000.00","1,500,000.00","5,800,000.00","11,000,000.00",,"1,500,000.00","1,500,000.00","2,720,000.00",
支付给职工以及为职工支付的现金,"31,346,861.14","42,425,128.30","50,895,069.46","14,286,824.12","29,800,555.78","46,720,913.86","63,789,673.22","19,971,276.38","43,784,392.27","55,444,449.99","95,353,700.84","38,607,083.95","75,174,195.90","106,353,578.97","155,195,075.79","40,533,802.86","89,101,060.59","125,419,114.10","176,816,554.26","44,570,648.80","83,256,311.50","125,232,644.69","180,181,354.49","59,690,471.48","106,954,462.41","156,270,085.46","215,803,843.48","61,215,884.57","110,518,106.57","159,745,924.67","253,328,753.12","73,662,777.28","148,435,012.88","198,379,637.69","294,501,780.40","78,389,656.01"
取得借款收到的现金,"192,400,000.00","222,200,000.00","280,600,000.00","41,800,000.00","134,500,000.00","334,700,000.00","699,400,000.00","107,230,000.00","254,500,000.00","394,700,000.00","630,400,000.00","141,800,000.00","311,700,466.59","568,700,000.00","759,400,000.00","194,500,000.00","324,500,000.00","568,700,000.00","940,600,000.00","119,500,000.00","174,500,000.00","268,700,922.76","751,600,000.00","119,500,000.00","284,500,000.00","388,700,000.00","751,600,000.00","119,500,000.00","284,500,000.00","438,700,000.00","846,600,000.00","187,400,000.00","352,400,000.00","592,000,000.00","1,034,000,000.00","235,400,000.00"
支付的各项税费,"52,723,302.87","85,952,532.60","80,958,227.54","28,934,874.80","35,580,548.17","49,205,089.54","74,572,695.29","51,492,692.99","90,776,369.12","113,451,223.94","158,509,001.74","62,794,417.02","116,754,437.91","142,295,225.64","225,395,839.10","32,141,191.21","87,489,367.82","114,507,344.28","184,249,044.80","60,420,236.34","119,208,980.40","156,731,924.72","191,437,802.83","132,174,396.97","214,907,356.81","296,976,519.48","394,388,665.70","141,447,742.94","233,032,702.00","294,018,100.48","418,701,579.37","127,158,411.75","212,524,911.98","276,408,314.08","393,968,882.32","137,341,164.53"
收到其他与筹资活动有关的现金,"1,620,000.00","200,000.00","849,600.00","2,229,230.54","5,000,000.00","5,000,000.00","16,265,200.00","3,334,206.03","10,380,888.37","8,345,879.65","24,777,824.00","2,925,211.13","1,800,000.00","9,886,199.33","13,340,661.71",,,"5,547,856.01","13,090,540.00","406,753.92",,"6,310,250.00","10,803,024.00","4,514,771.65","4,526,800.00","12,862,990.50","23,978,544.00","1,369,686.26",,"4,116,559.25","27,861,648.00","1,123,757.82","5,827,600.00","5,827,600.00","23,364,672.00","6,671,683.64"
支付其他与经营活动有关的现金,"100,107,053.49","91,564,003.96","125,733,274.49","50,053,948.57","78,004,472.12","113,650,960.22","229,771,245.41","85,576,299.74","223,404,694.63","348,481,062.75","316,320,436.04","246,898,123.72","168,372,466.16","951,772,166.75","278,890,101.55","364,369,306.34","526,826,764.18","859,679,769.90","356,921,797.31","386,752,175.82","203,707,464.56","224,014,075.99","369,363,024.00","241,709,480.77","163,279,015.65","279,863,752.88","402,654,058.03","139,557,733.07","230,663,568.21","385,872,906.10","494,077,993.17","184,812,588.91","354,212,372.97","581,027,541.79","762,595,726.25","281,914,749.11"
筹资活动现金流入小计,"194,020,000.00","222,400,000.00","281,449,600.00","44,029,230.54","1,533,437,555.00","1,733,637,555.00","2,109,602,755.00","110,564,206.03","264,880,888.37","403,045,879.65","655,177,824.00","144,725,211.13","313,500,466.59","578,586,199.33","772,740,661.71","194,500,000.00","324,500,000.00","574,247,856.01","953,690,540.00","119,906,753.92","174,500,000.00","275,011,172.76","762,403,024.00","124,014,771.65","289,026,800.00","401,562,990.50","786,578,544.00","121,369,686.26","286,000,000.00","448,616,559.25","885,461,648.00","188,523,757.82","359,727,600.00","599,327,600.00","1,060,084,672.00","242,071,683.64"
经营活动现金流出小计,"419,247,358.83","443,030,297.77","444,046,733.23","193,126,665.67","342,397,340.37","597,242,516.09","1,040,820,267.46","354,406,314.06","680,692,289.97","918,837,516.68","1,137,026,035.84","556,787,058.90","709,098,317.57","1,668,743,258.55","1,334,180,265.35","624,008,908.30","1,002,702,659.82","1,506,126,179.94","1,223,712,275.79","685,866,359.96","654,233,277.75","927,532,352.40","1,255,610,840.65","534,834,096.45","704,604,340.15","1,107,863,943.04","1,427,346,460.69","465,136,724.77","878,167,126.18","1,289,383,981.96","1,819,005,701.56","538,286,498.02","1,018,519,455.66","1,577,950,099.35","2,187,788,480.72","849,533,517.73"
偿还债务支付的现金,"250,900,000.00","237,400,000.00","217,200,000.00","22,800,000.00","88,100,000.00","224,100,000.00","280,600,000.00","41,800,000.00","143,500,000.00","373,200,000.00","570,400,000.00","96,800,000.00","239,500,000.00","419,700,000.00","565,400,000.00","205,300,000.00","338,500,000.00","618,700,000.00","889,400,000.00","264,500,000.00","394,500,000.00","518,700,000.00","1,010,600,000.00","119,500,000.00","284,500,000.00","388,700,000.00","751,600,000.00","119,500,000.00","284,500,000.00","388,700,000.00","796,600,000.00","187,400,000.00","382,400,000.00","592,000,000.00","974,000,000.00","235,400,000.00"
经营活动产生的现金流量净额,"-79,374,075.96","-40,423,166.14","125,307,733.65","-161,467,571.40","29,232,407.36","-125,803,117.23","-447,677,601.66","28,919,142.98","-41,980,657.00","23,061,486.04","201,903,322.18","-118,771,185.47","-170,458,963.38","-182,750,995.66","19,516,226.00","-32,188,509.38","31,607,773.33","53,042,719.20","141,756,275.60","38,520,851.73","239,092,992.76","290,018,085.27","395,833,192.16","-52,489,941.50","203,453,670.61","79,566,539.93","413,228,742.06","-133,249,646.51","2,409,055.35","1,247,611.06","466,615,479.62","-188,697,359.10","-229,753,618.47","-318,885,680.52","79,884,249.34","-373,572,071.28"
分配股利、利润或偿还利息支付的现金,"11,497,559.04","9,735,771.09","9,569,896.56","3,784,834.78","4,611,766.75","5,782,401.39","82,738,287.14","5,080,138.99","78,556.67","167,674,288.76","180,818,697.95","13,265,665.13","25,521,539.89","124,239,537.61","157,469,382.12","59,848,884.40","214,047,994.20","213,325,795.61","247,557,682.44","14,198,588.90","120,978,377.90","131,903,049.95","146,797,191.05","10,990,768.55","112,631,337.39","118,678,521.00","137,528,432.19","9,041,528.12","130,271,850.60","133,073,861.63","146,595,795.12","8,729,898.73","130,613,200.43","131,410,474.79","148,165,234.64","9,463,235.29"
收回投资收到的现金,"3,060,000.00","260,000.00",,,,,,,,,"160,000,000.00",,,,,,,,,,,,"105,154,794.52",,,"100,000,000.00","103,945,555.55",,,,,,,,,
支付其他与筹资活动有关的现金,,,"257,789.03",,,"4,511,030.31","3,920,000.00",863.50,"13,420,747.29",,,"139,371.41",,"106,691.70","34,000,000.00",,,"4,418.91",,"626,906.49",,660.50,,,,,,,,,,,,,"20,000,000.00",
取得投资收益收到的现金,"240,000.00","340,169.24","420,000.00",,,,,"1,465,791.55","1,465,791.55","1,465,791.55","1,554,997.01",,,,,,,,"3,121,002.99",,,"4,030,015.67","5,237,237.89","1,325,000.00","2,679,444.44","3,950,555.55","3,028,395.89",,,,"3,028,395.89",,,,"2,119,877.12",
筹资活动现金流出小计,"262,397,559.04","247,135,771.09","227,027,685.59","26,584,834.78","92,711,766.75","234,393,431.70","367,258,287.14","46,881,002.49","156,999,303.96","540,874,288.76","751,218,697.95","110,205,036.54","265,021,539.89","544,046,229.31","756,869,382.12","265,148,884.40","552,547,994.20","832,030,214.52","1,136,957,682.44","279,325,495.39","515,478,377.90","650,603,710.45","1,157,397,191.05","130,490,768.55","397,131,337.39","507,378,521.00","889,128,432.19","128,541,528.12","414,771,850.60","521,773,861.63","943,195,795.12","196,129,898.73","513,013,200.43","723,410,474.79","1,142,165,234.64","244,863,235.29"
处置固定资产、无形资产和其他长期资产收回的现金净额,,"115,000.00","72,800.00",,,,,,,,,,,"500,000.00",,,"27,000.00","72,489.00","202,000.00",,"50,500.00","90,000.00","26,403,700.07",,,"6,800.00","44,800.00",,"1,200.00","5,200.00","112,275.60",,"950,000.00","4,779,108.00","4,788,808.00",
