科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"71,600,707.77","75,646,635.62","101,641,745.55","87,684,305.53","143,705,009.04","206,102,620.58","40,780,249.18","121,699,277.55","187,255,550.29","263,749,973.73","55,075,582.84","147,867,097.35","239,129,756.82","316,345,913.67","64,657,252.96","158,309,937.52","232,508,619.33","350,439,343.72","76,589,520.89","200,678,657.28","313,761,121.87","405,053,660.42","71,987,904.18","167,807,203.99","256,049,002.36","380,790,683.12","108,024,389.20","250,717,675.24","403,802,198.14","562,499,521.06","139,500,790.11","311,066,257.62","472,848,979.93","644,508,909.64","152,184,650.17","347,797,835.52","526,462,724.29","733,522,239.13","216,789,005.46"
二、营业利润,"16,571,556.93","11,260,396.81","22,709,836.46","20,513,529.80","33,983,209.54","42,894,951.22","4,836,093.57","21,141,386.69","26,784,120.19","34,871,784.40","4,556,885.52","20,214,546.70","28,296,182.91","17,675,216.30","5,037,822.60","12,640,196.72","10,763,909.29","8,404,340.41","4,846,894.08","18,074,558.52","28,384,342.90","27,419,092.45","5,933,505.33","16,529,691.03","26,223,906.97","16,415,066.26","12,855,109.66","30,306,811.76","44,130,982.74","30,070,888.25","11,644,756.63","26,181,399.27","31,128,290.98","25,326,311.79","-1,548,661.38","11,196,326.98","17,687,987.51","-36,181,780.17","14,827,029.77"
减:营业成本,"42,623,910.71","47,228,224.79","61,646,792.24","53,298,554.06","88,307,095.55","130,731,512.06","28,742,270.86","84,053,705.56","132,465,487.65","189,108,974.91","38,943,666.04","106,748,882.22","173,387,337.91","228,527,844.07","41,569,067.46","104,682,090.70","155,984,423.58","240,526,656.25","51,756,553.14","135,099,683.50","213,836,405.35","280,408,665.15","47,117,429.69","110,084,870.17","163,738,751.88","247,521,182.71","69,726,255.74","165,576,946.63","265,524,765.55","365,988,665.78","95,482,459.56","212,070,336.20","326,709,823.93","452,166,936.92","119,575,736.46","273,664,091.77","407,636,265.15","561,762,729.44","165,396,155.59"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"3,454.98","3,900.77","11,759.17","136,475.68","230,520.84","279,578.41",,"43,851.73","43,851.73","52,622.07","497,707.17","1,055,457.42","2,028,368.97","3,019,538.51","1,030,357.99","1,718,101.83","2,391,777.49","1,727,104.04","8,593.62","1,718,141.57","2,332,648.13","2,402,120.45","668,802.99","991,272.84","1,400,329.35","2,468,574.14","1,329,648.41","2,141,812.45","3,346,243.09","6,887,827.53","1,517,475.55","2,920,017.18","4,234,688.62","6,620,993.51","1,022,293.01","2,985,479.08","4,241,331.09","5,964,113.41","1,115,548.87"
营业外收入,"37,300.00","377,829.00","790,135.00","357,486.00","364,786.00","812,776.00","1,239,821.00","1,899,121.65","2,561,575.86","4,131,294.98","1,588,499.99","2,684,664.48","2,170,687.98","7,665,525.07","1,562,884.86","5,252,179.32","8,828,825.74","12,593,306.79","1,520,099.98","2,104,044.05","3,959,586.77","11,813,085.70","1,714,387.17","3,732,569.16","5,172,978.70","8,341,790.40","1,869,060.72","2,367,136.09","5,822,077.27","8,185,772.15","206,076.25","716,260.81","1,020,699.54","2,244,218.83","2,114,378.78","1,901,690.85","2,212,222.04","1,731,056.13","1,472,481.48"
销售费用,"3,748,553.81","6,459,322.91","6,614,765.47","4,962,722.28","7,406,673.21","12,230,130.70","2,435,533.99","7,975,324.10","12,467,708.64","19,349,027.12","5,273,108.04","10,185,480.28","16,154,023.42","22,360,831.32","6,848,895.83","16,597,867.45","27,915,870.19","37,832,972.24","9,111,754.90","22,488,956.99","32,597,312.81","41,019,927.32","7,937,434.21","17,475,555.28","28,692,428.08","39,355,643.12","10,751,804.06","23,930,437.71","39,362,680.97","55,936,168.96","12,614,449.47","28,129,268.42","44,539,670.32","58,762,260.14","11,407,416.69","29,460,039.65","46,071,264.38","70,737,369.22","15,543,655.43"
减:营业外支出,"2,600.00","26,550.00","49,974.41",,,,,"153,423.18","155,423.18","155,423.18","49,817.71","55,018.76","55,018.76","470,860.54","133,481.77","136,641.87","141,144.80","135,623.09","2,107.15","3,920.30","1,254,843.57","955,351.91","7,707.71","18,074.70","1,021,475.91","1,042,609.09","2,880,328.45","2,574,833.57","2,580,359.65","3,432,141.75","111,118.92","298,864.41","1,294,565.79","642,728.34","77,734.96","128,097.90","1,385,872.34","1,798,316.29","28,930.92"
管理费用,"7,492,280.86","9,408,667.46","10,384,323.07","7,603,199.45","12,006,066.23","17,714,322.01","4,296,650.87","10,407,149.64","17,565,373.08","28,812,756.44","7,258,874.42","16,976,332.36","29,386,933.89","47,012,681.79","12,192,071.58","23,760,654.69","37,903,801.09","55,506,191.25","13,030,744.66","28,436,378.96","44,334,556.80","61,903,521.79","14,289,351.63","29,247,044.23","46,822,045.45","69,080,580.54","15,725,445.58","34,313,891.18","59,148,793.62","80,099,755.75","15,660,817.62","37,048,285.61","59,612,718.40","82,650,604.21","16,113,948.22","37,665,593.35","43,116,034.30","66,869,880.92","12,887,865.24"
其中:非流动资产处置净损失,,,,,,,,,,,,,,"420,092.83",,,,"48,936.95",,"2,230.79","914,470.22",,,,"609,317.17","600,450.35",,,,"2,465,586.96",,,,,,,,,
