科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
一、营业收入,"146,704,135.35","175,197,836.41","239,330,269.58","148,613,925.12","231,494,733.30","312,402,227.39","71,708,864.25","158,095,847.69","219,075,104.84","294,136,091.16","59,089,295.58","153,216,823.81","227,059,199.04","322,085,724.80","78,959,931.11","257,479,208.94","431,137,156.75","749,763,108.21","134,347,128.37","375,918,613.57","611,649,697.72","884,348,298.34","352,042,261.58","856,055,577.98","1,332,455,807.58","2,102,752,601.82","362,929,261.21","1,571,866,568.38","2,583,814,013.98","3,031,815,602.68","577,853,654.67"
二、营业利润,"16,140,207.06","32,308,578.62","43,494,960.43","24,845,066.33","40,337,320.98","45,759,252.19","8,597,448.10","20,510,664.38","27,213,543.15","34,069,517.82","4,468,520.19","13,111,439.76","18,350,350.08","22,001,851.27","8,458,059.17","21,587,650.77","40,591,384.62","85,728,005.67","13,321,466.98","43,718,510.37","75,496,124.05","115,425,703.41","47,747,097.90","134,118,799.91","170,511,096.27","224,969,664.98","132,567,082.93","319,043,584.43","565,764,675.81","395,851,230.73","48,671,584.54"
减:营业成本,"105,329,244.03","116,096,078.39","153,565,346.88","99,667,361.90","152,306,961.96","212,019,773.31","51,217,662.50","111,506,023.10","155,392,750.46","204,317,954.42","41,652,373.32","111,022,490.18","164,239,652.85","238,052,972.17","57,840,583.04","185,818,464.13","315,854,575.15","543,245,255.99","95,514,760.77","266,395,007.37","428,747,988.07","606,039,290.86","270,749,575.13","616,144,783.20","995,090,523.92","1,591,647,577.76","275,231,526.46","1,205,591,699.47","1,923,420,670.84","2,348,119,389.64","456,469,409.54"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"1,008,489.24","1,127,029.03","1,607,611.95","846,056.21","1,150,292.97","1,460,603.89","239,815.43","507,855.82","690,101.89","911,379.14","487,960.91","1,268,779.38","1,708,092.88","2,349,735.84","351,097.29","3,239,108.43","6,452,497.74","10,699,489.32","1,961,451.55","5,411,763.03","10,115,582.97","16,269,350.57","4,644,124.30","6,643,939.85","7,113,189.10","10,257,006.53","1,703,520.98","5,559,120.33","8,472,834.58","13,089,905.49","1,436,731.94"
营业外收入,"3,590,009.40","2,314,322.53","2,170,690.54","3,004,138.40","5,570,389.68","8,357,753.94","4,818,316.50","6,095,416.50","6,168,746.88","10,382,904.13","201,630.00","854,773.69","1,859,474.59","3,214,359.96","2,466,600.00","3,490,825.69","5,159,683.14","8,764,996.24","272,187.50","1,857,560.32","4,032,807.11","10,262,051.32","1,276,352.12","7,262,987.45","9,757,025.64","14,698,791.19","2,234,786.74","3,323,294.74","6,963,792.15","14,106,876.57","548,600.60"
销售费用,"7,636,933.62","9,457,448.34","13,865,391.75","8,623,455.20","14,452,853.62","19,779,632.06","5,770,105.78","9,841,360.29","13,039,709.79","17,767,257.40","3,124,235.06","7,890,814.70","13,832,465.76","20,493,664.02","4,165,774.40","9,646,548.86","14,914,992.93","24,296,081.64","9,674,217.11","15,790,922.79","25,361,661.87","33,962,803.27","8,986,395.89","17,361,897.82","26,544,962.40","40,334,158.59","7,617,243.14","14,719,074.98","25,896,927.59","44,354,107.94","10,880,842.96"
减:营业外支出,"1,291,049.62","253,802.61","323,318.25",,"200,000.00","211,141.31","2,854.71","2,854.71","2,854.71","2,854.71","100,000.00","110,738.15","160,738.15","360,738.15","150,000.00","436,598.74","645,735.33","1,144,622.75","115,736.45","309,836.73","472,205.14","1,184,826.64","146,614.66","447,435.60","439,330.76","1,479,277.52","498,741.88","890,131.22","595,915.38","1,319,702.83","689,145.00"
管理费用,"11,530,041.04","13,854,662.85","22,198,112.32","11,709,474.93","19,637,130.46","29,199,470.89","6,902,214.36","14,858,336.80","22,985,246.76","37,474,498.68","9,389,077.02","17,825,298.85","27,028,365.88","38,992,318.73","8,646,776.52","22,723,216.44","40,004,483.23","67,305,648.64","18,321,586.29","38,660,810.99","60,923,156.16","95,408,894.05","25,355,820.67","68,463,418.39","114,192,716.18","169,014,189.03","32,036,968.64","92,455,938.87","143,797,710.69","248,057,141.22","42,838,323.18"
其中:非流动资产处置净损失,,,,,,,,,,"2,854.71",,"2,738.15","2,738.15","2,738.15",,"18,184.04","45,534.43","214,254.71",,,,"196,300.80",,"38,197.00",,"646,872.11",,"363,619.34","11,274.66",,
