科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
销售商品、提供劳务收到的现金,"387,744,062.81","303,128,436.65","304,076,960.07","71,424,928.41","162,508,076.84","290,108,025.33","459,922,076.72","116,718,148.26","295,372,733.69","467,772,659.98","667,654,407.76","132,111,390.38","330,432,581.66","552,480,857.66","773,284,894.92","182,668,481.97","397,012,340.36","657,808,462.29","944,555,204.39","229,539,868.92","509,509,534.98","779,776,941.54","1,103,661,594.27","235,474,483.01","530,973,580.53","778,923,811.49","1,089,856,502.99","210,983,502.10","475,832,686.24","756,828,268.45","1,082,350,533.56","255,420,051.74","599,652,848.30","943,376,092.84"
取得子公司及其他营业单位支付的现金净额,,,,,,"35,378,021.36","57,505,614.48","206,000.00","206,000.00","206,000.00","206,000.00",,,,"9,006,814.95",,,,"10,000,000.00","39,675,056.03","61,886,355.93","61,886,355.93","59,140,723.94","14,626,835.03","20,000,000.00","20,000,000.00","20,000,000.00","6,571,424.65","14,214,772.06","14,214,772.06","14,214,772.06",,"167,515.91","167,515.91"
收到的税费返还,,,"20,263.00",,"500,000.00","515,784.37","6,351,206.00",,,,,,,,,"109,908.12","240,201.17","240,201.17","2,503,081.09","274,048.20","274,048.20","297,052.32","2,512,528.14",,,,"1,056,412.45","142,257.20","142,257.20","199,756.27","1,626,981.59",,"101,378.35","101,378.35"
支付其他与投资活动有关的现金,,"300,000.00",,"400,000.00","3,050,000.00","3,050,000.00","414,000,000.00","2,000,000.00","77,000,000.00","142,000,000.00","32,000.00","80,000,200.00","221,000,000.00","246,099,000.00",,"5,994,345.00","205,000,000.00","305,000,000.00","430,000,000.00","115,000,000.00","225,000,000.00","225,000,000.00","405,000,000.00",,"24,400,000.00","166,900,000.00","155,500,000.00","105,000,000.00","90,900,000.00","192,000,000.00","282,000,000.00","60,000,000.00","12,500,000.00","330,500,000.00"
收到其他与经营活动有关的现金,"11,198,538.33","6,858,217.67","9,383,441.19","9,456,799.46","9,105,347.94","26,627,954.67","19,780,176.30","18,320,304.37","16,857,605.11","30,796,994.01","34,603,607.70","20,731,012.42","39,659,665.22","44,642,898.86","28,746,419.10","8,165,678.90","22,475,648.28","39,260,050.53","47,689,112.93","11,430,621.04","30,859,537.95","41,996,299.46","50,802,739.86","10,686,185.87","21,783,091.23","43,342,505.37","13,646,769.98","9,382,283.48","28,226,068.26","45,610,252.82","67,283,628.62","9,925,749.23","21,832,219.33","69,189,107.11"
投资活动现金流出小计,"44,395,084.31","78,162,126.34","59,449,185.31","17,001,421.72","42,194,508.23","86,794,420.02","536,367,403.33","17,397,716.69","117,384,184.48","198,476,942.11","89,634,334.81","112,511,015.85","287,891,179.33","335,529,987.91","118,106,728.79","44,371,545.96","293,552,123.25","434,096,604.40","581,267,495.41","167,986,602.89","310,885,874.21","323,287,322.91","510,913,482.55","20,738,480.44","219,147,995.71","367,616,298.47","364,796,440.57","119,421,772.41","117,741,801.30","279,720,287.78","374,704,690.06","72,100,795.59","76,546,720.64","404,679,852.50"
经营活动现金流入小计,"398,942,601.14","309,986,654.32","313,480,664.26","80,881,727.87","172,113,424.78","317,251,764.37","486,053,459.02","135,038,452.63","312,230,338.80","498,569,653.99","702,258,015.46","152,842,402.80","370,092,246.88","597,123,756.52","802,031,314.02","190,944,068.99","419,728,189.81","697,308,713.99","994,747,398.41","241,244,538.16","540,643,121.13","822,070,293.32","1,156,976,862.27","246,160,668.88","552,756,671.76","822,266,316.86","1,104,559,685.42","220,508,042.78","504,201,011.70","802,638,277.54","1,151,261,143.77","265,345,800.97","621,586,445.98","1,012,666,578.30"
投资活动产生的现金流量净额,"-39,568,850.89","-74,454,126.34","-59,274,185.31","-16,601,421.72","-41,616,838.23","-86,159,750.02","-536,085,923.03","88,286,983.31","40,430,315.52","167,537,557.69","144,563,164.99","2,622,734.15","-105,414,978.53","-56,791,062.41","346,295.81","-38,186,082.96","-227,264,638.75","-286,937,968.43","-192,712,641.57","-86,975,663.59","-152,238,056.81","-25,648,510.17","-133,922,998.00","130,603,468.90","-216,727,577.54","-276,554,369.46","-307,018,990.79","-75,899,897.38","-98,793,381.06","-230,688,080.63","-310,288,300.54","4,970,825.11","51,779,242.15","-48,166,528.79"
购买商品、接受劳务支付的现金,"248,880,060.33","181,951,394.73","149,111,310.16","44,117,810.50","96,161,270.49","199,779,186.33","353,735,601.38","116,964,573.10","222,458,687.03","352,391,278.36","451,970,550.17","83,066,865.24","189,055,188.30","286,326,696.90","390,907,646.06","97,223,389.40","191,607,604.14","303,966,203.89","459,227,392.25","132,649,786.14","268,462,202.10","378,354,187.96","537,609,869.66","98,154,335.01","207,466,222.23","290,484,572.72","423,448,074.89","101,562,515.40","168,983,287.89","263,911,415.63","398,101,101.73","169,541,904.19","365,029,317.15","533,411,555.04"
吸收投资收到的现金,,,,,"812,800,000.00","812,800,000.00","816,300,000.00",,"7,154,400.00","10,154,400.00","10,154,400.00","3,000,000.00","3,000,000.00","6,000,000.00","6,000,000.00","3,000,000.00","6,000,000.00","6,000,000.00","6,000,000.00",,,"1,600,000.00","1,600,000.00",,"100,000.00","100,000.00","100,000.00",,,,,,"32,109,670.08","35,109,670.08"
