科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"133,928,137.57","191,404,493.38","197,625,115.62","99,071,624.35","162,064,099.42","221,721,253.16","51,953,679.62","122,654,934.28","183,155,065.06","247,968,887.87","57,997,273.91","132,673,739.89","212,730,446.72","282,212,363.23","61,210,748.36","136,001,143.51","266,295,631.24","381,736,999.18","97,584,434.41","213,252,341.00","316,866,387.99","346,847,604.73","58,568,280.51","73,419,872.11","144,384,101.74","280,807,631.55","31,666,871.33","108,136,912.31","166,451,327.81","431,935,939.58","63,863,950.37","189,877,602.24","261,715,162.17","277,470,133.68","29,713,915.23"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,"3,611,098.12","2,894,334.17","5,311,670.09","4,921,574.68","7,154,051.97","8,077,644.00","2,947,517.07","7,016,560.93","10,025,861.43","12,895,884.32","6,840,673.50","9,265,386.39","10,810,635.03","12,572,810.39","1,099,093.71","2,177,576.85","3,740,961.90","8,981,116.30","8,519,927.59","51,264,841.89","65,754,182.29","74,491,715.70","16,632,473.78","17,801,184.06","18,444,171.42","20,636,467.35","6,809,816.77","9,606,741.20","12,272,024.22","13,855,321.36","7,870,517.71","13,519,775.58","112,365,449.43","114,107,700.87","5,976,601.58"
支付其他与投资活动有关的现金,,,,"10,325,707.15","10,325,707.15","16,767,079.51","5,941,200.00","1,795,931.47",,,,,,"21,068,091.76",,,,"6,681,271.59",,,,,,,,,,,,,,,,,"5,319,208.72"
收到其他与经营活动有关的现金,"7,236,712.86","7,121,272.36","7,680,534.61","1,794,894.70","1,794,894.70","10,297,209.76","613,798.95","2,455,178.64","10,371,193.21","11,000,866.90","7,254,008.48","6,329,321.14","14,523,380.32","10,808,554.90","3,172,100.00","8,647,326.43","21,630,953.02","11,985,061.96","43,549,094.95","3,873,847.15","11,474,013.27","6,906,660.53","1,063,739.99","1,984,655.16","4,969,315.82","2,245,704.81","6,814,310.07","5,856,315.98","6,862,909.02","4,610,575.09","3,269,036.57","3,004,439.95","5,397,567.48","33,108,505.41",
投资活动现金流出小计,"74,713,785.69","44,182,614.58","123,908,706.18","146,467,978.80","160,161,464.70","229,457,867.73","184,014,828.24","253,614,181.08","378,134,700.87","454,547,797.64","8,908,860.16","61,791,694.08","86,361,993.07","339,383,366.06","22,228,099.84","69,220,238.68","215,377,755.56","372,603,197.69","45,829,724.57","53,601,043.27","59,221,866.65","70,214,558.70","4,360,646.34","19,678,279.18","34,722,878.76","200,701,846.53","91,470,979.68","133,178,870.09","134,866,754.01","449,260,409.24","21,029,160.79","26,801,557.60","51,027,027.00","42,374,055.44","8,302,526.96"
经营活动现金流入小计,"144,775,948.55","201,420,099.91","210,617,320.32","105,788,093.73","171,013,046.09","240,096,106.92","55,514,995.64","132,126,673.85","203,552,119.70","271,865,639.09","72,091,955.89","148,268,447.42","238,064,462.07","305,593,728.52","65,481,942.07","146,826,046.79","291,667,546.16","402,703,177.44","149,653,456.95","268,391,030.04","394,094,583.55","428,245,980.96","76,264,494.28","93,205,711.33","167,797,588.98","303,689,803.71","45,290,998.17","123,599,969.49","185,586,261.05","450,401,836.03","75,003,504.65","206,401,817.77","379,478,179.08","424,686,339.96","35,690,516.81"
投资活动产生的现金流量净额,"-66,621,317.58","-44,137,016.29","-121,920,969.18","-146,467,978.80","-160,161,464.70","-219,979,867.73","-184,014,828.24","-253,614,181.08","-378,134,700.87","-435,244,918.13","-8,908,860.16","-61,791,694.08","-86,361,993.07","-322,076,692.72","-22,228,099.84","-69,220,238.68","-215,377,755.56","-365,285,348.89","-45,829,724.57","-47,191,135.77","-52,811,959.15","-63,804,651.20","-4,360,646.34","-19,678,279.18","-34,722,878.76","-200,701,846.53","-91,470,979.68","-133,178,870.09","-134,866,754.01","-449,260,409.24","-21,029,160.79","-26,801,557.60","-51,027,027.00","-42,374,055.44","-8,302,526.96"
购买商品、接受劳务支付的现金,"61,556,585.31","62,704,938.38","54,131,803.72","36,541,638.90","66,865,855.37","96,058,622.61","29,700,413.33","45,900,987.20","65,981,158.24","102,826,050.65","21,389,065.50","43,858,635.77","68,045,976.22","100,004,703.15","26,218,906.90","114,360,811.81","130,645,157.05","213,974,427.76","92,963,797.99","142,015,913.33","182,356,862.24","252,505,479.10","48,430,403.51","44,296,380.60","119,676,839.58","71,271,997.17","32,731,893.66","60,093,845.25","104,715,647.56","142,561,424.74","25,278,837.12","44,891,119.05","82,395,861.26","112,647,915.43","23,405,360.19"
吸收投资收到的现金,,,,,"495,892,700.00","502,400,000.00",,,,,,,"582,960,000.00","580,968,160.00",,,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金,"28,455,561.35","32,359,420.51","33,384,692.53","16,191,102.20","29,024,339.43","41,063,661.38","9,600,415.60","23,233,179.58","35,285,488.61","47,284,607.40","11,082,802.10","26,267,232.74","42,650,753.37","58,371,863.82","16,778,940.20","37,694,947.45","60,648,281.47","84,973,145.72","21,220,708.29","41,819,712.53","58,808,292.52","77,111,145.50","13,764,739.35","28,150,194.59","43,243,870.73","61,638,445.06","14,352,689.49","30,908,441.42","48,369,625.94","67,342,211.91","13,618,756.60","30,108,911.41","40,479,329.16","63,732,269.12","16,091,857.37"
取得借款收到的现金,"50,000,000.00","160,000,000.00","50,000,000.00","167,600,000.00","207,500,000.00","147,100,000.00","9,900,000.00","209,900,000.00","319,900,000.00","409,900,000.00","510,000,000.00","650,000,000.00","960,000,000.00","1,050,000,000.00",,,"200,000,000.00","290,000,000.00","250,000,000.00","330,000,000.00","410,000,000.00","410,000,000.00","250,000,000.00","350,000,000.00","720,000,000.00","720,000,000.00","200,000,000.00","280,000,000.00","640,000,000.00","757,000,000.00","30,000,000.00","83,000,000.00","413,000,000.00","383,000,000.00","80,000,000.00"
支付的各项税费,"1,624,546.09","4,296,767.70","5,846,660.26","3,435,863.85","6,429,814.41","8,008,671.89","4,319,669.19","5,720,439.20","11,683,947.62","12,582,338.62","2,601,881.22","3,797,267.77","8,227,454.45","10,702,622.77","4,443,561.30","10,873,554.38","15,798,437.92","18,944,676.13","14,500,937.67","19,074,408.32","25,804,382.02","30,730,719.82","4,237,316.78","6,968,524.14","9,233,399.99","4,635,804.76","6,563,337.61","10,416,275.33","12,226,780.08","12,789,531.22","3,363,419.50","6,736,885.39","8,291,636.59","12,441,115.83","509,436.34"
收到其他与筹资活动有关的现金,,,,,"6,507,300.00","750,000.00",,,,,,,,"4,400,000.00",,,,,,,,"3,000,000.00",,,,,,,,,,"10,000,000.00",,,
支付其他与经营活动有关的现金,"6,158,568.11","9,544,667.08","9,506,410.19","4,332,137.90","11,809,688.18","18,003,011.70","2,439,650.24","10,175,223.58","15,819,423.57","19,189,642.72","4,125,054.95","9,282,835.87","11,915,843.82","19,161,760.84","7,046,153.75","15,422,848.58","16,389,470.63","45,472,363.83","1,753,775.90","10,499,308.44","18,165,068.91","27,341,310.72","7,132,604.88","7,646,418.30","10,848,084.55","27,169,885.27","2,132,115.59","5,925,419.64","8,274,151.28","15,076,902.78","7,263,948.30","3,012,694.64","19,331,917.05","22,380,665.82","7,046,676.24"
筹资活动现金流入小计,"50,000,000.00","160,000,000.00","50,000,000.00","167,600,000.00","709,900,000.00","650,250,000.00","9,900,000.00","209,900,000.00","319,900,000.00","409,900,000.00","510,000,000.00","650,000,000.00","1,542,960,000.00","1,635,368,160.00",,,"200,000,000.00","290,000,000.00","250,000,000.00","330,000,000.00","410,000,000.00","413,000,000.00","250,000,000.00","350,000,000.00","720,000,000.00","720,000,000.00","200,000,000.00","280,000,000.00","640,000,000.00","757,000,000.00","30,000,000.00","93,000,000.00","413,000,000.00","383,000,000.00","80,000,000.00"
经营活动现金流出小计,"97,795,260.86","108,905,793.67","102,869,566.70","60,500,742.85","114,129,697.39","163,133,967.58","46,060,148.36","85,029,829.56","128,770,018.04","181,882,639.39","39,198,803.77","83,205,972.15","130,840,027.86","188,240,950.58","54,487,562.15","178,352,162.22","223,481,347.07","363,364,613.44","130,439,219.85","213,409,342.62","285,134,605.69","387,688,655.14","73,565,064.52","87,061,517.63","183,002,194.85","164,716,132.26","55,780,036.35","107,343,981.64","173,586,204.86","237,770,070.65","49,524,961.52","84,749,610.49","150,498,744.06","211,201,966.20","47,053,330.14"
